;Longitude;Latitude;Data;VentoC
4925;-42.75;-14.25;2017-07-25 05:00:00;9.628
4926;-42.75;-14.25;2017-07-25 06:00:00;8.927
4927;-42.75;-14.25;2017-07-25 07:00:00;8.97
4928;-42.75;-14.25;2017-07-25 08:00:00;10.471
4929;-42.75;-14.25;2017-07-25 09:00:00;11.256
4930;-42.75;-14.25;2017-07-25 10:00:00;11.734
4931;-42.75;-14.25;2017-07-25 11:00:00;11.69
4932;-42.75;-14.25;2017-07-25 12:00:00;11.279
4933;-42.75;-14.25;2017-07-25 13:00:00;11.132
4934;-42.75;-14.25;2017-07-25 14:00:00;10.974
4935;-42.75;-14.25;2017-07-25 15:00:00;10.774
4936;-42.75;-14.25;2017-07-25 16:00:00;12.174
4937;-42.75;-14.25;2017-07-25 17:00:00;11.53
4938;-42.75;-14.25;2017-07-25 18:00:00;12.009
4939;-42.75;-14.25;2017-07-25 19:00:00;13.593
4940;-42.75;-14.25;2017-07-25 20:00:00;13.537
4941;-42.75;-14.25;2017-07-25 21:00:00;14.445
4942;-42.75;-14.25;2017-07-25 22:00:00;15.018
4943;-42.75;-14.25;2017-07-25 23:00:00;14.073
4944;-42.75;-14.25;2017-07-26 00:00:00;12.984
4945;-42.75;-14.25;2017-07-26 01:00:00;14.428
4946;-42.75;-14.25;2017-07-26 02:00:00;13.092
4947;-42.75;-14.25;2017-07-26 03:00:00;14.304
4948;-42.75;-14.25;2017-07-26 04:00:00;15.43
4949;-42.75;-14.25;2017-07-26 05:00:00;16.378
4950;-42.75;-14.25;2017-07-26 06:00:00;16.06
4951;-42.75;-14.25;2017-07-26 07:00:00;15.665
4952;-42.75;-14.25;2017-07-26 08:00:00;14.822
4953;-42.75;-14.25;2017-07-26 09:00:00;14.608
4954;-42.75;-14.25;2017-07-26 10:00:00;14.124
4955;-42.75;-14.25;2017-07-26 11:00:00;12.6
4956;-42.75;-14.25;2017-07-26 12:00:00;12.69
4957;-42.75;-14.25;2017-07-26 13:00:00;12.619
4958;-42.75;-14.25;2017-07-26 14:00:00;11.515
4959;-42.75;-14.25;2017-07-26 15:00:00;11.703
4960;-42.75;-14.25;2017-07-26 16:00:00;10.258
4961;-42.75;-14.25;2017-07-26 17:00:00;8.423
4962;-42.75;-14.25;2017-07-26 18:00:00;7.978
4963;-42.75;-14.25;2017-07-26 19:00:00;8.7
4964;-42.75;-14.25;2017-07-26 20:00:00;10.498
4965;-42.75;-14.25;2017-07-26 21:00:00;11.714
4966;-42.75;-14.25;2017-07-26 22:00:00;12.542
4967;-42.75;-14.25;2017-07-26 23:00:00;12.025
4968;-42.75;-14.25;2017-07-27 00:00:00;11.384
4969;-42.75;-14.25;2017-07-27 01:00:00;13.456
4970;-42.75;-14.25;2017-07-27 02:00:00;14.022
4971;-42.75;-14.25;2017-07-27 03:00:00;13.785
4972;-42.75;-14.25;2017-07-27 04:00:00;14.305
4973;-42.75;-14.25;2017-07-27 05:00:00;14.182
4974;-42.75;-14.25;2017-07-27 06:00:00;11.794
4975;-42.75;-14.25;2017-07-27 07:00:00;10.194
4976;-42.75;-14.25;2017-07-27 08:00:00;12.225
4977;-42.75;-14.25;2017-07-27 09:00:00;13.235
4978;-42.75;-14.25;2017-07-27 10:00:00;13.695
4979;-42.75;-14.25;2017-07-27 11:00:00;11.497
4980;-42.75;-14.25;2017-07-27 12:00:00;12.074
4981;-42.75;-14.25;2017-07-27 13:00:00;12.378
4982;-42.75;-14.25;2017-07-27 14:00:00;11.26
4983;-42.75;-14.25;2017-07-27 15:00:00;11.146
4984;-42.75;-14.25;2017-07-27 16:00:00;10.558
4985;-42.75;-14.25;2017-07-27 17:00:00;10.672
4986;-42.75;-14.25;2017-07-27 18:00:00;10.744
4987;-42.75;-14.25;2017-07-27 19:00:00;10.516
4988;-42.75;-14.25;2017-07-27 20:00:00;11.802
4989;-42.75;-14.25;2017-07-27 21:00:00;10.817
4990;-42.75;-14.25;2017-07-27 22:00:00;11.315
4991;-42.75;-14.25;2017-07-27 23:00:00;9.765
4992;-42.75;-14.25;2017-07-28 00:00:00;9.584
4993;-42.75;-14.25;2017-07-28 01:00:00;11.625
4994;-42.75;-14.25;2017-07-28 02:00:00;11.648
4995;-42.75;-14.25;2017-07-28 03:00:00;12.244
4996;-42.75;-14.25;2017-07-28 04:00:00;12.662
4997;-42.75;-14.25;2017-07-28 05:00:00;13.602
4998;-42.75;-14.25;2017-07-28 06:00:00;10.465
4999;-42.75;-14.25;2017-07-28 07:00:00;11.02
5000;-42.75;-14.25;2017-07-28 08:00:00;11.41
5001;-42.75;-14.25;2017-07-28 09:00:00;11.884
5002;-42.75;-14.25;2017-07-28 10:00:00;12.35
5003;-42.75;-14.25;2017-07-28 11:00:00;11.881
5004;-42.75;-14.25;2017-07-28 12:00:00;11.97
5005;-42.75;-14.25;2017-07-28 13:00:00;11.68
5006;-42.75;-14.25;2017-07-28 14:00:00;11.689
5007;-42.75;-14.25;2017-07-28 15:00:00;10.825
5008;-42.75;-14.25;2017-07-28 16:00:00;10.538
5009;-42.75;-14.25;2017-07-28 17:00:00;10.991
5010;-42.75;-14.25;2017-07-28 18:00:00;12.398
5011;-42.75;-14.25;2017-07-28 19:00:00;13.85
5012;-42.75;-14.25;2017-07-28 20:00:00;13.415
5013;-42.75;-14.25;2017-07-28 21:00:00;13.378
5014;-42.75;-14.25;2017-07-28 22:00:00;11.998
5015;-42.75;-14.25;2017-07-28 23:00:00;13.432
5016;-42.75;-14.25;2017-07-29 00:00:00;14.28
5017;-42.75;-14.25;2017-07-29 01:00:00;11.878
5018;-42.75;-14.25;2017-07-29 02:00:00;10.3
5019;-42.75;-14.25;2017-07-29 03:00:00;9.775
5020;-42.75;-14.25;2017-07-29 04:00:00;10.618
5021;-42.75;-14.25;2017-07-29 05:00:00;12.43
5022;-42.75;-14.25;2017-07-29 06:00:00;11.372
5023;-42.75;-14.25;2017-07-29 07:00:00;11.937
5024;-42.75;-14.25;2017-07-29 08:00:00;13.162
5025;-42.75;-14.25;2017-07-29 09:00:00;13.58
5026;-42.75;-14.25;2017-07-29 10:00:00;12.834
5027;-42.75;-14.25;2017-07-29 11:00:00;13.852
5028;-42.75;-14.25;2017-07-29 12:00:00;12.525
5029;-42.75;-14.25;2017-07-29 13:00:00;13.403
5030;-42.75;-14.25;2017-07-29 14:00:00;11.641
5031;-42.75;-14.25;2017-07-29 15:00:00;11.004
5032;-42.75;-14.25;2017-07-29 16:00:00;11.403
5033;-42.75;-14.25;2017-07-29 17:00:00;9.867
5034;-42.75;-14.25;2017-07-29 18:00:00;10.288
5035;-42.75;-14.25;2017-07-29 19:00:00;11.556
5036;-42.75;-14.25;2017-07-29 20:00:00;12.49
5037;-42.75;-14.25;2017-07-29 21:00:00;13.235
5038;-42.75;-14.25;2017-07-29 22:00:00;11.924
5039;-42.75;-14.25;2017-07-29 23:00:00;12.42
5040;-42.75;-14.25;2017-07-30 00:00:00;12.566
5041;-42.75;-14.25;2017-07-30 01:00:00;11.529
5042;-42.75;-14.25;2017-07-30 02:00:00;10.642
5043;-42.75;-14.25;2017-07-30 03:00:00;10.364
5044;-42.75;-14.25;2017-07-30 04:00:00;11.452
5045;-42.75;-14.25;2017-07-30 05:00:00;10.202
5046;-42.75;-14.25;2017-07-30 06:00:00;9.615
5047;-42.75;-14.25;2017-07-30 07:00:00;9.032
5048;-42.75;-14.25;2017-07-30 08:00:00;10.338
5049;-42.75;-14.25;2017-07-30 09:00:00;10.42
5050;-42.75;-14.25;2017-07-30 10:00:00;9.545
5051;-42.75;-14.25;2017-07-30 11:00:00;9.17
5052;-42.75;-14.25;2017-07-30 12:00:00;9.748
5053;-42.75;-14.25;2017-07-30 13:00:00;8.52
5054;-42.75;-14.25;2017-07-30 14:00:00;9.23
5055;-42.75;-14.25;2017-07-30 15:00:00;10.119
5056;-42.75;-14.25;2017-07-30 16:00:00;10.36
5057;-42.75;-14.25;2017-07-30 17:00:00;10.33
5058;-42.75;-14.25;2017-07-30 18:00:00;10.986
5059;-42.75;-14.25;2017-07-30 19:00:00;10.766
5060;-42.75;-14.25;2017-07-30 20:00:00;10.964
5061;-42.75;-14.25;2017-07-30 21:00:00;10.802
5062;-42.75;-14.25;2017-07-30 22:00:00;9.607
5063;-42.75;-14.25;2017-07-30 23:00:00;8.687
5064;-42.75;-14.25;2017-07-31 00:00:00;8.384
5065;-42.75;-14.25;2017-07-31 01:00:00;9.282
5066;-42.75;-14.25;2017-07-31 02:00:00;8.708
5067;-42.75;-14.25;2017-07-31 03:00:00;9.525
5068;-42.75;-14.25;2017-07-31 04:00:00;8.95
5069;-42.75;-14.25;2017-07-31 05:00:00;8.426
5070;-42.75;-14.25;2017-07-31 06:00:00;8.823
5071;-42.75;-14.25;2017-07-31 07:00:00;9.0
5072;-42.75;-14.25;2017-07-31 08:00:00;8.625
5073;-42.75;-14.25;2017-07-31 09:00:00;8.425
5074;-42.75;-14.25;2017-07-31 10:00:00;8.412
5075;-42.75;-14.25;2017-07-31 11:00:00;7.876
5076;-42.75;-14.25;2017-07-31 12:00:00;8.497
5077;-42.75;-14.25;2017-07-31 13:00:00;7.83
5078;-42.75;-14.25;2017-07-31 14:00:00;8.735
5079;-42.75;-14.25;2017-07-31 15:00:00;8.882
5080;-42.75;-14.25;2017-07-31 16:00:00;8.363
5081;-42.75;-14.25;2017-07-31 17:00:00;8.67
5082;-42.75;-14.25;2017-07-31 18:00:00;8.062
5083;-42.75;-14.25;2017-07-31 19:00:00;8.342
5084;-42.75;-14.25;2017-07-31 20:00:00;8.88
5085;-42.75;-14.25;2017-07-31 21:00:00;8.22
5086;-42.75;-14.25;2017-07-31 22:00:00;8.285
5087;-42.75;-14.25;2017-07-31 23:00:00;6.236
5088;-42.75;-14.25;2017-08-01 00:00:00;6.842
5089;-42.75;-14.25;2017-08-01 01:00:00;6.698
5090;-42.75;-14.25;2017-08-01 02:00:00;6.732
5091;-42.75;-14.25;2017-08-01 03:00:00;6.11
5092;-42.75;-14.25;2017-08-01 04:00:00;5.621
5093;-42.75;-14.25;2017-08-01 05:00:00;5.924
5094;-42.75;-14.25;2017-08-01 06:00:00;5.696
5095;-42.75;-14.25;2017-08-01 07:00:00;6.334
5096;-42.75;-14.25;2017-08-01 08:00:00;6.863
5097;-42.75;-14.25;2017-08-01 09:00:00;7.86
5098;-42.75;-14.25;2017-08-01 10:00:00;7.492
5099;-42.75;-14.25;2017-08-01 11:00:00;7.056
5100;-42.75;-14.25;2017-08-01 12:00:00;7.752
5101;-42.75;-14.25;2017-08-01 13:00:00;7.052
5102;-42.75;-14.25;2017-08-01 14:00:00;6.298
5103;-42.75;-14.25;2017-08-01 15:00:00;6.531
5104;-42.75;-14.25;2017-08-01 16:00:00;6.212
5105;-42.75;-14.25;2017-08-01 17:00:00;5.638
5106;-42.75;-14.25;2017-08-01 18:00:00;7.013
5107;-42.75;-14.25;2017-08-01 19:00:00;7.826
5108;-42.75;-14.25;2017-08-01 20:00:00;8.345
5109;-42.75;-14.25;2017-08-01 21:00:00;8.057
5110;-42.75;-14.25;2017-08-01 22:00:00;8.398
5111;-42.75;-14.25;2017-08-01 23:00:00;9.352
5112;-42.75;-14.25;2017-08-02 00:00:00;8.294
5113;-42.75;-14.25;2017-08-02 01:00:00;7.658
5114;-42.75;-14.25;2017-08-02 02:00:00;7.437
5115;-42.75;-14.25;2017-08-02 03:00:00;7.132
5116;-42.75;-14.25;2017-08-02 04:00:00;7.09
5117;-42.75;-14.25;2017-08-02 05:00:00;6.975
5118;-42.75;-14.25;2017-08-02 06:00:00;6.994
5119;-42.75;-14.25;2017-08-02 07:00:00;6.808
5120;-42.75;-14.25;2017-08-02 08:00:00;6.725
5121;-42.75;-14.25;2017-08-02 09:00:00;6.545
5122;-42.75;-14.25;2017-08-02 10:00:00;6.293
5123;-42.75;-14.25;2017-08-02 11:00:00;5.93
5124;-42.75;-14.25;2017-08-02 12:00:00;5.306
5125;-42.75;-14.25;2017-08-02 13:00:00;3.498
5126;-42.75;-14.25;2017-08-02 14:00:00;1.836
5127;-42.75;-14.25;2017-08-02 15:00:00;1.765
5128;-42.75;-14.25;2017-08-02 16:00:00;2.388
5129;-42.75;-14.25;2017-08-02 17:00:00;3.747
5130;-42.75;-14.25;2017-08-02 18:00:00;4.237
5131;-42.75;-14.25;2017-08-02 19:00:00;3.923
5132;-42.75;-14.25;2017-08-02 20:00:00;5.85
5133;-42.75;-14.25;2017-08-02 21:00:00;5.893
5134;-42.75;-14.25;2017-08-02 22:00:00;5.832
5135;-42.75;-14.25;2017-08-02 23:00:00;6.006
5136;-42.75;-14.25;2017-08-03 00:00:00;5.992
5137;-42.75;-14.25;2017-08-03 01:00:00;5.156
5138;-42.75;-14.25;2017-08-03 02:00:00;5.893
5139;-42.75;-14.25;2017-08-03 03:00:00;5.898
5140;-42.75;-14.25;2017-08-03 04:00:00;5.855
5141;-42.75;-14.25;2017-08-03 05:00:00;5.676
5142;-42.75;-14.25;2017-08-03 06:00:00;5.375
5143;-42.75;-14.25;2017-08-03 07:00:00;5.41
5144;-42.75;-14.25;2017-08-03 08:00:00;5.045
5145;-42.75;-14.25;2017-08-03 09:00:00;5.308
5146;-42.75;-14.25;2017-08-03 10:00:00;5.252
5147;-42.75;-14.25;2017-08-03 11:00:00;4.412
5148;-42.75;-14.25;2017-08-03 12:00:00;2.165
5149;-42.75;-14.25;2017-08-03 13:00:00;3.417
5150;-42.75;-14.25;2017-08-03 14:00:00;3.143
5151;-42.75;-14.25;2017-08-03 15:00:00;3.118
5152;-42.75;-14.25;2017-08-03 16:00:00;2.645
5153;-42.75;-14.25;2017-08-03 17:00:00;1.565
5154;-42.75;-14.25;2017-08-03 18:00:00;1.385
5155;-42.75;-14.25;2017-08-03 19:00:00;2.994
5156;-42.75;-14.25;2017-08-03 20:00:00;2.953
5157;-42.75;-14.25;2017-08-03 21:00:00;2.57
5158;-42.75;-14.25;2017-08-03 22:00:00;3.173
5159;-42.75;-14.25;2017-08-03 23:00:00;4.653
5160;-42.75;-14.25;2017-08-04 00:00:00;5.062
5161;-42.75;-14.25;2017-08-04 01:00:00;5.242
5162;-42.75;-14.25;2017-08-04 02:00:00;5.624
5163;-42.75;-14.25;2017-08-04 03:00:00;5.548
5164;-42.75;-14.25;2017-08-04 04:00:00;5.45
5165;-42.75;-14.25;2017-08-04 05:00:00;5.348
5166;-42.75;-14.25;2017-08-04 06:00:00;5.403
5167;-42.75;-14.25;2017-08-04 07:00:00;4.645
5168;-42.75;-14.25;2017-08-04 08:00:00;4.01
5169;-42.75;-14.25;2017-08-04 09:00:00;4.565
5170;-42.75;-14.25;2017-08-04 10:00:00;4.305
5171;-42.75;-14.25;2017-08-04 11:00:00;3.526
5172;-42.75;-14.25;2017-08-04 12:00:00;2.536
5173;-42.75;-14.25;2017-08-04 13:00:00;4.035
5174;-42.75;-14.25;2017-08-04 14:00:00;4.327
5175;-42.75;-14.25;2017-08-04 15:00:00;3.615
5176;-42.75;-14.25;2017-08-04 16:00:00;2.975
5177;-42.75;-14.25;2017-08-04 17:00:00;3.705
5178;-42.75;-14.25;2017-08-04 18:00:00;4.258
5179;-42.75;-14.25;2017-08-04 19:00:00;4.138
5180;-42.75;-14.25;2017-08-04 20:00:00;2.114
5181;-42.75;-14.25;2017-08-04 21:00:00;3.55
5182;-42.75;-14.25;2017-08-04 22:00:00;4.432
5183;-42.75;-14.25;2017-08-04 23:00:00;3.64
5184;-42.75;-14.25;2017-08-05 00:00:00;3.172
5185;-42.75;-14.25;2017-08-05 01:00:00;6.286
5186;-42.75;-14.25;2017-08-05 02:00:00;6.268
5187;-42.75;-14.25;2017-08-05 03:00:00;7.08
5188;-42.75;-14.25;2017-08-05 04:00:00;7.246
5189;-42.75;-14.25;2017-08-05 05:00:00;7.886
5190;-42.75;-14.25;2017-08-05 06:00:00;9.156
5191;-42.75;-14.25;2017-08-05 07:00:00;8.955
5192;-42.75;-14.25;2017-08-05 08:00:00;8.226
5193;-42.75;-14.25;2017-08-05 09:00:00;8.888
5194;-42.75;-14.25;2017-08-05 10:00:00;9.244
5195;-42.75;-14.25;2017-08-05 11:00:00;9.236
5196;-42.75;-14.25;2017-08-05 12:00:00;8.573
5197;-42.75;-14.25;2017-08-05 13:00:00;8.412
5198;-42.75;-14.25;2017-08-05 14:00:00;7.696
5199;-42.75;-14.25;2017-08-05 15:00:00;6.122
5200;-42.75;-14.25;2017-08-05 16:00:00;5.53
5201;-42.75;-14.25;2017-08-05 17:00:00;5.82
5202;-42.75;-14.25;2017-08-05 18:00:00;7.023
5203;-42.75;-14.25;2017-08-05 19:00:00;7.62
5204;-42.75;-14.25;2017-08-05 20:00:00;8.575
5205;-42.75;-14.25;2017-08-05 21:00:00;9.655
5206;-42.75;-14.25;2017-08-05 22:00:00;8.475
5207;-42.75;-14.25;2017-08-05 23:00:00;8.67
5208;-42.75;-14.25;2017-08-06 00:00:00;9.177
5209;-42.75;-14.25;2017-08-06 01:00:00;8.985
5210;-42.75;-14.25;2017-08-06 02:00:00;9.004
5211;-42.75;-14.25;2017-08-06 03:00:00;10.224
5212;-42.75;-14.25;2017-08-06 04:00:00;10.216
5213;-42.75;-14.25;2017-08-06 05:00:00;11.403
5214;-42.75;-14.25;2017-08-06 06:00:00;10.722
5215;-42.75;-14.25;2017-08-06 07:00:00;10.462
5216;-42.75;-14.25;2017-08-06 08:00:00;9.937
5217;-42.75;-14.25;2017-08-06 09:00:00;10.452
5218;-42.75;-14.25;2017-08-06 10:00:00;9.85
5219;-42.75;-14.25;2017-08-06 11:00:00;9.544
5220;-42.75;-14.25;2017-08-06 12:00:00;8.728
5221;-42.75;-14.25;2017-08-06 13:00:00;8.412
5222;-42.75;-14.25;2017-08-06 14:00:00;8.665
5223;-42.75;-14.25;2017-08-06 15:00:00;8.945
5224;-42.75;-14.25;2017-08-06 16:00:00;8.705
5225;-42.75;-14.25;2017-08-06 17:00:00;9.735
5226;-42.75;-14.25;2017-08-06 18:00:00;9.422
5227;-42.75;-14.25;2017-08-06 19:00:00;10.143
5228;-42.75;-14.25;2017-08-06 20:00:00;11.372
5229;-42.75;-14.25;2017-08-06 21:00:00;11.226
5230;-42.75;-14.25;2017-08-06 22:00:00;10.666
5231;-42.75;-14.25;2017-08-06 23:00:00;10.916
5232;-42.75;-14.25;2017-08-07 00:00:00;10.764
5233;-42.75;-14.25;2017-08-07 01:00:00;10.7
5234;-42.75;-14.25;2017-08-07 02:00:00;10.14
5235;-42.75;-14.25;2017-08-07 03:00:00;9.313
5236;-42.75;-14.25;2017-08-07 04:00:00;9.57
5237;-42.75;-14.25;2017-08-07 05:00:00;9.952
5238;-42.75;-14.25;2017-08-07 06:00:00;10.102
5239;-42.75;-14.25;2017-08-07 07:00:00;9.76
5240;-42.75;-14.25;2017-08-07 08:00:00;10.245
5241;-42.75;-14.25;2017-08-07 09:00:00;10.768
5242;-42.75;-14.25;2017-08-07 10:00:00;11.263
5243;-42.75;-14.25;2017-08-07 11:00:00;11.008
5244;-42.75;-14.25;2017-08-07 12:00:00;10.36
5245;-42.75;-14.25;2017-08-07 13:00:00;9.158
5246;-42.75;-14.25;2017-08-07 14:00:00;8.212
5247;-42.75;-14.25;2017-08-07 15:00:00;7.402
5248;-42.75;-14.25;2017-08-07 16:00:00;7.444
5249;-42.75;-14.25;2017-08-07 17:00:00;7.794
5250;-42.75;-14.25;2017-08-07 18:00:00;8.772
5251;-42.75;-14.25;2017-08-07 19:00:00;9.877
5252;-42.75;-14.25;2017-08-07 20:00:00;11.012
5253;-42.75;-14.25;2017-08-07 21:00:00;10.623
5254;-42.75;-14.25;2017-08-07 22:00:00;11.138
5255;-42.75;-14.25;2017-08-07 23:00:00;10.137
5256;-42.75;-14.25;2017-08-08 00:00:00;9.983
5257;-42.75;-14.25;2017-08-08 01:00:00;9.422
5258;-42.75;-14.25;2017-08-08 02:00:00;8.81
5259;-42.75;-14.25;2017-08-08 03:00:00;8.682
5260;-42.75;-14.25;2017-08-08 04:00:00;9.55
5261;-42.75;-14.25;2017-08-08 05:00:00;8.438
5262;-42.75;-14.25;2017-08-08 06:00:00;8.533
5263;-42.75;-14.25;2017-08-08 07:00:00;8.02
5264;-42.75;-14.25;2017-08-08 08:00:00;8.357
5265;-42.75;-14.25;2017-08-08 09:00:00;8.722
5266;-42.75;-14.25;2017-08-08 10:00:00;8.278
5267;-42.75;-14.25;2017-08-08 11:00:00;7.817
5268;-42.75;-14.25;2017-08-08 12:00:00;6.998
5269;-42.75;-14.25;2017-08-08 13:00:00;5.898
5270;-42.75;-14.25;2017-08-08 14:00:00;5.382
5271;-42.75;-14.25;2017-08-08 15:00:00;4.519
5272;-42.75;-14.25;2017-08-08 16:00:00;4.411
5273;-42.75;-14.25;2017-08-08 17:00:00;4.224
5274;-42.75;-14.25;2017-08-08 18:00:00;5.525
5275;-42.75;-14.25;2017-08-08 19:00:00;6.195
5276;-42.75;-14.25;2017-08-08 20:00:00;7.404
5277;-42.75;-14.25;2017-08-08 21:00:00;7.352
5278;-42.75;-14.25;2017-08-08 22:00:00;8.058
5279;-42.75;-14.25;2017-08-08 23:00:00;8.136
5280;-42.75;-14.25;2017-08-09 00:00:00;7.229
5281;-42.75;-14.25;2017-08-09 01:00:00;7.014
5282;-42.75;-14.25;2017-08-09 02:00:00;7.264
5283;-42.75;-14.25;2017-08-09 03:00:00;7.008
5284;-42.75;-14.25;2017-08-09 04:00:00;6.33
5285;-42.75;-14.25;2017-08-09 05:00:00;6.542
5286;-42.75;-14.25;2017-08-09 06:00:00;6.46
5287;-42.75;-14.25;2017-08-09 07:00:00;5.345
5288;-42.75;-14.25;2017-08-09 08:00:00;4.945
5289;-42.75;-14.25;2017-08-09 09:00:00;5.052
5290;-42.75;-14.25;2017-08-09 10:00:00;5.18
5291;-42.75;-14.25;2017-08-09 11:00:00;4.396
5292;-42.75;-14.25;2017-08-09 12:00:00;3.42
5293;-42.75;-14.25;2017-08-09 13:00:00;3.248
5294;-42.75;-14.25;2017-08-09 14:00:00;2.896
5295;-42.75;-14.25;2017-08-09 15:00:00;2.535
5296;-42.75;-14.25;2017-08-09 16:00:00;1.83
5297;-42.75;-14.25;2017-08-09 17:00:00;2.97
5298;-42.75;-14.25;2017-08-09 18:00:00;2.728
5299;-42.75;-14.25;2017-08-09 19:00:00;3.985
5300;-42.75;-14.25;2017-08-09 20:00:00;3.33
5301;-42.75;-14.25;2017-08-09 21:00:00;2.222
5302;-42.75;-14.25;2017-08-09 22:00:00;3.362
5303;-42.75;-14.25;2017-08-09 23:00:00;4.128
5304;-42.75;-14.25;2017-08-10 00:00:00;4.568
5305;-42.75;-14.25;2017-08-10 01:00:00;5.826
5306;-42.75;-14.25;2017-08-10 02:00:00;5.94
5307;-42.75;-14.25;2017-08-10 03:00:00;5.358
5308;-42.75;-14.25;2017-08-10 04:00:00;4.838
5309;-42.75;-14.25;2017-08-10 05:00:00;4.419
5310;-42.75;-14.25;2017-08-10 06:00:00;5.014
5311;-42.75;-14.25;2017-08-10 07:00:00;4.39
5312;-42.75;-14.25;2017-08-10 08:00:00;3.716
5313;-42.75;-14.25;2017-08-10 09:00:00;4.142
5314;-42.75;-14.25;2017-08-10 10:00:00;5.206
5315;-42.75;-14.25;2017-08-10 11:00:00;7.026
5316;-42.75;-14.25;2017-08-10 12:00:00;8.142
5317;-42.75;-14.25;2017-08-10 13:00:00;6.466
5318;-42.75;-14.25;2017-08-10 14:00:00;7.165
5319;-42.75;-14.25;2017-08-10 15:00:00;7.646
5320;-42.75;-14.25;2017-08-10 16:00:00;7.8
5321;-42.75;-14.25;2017-08-10 17:00:00;7.063
5322;-42.75;-14.25;2017-08-10 18:00:00;7.844
5323;-42.75;-14.25;2017-08-10 19:00:00;7.273
5324;-42.75;-14.25;2017-08-10 20:00:00;8.438
5325;-42.75;-14.25;2017-08-10 21:00:00;8.376
5326;-42.75;-14.25;2017-08-10 22:00:00;7.713
5327;-42.75;-14.25;2017-08-10 23:00:00;7.655
5328;-42.75;-14.25;2017-08-11 00:00:00;7.714
5329;-42.75;-14.25;2017-08-11 01:00:00;7.456
5330;-42.75;-14.25;2017-08-11 02:00:00;6.272
5331;-42.75;-14.25;2017-08-11 03:00:00;8.057
5332;-42.75;-14.25;2017-08-11 04:00:00;8.66
5333;-42.75;-14.25;2017-08-11 05:00:00;9.147
5334;-42.75;-14.25;2017-08-11 06:00:00;7.728
5335;-42.75;-14.25;2017-08-11 07:00:00;6.968
5336;-42.75;-14.25;2017-08-11 08:00:00;9.386
5337;-42.75;-14.25;2017-08-11 09:00:00;9.758
5338;-42.75;-14.25;2017-08-11 10:00:00;10.465
5339;-42.75;-14.25;2017-08-11 11:00:00;11.406
5340;-42.75;-14.25;2017-08-11 12:00:00;11.159
5341;-42.75;-14.25;2017-08-11 13:00:00;10.374
5342;-42.75;-14.25;2017-08-11 14:00:00;9.804
5343;-42.75;-14.25;2017-08-11 15:00:00;8.802
5344;-42.75;-14.25;2017-08-11 16:00:00;9.659
5345;-42.75;-14.25;2017-08-11 17:00:00;9.344
5346;-42.75;-14.25;2017-08-11 18:00:00;8.933
5347;-42.75;-14.25;2017-08-11 19:00:00;11.848
5348;-42.75;-14.25;2017-08-11 20:00:00;13.619
5349;-42.75;-14.25;2017-08-11 21:00:00;14.035
5350;-42.75;-14.25;2017-08-11 22:00:00;13.104
5351;-42.75;-14.25;2017-08-11 23:00:00;12.421
5352;-42.75;-14.25;2017-08-12 00:00:00;11.655
5353;-42.75;-14.25;2017-08-12 01:00:00;10.079
5354;-42.75;-14.25;2017-08-12 02:00:00;9.529
5355;-42.75;-14.25;2017-08-12 03:00:00;8.81
5356;-42.75;-14.25;2017-08-12 04:00:00;8.546
5357;-42.75;-14.25;2017-08-12 05:00:00;8.042
5358;-42.75;-14.25;2017-08-12 06:00:00;7.94
5359;-42.75;-14.25;2017-08-12 07:00:00;9.145
5360;-42.75;-14.25;2017-08-12 08:00:00;8.994
5361;-42.75;-14.25;2017-08-12 09:00:00;9.064
5362;-42.75;-14.25;2017-08-12 10:00:00;8.052
5363;-42.75;-14.25;2017-08-12 11:00:00;7.813
5364;-42.75;-14.25;2017-08-12 12:00:00;7.248
5365;-42.75;-14.25;2017-08-12 13:00:00;7.146
5366;-42.75;-14.25;2017-08-12 14:00:00;6.8
5367;-42.75;-14.25;2017-08-12 15:00:00;6.675
5368;-42.75;-14.25;2017-08-12 16:00:00;7.605
5369;-42.75;-14.25;2017-08-12 17:00:00;8.502
5370;-42.75;-14.25;2017-08-12 18:00:00;9.268
5371;-42.75;-14.25;2017-08-12 19:00:00;9.328
5372;-42.75;-14.25;2017-08-12 20:00:00;9.235
5373;-42.75;-14.25;2017-08-12 21:00:00;9.097
5374;-42.75;-14.25;2017-08-12 22:00:00;9.867
5375;-42.75;-14.25;2017-08-12 23:00:00;10.398
5376;-42.75;-14.25;2017-08-13 00:00:00;9.292
5377;-42.75;-14.25;2017-08-13 01:00:00;8.462
5378;-42.75;-14.25;2017-08-13 02:00:00;8.489
5379;-42.75;-14.25;2017-08-13 03:00:00;8.418
5380;-42.75;-14.25;2017-08-13 04:00:00;7.779
5381;-42.75;-14.25;2017-08-13 05:00:00;8.169
5382;-42.75;-14.25;2017-08-13 06:00:00;7.676
5383;-42.75;-14.25;2017-08-13 07:00:00;6.315
5384;-42.75;-14.25;2017-08-13 08:00:00;5.847
5385;-42.75;-14.25;2017-08-13 09:00:00;6.238
5386;-42.75;-14.25;2017-08-13 10:00:00;6.684
5387;-42.75;-14.25;2017-08-13 11:00:00;6.45
5388;-42.75;-14.25;2017-08-13 12:00:00;6.35
5389;-42.75;-14.25;2017-08-13 13:00:00;6.267
5390;-42.75;-14.25;2017-08-13 14:00:00;5.81
