;Longitude;Latitude;Data;VentoC
0;-42.75;-14.25;2017-01-01 00:00:00;9.815
1;-42.75;-14.25;2017-01-01 01:00:00;8.735
2;-42.75;-14.25;2017-01-01 02:00:00;8.454
3;-42.75;-14.25;2017-01-01 03:00:00;9.178
4;-42.75;-14.25;2017-01-01 04:00:00;9.186
5;-42.75;-14.25;2017-01-01 05:00:00;9.361
6;-42.75;-14.25;2017-01-01 06:00:00;8.403
7;-42.75;-14.25;2017-01-01 07:00:00;7.396
8;-42.75;-14.25;2017-01-01 08:00:00;7.83
9;-42.75;-14.25;2017-01-01 09:00:00;7.383
10;-42.75;-14.25;2017-01-01 10:00:00;7.1
11;-42.75;-14.25;2017-01-01 11:00:00;6.602
12;-42.75;-14.25;2017-01-01 12:00:00;6.435
13;-42.75;-14.25;2017-01-01 13:00:00;5.556
14;-42.75;-14.25;2017-01-01 14:00:00;5.448
15;-42.75;-14.25;2017-01-01 15:00:00;4.098
16;-42.75;-14.25;2017-01-01 16:00:00;3.74
17;-42.75;-14.25;2017-01-01 17:00:00;3.598
18;-42.75;-14.25;2017-01-01 18:00:00;5.537
19;-42.75;-14.25;2017-01-01 19:00:00;6.072
20;-42.75;-14.25;2017-01-01 20:00:00;5.703
21;-42.75;-14.25;2017-01-01 21:00:00;6.79
22;-42.75;-14.25;2017-01-01 22:00:00;7.781
23;-42.75;-14.25;2017-01-01 23:00:00;8.665
24;-42.75;-14.25;2017-01-02 00:00:00;7.844
25;-42.75;-14.25;2017-01-02 01:00:00;7.728
26;-42.75;-14.25;2017-01-02 02:00:00;7.414
27;-42.75;-14.25;2017-01-02 03:00:00;6.972
28;-42.75;-14.25;2017-01-02 04:00:00;7.182
29;-42.75;-14.25;2017-01-02 05:00:00;6.776
30;-42.75;-14.25;2017-01-02 06:00:00;5.889
31;-42.75;-14.25;2017-01-02 07:00:00;5.663
32;-42.75;-14.25;2017-01-02 08:00:00;4.963
33;-42.75;-14.25;2017-01-02 09:00:00;5.158
34;-42.75;-14.25;2017-01-02 10:00:00;4.946
35;-42.75;-14.25;2017-01-02 11:00:00;4.93
36;-42.75;-14.25;2017-01-02 12:00:00;4.73
37;-42.75;-14.25;2017-01-02 13:00:00;4.465
38;-42.75;-14.25;2017-01-02 14:00:00;4.453
39;-42.75;-14.25;2017-01-02 15:00:00;3.891
40;-42.75;-14.25;2017-01-02 16:00:00;2.92
41;-42.75;-14.25;2017-01-02 17:00:00;2.774
42;-42.75;-14.25;2017-01-02 18:00:00;2.043
43;-42.75;-14.25;2017-01-02 19:00:00;2.144
44;-42.75;-14.25;2017-01-02 20:00:00;4.077
45;-42.75;-14.25;2017-01-02 21:00:00;4.45
46;-42.75;-14.25;2017-01-02 22:00:00;4.814
47;-42.75;-14.25;2017-01-02 23:00:00;6.785
48;-42.75;-14.25;2017-01-03 00:00:00;6.088
49;-42.75;-14.25;2017-01-03 01:00:00;6.361
50;-42.75;-14.25;2017-01-03 02:00:00;5.503
51;-42.75;-14.25;2017-01-03 03:00:00;5.85
52;-42.75;-14.25;2017-01-03 04:00:00;5.704
53;-42.75;-14.25;2017-01-03 05:00:00;4.655
54;-42.75;-14.25;2017-01-03 06:00:00;4.778
55;-42.75;-14.25;2017-01-03 07:00:00;4.174
56;-42.75;-14.25;2017-01-03 08:00:00;3.864
57;-42.75;-14.25;2017-01-03 09:00:00;4.393
58;-42.75;-14.25;2017-01-03 10:00:00;4.122
59;-42.75;-14.25;2017-01-03 11:00:00;4.615
60;-42.75;-14.25;2017-01-03 12:00:00;4.398
61;-42.75;-14.25;2017-01-03 13:00:00;4.502
62;-42.75;-14.25;2017-01-03 14:00:00;4.095
63;-42.75;-14.25;2017-01-03 15:00:00;4.427
64;-42.75;-14.25;2017-01-03 16:00:00;5.945
65;-42.75;-14.25;2017-01-03 17:00:00;6.265
66;-42.75;-14.25;2017-01-03 18:00:00;9.343
67;-42.75;-14.25;2017-01-03 19:00:00;9.228
68;-42.75;-14.25;2017-01-03 20:00:00;8.126
69;-42.75;-14.25;2017-01-03 21:00:00;10.268
70;-42.75;-14.25;2017-01-03 22:00:00;12.435
71;-42.75;-14.25;2017-01-03 23:00:00;11.331
72;-42.75;-14.25;2017-01-04 00:00:00;11.4
73;-42.75;-14.25;2017-01-04 01:00:00;8.247
74;-42.75;-14.25;2017-01-04 02:00:00;6.048
75;-42.75;-14.25;2017-01-04 03:00:00;6.698
76;-42.75;-14.25;2017-01-04 04:00:00;7.934
77;-42.75;-14.25;2017-01-04 05:00:00;7.448
78;-42.75;-14.25;2017-01-04 06:00:00;7.265
79;-42.75;-14.25;2017-01-04 07:00:00;5.625
80;-42.75;-14.25;2017-01-04 08:00:00;6.096
81;-42.75;-14.25;2017-01-04 09:00:00;5.444
82;-42.75;-14.25;2017-01-04 10:00:00;5.955
83;-42.75;-14.25;2017-01-04 11:00:00;6.162
84;-42.75;-14.25;2017-01-04 12:00:00;5.445
85;-42.75;-14.25;2017-01-04 13:00:00;5.455
86;-42.75;-14.25;2017-01-04 14:00:00;6.238
87;-42.75;-14.25;2017-01-04 15:00:00;4.664
88;-42.75;-14.25;2017-01-04 16:00:00;6.158
89;-42.75;-14.25;2017-01-04 17:00:00;6.715
90;-42.75;-14.25;2017-01-04 18:00:00;8.586
91;-42.75;-14.25;2017-01-04 19:00:00;10.652
92;-42.75;-14.25;2017-01-04 20:00:00;10.622
93;-42.75;-14.25;2017-01-04 21:00:00;9.779
94;-42.75;-14.25;2017-01-04 22:00:00;8.102
95;-42.75;-14.25;2017-01-04 23:00:00;6.646
96;-42.75;-14.25;2017-01-05 00:00:00;8.217
97;-42.75;-14.25;2017-01-05 01:00:00;7.031
98;-42.75;-14.25;2017-01-05 02:00:00;8.177
99;-42.75;-14.25;2017-01-05 03:00:00;8.093
100;-42.75;-14.25;2017-01-05 04:00:00;8.565
101;-42.75;-14.25;2017-01-05 05:00:00;8.673
102;-42.75;-14.25;2017-01-05 06:00:00;8.663
103;-42.75;-14.25;2017-01-05 07:00:00;8.205
104;-42.75;-14.25;2017-01-05 08:00:00;9.155
105;-42.75;-14.25;2017-01-05 09:00:00;7.928
106;-42.75;-14.25;2017-01-05 10:00:00;7.485
107;-42.75;-14.25;2017-01-05 11:00:00;6.908
108;-42.75;-14.25;2017-01-05 12:00:00;7.39
109;-42.75;-14.25;2017-01-05 13:00:00;6.77
110;-42.75;-14.25;2017-01-05 14:00:00;6.306
111;-42.75;-14.25;2017-01-05 15:00:00;6.53
112;-42.75;-14.25;2017-01-05 16:00:00;6.593
113;-42.75;-14.25;2017-01-05 17:00:00;6.598
114;-42.75;-14.25;2017-01-05 18:00:00;8.515
115;-42.75;-14.25;2017-01-05 19:00:00;8.878
116;-42.75;-14.25;2017-01-05 20:00:00;8.11
117;-42.75;-14.25;2017-01-05 21:00:00;9.034
118;-42.75;-14.25;2017-01-05 22:00:00;9.426
119;-42.75;-14.25;2017-01-05 23:00:00;8.947
120;-42.75;-14.25;2017-01-06 00:00:00;9.304
121;-42.75;-14.25;2017-01-06 01:00:00;6.324
122;-42.75;-14.25;2017-01-06 02:00:00;5.228
123;-42.75;-14.25;2017-01-06 03:00:00;5.268
124;-42.75;-14.25;2017-01-06 04:00:00;5.652
125;-42.75;-14.25;2017-01-06 05:00:00;5.365
126;-42.75;-14.25;2017-01-06 06:00:00;6.306
127;-42.75;-14.25;2017-01-06 07:00:00;4.744
128;-42.75;-14.25;2017-01-06 08:00:00;4.773
129;-42.75;-14.25;2017-01-06 09:00:00;6.476
130;-42.75;-14.25;2017-01-06 10:00:00;6.607
131;-42.75;-14.25;2017-01-06 11:00:00;7.497
132;-42.75;-14.25;2017-01-06 12:00:00;8.545
133;-42.75;-14.25;2017-01-06 13:00:00;7.878
134;-42.75;-14.25;2017-01-06 14:00:00;8.01
135;-42.75;-14.25;2017-01-06 15:00:00;8.097
136;-42.75;-14.25;2017-01-06 16:00:00;8.198
137;-42.75;-14.25;2017-01-06 17:00:00;6.878
138;-42.75;-14.25;2017-01-06 18:00:00;7.825
139;-42.75;-14.25;2017-01-06 19:00:00;8.027
140;-42.75;-14.25;2017-01-06 20:00:00;9.456
141;-42.75;-14.25;2017-01-06 21:00:00;8.705
142;-42.75;-14.25;2017-01-06 22:00:00;8.094
143;-42.75;-14.25;2017-01-06 23:00:00;8.526
144;-42.75;-14.25;2017-01-07 00:00:00;6.861
145;-42.75;-14.25;2017-01-07 01:00:00;8.04
146;-42.75;-14.25;2017-01-07 02:00:00;7.012
147;-42.75;-14.25;2017-01-07 03:00:00;8.794
148;-42.75;-14.25;2017-01-07 04:00:00;7.658
149;-42.75;-14.25;2017-01-07 05:00:00;7.347
150;-42.75;-14.25;2017-01-07 06:00:00;10.754
151;-42.75;-14.25;2017-01-07 07:00:00;11.185
152;-42.75;-14.25;2017-01-07 08:00:00;9.728
153;-42.75;-14.25;2017-01-07 09:00:00;9.014
154;-42.75;-14.25;2017-01-07 10:00:00;7.805
155;-42.75;-14.25;2017-01-07 11:00:00;7.371
156;-42.75;-14.25;2017-01-07 12:00:00;6.805
157;-42.75;-14.25;2017-01-07 13:00:00;6.575
158;-42.75;-14.25;2017-01-07 14:00:00;7.485
159;-42.75;-14.25;2017-01-07 15:00:00;7.528
160;-42.75;-14.25;2017-01-07 16:00:00;7.695
161;-42.75;-14.25;2017-01-07 17:00:00;7.876
162;-42.75;-14.25;2017-01-07 18:00:00;9.158
163;-42.75;-14.25;2017-01-07 19:00:00;9.038
164;-42.75;-14.25;2017-01-07 20:00:00;8.477
165;-42.75;-14.25;2017-01-07 21:00:00;7.673
166;-42.75;-14.25;2017-01-07 22:00:00;7.826
167;-42.75;-14.25;2017-01-07 23:00:00;8.806
168;-42.75;-14.25;2017-01-08 00:00:00;8.942
169;-42.75;-14.25;2017-01-08 01:00:00;7.77
170;-42.75;-14.25;2017-01-08 02:00:00;6.647
171;-42.75;-14.25;2017-01-08 03:00:00;7.031
172;-42.75;-14.25;2017-01-08 04:00:00;9.475
173;-42.75;-14.25;2017-01-08 05:00:00;9.532
174;-42.75;-14.25;2017-01-08 06:00:00;7.713
175;-42.75;-14.25;2017-01-08 07:00:00;5.434
176;-42.75;-14.25;2017-01-08 08:00:00;7.167
177;-42.75;-14.25;2017-01-08 09:00:00;8.127
178;-42.75;-14.25;2017-01-08 10:00:00;6.549
179;-42.75;-14.25;2017-01-08 11:00:00;6.263
180;-42.75;-14.25;2017-01-08 12:00:00;5.668
181;-42.75;-14.25;2017-01-08 13:00:00;6.025
182;-42.75;-14.25;2017-01-08 14:00:00;6.76
183;-42.75;-14.25;2017-01-08 15:00:00;6.26
184;-42.75;-14.25;2017-01-08 16:00:00;6.747
185;-42.75;-14.25;2017-01-08 17:00:00;7.367
186;-42.75;-14.25;2017-01-08 18:00:00;6.595
187;-42.75;-14.25;2017-01-08 19:00:00;5.663
188;-42.75;-14.25;2017-01-08 20:00:00;6.966
189;-42.75;-14.25;2017-01-08 21:00:00;6.726
190;-42.75;-14.25;2017-01-08 22:00:00;6.733
191;-42.75;-14.25;2017-01-08 23:00:00;7.959
192;-42.75;-14.25;2017-01-09 00:00:00;8.226
193;-42.75;-14.25;2017-01-09 01:00:00;8.942
194;-42.75;-14.25;2017-01-09 02:00:00;7.886
195;-42.75;-14.25;2017-01-09 03:00:00;7.61
196;-42.75;-14.25;2017-01-09 04:00:00;7.445
197;-42.75;-14.25;2017-01-09 05:00:00;7.79
198;-42.75;-14.25;2017-01-09 06:00:00;8.184
199;-42.75;-14.25;2017-01-09 07:00:00;7.712
200;-42.75;-14.25;2017-01-09 08:00:00;6.977
201;-42.75;-14.25;2017-01-09 09:00:00;6.797
202;-42.75;-14.25;2017-01-09 10:00:00;6.442
203;-42.75;-14.25;2017-01-09 11:00:00;5.639
204;-42.75;-14.25;2017-01-09 12:00:00;4.685
205;-42.75;-14.25;2017-01-09 13:00:00;4.406
206;-42.75;-14.25;2017-01-09 14:00:00;4.774
207;-42.75;-14.25;2017-01-09 15:00:00;5.102
208;-42.75;-14.25;2017-01-09 16:00:00;4.17
209;-42.75;-14.25;2017-01-09 17:00:00;2.818
210;-42.75;-14.25;2017-01-09 18:00:00;2.665
211;-42.75;-14.25;2017-01-09 19:00:00;4.078
212;-42.75;-14.25;2017-01-09 20:00:00;4.294
213;-42.75;-14.25;2017-01-09 21:00:00;4.387
214;-42.75;-14.25;2017-01-09 22:00:00;4.778
215;-42.75;-14.25;2017-01-09 23:00:00;7.268
216;-42.75;-14.25;2017-01-10 00:00:00;8.122
217;-42.75;-14.25;2017-01-10 01:00:00;8.41
218;-42.75;-14.25;2017-01-10 02:00:00;8.15
219;-42.75;-14.25;2017-01-10 03:00:00;8.572
220;-42.75;-14.25;2017-01-10 04:00:00;8.645
221;-42.75;-14.25;2017-01-10 05:00:00;7.41
222;-42.75;-14.25;2017-01-10 06:00:00;6.906
223;-42.75;-14.25;2017-01-10 07:00:00;5.774
224;-42.75;-14.25;2017-01-10 08:00:00;5.895
225;-42.75;-14.25;2017-01-10 09:00:00;6.225
226;-42.75;-14.25;2017-01-10 10:00:00;6.067
227;-42.75;-14.25;2017-01-10 11:00:00;4.246
228;-42.75;-14.25;2017-01-10 12:00:00;3.626
229;-42.75;-14.25;2017-01-10 13:00:00;3.245
230;-42.75;-14.25;2017-01-10 14:00:00;3.118
231;-42.75;-14.25;2017-01-10 15:00:00;4.504
232;-42.75;-14.25;2017-01-10 16:00:00;4.454
233;-42.75;-14.25;2017-01-10 17:00:00;2.61
234;-42.75;-14.25;2017-01-10 18:00:00;2.813
235;-42.75;-14.25;2017-01-10 19:00:00;4.912
236;-42.75;-14.25;2017-01-10 20:00:00;5.723
237;-42.75;-14.25;2017-01-10 21:00:00;6.338
238;-42.75;-14.25;2017-01-10 22:00:00;7.632
239;-42.75;-14.25;2017-01-10 23:00:00;9.006
240;-42.75;-14.25;2017-01-11 00:00:00;8.471
241;-42.75;-14.25;2017-01-11 01:00:00;8.258
242;-42.75;-14.25;2017-01-11 02:00:00;8.704
243;-42.75;-14.25;2017-01-11 03:00:00;9.237
244;-42.75;-14.25;2017-01-11 04:00:00;9.19
245;-42.75;-14.25;2017-01-11 05:00:00;7.745
246;-42.75;-14.25;2017-01-11 06:00:00;6.454
247;-42.75;-14.25;2017-01-11 07:00:00;3.715
248;-42.75;-14.25;2017-01-11 08:00:00;3.955
249;-42.75;-14.25;2017-01-11 09:00:00;3.265
250;-42.75;-14.25;2017-01-11 10:00:00;3.184
251;-42.75;-14.25;2017-01-11 11:00:00;3.626
252;-42.75;-14.25;2017-01-11 12:00:00;3.947
253;-42.75;-14.25;2017-01-11 13:00:00;4.027
254;-42.75;-14.25;2017-01-11 14:00:00;4.482
255;-42.75;-14.25;2017-01-11 15:00:00;5.652
256;-42.75;-14.25;2017-01-11 16:00:00;5.708
257;-42.75;-14.25;2017-01-11 17:00:00;5.995
258;-42.75;-14.25;2017-01-11 18:00:00;6.662
259;-42.75;-14.25;2017-01-11 19:00:00;8.175
260;-42.75;-14.25;2017-01-11 20:00:00;6.758
261;-42.75;-14.25;2017-01-11 21:00:00;3.747
262;-42.75;-14.25;2017-01-11 22:00:00;4.715
263;-42.75;-14.25;2017-01-11 23:00:00;5.445
264;-42.75;-14.25;2017-01-12 00:00:00;5.438
265;-42.75;-14.25;2017-01-12 01:00:00;5.139
266;-42.75;-14.25;2017-01-12 02:00:00;5.435
267;-42.75;-14.25;2017-01-12 03:00:00;5.006
268;-42.75;-14.25;2017-01-12 04:00:00;2.895
269;-42.75;-14.25;2017-01-12 05:00:00;2.002
270;-42.75;-14.25;2017-01-12 06:00:00;2.192
271;-42.75;-14.25;2017-01-12 07:00:00;1.856
272;-42.75;-14.25;2017-01-12 08:00:00;2.416
273;-42.75;-14.25;2017-01-12 09:00:00;2.042
274;-42.75;-14.25;2017-01-12 10:00:00;2.015
275;-42.75;-14.25;2017-01-12 11:00:00;2.315
276;-42.75;-14.25;2017-01-12 12:00:00;2.536
277;-42.75;-14.25;2017-01-12 13:00:00;1.615
278;-42.75;-14.25;2017-01-12 14:00:00;2.772
279;-42.75;-14.25;2017-01-12 15:00:00;3.52
280;-42.75;-14.25;2017-01-12 16:00:00;4.62
281;-42.75;-14.25;2017-01-12 17:00:00;3.582
282;-42.75;-14.25;2017-01-12 18:00:00;4.55
283;-42.75;-14.25;2017-01-12 19:00:00;3.635
284;-42.75;-14.25;2017-01-12 20:00:00;3.355
285;-42.75;-14.25;2017-01-12 21:00:00;7.428
286;-42.75;-14.25;2017-01-12 22:00:00;3.042
287;-42.75;-14.25;2017-01-12 23:00:00;2.262
288;-42.75;-14.25;2017-01-13 00:00:00;2.6
289;-42.75;-14.25;2017-01-13 01:00:00;2.95
290;-42.75;-14.25;2017-01-13 02:00:00;2.62
291;-42.75;-14.25;2017-01-13 03:00:00;3.828
292;-42.75;-14.25;2017-01-13 04:00:00;5.784
293;-42.75;-14.25;2017-01-13 05:00:00;6.32
294;-42.75;-14.25;2017-01-13 06:00:00;6.455
295;-42.75;-14.25;2017-01-13 07:00:00;6.424
296;-42.75;-14.25;2017-01-13 08:00:00;5.972
297;-42.75;-14.25;2017-01-13 09:00:00;5.425
298;-42.75;-14.25;2017-01-13 10:00:00;5.148
299;-42.75;-14.25;2017-01-13 11:00:00;4.944
300;-42.75;-14.25;2017-01-13 12:00:00;3.976
301;-42.75;-14.25;2017-01-13 13:00:00;4.245
302;-42.75;-14.25;2017-01-13 14:00:00;5.022
303;-42.75;-14.25;2017-01-13 15:00:00;5.325
304;-42.75;-14.25;2017-01-13 16:00:00;4.896
305;-42.75;-14.25;2017-01-13 17:00:00;5.66
306;-42.75;-14.25;2017-01-13 18:00:00;5.71
307;-42.75;-14.25;2017-01-13 19:00:00;6.285
308;-42.75;-14.25;2017-01-13 20:00:00;7.136
309;-42.75;-14.25;2017-01-13 21:00:00;6.953
310;-42.75;-14.25;2017-01-13 22:00:00;7.92
311;-42.75;-14.25;2017-01-13 23:00:00;8.378
312;-42.75;-14.25;2017-01-14 00:00:00;8.36
313;-42.75;-14.25;2017-01-14 01:00:00;8.853
314;-42.75;-14.25;2017-01-14 02:00:00;8.182
315;-42.75;-14.25;2017-01-14 03:00:00;7.61
316;-42.75;-14.25;2017-01-14 04:00:00;7.815
317;-42.75;-14.25;2017-01-14 05:00:00;6.96
318;-42.75;-14.25;2017-01-14 06:00:00;6.034
319;-42.75;-14.25;2017-01-14 07:00:00;4.735
320;-42.75;-14.25;2017-01-14 08:00:00;4.37
321;-42.75;-14.25;2017-01-14 09:00:00;5.24
322;-42.75;-14.25;2017-01-14 10:00:00;4.785
323;-42.75;-14.25;2017-01-14 11:00:00;4.812
324;-42.75;-14.25;2017-01-14 12:00:00;4.21
325;-42.75;-14.25;2017-01-14 13:00:00;4.315
326;-42.75;-14.25;2017-01-14 14:00:00;2.464
327;-42.75;-14.25;2017-01-14 15:00:00;4.016
328;-42.75;-14.25;2017-01-14 16:00:00;5.522
329;-42.75;-14.25;2017-01-14 17:00:00;4.882
330;-42.75;-14.25;2017-01-14 18:00:00;6.033
331;-42.75;-14.25;2017-01-14 19:00:00;6.456
332;-42.75;-14.25;2017-01-14 20:00:00;6.87
333;-42.75;-14.25;2017-01-14 21:00:00;5.835
334;-42.75;-14.25;2017-01-14 22:00:00;3.803
335;-42.75;-14.25;2017-01-14 23:00:00;2.078
336;-42.75;-14.25;2017-01-15 00:00:00;3.027
337;-42.75;-14.25;2017-01-15 01:00:00;3.944
338;-42.75;-14.25;2017-01-15 02:00:00;5.667
339;-42.75;-14.25;2017-01-15 03:00:00;5.007
340;-42.75;-14.25;2017-01-15 04:00:00;4.965
341;-42.75;-14.25;2017-01-15 05:00:00;5.27
342;-42.75;-14.25;2017-01-15 06:00:00;5.537
343;-42.75;-14.25;2017-01-15 07:00:00;5.607
344;-42.75;-14.25;2017-01-15 08:00:00;5.418
345;-42.75;-14.25;2017-01-15 09:00:00;5.802
346;-42.75;-14.25;2017-01-15 10:00:00;5.361
347;-42.75;-14.25;2017-01-15 11:00:00;4.98
348;-42.75;-14.25;2017-01-15 12:00:00;4.96
349;-42.75;-14.25;2017-01-15 13:00:00;4.992
350;-42.75;-14.25;2017-01-15 14:00:00;4.533
351;-42.75;-14.25;2017-01-15 15:00:00;4.053
352;-42.75;-14.25;2017-01-15 16:00:00;3.258
353;-42.75;-14.25;2017-01-15 17:00:00;4.246
354;-42.75;-14.25;2017-01-15 18:00:00;2.907
355;-42.75;-14.25;2017-01-15 19:00:00;5.222
356;-42.75;-14.25;2017-01-15 20:00:00;5.013
357;-42.75;-14.25;2017-01-15 21:00:00;6.45
358;-42.75;-14.25;2017-01-15 22:00:00;7.824
359;-42.75;-14.25;2017-01-15 23:00:00;9.788
360;-42.75;-14.25;2017-01-16 00:00:00;11.065
361;-42.75;-14.25;2017-01-16 01:00:00;9.263
362;-42.75;-14.25;2017-01-16 02:00:00;9.755
363;-42.75;-14.25;2017-01-16 03:00:00;9.545
364;-42.75;-14.25;2017-01-16 04:00:00;9.434
365;-42.75;-14.25;2017-01-16 05:00:00;10.28
366;-42.75;-14.25;2017-01-16 06:00:00;9.745
367;-42.75;-14.25;2017-01-16 07:00:00;9.804
368;-42.75;-14.25;2017-01-16 08:00:00;10.076
369;-42.75;-14.25;2017-01-16 09:00:00;10.07
370;-42.75;-14.25;2017-01-16 10:00:00;10.138
371;-42.75;-14.25;2017-01-16 11:00:00;9.747
372;-42.75;-14.25;2017-01-16 12:00:00;9.525
373;-42.75;-14.25;2017-01-16 13:00:00;8.324
374;-42.75;-14.25;2017-01-16 14:00:00;8.245
375;-42.75;-14.25;2017-01-16 15:00:00;7.825
376;-42.75;-14.25;2017-01-16 16:00:00;6.695
377;-42.75;-14.25;2017-01-16 17:00:00;7.05
378;-42.75;-14.25;2017-01-16 18:00:00;7.578
379;-42.75;-14.25;2017-01-16 19:00:00;8.02
380;-42.75;-14.25;2017-01-16 20:00:00;8.142
381;-42.75;-14.25;2017-01-16 21:00:00;8.784
382;-42.75;-14.25;2017-01-16 22:00:00;9.307
383;-42.75;-14.25;2017-01-16 23:00:00;9.152
384;-42.75;-14.25;2017-01-17 00:00:00;10.325
385;-42.75;-14.25;2017-01-17 01:00:00;10.17
386;-42.75;-14.25;2017-01-17 02:00:00;9.562
387;-42.75;-14.25;2017-01-17 03:00:00;10.294
388;-42.75;-14.25;2017-01-17 04:00:00;9.395
389;-42.75;-14.25;2017-01-17 05:00:00;9.696
390;-42.75;-14.25;2017-01-17 06:00:00;9.755
391;-42.75;-14.25;2017-01-17 07:00:00;8.9
392;-42.75;-14.25;2017-01-17 08:00:00;7.776
393;-42.75;-14.25;2017-01-17 09:00:00;7.018
394;-42.75;-14.25;2017-01-17 10:00:00;6.916
395;-42.75;-14.25;2017-01-17 11:00:00;6.402
396;-42.75;-14.25;2017-01-17 12:00:00;5.538
397;-42.75;-14.25;2017-01-17 13:00:00;5.152
398;-42.75;-14.25;2017-01-17 14:00:00;4.198
399;-42.75;-14.25;2017-01-17 15:00:00;3.938
400;-42.75;-14.25;2017-01-17 16:00:00;4.165
401;-42.75;-14.25;2017-01-17 17:00:00;5.132
402;-42.75;-14.25;2017-01-17 18:00:00;7.43
403;-42.75;-14.25;2017-01-17 19:00:00;8.045
404;-42.75;-14.25;2017-01-17 20:00:00;9.167
405;-42.75;-14.25;2017-01-17 21:00:00;9.796
406;-42.75;-14.25;2017-01-17 22:00:00;10.16
407;-42.75;-14.25;2017-01-17 23:00:00;10.285
408;-42.75;-14.25;2017-01-18 00:00:00;9.368
409;-42.75;-14.25;2017-01-18 01:00:00;9.745
410;-42.75;-14.25;2017-01-18 02:00:00;9.118
411;-42.75;-14.25;2017-01-18 03:00:00;8.617
412;-42.75;-14.25;2017-01-18 04:00:00;9.192
413;-42.75;-14.25;2017-01-18 05:00:00;9.366
414;-42.75;-14.25;2017-01-18 06:00:00;9.022
415;-42.75;-14.25;2017-01-18 07:00:00;8.038
416;-42.75;-14.25;2017-01-18 08:00:00;7.864
417;-42.75;-14.25;2017-01-18 09:00:00;7.842
418;-42.75;-14.25;2017-01-18 10:00:00;7.672
419;-42.75;-14.25;2017-01-18 11:00:00;7.522
420;-42.75;-14.25;2017-01-18 12:00:00;5.965
421;-42.75;-14.25;2017-01-18 13:00:00;4.713
422;-42.75;-14.25;2017-01-18 14:00:00;3.977
423;-42.75;-14.25;2017-01-18 15:00:00;4.538
424;-42.75;-14.25;2017-01-18 16:00:00;4.04
425;-42.75;-14.25;2017-01-18 17:00:00;4.48
426;-42.75;-14.25;2017-01-18 18:00:00;3.915
427;-42.75;-14.25;2017-01-18 19:00:00;4.815
428;-42.75;-14.25;2017-01-18 20:00:00;6.915
429;-42.75;-14.25;2017-01-18 21:00:00;7.207
430;-42.75;-14.25;2017-01-18 22:00:00;6.27
431;-42.75;-14.25;2017-01-18 23:00:00;6.146
432;-42.75;-14.25;2017-01-19 00:00:00;8.352
433;-42.75;-14.25;2017-01-19 01:00:00;9.542
434;-42.75;-14.25;2017-01-19 02:00:00;8.516
435;-42.75;-14.25;2017-01-19 03:00:00;8.905
436;-42.75;-14.25;2017-01-19 04:00:00;9.446
437;-42.75;-14.25;2017-01-19 05:00:00;9.834
438;-42.75;-14.25;2017-01-19 06:00:00;8.912
439;-42.75;-14.25;2017-01-19 07:00:00;8.292
440;-42.75;-14.25;2017-01-19 08:00:00;7.938
441;-42.75;-14.25;2017-01-19 09:00:00;7.752
442;-42.75;-14.25;2017-01-19 10:00:00;7.306
443;-42.75;-14.25;2017-01-19 11:00:00;6.903
444;-42.75;-14.25;2017-01-19 12:00:00;6.043
445;-42.75;-14.25;2017-01-19 13:00:00;5.705
446;-42.75;-14.25;2017-01-19 14:00:00;5.597
447;-42.75;-14.25;2017-01-19 15:00:00;5.694
448;-42.75;-14.25;2017-01-19 16:00:00;6.588
449;-42.75;-14.25;2017-01-19 17:00:00;7.384
450;-42.75;-14.25;2017-01-19 18:00:00;6.976
451;-42.75;-14.25;2017-01-19 19:00:00;8.763
452;-42.75;-14.25;2017-01-19 20:00:00;10.464
453;-42.75;-14.25;2017-01-19 21:00:00;10.355
454;-42.75;-14.25;2017-01-19 22:00:00;9.442
455;-42.75;-14.25;2017-01-19 23:00:00;10.268
456;-42.75;-14.25;2017-01-20 00:00:00;10.556
457;-42.75;-14.25;2017-01-20 01:00:00;9.96
458;-42.75;-14.25;2017-01-20 02:00:00;9.13
459;-42.75;-14.25;2017-01-20 03:00:00;9.092
460;-42.75;-14.25;2017-01-20 04:00:00;10.108
461;-42.75;-14.25;2017-01-20 05:00:00;9.468
462;-42.75;-14.25;2017-01-20 06:00:00;9.46
463;-42.75;-14.25;2017-01-20 07:00:00;8.37
464;-42.75;-14.25;2017-01-20 08:00:00;9.286
465;-42.75;-14.25;2017-01-20 09:00:00;9.658
466;-42.75;-14.25;2017-01-20 10:00:00;9.208
467;-42.75;-14.25;2017-01-20 11:00:00;8.215
468;-42.75;-14.25;2017-01-20 12:00:00;7.14
469;-42.75;-14.25;2017-01-20 13:00:00;6.71
470;-42.75;-14.25;2017-01-20 14:00:00;6.588
471;-42.75;-14.25;2017-01-20 15:00:00;6.21
472;-42.75;-14.25;2017-01-20 16:00:00;5.74
473;-42.75;-14.25;2017-01-20 17:00:00;5.625
474;-42.75;-14.25;2017-01-20 18:00:00;6.635
475;-42.75;-14.25;2017-01-20 19:00:00;7.985
476;-42.75;-14.25;2017-01-20 20:00:00;7.236
477;-42.75;-14.25;2017-01-20 21:00:00;9.21
478;-42.75;-14.25;2017-01-20 22:00:00;10.106
479;-42.75;-14.25;2017-01-20 23:00:00;10.466
480;-42.75;-14.25;2017-01-21 00:00:00;10.29
481;-42.75;-14.25;2017-01-21 01:00:00;9.913
