Data;VentoPrevisto;Chuva;Pressao;Temperatura;Direcao;V_d1;V_l1;V_l2;V_l3;V_l4;V_l5;V_l6;V_l7;C_l1;C_l2;C_l3;C_l4;C_l5;C_l6;C_l7;D_l1;D_l2;D_l3;D_l4;D_l5;D_l6;D_l7;P_l1;P_l2;P_l3;P_l4;P_l5;P_l6;P_l7;T_l1;T_l2;T_l3;T_l4;T_l5;T_l6;T_l7;Y_est;residual;rabs
2017-01-01 00:00:00;6.82;0.0;1013.14;25.93;97.36;6.91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017-01-01 01:00:00;6.91;0.0;1013.34;25.73;94.65;7.27;6.82;;;;;;;0.0;;;;;;;97.36;;;;;;;1013.14;;;;;;;25.93;;;;;;;;;
2017-01-01 02:00:00;7.27;0.0;1013.04;25.5;92.98;7.83;6.91;6.82;;;;;;0.0;0.0;;;;;;94.65;97.36;;;;;;1013.34;1013.14;;;;;;25.73;25.93;;;;;;;;
2017-01-01 03:00:00;7.83;0.0;1012.92;23.67;93.62;7.81;7.27;6.91;6.82;;;;;0.0;0.0;0.0;;;;;92.98;94.65;97.36;;;;;1013.04;1013.34;1013.14;;;;;25.5;25.73;25.93;;;;;;;
2017-01-01 04:00:00;7.81;0.0;1013.07;22.97;96.33;7.63;7.83;7.27;6.91;6.82;;;;0.0;0.0;0.0;0.0;;;;93.62;92.98;94.65;97.36;;;;1012.92;1013.04;1013.34;1013.14;;;;23.67;25.5;25.73;25.93;;;;;;
2017-01-01 05:00:00;7.63;0.0;1013.34;21.54;98.83;7.51;7.81;7.83;7.27;6.91;6.82;;;0.0;0.0;0.0;0.0;0.0;;;96.33;93.62;92.98;94.65;97.36;;;1013.07;1012.92;1013.04;1013.34;1013.14;;;22.97;23.67;25.5;25.73;25.93;;;;;
2017-01-01 06:00:00;7.51;0.0;1013.39;20.98;99.54;7.3;7.63;7.81;7.83;7.27;6.91;6.82;;0.0;0.0;0.0;0.0;0.0;0.0;;98.83;96.33;93.62;92.98;94.65;97.36;;1013.34;1013.07;1012.92;1013.04;1013.34;1013.14;;21.54;22.97;23.67;25.5;25.73;25.93;;;;
2017-01-01 07:00:00;7.3;0.0;1013.67;20.49;98.6;7.03;7.51;7.63;7.81;7.83;7.27;6.91;6.82;0.0;0.0;0.0;0.0;0.0;0.0;0.0;99.54;98.83;96.33;93.62;92.98;94.65;97.36;1013.39;1013.34;1013.07;1012.92;1013.04;1013.34;1013.14;20.98;21.54;22.97;23.67;25.5;25.73;25.93;7.188079357147217;0.15807935714721655;0.15807935714721655
2017-01-01 08:00:00;7.03;0.0;1014.05;20.21;97.6;6.9;7.3;7.51;7.63;7.81;7.83;7.27;6.91;0.0;0.0;0.0;0.0;0.0;0.0;0.0;98.6;99.54;98.83;96.33;93.62;92.98;94.65;1013.67;1013.39;1013.34;1013.07;1012.92;1013.04;1013.34;20.49;20.98;21.54;22.97;23.67;25.5;25.73;6.886580944061279;-0.013419055938721058;0.013419055938721058
2017-01-01 09:00:00;6.9;0.0;1014.79;20.17;98.42;6.4;7.03;7.3;7.51;7.63;7.81;7.83;7.27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;97.6;98.6;99.54;98.83;96.33;93.62;92.98;1014.05;1013.67;1013.39;1013.34;1013.07;1012.92;1013.04;20.21;20.49;20.98;21.54;22.97;23.67;25.5;6.803932189941406;0.4039321899414059;0.4039321899414059
2017-01-01 10:00:00;6.4;0.0;1015.33;25.67;97.18;6.77;6.9;7.03;7.3;7.51;7.63;7.81;7.83;0.0;0.0;0.0;0.0;0.0;0.0;0.0;98.42;97.6;98.6;99.54;98.83;96.33;93.62;1014.79;1014.05;1013.67;1013.39;1013.34;1013.07;1012.92;20.17;20.21;20.49;20.98;21.54;22.97;23.67;6.080853462219238;-0.6891465377807613;0.6891465377807613
2017-01-01 11:00:00;6.77;0.0;1015.49;25.87;95.62;6.35;6.4;6.9;7.03;7.3;7.51;7.63;7.81;0.0;0.0;0.0;0.0;0.0;0.0;0.0;97.18;98.42;97.6;98.6;99.54;98.83;96.33;1015.33;1014.79;1014.05;1013.67;1013.39;1013.34;1013.07;25.67;20.17;20.21;20.49;20.98;21.54;22.97;6.661959171295166;0.31195917129516637;0.31195917129516637
2017-01-01 12:00:00;6.35;0.0;1015.38;26.52;92.58;5.51;6.77;6.4;6.9;7.03;7.3;7.51;7.63;0.0;0.0;0.0;0.0;0.0;0.0;0.0;95.62;97.18;98.42;97.6;98.6;99.54;98.83;1015.49;1015.33;1014.79;1014.05;1013.67;1013.39;1013.34;25.87;25.67;20.17;20.21;20.49;20.98;21.54;5.787609100341797;0.2776091003417971;0.2776091003417971
2017-01-01 13:00:00;5.51;0.0;1015.28;26.69;90.71;4.26;6.35;6.77;6.4;6.9;7.03;7.3;7.51;0.0;0.0;0.0;0.0;0.0;0.0;0.0;92.58;95.62;97.18;98.42;97.6;98.6;99.54;1015.38;1015.49;1015.33;1014.79;1014.05;1013.67;1013.39;26.52;25.87;25.67;20.17;20.21;20.49;20.98;4.80628776550293;0.5462877655029299;0.5462877655029299
2017-01-01 14:00:00;4.26;0.0;1014.47;26.94;88.45;3.05;5.51;6.35;6.77;6.4;6.9;7.03;7.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;90.71;92.58;95.62;97.18;98.42;97.6;98.6;1015.28;1015.38;1015.49;1015.33;1014.79;1014.05;1013.67;26.69;26.52;25.87;25.67;20.17;20.21;20.49;3.618722677230835;0.5687226772308351;0.5687226772308351
2017-01-01 15:00:00;3.05;0.0;1013.7;32.58;86.46;2.61;4.26;5.51;6.35;6.77;6.4;6.9;7.03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;88.45;90.71;92.58;95.62;97.18;98.42;97.6;1014.47;1015.28;1015.38;1015.49;1015.33;1014.79;1014.05;26.94;26.69;26.52;25.87;25.67;20.17;20.21;2.632943868637085;0.022943868637085085;0.022943868637085085
2017-01-01 16:00:00;2.61;0.0;1013.12;33.06;88.98;2.41;3.05;4.26;5.51;6.35;6.77;6.4;6.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;86.46;88.45;90.71;92.58;95.62;97.18;98.42;1013.7;1014.47;1015.28;1015.38;1015.49;1015.33;1014.79;32.58;26.94;26.69;26.52;25.87;25.67;20.17;2.5448343753814697;0.13483437538146958;0.13483437538146958
2017-01-01 17:00:00;2.41;0.0;1012.13;33.22;83.32;2.42;2.61;3.05;4.26;5.51;6.35;6.77;6.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;88.98;86.46;88.45;90.71;92.58;95.62;97.18;1013.12;1013.7;1014.47;1015.28;1015.38;1015.49;1015.33;33.06;32.58;26.94;26.69;26.52;25.87;25.67;2.51947283744812;0.09947283744812019;0.09947283744812019
2017-01-01 18:00:00;2.42;0.0;1011.34;33.1;83.82;2.27;2.41;2.61;3.05;4.26;5.51;6.35;6.77;0.0;0.0;0.0;0.0;0.0;0.0;0.0;83.32;88.98;86.46;88.45;90.71;92.58;95.62;1012.13;1013.12;1013.7;1014.47;1015.28;1015.38;1015.49;33.22;33.06;32.58;26.94;26.69;26.52;25.87;2.641274929046631;0.37127492904663084;0.37127492904663084
2017-01-01 19:00:00;2.27;0.0;1011.18;33.3;84.95;2.29;2.42;2.41;2.61;3.05;4.26;5.51;6.35;0.0;0.0;0.0;0.0;0.0;0.0;0.0;83.82;83.32;88.98;86.46;88.45;90.71;92.58;1011.34;1012.13;1013.12;1013.7;1014.47;1015.28;1015.38;33.1;33.22;33.06;32.58;26.94;26.69;26.52;2.420180082321167;0.13018008232116696;0.13018008232116696
2017-01-01 20:00:00;2.29;0.0;1011.27;33.15;89.31;2.73;2.27;2.42;2.41;2.61;3.05;4.26;5.51;0.0;0.0;0.0;0.0;0.0;0.0;0.0;84.95;83.82;83.32;88.98;86.46;88.45;90.71;1011.18;1011.34;1012.13;1013.12;1013.7;1014.47;1015.28;33.3;33.1;33.22;33.06;32.58;26.94;26.69;2.6262216567993164;-0.10377834320068358;0.10377834320068358
2017-01-01 21:00:00;2.73;0.0;1011.54;30.16;89.18;3.3;2.29;2.27;2.42;2.41;2.61;3.05;4.26;0.0;0.0;0.0;0.0;0.0;0.0;0.0;89.31;84.95;83.82;83.32;88.98;86.46;88.45;1011.27;1011.18;1011.34;1012.13;1013.12;1013.7;1014.47;33.15;33.3;33.1;33.22;33.06;32.58;26.94;3.294365167617798;-0.005634832382201971;0.005634832382201971
2017-01-01 22:00:00;3.3;0.0;1011.89;26.81;82.28;3.53;2.73;2.29;2.27;2.42;2.41;2.61;3.05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;89.18;89.31;84.95;83.82;83.32;88.98;86.46;1011.54;1011.27;1011.18;1011.34;1012.13;1013.12;1013.7;30.16;33.15;33.3;33.1;33.22;33.06;32.58;3.9171857833862305;0.38718578338623066;0.38718578338623066
2017-01-01 23:00:00;3.53;0.0;1012.1;25.89;81.54;3.33;3.3;2.73;2.29;2.27;2.42;2.41;2.61;0.0;0.0;0.0;0.0;0.0;0.0;0.0;82.28;89.18;89.31;84.95;83.82;83.32;88.98;1011.89;1011.54;1011.27;1011.18;1011.34;1012.13;1013.12;26.81;30.16;33.15;33.3;33.1;33.22;33.06;4.04512882232666;0.7151288223266601;0.7151288223266601
2017-01-02 00:00:00;3.33;0.0;1012.57;24.93;82.48;3.42;3.53;3.3;2.73;2.29;2.27;2.42;2.41;0.0;0.0;0.0;0.0;0.0;0.0;0.0;81.54;82.28;89.18;89.31;84.95;83.82;83.32;1012.1;1011.89;1011.54;1011.27;1011.18;1011.34;1012.13;25.89;26.81;30.16;33.15;33.3;33.1;33.22;3.7251908779144287;0.3051908779144288;0.3051908779144288
2017-01-02 01:00:00;3.42;0.0;1012.61;24.96;87.59;3.78;3.33;3.53;3.3;2.73;2.29;2.27;2.42;0.0;0.0;0.0;0.0;0.0;0.0;0.0;82.48;81.54;82.28;89.18;89.31;84.95;83.82;1012.57;1012.1;1011.89;1011.54;1011.27;1011.18;1011.34;24.93;25.89;26.81;30.16;33.15;33.3;33.1;3.9145989418029785;0.1345989418029787;0.1345989418029787
2017-01-02 02:00:00;3.78;0.0;1012.31;24.66;88.62;5.24;3.42;3.33;3.53;3.3;2.73;2.29;2.27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;87.59;82.48;81.54;82.28;89.18;89.31;84.95;1012.61;1012.57;1012.1;1011.89;1011.54;1011.27;1011.18;24.96;24.93;25.89;26.81;30.16;33.15;33.3;4.342881679534912;-0.8971183204650881;0.8971183204650881
2017-01-02 03:00:00;5.24;0.0;1012.14;23.64;85.86;6.9;3.78;3.42;3.33;3.53;3.3;2.73;2.29;0.0;0.0;0.0;0.0;0.0;0.0;0.0;88.62;87.59;82.48;81.54;82.28;89.18;89.31;1012.31;1012.61;1012.57;1012.1;1011.89;1011.54;1011.27;24.66;24.96;24.93;25.89;26.81;30.16;33.15;5.99836540222168;-0.9016345977783207;0.9016345977783207
2017-01-02 04:00:00;6.9;0.0;1012.11;23.71;88.73;6.2;5.24;3.78;3.42;3.33;3.53;3.3;2.73;0.0;0.0;0.0;0.0;0.0;0.0;0.0;85.86;88.62;87.59;82.48;81.54;82.28;89.18;1012.14;1012.31;1012.61;1012.57;1012.1;1011.89;1011.54;23.64;24.66;24.96;24.93;25.89;26.81;30.16;7.44929838180542;1.2492983818054197;1.2492983818054197
2017-01-02 05:00:00;6.2;0.0;1011.81;22.33;91.22;5.38;6.9;5.24;3.78;3.42;3.33;3.53;3.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;88.73;85.86;88.62;87.59;82.48;81.54;82.28;1012.11;1012.14;1012.31;1012.61;1012.57;1012.1;1011.89;23.71;23.64;24.66;24.96;24.93;25.89;26.81;5.713609218597412;0.3336092185974122;0.3336092185974122
2017-01-02 06:00:00;5.38;0.0;1011.84;21.63;95.71;5.12;6.2;6.9;5.24;3.78;3.42;3.33;3.53;0.0;0.0;0.0;0.0;0.0;0.0;0.0;91.22;88.73;85.86;88.62;87.59;82.48;81.54;1011.81;1012.11;1012.14;1012.31;1012.61;1012.57;1012.1;22.33;23.71;23.64;24.66;24.96;24.93;25.89;5.034948348999023;-0.08505165100097667;0.08505165100097667
2017-01-02 07:00:00;5.12;0.0;1012.48;21.19;99.52;5.06;5.38;6.2;6.9;5.24;3.78;3.42;3.33;0.0;0.0;0.0;0.0;0.0;0.0;0.0;95.71;91.22;88.73;85.86;88.62;87.59;82.48;1011.84;1011.81;1012.11;1012.14;1012.31;1012.61;1012.57;21.63;22.33;23.71;23.64;24.66;24.96;24.93;5.142944812774658;0.0829448127746586;0.0829448127746586
2017-01-02 08:00:00;5.06;0.0;1012.63;21.17;102.48;5.05;5.12;5.38;6.2;6.9;5.24;3.78;3.42;0.0;0.0;0.0;0.0;0.0;0.0;0.0;99.52;95.71;91.22;88.73;85.86;88.62;87.59;1012.48;1011.84;1011.81;1012.11;1012.14;1012.31;1012.61;21.19;21.63;22.33;23.71;23.64;24.66;24.96;5.1170654296875;0.06706542968750018;0.06706542968750018
2017-01-02 09:00:00;5.05;0.0;1013.38;20.86;103.69;4.57;5.06;5.12;5.38;6.2;6.9;5.24;3.78;0.0;0.0;0.0;0.0;0.0;0.0;0.0;102.48;99.52;95.71;91.22;88.73;85.86;88.62;1012.63;1012.48;1011.84;1011.81;1012.11;1012.14;1012.31;21.17;21.19;21.63;22.33;23.71;23.64;24.66;5.055112838745117;0.4851128387451169;0.4851128387451169
2017-01-02 10:00:00;4.57;0.0;1013.83;26.98;105.04;4.3;5.05;5.06;5.12;5.38;6.2;6.9;5.24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;103.69;102.48;99.52;95.71;91.22;88.73;85.86;1013.38;1012.63;1012.48;1011.84;1011.81;1012.11;1012.14;20.86;21.17;21.19;21.63;22.33;23.71;23.64;4.245161533355713;-0.05483846664428693;0.05483846664428693
2017-01-02 11:00:00;4.3;0.0;1013.54;27.31;99.64;3.91;4.57;5.05;5.06;5.12;5.38;6.2;6.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;105.04;103.69;102.48;99.52;95.71;91.22;88.73;1013.83;1013.38;1012.63;1012.48;1011.84;1011.81;1012.11;26.98;20.86;21.17;21.19;21.63;22.33;23.71;4.103560924530029;0.19356092453002915;0.19356092453002915
2017-01-02 12:00:00;3.91;0.0;1013.22;27.91;94.97;3.3;4.3;4.57;5.05;5.06;5.12;5.38;6.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;99.64;105.04;103.69;102.48;99.52;95.71;91.22;1013.54;1013.83;1013.38;1012.63;1012.48;1011.84;1011.81;27.31;26.98;20.86;21.17;21.19;21.63;22.33;3.5480241775512695;0.2480241775512697;0.2480241775512697
2017-01-02 13:00:00;3.3;0.0;1013.05;28.45;92.19;2.22;3.91;4.3;4.57;5.05;5.06;5.12;5.38;0.0;0.0;0.0;0.0;0.0;0.0;0.0;94.97;99.64;105.04;103.69;102.48;99.52;95.71;1013.22;1013.54;1013.83;1013.38;1012.63;1012.48;1011.84;27.91;27.31;26.98;20.86;21.17;21.19;21.63;2.79097318649292;0.5709731864929197;0.5709731864929197
2017-01-02 14:00:00;2.22;0.0;1012.38;28.89;106.89;2.11;3.3;3.91;4.3;4.57;5.05;5.06;5.12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;92.19;94.97;99.64;105.04;103.69;102.48;99.52;1013.05;1013.22;1013.54;1013.83;1013.38;1012.63;1012.48;28.45;27.91;27.31;26.98;20.86;21.17;21.19;1.7448015213012695;-0.36519847869873034;0.36519847869873034
2017-01-02 15:00:00;2.11;0.0;1011.49;35.02;117.78;1.88;2.22;3.3;3.91;4.3;4.57;5.05;5.06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;106.89;92.19;94.97;99.64;105.04;103.69;102.48;1012.38;1013.05;1013.22;1013.54;1013.83;1013.38;1012.63;28.89;28.45;27.91;27.31;26.98;20.86;21.17;2.1554224491119385;0.2754224491119386;0.2754224491119386
2017-01-02 16:00:00;1.88;0.0;1010.61;35.25;120.54;1.84;2.11;2.22;3.3;3.91;4.3;4.57;5.05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;117.78;106.89;92.19;94.97;99.64;105.04;103.69;1011.49;1012.38;1013.05;1013.22;1013.54;1013.83;1013.38;35.02;28.89;28.45;27.91;27.31;26.98;20.86;1.8202590942382812;-0.01974090576171883;0.01974090576171883
2017-01-02 17:00:00;1.84;0.0;1009.5;35.79;124.83;1.91;1.88;2.11;2.22;3.3;3.91;4.3;4.57;0.0;0.0;0.0;0.0;0.0;0.0;0.0;120.54;117.78;106.89;92.19;94.97;99.64;105.04;1010.61;1011.49;1012.38;1013.05;1013.22;1013.54;1013.83;35.25;35.02;28.89;28.45;27.91;27.31;26.98;1.9515511989593506;0.041551198959350666;0.041551198959350666
2017-01-02 18:00:00;1.91;0.0;1008.97;35.24;130.08;2.0;1.84;1.88;2.11;2.22;3.3;3.91;4.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;124.83;120.54;117.78;106.89;92.19;94.97;99.64;1009.5;1010.61;1011.49;1012.38;1013.05;1013.22;1013.54;35.79;35.25;35.02;28.89;28.45;27.91;27.31;2.133483648300171;0.1334836483001709;0.1334836483001709
2017-01-02 19:00:00;2.0;0.0;1008.62;34.88;131.42;2.1;1.91;1.84;1.88;2.11;2.22;3.3;3.91;0.0;0.0;0.0;0.0;0.0;0.0;0.0;130.08;124.83;120.54;117.78;106.89;92.19;94.97;1008.97;1009.5;1010.61;1011.49;1012.38;1013.05;1013.22;35.24;35.79;35.25;35.02;28.89;28.45;27.91;2.218827486038208;0.11882748603820792;0.11882748603820792
2017-01-02 20:00:00;2.1;0.0;1008.73;34.77;131.55;2.5;2.0;1.91;1.84;1.88;2.11;2.22;3.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;131.42;130.08;124.83;120.54;117.78;106.89;92.19;1008.62;1008.97;1009.5;1010.61;1011.49;1012.38;1013.05;34.88;35.24;35.79;35.25;35.02;28.89;28.45;2.4643394947052;-0.035660505294799805;0.035660505294799805
2017-01-02 21:00:00;2.5;0.0;1008.39;32.44;131.78;3.29;2.1;2.0;1.91;1.84;1.88;2.11;2.22;0.0;0.0;0.0;0.0;0.0;0.0;0.0;131.55;131.42;130.08;124.83;120.54;117.78;106.89;1008.73;1008.62;1008.97;1009.5;1010.61;1011.49;1012.38;34.77;34.88;35.24;35.79;35.25;35.02;28.89;2.9812889099121094;-0.30871109008789066;0.30871109008789066
2017-01-02 22:00:00;3.29;0.0;1008.39;27.51;138.59;3.32;2.5;2.1;2.0;1.91;1.84;1.88;2.11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;131.78;131.55;131.42;130.08;124.83;120.54;117.78;1008.39;1008.73;1008.62;1008.97;1009.5;1010.61;1011.49;32.44;34.77;34.88;35.24;35.79;35.25;35.02;4.024470806121826;0.7044708061218263;0.7044708061218263
2017-01-02 23:00:00;3.32;0.0;1008.81;27.21;130.1;3.06;3.29;2.5;2.1;2.0;1.91;1.84;1.88;0.0;0.0;0.0;0.0;0.0;0.0;0.0;138.59;131.78;131.55;131.42;130.08;124.83;120.54;1008.39;1008.39;1008.73;1008.62;1008.97;1009.5;1010.61;27.51;32.44;34.77;34.88;35.24;35.79;35.25;3.7486026287078857;0.6886026287078857;0.6886026287078857
2017-01-03 00:00:00;3.06;0.0;1009.15;26.29;111.88;3.22;3.32;3.29;2.5;2.1;2.0;1.91;1.84;0.0;0.0;0.0;0.0;0.0;0.0;0.0;130.1;138.59;131.78;131.55;131.42;130.08;124.83;1008.81;1008.39;1008.39;1008.73;1008.62;1008.97;1009.5;27.21;27.51;32.44;34.77;34.88;35.24;35.79;3.4448060989379883;0.22480609893798809;0.22480609893798809
2017-01-03 01:00:00;3.22;0.0;1009.55;26.07;81.61;4.05;3.06;3.32;3.29;2.5;2.1;2.0;1.91;0.0;0.0;0.0;0.0;0.0;0.0;0.0;111.88;130.1;138.59;131.78;131.55;131.42;130.08;1009.15;1008.81;1008.39;1008.39;1008.73;1008.62;1008.97;26.29;27.21;27.51;32.44;34.77;34.88;35.24;3.7927517890930176;-0.25724821090698224;0.25724821090698224
2017-01-03 02:00:00;4.05;0.0;1009.91;26.42;67.2;5.06;3.22;3.06;3.32;3.29;2.5;2.1;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;81.61;111.88;130.1;138.59;131.78;131.55;131.42;1009.55;1009.15;1008.81;1008.39;1008.39;1008.73;1008.62;26.07;26.29;27.21;27.51;32.44;34.77;34.88;4.6639251708984375;-0.3960748291015621;0.3960748291015621
2017-01-03 03:00:00;5.06;0.0;1010.31;25.29;78.16;6.23;4.05;3.22;3.06;3.32;3.29;2.5;2.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;67.2;81.61;111.88;130.1;138.59;131.78;131.55;1009.91;1009.55;1009.15;1008.81;1008.39;1008.39;1008.73;26.42;26.07;26.29;27.21;27.51;32.44;34.77;5.55778169631958;-0.6722183036804203;0.6722183036804203
2017-01-03 04:00:00;6.23;0.0;1010.09;25.31;90.75;6.16;5.06;4.05;3.22;3.06;3.32;3.29;2.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;78.16;67.2;81.61;111.88;130.1;138.59;131.78;1010.31;1009.91;1009.55;1009.15;1008.81;1008.39;1008.39;25.29;26.42;26.07;26.29;27.21;27.51;32.44;6.543644905090332;0.3836449050903319;0.3836449050903319
2017-01-03 05:00:00;6.16;0.0;1010.13;24.06;93.67;5.31;6.23;5.06;4.05;3.22;3.06;3.32;3.29;0.0;0.0;0.0;0.0;0.0;0.0;0.0;90.75;78.16;67.2;81.61;111.88;130.1;138.59;1010.09;1010.31;1009.91;1009.55;1009.15;1008.81;1008.39;25.31;25.29;26.42;26.07;26.29;27.21;27.51;5.863077640533447;0.5530776405334477;0.5530776405334477
2017-01-03 06:00:00;5.31;0.0;1010.11;23.09;96.13;4.9;6.16;6.23;5.06;4.05;3.22;3.06;3.32;0.0;0.0;0.0;0.0;0.0;0.0;0.0;93.67;90.75;78.16;67.2;81.61;111.88;130.1;1010.13;1010.09;1010.31;1009.91;1009.55;1009.15;1008.81;24.06;25.31;25.29;26.42;26.07;26.29;27.21;4.798630714416504;-0.10136928558349645;0.10136928558349645
2017-01-03 07:00:00;4.9;0.0;1010.58;22.32;101.13;4.8;5.31;6.16;6.23;5.06;4.05;3.22;3.06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;96.13;93.67;90.75;78.16;67.2;81.61;111.88;1010.11;1010.13;1010.09;1010.31;1009.91;1009.55;1009.15;23.09;24.06;25.31;25.29;26.42;26.07;26.29;4.782232284545898;-0.017767715454101385;0.017767715454101385
2017-01-03 08:00:00;4.8;0.0;1011.18;22.18;101.65;4.6;4.9;5.31;6.16;6.23;5.06;4.05;3.22;0.0;0.0;0.0;0.0;0.0;0.0;0.0;101.13;96.13;93.67;90.75;78.16;67.2;81.61;1010.58;1010.11;1010.13;1010.09;1010.31;1009.91;1009.55;22.32;23.09;24.06;25.31;25.29;26.42;26.07;4.8018670082092285;0.20186700820922887;0.20186700820922887
2017-01-03 09:00:00;4.6;0.0;1011.71;21.66;96.6;3.24;4.8;4.9;5.31;6.16;6.23;5.06;4.05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;101.65;101.13;96.13;93.67;90.75;78.16;67.2;1011.18;1010.58;1010.11;1010.13;1010.09;1010.31;1009.91;22.18;22.32;23.09;24.06;25.31;25.29;26.42;4.5112385749816895;1.2712385749816892;1.2712385749816892
2017-01-03 10:00:00;3.24;0.0;1012.61;28.44;95.24;3.11;4.6;4.8;4.9;5.31;6.16;6.23;5.06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;96.6;101.65;101.13;96.13;93.67;90.75;78.16;1011.71;1011.18;1010.58;1010.11;1010.13;1010.09;1010.31;21.66;22.18;22.32;23.09;24.06;25.31;25.29;2.724362850189209;-0.3856371498107909;0.3856371498107909
2017-01-03 11:00:00;3.11;0.0;1012.71;28.74;91.37;2.84;3.24;4.6;4.8;4.9;5.31;6.16;6.23;0.0;0.0;0.0;0.0;0.0;0.0;0.0;95.24;96.6;101.65;101.13;96.13;93.67;90.75;1012.61;1011.71;1011.18;1010.58;1010.11;1010.13;1010.09;28.44;21.66;22.18;22.32;23.09;24.06;25.31;3.018381357192993;0.1783813571929933;0.1783813571929933
2017-01-03 12:00:00;2.84;0.0;1012.78;28.82;86.34;2.36;3.11;3.24;4.6;4.8;4.9;5.31;6.16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;91.37;95.24;96.6;101.65;101.13;96.13;93.67;1012.71;1012.61;1011.71;1011.18;1010.58;1010.11;1010.13;28.74;28.44;21.66;22.18;22.32;23.09;24.06;2.6303250789642334;0.2703250789642335;0.2703250789642335
2017-01-03 13:00:00;2.36;0.0;1012.36;29.65;80.3;1.99;2.84;3.11;3.24;4.6;4.8;4.9;5.31;0.0;0.0;0.0;0.0;0.0;0.0;0.0;86.34;91.37;95.24;96.6;101.65;101.13;96.13;1012.78;1012.71;1012.61;1011.71;1011.18;1010.58;1010.11;28.82;28.74;28.44;21.66;22.18;22.32;23.09;1.9145874977111816;-0.07541250228881835;0.07541250228881835
2017-01-03 14:00:00;1.99;0.0;1011.8;29.92;89.74;2.09;2.36;2.84;3.11;3.24;4.6;4.8;4.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;80.3;86.34;91.37;95.24;96.6;101.65;101.13;1012.36;1012.78;1012.71;1012.61;1011.71;1011.18;1010.58;29.65;28.82;28.74;28.44;21.66;22.18;22.32;1.745530128479004;-0.34446987152099595;0.34446987152099595
2017-01-03 15:00:00;2.09;0.0;1011.04;35.36;106.54;2.39;1.99;2.36;2.84;3.11;3.24;4.6;4.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;89.74;80.3;86.34;91.37;95.24;96.6;101.65;1011.8;1012.36;1012.78;1012.71;1012.61;1011.71;1011.18;29.92;29.65;28.82;28.74;28.44;21.66;22.18;2.1357240676879883;-0.25427593231201184;0.25427593231201184
2017-01-03 16:00:00;2.39;0.0;1010.02;35.28;118.55;2.85;2.09;1.99;2.36;2.84;3.11;3.24;4.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;106.54;89.74;80.3;86.34;91.37;95.24;96.6;1011.04;1011.8;1012.36;1012.78;1012.71;1012.61;1011.71;35.36;29.92;29.65;28.82;28.74;28.44;21.66;2.489837408065796;-0.3601625919342042;0.3601625919342042
2017-01-03 17:00:00;2.85;0.0;1009.35;35.39;120.46;3.37;2.39;2.09;1.99;2.36;2.84;3.11;3.24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;118.55;106.54;89.74;80.3;86.34;91.37;95.24;1010.02;1011.04;1011.8;1012.36;1012.78;1012.71;1012.61;35.28;35.36;29.92;29.65;28.82;28.74;28.44;3.1113357543945312;-0.25866424560546886;0.25866424560546886
2017-01-03 18:00:00;3.37;0.0;1008.5;35.62;119.61;3.67;2.85;2.39;2.09;1.99;2.36;2.84;3.11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;120.46;118.55;106.54;89.74;80.3;86.34;91.37;1009.35;1010.02;1011.04;1011.8;1012.36;1012.78;1012.71;35.39;35.28;35.36;29.92;29.65;28.82;28.74;3.616387367248535;-0.05361263275146477;0.05361263275146477
