Data;VentoPrevisto;Chuva;Pressao;Temperatura;Direcao;V_d1;V_l1;V_l2;V_l3;V_l4;V_l5;V_l6;V_l7;C_l1;C_l2;C_l3;C_l4;C_l5;C_l6;C_l7;D_l1;D_l2;D_l3;D_l4;D_l5;D_l6;D_l7;P_l1;P_l2;P_l3;P_l4;P_l5;P_l6;P_l7;T_l1;T_l2;T_l3;T_l4;T_l5;T_l6;T_l7;Y_est;residual;rabs
2017-06-05 20:00:00;5.62;0.0;1014.88;28.81;90.11;5.19;5.66;5.59;5.62;5.8;6.06;6.45;6.77;0.0;0.0;0.0;0.0;0.0;0.0;0.0;88.15;86.76;85.73;83.0;81.47;80.85;81.65;1014.26;1014.56;1014.77;1015.91;1016.98;1018.17;1018.79;29.01;29.2;29.13;29.2;28.8;25.04;24.68;5.798283576965332;0.6082835769653316;0.6082835769653316
2017-06-05 21:00:00;5.19;0.0;1015.46;27.37;91.45;5.2;5.62;5.66;5.59;5.62;5.8;6.06;6.45;0.0;0.0;0.0;0.0;0.0;0.0;0.0;90.11;88.15;86.76;85.73;83.0;81.47;80.85;1014.88;1014.26;1014.56;1014.77;1015.91;1016.98;1018.17;28.81;29.01;29.2;29.13;29.2;28.8;25.04;5.207137107849121;0.007137107849120916;0.007137107849120916
2017-06-05 22:00:00;5.2;0.0;1015.77;23.77;84.18;5.04;5.19;5.62;5.66;5.59;5.62;5.8;6.06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;91.45;90.11;88.15;86.76;85.73;83.0;81.47;1015.46;1014.88;1014.26;1014.56;1014.77;1015.91;1016.98;27.37;28.81;29.01;29.2;29.13;29.2;28.8;5.532543182373047;0.49254318237304684;0.49254318237304684
2017-06-05 23:00:00;5.04;0.0;1015.82;23.26;84.42;4.91;5.2;5.19;5.62;5.66;5.59;5.62;5.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;84.18;91.45;90.11;88.15;86.76;85.73;83.0;1015.77;1015.46;1014.88;1014.26;1014.56;1014.77;1015.91;23.77;27.37;28.81;29.01;29.2;29.13;29.2;5.330994129180908;0.42099412918090806;0.42099412918090806
2017-06-06 00:00:00;4.91;0.0;1016.55;22.63;86.22;5.41;5.04;5.2;5.19;5.62;5.66;5.59;5.62;0.0;0.0;0.0;0.0;0.0;0.0;0.0;84.42;84.18;91.45;90.11;88.15;86.76;85.73;1015.82;1015.77;1015.46;1014.88;1014.26;1014.56;1014.77;23.26;23.77;27.37;28.81;29.01;29.2;29.13;5.159205913543701;-0.25079408645629897;0.25079408645629897
2017-06-06 01:00:00;5.41;0.0;1016.55;22.99;89.97;6.64;4.91;5.04;5.2;5.19;5.62;5.66;5.59;0.0;0.0;0.0;0.0;0.0;0.0;0.0;86.22;84.42;84.18;91.45;90.11;88.15;86.76;1016.55;1015.82;1015.77;1015.46;1014.88;1014.26;1014.56;22.63;23.26;23.77;27.37;28.81;29.01;29.2;5.919162750244141;-0.720837249755859;0.720837249755859
2017-06-06 02:00:00;6.64;0.0;1016.54;23.67;92.49;7.54;5.41;4.91;5.04;5.2;5.19;5.62;5.66;0.0;0.0;0.0;0.0;0.0;0.0;0.0;89.97;86.22;84.42;84.18;91.45;90.11;88.15;1016.55;1016.55;1015.82;1015.77;1015.46;1014.88;1014.26;22.99;22.63;23.26;23.77;27.37;28.81;29.01;7.309741497039795;-0.2302585029602051;0.2302585029602051
2017-06-06 03:00:00;7.54;0.0;1016.74;21.98;93.23;7.85;6.64;5.41;4.91;5.04;5.2;5.19;5.62;0.0;0.0;0.0;0.0;0.0;0.0;0.0;92.49;89.97;86.22;84.42;84.18;91.45;90.11;1016.54;1016.55;1016.55;1015.82;1015.77;1015.46;1014.88;23.67;22.99;22.63;23.26;23.77;27.37;28.81;7.777520179748535;-0.07247982025146449;0.07247982025146449
2017-06-06 04:00:00;7.85;0.0;1016.16;21.15;93.78;7.84;7.54;6.64;5.41;4.91;5.04;5.2;5.19;0.0;0.0;0.0;0.0;0.0;0.0;0.0;93.23;92.49;89.97;86.22;84.42;84.18;91.45;1016.74;1016.54;1016.55;1016.55;1015.82;1015.77;1015.46;21.98;23.67;22.99;22.63;23.26;23.77;27.37;7.7868733406066895;-0.053126659393310405;0.053126659393310405
2017-06-06 05:00:00;7.84;0.0;1015.71;20.83;92.79;7.81;7.85;7.54;6.64;5.41;4.91;5.04;5.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;93.78;93.23;92.49;89.97;86.22;84.42;84.18;1016.16;1016.74;1016.54;1016.55;1016.55;1015.82;1015.77;21.15;21.98;23.67;22.99;22.63;23.26;23.77;7.749020576477051;-0.06097942352294883;0.06097942352294883
2017-06-06 06:00:00;7.81;0.0;1015.57;20.13;90.03;7.55;7.84;7.85;7.54;6.64;5.41;4.91;5.04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;92.79;93.78;93.23;92.49;89.97;86.22;84.42;1015.71;1016.16;1016.74;1016.54;1016.55;1016.55;1015.82;20.83;21.15;21.98;23.67;22.99;22.63;23.26;7.654175281524658;0.10417528152465838;0.10417528152465838
2017-06-06 07:00:00;7.55;0.0;1015.69;19.79;89.09;7.28;7.81;7.84;7.85;7.54;6.64;5.41;4.91;0.0;0.0;0.0;0.0;0.0;0.0;0.0;90.03;92.79;93.78;93.23;92.49;89.97;86.22;1015.57;1015.71;1016.16;1016.74;1016.54;1016.55;1016.55;20.13;20.83;21.15;21.98;23.67;22.99;22.63;7.418029308319092;0.13802930831909155;0.13802930831909155
2017-06-06 08:00:00;7.28;0.0;1016.07;19.43;90.92;6.96;7.55;7.81;7.84;7.85;7.54;6.64;5.41;0.0;0.0;0.0;0.0;0.0;0.0;0.0;89.09;90.03;92.79;93.78;93.23;92.49;89.97;1015.69;1015.57;1015.71;1016.16;1016.74;1016.54;1016.55;19.79;20.13;20.83;21.15;21.98;23.67;22.99;7.179537296295166;0.21953729629516605;0.21953729629516605
2017-06-06 09:00:00;6.96;0.0;1016.95;19.12;94.14;6.36;7.28;7.55;7.81;7.84;7.85;7.54;6.64;0.0;0.0;0.0;0.0;0.0;0.0;0.0;90.92;89.09;90.03;92.79;93.78;93.23;92.49;1016.07;1015.69;1015.57;1015.71;1016.16;1016.74;1016.54;19.43;19.79;20.13;20.83;21.15;21.98;23.67;6.802318096160889;0.44231809616088835;0.44231809616088835
2017-06-06 10:00:00;6.36;0.0;1017.55;23.27;94.84;6.93;6.96;7.28;7.55;7.81;7.84;7.85;7.54;0.0;0.0;0.0;0.0;0.0;0.0;0.0;94.14;90.92;89.09;90.03;92.79;93.78;93.23;1016.95;1016.07;1015.69;1015.57;1015.71;1016.16;1016.74;19.12;19.43;19.79;20.13;20.83;21.15;21.98;6.0911478996276855;-0.8388521003723142;0.8388521003723142
2017-06-06 11:00:00;6.93;0.0;1018.21;23.37;92.23;6.56;6.36;6.96;7.28;7.55;7.81;7.84;7.85;0.0;0.0;0.0;0.0;0.0;0.0;0.0;94.84;94.14;90.92;89.09;90.03;92.79;93.78;1017.55;1016.95;1016.07;1015.69;1015.57;1015.71;1016.16;23.27;19.12;19.43;19.79;20.13;20.83;21.15;7.024524211883545;0.4645242118835453;0.4645242118835453
2017-06-06 12:00:00;6.56;0.0;1018.44;23.85;91.81;6.21;6.93;6.36;6.96;7.28;7.55;7.81;7.84;0.0;0.0;0.0;0.0;0.0;0.0;0.0;92.23;94.84;94.14;90.92;89.09;90.03;92.79;1018.21;1017.55;1016.95;1016.07;1015.69;1015.57;1015.71;23.37;23.27;19.12;19.43;19.79;20.13;20.83;6.077145099639893;-0.1328549003601074;0.1328549003601074
2017-06-06 13:00:00;6.21;0.0;1018.23;24.62;90.17;5.89;6.56;6.93;6.36;6.96;7.28;7.55;7.81;0.0;0.0;0.0;0.0;0.0;0.0;0.0;91.81;92.23;94.84;94.14;90.92;89.09;90.03;1018.44;1018.21;1017.55;1016.95;1016.07;1015.69;1015.57;23.85;23.37;23.27;19.12;19.43;19.79;20.13;5.756255149841309;-0.1337448501586911;0.1337448501586911
2017-06-06 14:00:00;5.89;0.0;1017.52;24.89;87.23;5.27;6.21;6.56;6.93;6.36;6.96;7.28;7.55;0.0;0.0;0.0;0.0;0.0;0.0;0.0;90.17;91.81;92.23;94.84;94.14;90.92;89.09;1018.23;1018.44;1018.21;1017.55;1016.95;1016.07;1015.69;24.62;23.85;23.37;23.27;19.12;19.43;19.79;5.556122303009033;0.28612230300903363;0.28612230300903363
2017-06-06 15:00:00;5.27;0.0;1016.51;29.66;85.26;5.2;5.89;6.21;6.56;6.93;6.36;6.96;7.28;0.0;0.0;0.0;0.0;0.0;0.0;0.0;87.23;90.17;91.81;92.23;94.84;94.14;90.92;1017.52;1018.23;1018.44;1018.21;1017.55;1016.95;1016.07;24.89;24.62;23.85;23.37;23.27;19.12;19.43;4.870675086975098;-0.3293249130249025;0.3293249130249025
2017-06-06 16:00:00;5.2;0.0;1015.25;30.01;85.13;5.37;5.27;5.89;6.21;6.56;6.93;6.36;6.96;0.0;0.0;0.0;0.0;0.0;0.0;0.0;85.26;87.23;90.17;91.81;92.23;94.84;94.14;1016.51;1017.52;1018.23;1018.44;1018.21;1017.55;1016.95;29.66;24.89;24.62;23.85;23.37;23.27;19.12;5.1099114418029785;-0.2600885581970216;0.2600885581970216
2017-06-06 17:00:00;5.37;0.0;1014.54;30.05;85.01;5.62;5.2;5.27;5.89;6.21;6.56;6.93;6.36;0.0;0.0;0.0;0.0;0.0;0.0;0.0;85.13;85.26;87.23;90.17;91.81;92.23;94.84;1015.25;1016.51;1017.52;1018.23;1018.44;1018.21;1017.55;30.01;29.66;24.89;24.62;23.85;23.37;23.27;5.42038106918335;-0.1996189308166505;0.1996189308166505
2017-06-06 18:00:00;5.62;0.0;1014.15;29.58;86.65;6.35;5.37;5.2;5.27;5.89;6.21;6.56;6.93;0.0;0.0;0.0;0.0;0.0;0.0;0.0;85.01;85.13;85.26;87.23;90.17;91.81;92.23;1014.54;1015.25;1016.51;1017.52;1018.23;1018.44;1018.21;30.05;30.01;29.66;24.89;24.62;23.85;23.37;5.70391845703125;-0.6460815429687496;0.6460815429687496
2017-06-06 19:00:00;6.35;0.0;1014.51;29.34;89.43;6.57;5.62;5.37;5.2;5.27;5.89;6.21;6.56;0.0;0.0;0.0;0.0;0.0;0.0;0.0;86.65;85.01;85.13;85.26;87.23;90.17;91.81;1014.15;1014.54;1015.25;1016.51;1017.52;1018.23;1018.44;29.58;30.05;30.01;29.66;24.89;24.62;23.85;6.680421829223633;0.11042182922363253;0.11042182922363253
2017-06-06 20:00:00;6.57;0.0;1014.94;28.84;91.19;6.47;6.35;5.62;5.37;5.2;5.27;5.89;6.21;0.0;0.0;0.0;0.0;0.0;0.0;0.0;89.43;86.65;85.01;85.13;85.26;87.23;90.17;1014.51;1014.15;1014.54;1015.25;1016.51;1017.52;1018.23;29.34;29.58;30.05;30.01;29.66;24.89;24.62;6.673725605010986;0.20372560501098658;0.20372560501098658
2017-06-06 21:00:00;6.47;0.0;1015.76;27.21;93.38;5.65;6.57;6.35;5.62;5.37;5.2;5.27;5.89;0.0;0.0;0.0;0.0;0.0;0.0;0.0;91.19;89.43;86.65;85.01;85.13;85.26;87.23;1014.94;1014.51;1014.15;1014.54;1015.25;1016.51;1017.52;28.84;29.34;29.58;30.05;30.01;29.66;24.89;6.515809535980225;0.8658095359802243;0.8658095359802243
2017-06-06 22:00:00;5.65;0.0;1015.9;24.68;93.44;5.41;6.47;6.57;6.35;5.62;5.37;5.2;5.27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;93.38;91.19;89.43;86.65;85.01;85.13;85.26;1015.76;1014.94;1014.51;1014.15;1014.54;1015.25;1016.51;27.21;28.84;29.34;29.58;30.05;30.01;29.66;5.572093963623047;0.16209396362304673;0.16209396362304673
2017-06-06 23:00:00;5.41;0.0;1016.29;24.5;94.19;5.8;5.65;6.47;6.57;6.35;5.62;5.37;5.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;93.44;93.38;91.19;89.43;86.65;85.01;85.13;1015.9;1015.76;1014.94;1014.51;1014.15;1014.54;1015.25;24.68;27.21;28.84;29.34;29.58;30.05;30.01;5.675656795501709;-0.12434320449829084;0.12434320449829084
2017-06-07 00:00:00;5.8;0.0;1016.52;24.24;90.66;6.62;5.41;5.65;6.47;6.57;6.35;5.62;5.37;0.0;0.0;0.0;0.0;0.0;0.0;0.0;94.19;93.44;93.38;91.19;89.43;86.65;85.01;1016.29;1015.9;1015.76;1014.94;1014.51;1014.15;1014.54;24.5;24.68;27.21;28.84;29.34;29.58;30.05;6.253379821777344;-0.36662017822265636;0.36662017822265636
2017-06-07 01:00:00;6.62;0.0;1016.58;24.15;89.25;7.48;5.8;5.41;5.65;6.47;6.57;6.35;5.62;0.0;0.0;0.0;0.0;0.0;0.0;0.0;90.66;94.19;93.44;93.38;91.19;89.43;86.65;1016.52;1016.29;1015.9;1015.76;1014.94;1014.51;1014.15;24.24;24.5;24.68;27.21;28.84;29.34;29.58;7.093952178955078;-0.3860478210449223;0.3860478210449223
2017-06-07 02:00:00;7.48;0.0;1016.51;24.04;89.25;7.65;6.62;5.8;5.41;5.65;6.47;6.57;6.35;0.0;0.0;0.0;0.0;0.0;0.0;0.0;89.25;90.66;94.19;93.44;93.38;91.19;89.43;1016.58;1016.52;1016.29;1015.9;1015.76;1014.94;1014.51;24.15;24.24;24.5;24.68;27.21;28.84;29.34;7.8437724113464355;0.1937724113464352;0.1937724113464352
2017-06-07 03:00:00;7.65;0.0;1016.57;21.57;89.15;7.54;7.48;6.62;5.8;5.41;5.65;6.47;6.57;0.0;0.0;0.0;0.0;0.0;0.0;0.0;89.25;89.25;90.66;94.19;93.44;93.38;91.19;1016.51;1016.58;1016.52;1016.29;1015.9;1015.76;1014.94;24.04;24.15;24.24;24.5;24.68;27.21;28.84;7.614306926727295;0.07430692672729489;0.07430692672729489
2017-06-07 04:00:00;7.54;0.0;1016.02;20.98;90.82;7.27;7.65;7.48;6.62;5.8;5.41;5.65;6.47;0.0;0.0;0.0;0.0;0.0;0.0;0.0;89.15;89.25;89.25;90.66;94.19;93.44;93.38;1016.57;1016.51;1016.58;1016.52;1016.29;1015.9;1015.76;21.57;24.04;24.15;24.24;24.5;24.68;27.21;7.490200042724609;0.2202000427246098;0.2202000427246098
2017-06-07 05:00:00;7.27;0.0;1015.49;20.6;92.62;7.04;7.54;7.65;7.48;6.62;5.8;5.41;5.65;0.0;0.0;0.0;0.0;0.0;0.0;0.0;90.82;89.15;89.25;89.25;90.66;94.19;93.44;1016.02;1016.57;1016.51;1016.58;1016.52;1016.29;1015.9;20.98;21.57;24.04;24.15;24.24;24.5;24.68;7.218727111816406;0.17872711181640621;0.17872711181640621
2017-06-07 06:00:00;7.04;0.0;1015.02;19.73;93.48;6.82;7.27;7.54;7.65;7.48;6.62;5.8;5.41;0.0;0.0;0.0;0.0;0.0;0.0;0.0;92.62;90.82;89.15;89.25;89.25;90.66;94.19;1015.49;1016.02;1016.57;1016.51;1016.58;1016.52;1016.29;20.6;20.98;21.57;24.04;24.15;24.24;24.5;7.000951290130615;0.18095129013061495;0.18095129013061495
2017-06-07 07:00:00;6.82;0.0;1015.35;19.38;93.63;6.62;7.04;7.27;7.54;7.65;7.48;6.62;5.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;93.48;92.62;90.82;89.15;89.25;89.25;90.66;1015.02;1015.49;1016.02;1016.57;1016.51;1016.58;1016.52;19.73;20.6;20.98;21.57;24.04;24.15;24.24;6.841864585876465;0.22186458587646474;0.22186458587646474
2017-06-07 08:00:00;6.62;0.0;1015.57;19.09;95.69;6.6;6.82;7.04;7.27;7.54;7.65;7.48;6.62;0.0;0.0;0.0;0.0;0.0;0.0;0.0;93.63;93.48;92.62;90.82;89.15;89.25;89.25;1015.35;1015.02;1015.49;1016.02;1016.57;1016.51;1016.58;19.38;19.73;20.6;20.98;21.57;24.04;24.15;6.627713680267334;0.02771368026733434;0.02771368026733434
2017-06-07 09:00:00;6.6;0.0;1016.36;18.62;99.17;6.59;6.62;6.82;7.04;7.27;7.54;7.65;7.48;0.0;0.0;0.0;0.0;0.0;0.0;0.0;95.69;93.63;93.48;92.62;90.82;89.15;89.25;1015.57;1015.35;1015.02;1015.49;1016.02;1016.57;1016.51;19.09;19.38;19.73;20.6;20.98;21.57;24.04;6.647927284240723;0.0579272842407228;0.0579272842407228
2017-06-07 10:00:00;6.59;0.0;1016.76;23.14;103.04;7.06;6.6;6.62;6.82;7.04;7.27;7.54;7.65;0.0;0.0;0.0;0.0;0.0;0.0;0.0;99.17;95.69;93.63;93.48;92.62;90.82;89.15;1016.36;1015.57;1015.35;1015.02;1015.49;1016.02;1016.57;18.62;19.09;19.38;19.73;20.6;20.98;21.57;6.503018379211426;-0.5569816207885738;0.5569816207885738
2017-06-07 11:00:00;7.06;0.0;1017.39;22.89;100.49;7.04;6.59;6.6;6.62;6.82;7.04;7.27;7.54;0.0;0.0;0.0;0.0;0.0;0.0;0.0;103.04;99.17;95.69;93.63;93.48;92.62;90.82;1016.76;1016.36;1015.57;1015.35;1015.02;1015.49;1016.02;23.14;18.62;19.09;19.38;19.73;20.6;20.98;7.042532920837402;0.0025329208374023082;0.0025329208374023082
2017-06-07 12:00:00;7.04;0.0;1017.71;23.08;97.07;7.27;7.06;6.59;6.6;6.62;6.82;7.04;7.27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.49;103.04;99.17;95.69;93.63;93.48;92.62;1017.39;1016.76;1016.36;1015.57;1015.35;1015.02;1015.49;22.89;23.14;18.62;19.09;19.38;19.73;20.6;6.654308319091797;-0.6156916809082027;0.6156916809082027
2017-06-07 13:00:00;7.27;0.0;1017.17;23.59;93.02;7.12;7.04;7.06;6.59;6.6;6.62;6.82;7.04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;97.07;100.49;103.04;99.17;95.69;93.63;93.48;1017.71;1017.39;1016.76;1016.36;1015.57;1015.35;1015.02;23.08;22.89;23.14;18.62;19.09;19.38;19.73;6.949929237365723;-0.17007076263427745;0.17007076263427745
2017-06-07 14:00:00;7.12;0.0;1016.43;23.61;91.78;6.61;7.27;7.04;7.06;6.59;6.6;6.62;6.82;0.0;0.0;0.0;0.0;0.0;0.0;0.0;93.02;97.07;100.49;103.04;99.17;95.69;93.63;1017.17;1017.71;1017.39;1016.76;1016.36;1015.57;1015.35;23.59;23.08;22.89;23.14;18.62;19.09;19.38;6.7219438552856445;0.11194385528564421;0.11194385528564421
2017-06-07 15:00:00;6.61;0.0;1015.92;28.9;93.61;6.06;7.12;7.27;7.04;7.06;6.59;6.6;6.62;0.0;0.0;0.0;0.0;0.0;0.0;0.0;91.78;93.02;97.07;100.49;103.04;99.17;95.69;1016.43;1017.17;1017.71;1017.39;1016.76;1016.36;1015.57;23.61;23.59;23.08;22.89;23.14;18.62;19.09;6.095644950866699;0.03564495086669961;0.03564495086669961
2017-06-07 16:00:00;6.06;0.0;1014.76;29.3;95.22;5.99;6.61;7.12;7.27;7.04;7.06;6.59;6.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;93.61;91.78;93.02;97.07;100.49;103.04;99.17;1015.92;1016.43;1017.17;1017.71;1017.39;1016.76;1016.36;28.9;23.61;23.59;23.08;22.89;23.14;18.62;5.686974048614502;-0.30302595138549826;0.30302595138549826
2017-06-07 17:00:00;5.99;0.0;1013.97;29.72;92.99;6.48;6.06;6.61;7.12;7.27;7.04;7.06;6.59;0.0;0.0;0.0;0.0;0.0;0.0;0.0;95.22;93.61;91.78;93.02;97.07;100.49;103.04;1014.76;1015.92;1016.43;1017.17;1017.71;1017.39;1016.76;29.3;28.9;23.61;23.59;23.08;22.89;23.14;5.916015625;-0.5639843750000004;0.5639843750000004
2017-06-07 18:00:00;6.48;0.0;1012.66;29.42;86.25;6.27;5.99;6.06;6.61;7.12;7.27;7.04;7.06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;92.99;95.22;93.61;91.78;93.02;97.07;100.49;1013.97;1014.76;1015.92;1016.43;1017.17;1017.71;1017.39;29.72;29.3;28.9;23.61;23.59;23.08;22.89;6.532919883728027;0.26291988372802777;0.26291988372802777
2017-06-07 19:00:00;6.27;0.0;1012.54;29.23;89.81;5.9;6.48;5.99;6.06;6.61;7.12;7.27;7.04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;86.25;92.99;95.22;93.61;91.78;93.02;97.07;1012.66;1013.97;1014.76;1015.92;1016.43;1017.17;1017.71;29.42;29.72;29.3;28.9;23.61;23.59;23.08;6.141643047332764;0.24164304733276332;0.24164304733276332
2017-06-07 20:00:00;5.9;0.0;1013.33;29.03;96.77;5.57;6.27;6.48;5.99;6.06;6.61;7.12;7.27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;89.81;86.25;92.99;95.22;93.61;91.78;93.02;1012.54;1012.66;1013.97;1014.76;1015.92;1016.43;1017.17;29.23;29.42;29.72;29.3;28.9;23.61;23.59;5.76450252532959;0.19450252532958956;0.19450252532958956
2017-06-07 21:00:00;5.57;0.0;1013.89;27.17;96.7;5.16;5.9;6.27;6.48;5.99;6.06;6.61;7.12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;96.77;89.81;86.25;92.99;95.22;93.61;91.78;1013.33;1012.54;1012.66;1013.97;1014.76;1015.92;1016.43;29.03;29.23;29.42;29.72;29.3;28.9;23.61;5.612898349761963;0.45289834976196275;0.45289834976196275
2017-06-07 22:00:00;5.16;0.0;1014.22;23.43;88.74;4.76;5.57;5.9;6.27;6.48;5.99;6.06;6.61;0.0;0.0;0.0;0.0;0.0;0.0;0.0;96.7;96.77;89.81;86.25;92.99;95.22;93.61;1013.89;1013.33;1012.54;1012.66;1013.97;1014.76;1015.92;27.17;29.03;29.23;29.42;29.72;29.3;28.9;5.3348517417907715;0.5748517417907717;0.5748517417907717
2017-06-07 23:00:00;4.76;0.0;1014.64;22.63;84.77;4.92;5.16;5.57;5.9;6.27;6.48;5.99;6.06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;88.74;96.7;96.77;89.81;86.25;92.99;95.22;1014.22;1013.89;1013.33;1012.54;1012.66;1013.97;1014.76;23.43;27.17;29.03;29.23;29.42;29.72;29.3;4.88735818862915;-0.03264181137084954;0.03264181137084954
2017-06-08 00:00:00;4.92;0.0;1014.63;22.29;83.99;5.89;4.76;5.16;5.57;5.9;6.27;6.48;5.99;0.0;0.0;0.0;0.0;0.0;0.0;0.0;84.77;88.74;96.7;96.77;89.81;86.25;92.99;1014.64;1014.22;1013.89;1013.33;1012.54;1012.66;1013.97;22.63;23.43;27.17;29.03;29.23;29.42;29.72;5.360518932342529;-0.5294810676574704;0.5294810676574704
2017-06-08 01:00:00;5.89;0.0;1015.05;22.86;83.5;6.67;4.92;4.76;5.16;5.57;5.9;6.27;6.48;0.0;0.0;0.0;0.0;0.0;0.0;0.0;83.99;84.77;88.74;96.7;96.77;89.81;86.25;1014.63;1014.64;1014.22;1013.89;1013.33;1012.54;1012.66;22.29;22.63;23.43;27.17;29.03;29.23;29.42;6.552159786224365;-0.1178402137756347;0.1178402137756347
2017-06-08 02:00:00;6.67;0.0;1015.23;23.54;85.18;6.84;5.89;4.92;4.76;5.16;5.57;5.9;6.27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;83.5;83.99;84.77;88.74;96.7;96.77;89.81;1015.05;1014.63;1014.64;1014.22;1013.89;1013.33;1012.54;22.86;22.29;22.63;23.43;27.17;29.03;29.23;6.976032257080078;0.13603225708007827;0.13603225708007827
2017-06-08 03:00:00;6.84;0.0;1015.69;21.28;87.13;6.79;6.67;5.89;4.92;4.76;5.16;5.57;5.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;85.18;83.5;83.99;84.77;88.74;96.7;96.77;1015.23;1015.05;1014.63;1014.64;1014.22;1013.89;1013.33;23.54;22.86;22.29;22.63;23.43;27.17;29.03;6.8310441970825195;0.041044197082519496;0.041044197082519496
2017-06-08 04:00:00;6.79;0.0;1015.29;20.81;88.33;6.48;6.84;6.67;5.89;4.92;4.76;5.16;5.57;0.0;0.0;0.0;0.0;0.0;0.0;0.0;87.13;85.18;83.5;83.99;84.77;88.74;96.7;1015.69;1015.23;1015.05;1014.63;1014.64;1014.22;1013.89;21.28;23.54;22.86;22.29;22.63;23.43;27.17;6.66199254989624;0.1819925498962398;0.1819925498962398
2017-06-08 05:00:00;6.48;0.0;1015.33;20.43;91.05;6.43;6.79;6.84;6.67;5.89;4.92;4.76;5.16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;88.33;87.13;85.18;83.5;83.99;84.77;88.74;1015.29;1015.69;1015.23;1015.05;1014.63;1014.64;1014.22;20.81;21.28;23.54;22.86;22.29;22.63;23.43;6.289491176605225;-0.1405088233947751;0.1405088233947751
2017-06-08 06:00:00;6.43;0.0;1014.77;19.81;92.94;6.06;6.48;6.79;6.84;6.67;5.89;4.92;4.76;0.0;0.0;0.0;0.0;0.0;0.0;0.0;91.05;88.33;87.13;85.18;83.5;83.99;84.77;1015.33;1015.29;1015.69;1015.23;1015.05;1014.63;1014.64;20.43;20.81;21.28;23.54;22.86;22.29;22.63;6.337650775909424;0.2776507759094242;0.2776507759094242
2017-06-08 07:00:00;6.06;0.0;1015.09;19.49;95.66;5.87;6.43;6.48;6.79;6.84;6.67;5.89;4.92;0.0;0.0;0.0;0.0;0.0;0.0;0.0;92.94;91.05;88.33;87.13;85.18;83.5;83.99;1014.77;1015.33;1015.29;1015.69;1015.23;1015.05;1014.63;19.81;20.43;20.81;21.28;23.54;22.86;22.29;5.922582149505615;0.05258214950561513;0.05258214950561513
2017-06-08 08:00:00;5.87;0.0;1015.36;19.19;99.21;5.73;6.06;6.43;6.48;6.79;6.84;6.67;5.89;0.0;0.0;0.0;0.0;0.0;0.0;0.0;95.66;92.94;91.05;88.33;87.13;85.18;83.5;1015.09;1014.77;1015.33;1015.29;1015.69;1015.23;1015.05;19.49;19.81;20.43;20.81;21.28;23.54;22.86;5.790324687957764;0.060324687957763246;0.060324687957763246
2017-06-08 09:00:00;5.73;0.0;1016.08;19.22;99.11;5.32;5.87;6.06;6.43;6.48;6.79;6.84;6.67;0.0;0.0;0.0;0.0;0.0;0.0;0.0;99.21;95.66;92.94;91.05;88.33;87.13;85.18;1015.36;1015.09;1014.77;1015.33;1015.29;1015.69;1015.23;19.19;19.49;19.81;20.43;20.81;21.28;23.54;5.717690944671631;0.3976909446716306;0.3976909446716306
2017-06-08 10:00:00;5.32;0.0;1016.97;23.26;100.85;5.01;5.73;5.87;6.06;6.43;6.48;6.79;6.84;0.0;0.0;0.0;0.0;0.0;0.0;0.0;99.11;99.21;95.66;92.94;91.05;88.33;87.13;1016.08;1015.36;1015.09;1014.77;1015.33;1015.29;1015.69;19.22;19.19;19.49;19.81;20.43;20.81;21.28;5.122635364532471;0.11263536453247092;0.11263536453247092
2017-06-08 11:00:00;5.01;0.0;1017.49;23.5;96.71;5.38;5.32;5.73;5.87;6.06;6.43;6.48;6.79;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.85;99.11;99.21;95.66;92.94;91.05;88.33;1016.97;1016.08;1015.36;1015.09;1014.77;1015.33;1015.29;23.26;19.22;19.19;19.49;19.81;20.43;20.81;4.745657920837402;-0.6343420791625975;0.6343420791625975
2017-06-08 12:00:00;5.38;0.0;1018.15;23.9;89.87;5.2;5.01;5.32;5.73;5.87;6.06;6.43;6.48;0.0;0.0;0.0;0.0;0.0;0.0;0.0;96.71;100.85;99.11;99.21;95.66;92.94;91.05;1017.49;1016.97;1016.08;1015.36;1015.09;1014.77;1015.33;23.5;23.26;19.22;19.19;19.49;19.81;20.43;5.341080665588379;0.14108066558837873;0.14108066558837873
