20170101;9.71;9.92;9.048;8.422;8.372;8.537;9.515;8.84;8.895;9.476;9.574;9.148;8.808;7.998;7.251;7.541;7.854;7.806;7.7;7.066;7.433;6.768;6.516;6.688;6.305;6.566;5.595;5.516;5.605;5.292;4.7;3.496;3.769;3.71;3.123;4.074;5.092;5.982;6.217;5.928;5.414;5.992;6.614;6.967;7;8.562;8.91;8.42
20170102;7.49;8.197;7.953;7.503;7.257;7.57;6.96;6.983;7.297;7.067;6.843;6.71;6.207;5.57;5.893;5.433;4.973;4.953;5.347;4.97;4.863;5.03;5.01;4.85;4.713;4.747;4.543;4.387;5.133;3.773;4.06;3.723;3.39;2.45;2.71;2.837;2.327;1.76;1.897;2.39;3.14;5.013;5.323;3.577;3.07;6.557;7.52;6.05
20170103;5.983;6.193;6.64;6.083;5.493;5.513;5.817;5.883;5.97;5.437;4.5;4.81;4.997;4.56;4.27;4.077;3.557;4.17;4.4;4.387;4.097;4.147;4.75;4.48;4.417;4.38;4.663;4.34;4.063;4.127;4.327;4.527;5.683;6.207;6.43;6.1;8.903;9.783;9.567;8.89;7.97;8.283;9.277;11.26;12.673;12.197;11.043;11.62
20170104;11.763;11.037;8.907;7.587;6.297;5.8;6.28;7.117;7.82;8.047;7.073;7.823;7.7;6.83;5.727;5.523;5.903;6.29;5.42;5.467;6;5.91;6.337;5.987;5.623;5.267;4.89;6.02;6.94;5.537;4.59;4.737;5.84;6.477;7.16;6.27;7.643;9.53;10.104;11.2;10.81;10.433;9.74;9.817;8.743;7.46;5.65;7.643
20170105;9.287;7.147;8.12;5.943;8.347;8.007;7.973;8.213;8.677;8.453;8.783;8.563;8.833;8.493;8.44;7.97;8.757;9.553;8.023;7.833;8.427;6.543;6.77;7.047;7.503;7.277;7.27;6.27;6.033;6.58;6.72;6.34;6.283;6.903;6.953;6.243;8.333;8.697;8.993;8.763;8.313;7.907;8.767;9.3;9.633;9.22;9.207;8.687
20170106;9.26;9.347;6.87;5.777;5.53;4.927;5.27;5.267;6.027;5.277;4.967;5.763;6.55;6.063;4.897;4.59;4.333;5.213;5.903;7.05;6.507;6.707;6.927;8.067;8.22;8.87;8.1;7.657;7.977;8.043;8.14;8.053;8.603;7.793;6.613;7.143;8.213;7.437;8.277;7.777;9.05;9.863;8.95;8.46;8.057;8.13;8.18;8.873
20170107;7.043;6.68;8.743;7.337;6.883;7.14;8.49;9.097;8.197;7.12;6.837;7.857;10.867;10.64;11.497;10.873;9.643;9.813;9.337;8.69;8;7.61;7.353;7.39;6.903;6.707;6.437;6.713;7.42;7.55;7.66;7.397;7.257;8.133;7.813;7.94;8.737;9.58;9.51;8.567;8.437;8.517;7.823;7.523;7.45;8.203;8.43;9.183
20170108;9.093;8.79;8.623;6.917;6.417;6.877;6.79;7.273;8.533;10.417;9.53;9.533;8.683;6.743;5.657;5.21;6.777;7.557;8.467;7.787;6.69;6.407;6.363;6.163;6.127;5.21;5.697;6.353;6.447;7.073;6.31;6.21;6.517;6.977;7.797;6.937;6.58;6.61;5.483;5.843;6.9;7.033;7.57;5.883;6.56;6.907;8.217;7.7
20170109;8.383;8.07;9.45;8.433;8.12;7.653;7.68;7.54;7.523;7.367;7.757;7.823;8.227;8.14;7.703;7.72;7.007;6.947;6.687;6.907;6.64;6.243;5.657;5.62;4.887;4.483;3.993;4.82;4.717;4.83;5.337;4.867;4.413;3.927;3.2;2.437;2.613;2.717;3.78;4.377;4.18;4.407;4.537;4.237;4.127;5.43;7.293;7.243
20170110;7.743;8.5;8.11;8.71;7.673;8.627;8.767;8.377;8.147;9.143;8.223;6.597;6.83;6.983;5.8;5.747;5.867;5.923;6.15;6.3;6.347;5.787;4.28;4.213;4.01;3.243;2.923;3.567;2.687;3.55;4.047;4.96;4.97;3.937;2.493;2.727;2.713;2.913;4.83;4.993;5.163;6.283;6.18;6.497;6.98;8.283;8.5;9.513
20170111;8.29;8.653;8.57;7.947;8.697;8.711;9.157;9.317;9.647;8.733;8.73;6.76;7.017;5.89;3.557;3.873;4.41;3.5;3.567;2.963;2.98;3.387;3.713;3.54;4.007;3.887;3.79;4.263;4.14;4.823;4.89;6.413;5.067;6.35;6.14;5.85;6.273;7.05;8.13;8.22;7.657;5.86;4.497;2.997;3.963;5.467;5.427;5.463
20170112;5.79;5.087;5.16;5.117;5.377;5.493;5.03;4.983;4.113;1.677;1.583;2.42;2.463;1.92;1.78;1.933;2.263;2.57;2.117;1.967;2.047;1.983;2.623;2.007;1.99;3.083;1.74;1.49;2.213;3.33;3.237;3.803;4.647;4.593;4.573;2.59;4.073;5.027;4.247;3.023;2.863;3.847;5.903;8.953;2.72;3.363;2.563;1.96
20170113;2.1;3.1;3.317;2.583;2.313;2.927;3.357;4.3;5.63;5.937;6.09;6.55;6.61;6.3;6.507;6.34;6.37;5.573;5.203;5.647;5.43;4.867;5.067;4.82;4.273;3.68;4.207;4.283;5.4;4.643;5.673;4.977;5.4;4.393;5.357;5.963;5.427;5.993;5.803;6.767;7.14;7.133;7.143;6.763;7.617;8.223;8.28;8.477
20170114;8.247;8.473;8.363;9.343;8.123;8.24;7.59;7.63;7.83;7.8;7.533;6.387;6.497;5.57;5.057;4.413;4.237;4.503;5.107;5.373;4.783;4.787;5.113;4.51;3.823;4.597;4.467;4.163;2.8;2.127;2.44;5.593;5.967;5.077;4.117;5.647;5.353;6.713;6.69;6.223;6.757;6.983;6.44;5.23;4.403;3.203;2.017;2.14
