;Longitude;Latitude;Data;Temperatura_Verif
3942;-42.75;-14.25;2017-06-14 06:00:00;14.63
3943;-42.75;-14.25;2017-06-14 07:00:00;14.28
3944;-42.75;-14.25;2017-06-14 08:00:00;14.25
3945;-42.75;-14.25;2017-06-14 09:00:00;15.3
3946;-42.75;-14.25;2017-06-14 10:00:00;17.33
3947;-42.75;-14.25;2017-06-14 11:00:00;18.88
3948;-42.75;-14.25;2017-06-14 12:00:00;20.23
3949;-42.75;-14.25;2017-06-14 13:00:00;21.33
3950;-42.75;-14.25;2017-06-14 14:00:00;22.43
3951;-42.75;-14.25;2017-06-14 15:00:00;22.88
3952;-42.75;-14.25;2017-06-14 16:00:00;23.0
3953;-42.75;-14.25;2017-06-14 17:00:00;22.55
3954;-42.75;-14.25;2017-06-14 18:00:00;21.88
3955;-42.75;-14.25;2017-06-14 19:00:00;21.4
3956;-42.75;-14.25;2017-06-14 20:00:00;20.08
3957;-42.75;-14.25;2017-06-14 21:00:00;18.6
3958;-42.75;-14.25;2017-06-14 22:00:00;17.75
3959;-42.75;-14.25;2017-06-14 23:00:00;17.35
3960;-42.75;-14.25;2017-06-15 00:00:00;16.97
3961;-42.75;-14.25;2017-06-15 01:00:00;16.57
3962;-42.75;-14.25;2017-06-15 02:00:00;16.33
3963;-42.75;-14.25;2017-06-15 03:00:00;15.8
3964;-42.75;-14.25;2017-06-15 04:00:00;14.93
3965;-42.75;-14.25;2017-06-15 05:00:00;14.45
3966;-42.75;-14.25;2017-06-15 06:00:00;14.23
3967;-42.75;-14.25;2017-06-15 07:00:00;14.25
3968;-42.75;-14.25;2017-06-15 08:00:00;15.15
3969;-42.75;-14.25;2017-06-15 09:00:00;16.93
3970;-42.75;-14.25;2017-06-15 10:00:00;17.88
3971;-42.75;-14.25;2017-06-15 11:00:00;19.18
3972;-42.75;-14.25;2017-06-15 12:00:00;20.45
3973;-42.75;-14.25;2017-06-15 13:00:00;21.2
3974;-42.75;-14.25;2017-06-15 14:00:00;21.92
3975;-42.75;-14.25;2017-06-15 15:00:00;22.33
3976;-42.75;-14.25;2017-06-15 16:00:00;22.3
3977;-42.75;-14.25;2017-06-15 17:00:00;21.83
3978;-42.75;-14.25;2017-06-15 18:00:00;20.68
3979;-42.75;-14.25;2017-06-15 19:00:00;19.4
3980;-42.75;-14.25;2017-06-15 20:00:00;18.57
3981;-42.75;-14.25;2017-06-15 21:00:00;17.92
3982;-42.75;-14.25;2017-06-15 22:00:00;17.28
3983;-42.75;-14.25;2017-06-15 23:00:00;17.1
3984;-42.75;-14.25;2017-06-16 00:00:00;16.72
3985;-42.75;-14.25;2017-06-16 01:00:00;16.13
3986;-42.75;-14.25;2017-06-16 02:00:00;15.6
3987;-42.75;-14.25;2017-06-16 03:00:00;14.83
3988;-42.75;-14.25;2017-06-16 04:00:00;14.65
3989;-42.75;-14.25;2017-06-16 05:00:00;14.5
3990;-42.75;-14.25;2017-06-16 06:00:00;14.38
3991;-42.75;-14.25;2017-06-16 07:00:00;14.35
3992;-42.75;-14.25;2017-06-16 08:00:00;14.42
3993;-42.75;-14.25;2017-06-16 09:00:00;14.67
3994;-42.75;-14.25;2017-06-16 10:00:00;15.62
3995;-42.75;-14.25;2017-06-16 11:00:00;17.52
3996;-42.75;-14.25;2017-06-16 12:00:00;18.88
3997;-42.75;-14.25;2017-06-16 13:00:00;19.88
3998;-42.75;-14.25;2017-06-16 14:00:00;20.62
3999;-42.75;-14.25;2017-06-16 15:00:00;21.13
4000;-42.75;-14.25;2017-06-16 16:00:00;21.1
4001;-42.75;-14.25;2017-06-16 17:00:00;20.82
4002;-42.75;-14.25;2017-06-16 18:00:00;20.23
4003;-42.75;-14.25;2017-06-16 19:00:00;19.37
4004;-42.75;-14.25;2017-06-16 20:00:00;17.65
4005;-42.75;-14.25;2017-06-16 21:00:00;16.9
4006;-42.75;-14.25;2017-06-16 22:00:00;16.48
4007;-42.75;-14.25;2017-06-16 23:00:00;16.05
4008;-42.75;-14.25;2017-06-17 00:00:00;15.83
4009;-42.75;-14.25;2017-06-17 01:00:00;15.33
4010;-42.75;-14.25;2017-06-17 02:00:00;15.12
4011;-42.75;-14.25;2017-06-17 03:00:00;15.08
4012;-42.75;-14.25;2017-06-17 04:00:00;14.93
4013;-42.75;-14.25;2017-06-17 05:00:00;14.78
4014;-42.75;-14.25;2017-06-17 06:00:00;14.57
4015;-42.75;-14.25;2017-06-17 07:00:00;14.4
4016;-42.75;-14.25;2017-06-17 08:00:00;14.32
4017;-42.75;-14.25;2017-06-17 09:00:00;15.03
4018;-42.75;-14.25;2017-06-17 10:00:00;16.52
4019;-42.75;-14.25;2017-06-17 11:00:00;17.63
4020;-42.75;-14.25;2017-06-17 12:00:00;18.8
4021;-42.75;-14.25;2017-06-17 13:00:00;20.03
4022;-42.75;-14.25;2017-06-17 14:00:00;21.0
4023;-42.75;-14.25;2017-06-17 15:00:00;21.3
4024;-42.75;-14.25;2017-06-17 16:00:00;21.48
4025;-42.75;-14.25;2017-06-17 17:00:00;21.27
4026;-42.75;-14.25;2017-06-17 18:00:00;20.58
4027;-42.75;-14.25;2017-06-17 19:00:00;19.13
4028;-42.75;-14.25;2017-06-17 20:00:00;18.07
4029;-42.75;-14.25;2017-06-17 21:00:00;17.17
4030;-42.75;-14.25;2017-06-17 22:00:00;16.87
4031;-42.75;-14.25;2017-06-17 23:00:00;16.43
4032;-42.75;-14.25;2017-06-18 00:00:00;15.73
4033;-42.75;-14.25;2017-06-18 01:00:00;14.75
4034;-42.75;-14.25;2017-06-18 02:00:00;14.17
4035;-42.75;-14.25;2017-06-18 03:00:00;13.72
4036;-42.75;-14.25;2017-06-18 04:00:00;13.5
4037;-42.75;-14.25;2017-06-18 05:00:00;13.15
4038;-42.75;-14.25;2017-06-18 06:00:00;12.95
4039;-42.75;-14.25;2017-06-18 07:00:00;12.92
4040;-42.75;-14.25;2017-06-18 08:00:00;13.93
4041;-42.75;-14.25;2017-06-18 09:00:00;15.33
4042;-42.75;-14.25;2017-06-18 10:00:00;16.62
4043;-42.75;-14.25;2017-06-18 11:00:00;18.2
4044;-42.75;-14.25;2017-06-18 12:00:00;19.37
4045;-42.75;-14.25;2017-06-18 13:00:00;20.62
4046;-42.75;-14.25;2017-06-18 14:00:00;21.38
4047;-42.75;-14.25;2017-06-18 15:00:00;22.0
4048;-42.75;-14.25;2017-06-18 16:00:00;22.07
4049;-42.75;-14.25;2017-06-18 17:00:00;21.6
4050;-42.75;-14.25;2017-06-18 18:00:00;21.2
4051;-42.75;-14.25;2017-06-18 19:00:00;20.68
4052;-42.75;-14.25;2017-06-18 20:00:00;19.47
4053;-42.75;-14.25;2017-06-18 21:00:00;17.58
4054;-42.75;-14.25;2017-06-18 22:00:00;16.63
4055;-42.75;-14.25;2017-06-18 23:00:00;16.47
4056;-42.75;-14.25;2017-06-19 00:00:00;16.02
4057;-42.75;-14.25;2017-06-19 01:00:00;15.55
4058;-42.75;-14.25;2017-06-19 02:00:00;15.02
4059;-42.75;-14.25;2017-06-19 03:00:00;14.45
4060;-42.75;-14.25;2017-06-19 04:00:00;14.0
4061;-42.75;-14.25;2017-06-19 05:00:00;13.92
4062;-42.75;-14.25;2017-06-19 06:00:00;13.65
4063;-42.75;-14.25;2017-06-19 07:00:00;13.47
4064;-42.75;-14.25;2017-06-19 08:00:00;14.12
4065;-42.75;-14.25;2017-06-19 09:00:00;15.47
4066;-42.75;-14.25;2017-06-19 10:00:00;16.8
4067;-42.75;-14.25;2017-06-19 11:00:00;18.57
4068;-42.75;-14.25;2017-06-19 12:00:00;19.95
4069;-42.75;-14.25;2017-06-19 13:00:00;20.98
4070;-42.75;-14.25;2017-06-19 14:00:00;21.98
4071;-42.75;-14.25;2017-06-19 15:00:00;22.47
4072;-42.75;-14.25;2017-06-19 16:00:00;22.63
4073;-42.75;-14.25;2017-06-19 17:00:00;22.35
4074;-42.75;-14.25;2017-06-19 18:00:00;21.88
4075;-42.75;-14.25;2017-06-19 19:00:00;21.47
4076;-42.75;-14.25;2017-06-19 20:00:00;21.15
4077;-42.75;-14.25;2017-06-19 21:00:00;20.8
4078;-42.75;-14.25;2017-06-19 22:00:00;18.5
4079;-42.75;-14.25;2017-06-19 23:00:00;17.3
4080;-42.75;-14.25;2017-06-20 00:00:00;16.58
4081;-42.75;-14.25;2017-06-20 01:00:00;15.87
4082;-42.75;-14.25;2017-06-20 02:00:00;15.15
4083;-42.75;-14.25;2017-06-20 03:00:00;14.5
4084;-42.75;-14.25;2017-06-20 04:00:00;14.05
4085;-42.75;-14.25;2017-06-20 05:00:00;13.67
4086;-42.75;-14.25;2017-06-20 06:00:00;13.93
4087;-42.75;-14.25;2017-06-20 07:00:00;14.1
4088;-42.75;-14.25;2017-06-20 08:00:00;14.15
4089;-42.75;-14.25;2017-06-20 09:00:00;14.9
4090;-42.75;-14.25;2017-06-20 10:00:00;16.83
4091;-42.75;-14.25;2017-06-20 11:00:00;18.62
4092;-42.75;-14.25;2017-06-20 12:00:00;20.32
4093;-42.75;-14.25;2017-06-20 13:00:00;21.47
4094;-42.75;-14.25;2017-06-20 14:00:00;22.45
4095;-42.75;-14.25;2017-06-20 15:00:00;23.0
4096;-42.75;-14.25;2017-06-20 16:00:00;22.85
4097;-42.75;-14.25;2017-06-20 17:00:00;22.25
4098;-42.75;-14.25;2017-06-20 18:00:00;21.75
4099;-42.75;-14.25;2017-06-20 19:00:00;21.2
4100;-42.75;-14.25;2017-06-20 20:00:00;20.62
4101;-42.75;-14.25;2017-06-20 21:00:00;19.4
4102;-42.75;-14.25;2017-06-20 22:00:00;18.2
4103;-42.75;-14.25;2017-06-20 23:00:00;17.43
4104;-42.75;-14.25;2017-06-21 00:00:00;16.78
4105;-42.75;-14.25;2017-06-21 01:00:00;16.25
4106;-42.75;-14.25;2017-06-21 02:00:00;15.82
4107;-42.75;-14.25;2017-06-21 03:00:00;15.3
4108;-42.75;-14.25;2017-06-21 04:00:00;14.97
4109;-42.75;-14.25;2017-06-21 05:00:00;14.63
4110;-42.75;-14.25;2017-06-21 06:00:00;14.17
4111;-42.75;-14.25;2017-06-21 07:00:00;14.12
4112;-42.75;-14.25;2017-06-21 08:00:00;14.55
4113;-42.75;-14.25;2017-06-21 09:00:00;15.7
4114;-42.75;-14.25;2017-06-21 10:00:00;17.1
4115;-42.75;-14.25;2017-06-21 11:00:00;18.47
4116;-42.75;-14.25;2017-06-21 12:00:00;19.62
4117;-42.75;-14.25;2017-06-21 13:00:00;20.53
4118;-42.75;-14.25;2017-06-21 14:00:00;21.28
4119;-42.75;-14.25;2017-06-21 15:00:00;21.83
4120;-42.75;-14.25;2017-06-21 16:00:00;21.9
4121;-42.75;-14.25;2017-06-21 17:00:00;21.3
4122;-42.75;-14.25;2017-06-21 18:00:00;20.48
4123;-42.75;-14.25;2017-06-21 19:00:00;19.6
4124;-42.75;-14.25;2017-06-21 20:00:00;18.8
4125;-42.75;-14.25;2017-06-21 21:00:00;17.75
4126;-42.75;-14.25;2017-06-21 22:00:00;16.38
4127;-42.75;-14.25;2017-06-21 23:00:00;15.58
4128;-42.75;-14.25;2017-06-22 00:00:00;15.03
4129;-42.75;-14.25;2017-06-22 01:00:00;14.53
4130;-42.75;-14.25;2017-06-22 02:00:00;14.32
4131;-42.75;-14.25;2017-06-22 03:00:00;13.97
4132;-42.75;-14.25;2017-06-22 04:00:00;13.73
4133;-42.75;-14.25;2017-06-22 05:00:00;13.55
4134;-42.75;-14.25;2017-06-22 06:00:00;13.42
4135;-42.75;-14.25;2017-06-22 07:00:00;13.38
4136;-42.75;-14.25;2017-06-22 08:00:00;14.05
4137;-42.75;-14.25;2017-06-22 09:00:00;14.82
4138;-42.75;-14.25;2017-06-22 10:00:00;15.78
4139;-42.75;-14.25;2017-06-22 11:00:00;16.77
4140;-42.75;-14.25;2017-06-22 12:00:00;17.9
4141;-42.75;-14.25;2017-06-22 13:00:00;18.5
4142;-42.75;-14.25;2017-06-22 14:00:00;19.38
4143;-42.75;-14.25;2017-06-22 15:00:00;19.8
4144;-42.75;-14.25;2017-06-22 16:00:00;20.2
4145;-42.75;-14.25;2017-06-22 17:00:00;19.3
4146;-42.75;-14.25;2017-06-22 18:00:00;18.13
4147;-42.75;-14.25;2017-06-22 19:00:00;17.5
4148;-42.75;-14.25;2017-06-22 20:00:00;16.32
4149;-42.75;-14.25;2017-06-22 21:00:00;15.33
4150;-42.75;-14.25;2017-06-22 22:00:00;14.78
4151;-42.75;-14.25;2017-06-22 23:00:00;14.52
4152;-42.75;-14.25;2017-06-23 00:00:00;14.53
4153;-42.75;-14.25;2017-06-23 01:00:00;14.4
4154;-42.75;-14.25;2017-06-23 02:00:00;14.22
4155;-42.75;-14.25;2017-06-23 03:00:00;14.2
4156;-42.75;-14.25;2017-06-23 04:00:00;14.18
4157;-42.75;-14.25;2017-06-23 05:00:00;14.2
4158;-42.75;-14.25;2017-06-23 06:00:00;14.28
4159;-42.75;-14.25;2017-06-23 07:00:00;14.3
4160;-42.75;-14.25;2017-06-23 08:00:00;14.42
4161;-42.75;-14.25;2017-06-23 09:00:00;14.57
4162;-42.75;-14.25;2017-06-23 10:00:00;15.12
4163;-42.75;-14.25;2017-06-23 11:00:00;16.72
4164;-42.75;-14.25;2017-06-23 12:00:00;17.9
4165;-42.75;-14.25;2017-06-23 13:00:00;18.67
4166;-42.75;-14.25;2017-06-23 14:00:00;19.85
4167;-42.75;-14.25;2017-06-23 15:00:00;20.23
4168;-42.75;-14.25;2017-06-23 16:00:00;20.18
4169;-42.75;-14.25;2017-06-23 17:00:00;19.65
4170;-42.75;-14.25;2017-06-23 18:00:00;18.87
4171;-42.75;-14.25;2017-06-23 19:00:00;17.77
4172;-42.75;-14.25;2017-06-23 20:00:00;16.3
4173;-42.75;-14.25;2017-06-23 21:00:00;15.63
4174;-42.75;-14.25;2017-06-23 22:00:00;14.93
4175;-42.75;-14.25;2017-06-23 23:00:00;14.27
4176;-42.75;-14.25;2017-06-24 00:00:00;14.02
4177;-42.75;-14.25;2017-06-24 01:00:00;13.7
4178;-42.75;-14.25;2017-06-24 02:00:00;13.28
4179;-42.75;-14.25;2017-06-24 03:00:00;12.93
4180;-42.75;-14.25;2017-06-24 04:00:00;12.55
4181;-42.75;-14.25;2017-06-24 05:00:00;12.72
4182;-42.75;-14.25;2017-06-24 06:00:00;12.7
4183;-42.75;-14.25;2017-06-24 07:00:00;13.05
4184;-42.75;-14.25;2017-06-24 08:00:00;14.0
4185;-42.75;-14.25;2017-06-24 09:00:00;14.78
4186;-42.75;-14.25;2017-06-24 10:00:00;15.9
4187;-42.75;-14.25;2017-06-24 11:00:00;17.03
4188;-42.75;-14.25;2017-06-24 12:00:00;18.07
4189;-42.75;-14.25;2017-06-24 13:00:00;18.78
4190;-42.75;-14.25;2017-06-24 14:00:00;19.23
4191;-42.75;-14.25;2017-06-24 15:00:00;19.72
4192;-42.75;-14.25;2017-06-24 16:00:00;19.7
4193;-42.75;-14.25;2017-06-24 17:00:00;18.88
4194;-42.75;-14.25;2017-06-24 18:00:00;18.1
4195;-42.75;-14.25;2017-06-24 19:00:00;17.63
4196;-42.75;-14.25;2017-06-24 20:00:00;17.27
4197;-42.75;-14.25;2017-06-24 21:00:00;16.67
4198;-42.75;-14.25;2017-06-24 22:00:00;16.02
4199;-42.75;-14.25;2017-06-24 23:00:00;15.38
4200;-42.75;-14.25;2017-06-25 00:00:00;14.47
4201;-42.75;-14.25;2017-06-25 01:00:00;13.88
4202;-42.75;-14.25;2017-06-25 02:00:00;13.68
4203;-42.75;-14.25;2017-06-25 03:00:00;13.48
4204;-42.75;-14.25;2017-06-25 04:00:00;13.45
4205;-42.75;-14.25;2017-06-25 05:00:00;13.48
4206;-42.75;-14.25;2017-06-25 06:00:00;13.53
4207;-42.75;-14.25;2017-06-25 07:00:00;13.55
4208;-42.75;-14.25;2017-06-25 08:00:00;13.62
4209;-42.75;-14.25;2017-06-25 09:00:00;14.12
4210;-42.75;-14.25;2017-06-25 10:00:00;15.5
4211;-42.75;-14.25;2017-06-25 11:00:00;16.35
4212;-42.75;-14.25;2017-06-25 12:00:00;17.48
4213;-42.75;-14.25;2017-06-25 13:00:00;17.77
4214;-42.75;-14.25;2017-06-25 14:00:00;18.13
4215;-42.75;-14.25;2017-06-25 15:00:00;18.43
4216;-42.75;-14.25;2017-06-25 16:00:00;18.87
4217;-42.75;-14.25;2017-06-25 17:00:00;18.43
4218;-42.75;-14.25;2017-06-25 18:00:00;17.75
4219;-42.75;-14.25;2017-06-25 19:00:00;17.23
4220;-42.75;-14.25;2017-06-25 20:00:00;16.82
4221;-42.75;-14.25;2017-06-25 21:00:00;16.22
4222;-42.75;-14.25;2017-06-25 22:00:00;13.92
4223;-42.75;-14.25;2017-06-25 23:00:00;13.78
4224;-42.75;-14.25;2017-06-26 00:00:00;13.9
4225;-42.75;-14.25;2017-06-26 01:00:00;13.82
4226;-42.75;-14.25;2017-06-26 02:00:00;13.72
4227;-42.75;-14.25;2017-06-26 03:00:00;13.55
4228;-42.75;-14.25;2017-06-26 04:00:00;13.38
4229;-42.75;-14.25;2017-06-26 05:00:00;13.27
4230;-42.75;-14.25;2017-06-26 06:00:00;13.38
4231;-42.75;-14.25;2017-06-26 07:00:00;13.4
4232;-42.75;-14.25;2017-06-26 08:00:00;13.53
4233;-42.75;-14.25;2017-06-26 09:00:00;13.85
4234;-42.75;-14.25;2017-06-26 10:00:00;14.23
4235;-42.75;-14.25;2017-06-26 11:00:00;14.8
4236;-42.75;-14.25;2017-06-26 12:00:00;16.85
4237;-42.75;-14.25;2017-06-26 13:00:00;18.0
4238;-42.75;-14.25;2017-06-26 14:00:00;18.4
4239;-42.75;-14.25;2017-06-26 15:00:00;18.83
4240;-42.75;-14.25;2017-06-26 16:00:00;19.5
4241;-42.75;-14.25;2017-06-26 17:00:00;18.9
4242;-42.75;-14.25;2017-06-26 18:00:00;18.18
4243;-42.75;-14.25;2017-06-26 19:00:00;16.93
4244;-42.75;-14.25;2017-06-26 20:00:00;15.42
4245;-42.75;-14.25;2017-06-26 21:00:00;14.23
4246;-42.75;-14.25;2017-06-26 22:00:00;13.85
4247;-42.75;-14.25;2017-06-26 23:00:00;13.63
4248;-42.75;-14.25;2017-06-27 00:00:00;13.52
4249;-42.75;-14.25;2017-06-27 01:00:00;13.38
4250;-42.75;-14.25;2017-06-27 02:00:00;13.07
4251;-42.75;-14.25;2017-06-27 03:00:00;12.78
4252;-42.75;-14.25;2017-06-27 04:00:00;12.6
4253;-42.75;-14.25;2017-06-27 05:00:00;12.38
4254;-42.75;-14.25;2017-06-27 06:00:00;12.3
4255;-42.75;-14.25;2017-06-27 07:00:00;12.43
4256;-42.75;-14.25;2017-06-27 08:00:00;12.77
4257;-42.75;-14.25;2017-06-27 09:00:00;13.95
4258;-42.75;-14.25;2017-06-27 10:00:00;15.33
4259;-42.75;-14.25;2017-06-27 11:00:00;16.97
4260;-42.75;-14.25;2017-06-27 12:00:00;17.82
4261;-42.75;-14.25;2017-06-27 13:00:00;18.58
4262;-42.75;-14.25;2017-06-27 14:00:00;19.88
4263;-42.75;-14.25;2017-06-27 15:00:00;20.52
4264;-42.75;-14.25;2017-06-27 16:00:00;20.08
4265;-42.75;-14.25;2017-06-27 17:00:00;19.17
4266;-42.75;-14.25;2017-06-27 18:00:00;18.22
4267;-42.75;-14.25;2017-06-27 19:00:00;17.95
4268;-42.75;-14.25;2017-06-27 20:00:00;17.18
4269;-42.75;-14.25;2017-06-27 21:00:00;16.03
4270;-42.75;-14.25;2017-06-27 22:00:00;15.08
4271;-42.75;-14.25;2017-06-27 23:00:00;14.5
4272;-42.75;-14.25;2017-06-28 00:00:00;14.13
4273;-42.75;-14.25;2017-06-28 01:00:00;13.88
4274;-42.75;-14.25;2017-06-28 02:00:00;13.55
4275;-42.75;-14.25;2017-06-28 03:00:00;13.45
4276;-42.75;-14.25;2017-06-28 04:00:00;13.33
4277;-42.75;-14.25;2017-06-28 05:00:00;13.23
4278;-42.75;-14.25;2017-06-28 06:00:00;13.12
4279;-42.75;-14.25;2017-06-28 07:00:00;13.25
4280;-42.75;-14.25;2017-06-28 08:00:00;13.75
4281;-42.75;-14.25;2017-06-28 09:00:00;14.1
4282;-42.75;-14.25;2017-06-28 10:00:00;15.15
4283;-42.75;-14.25;2017-06-28 11:00:00;16.73
4284;-42.75;-14.25;2017-06-28 12:00:00;17.87
4285;-42.75;-14.25;2017-06-28 13:00:00;18.75
4286;-42.75;-14.25;2017-06-28 14:00:00;16.22
4287;-42.75;-14.25;2017-06-28 15:00:00;15.43
4288;-42.75;-14.25;2017-06-28 16:00:00;15.55
4289;-42.75;-14.25;2017-06-28 17:00:00;15.53
4290;-42.75;-14.25;2017-06-28 18:00:00;15.15
4291;-42.75;-14.25;2017-06-28 19:00:00;14.82
4292;-42.75;-14.25;2017-06-28 20:00:00;14.25
4293;-42.75;-14.25;2017-06-28 21:00:00;13.72
4294;-42.75;-14.25;2017-06-28 22:00:00;13.52
4295;-42.75;-14.25;2017-06-28 23:00:00;13.28
4296;-42.75;-14.25;2017-06-29 00:00:00;13.12
4297;-42.75;-14.25;2017-06-29 01:00:00;13.13
4298;-42.75;-14.25;2017-06-29 02:00:00;13.0
4299;-42.75;-14.25;2017-06-29 03:00:00;12.9
4300;-42.75;-14.25;2017-06-29 04:00:00;12.58
4301;-42.75;-14.25;2017-06-29 05:00:00;12.38
4302;-42.75;-14.25;2017-06-29 06:00:00;12.18
4303;-42.75;-14.25;2017-06-29 07:00:00;12.17
4304;-42.75;-14.25;2017-06-29 08:00:00;12.5
4305;-42.75;-14.25;2017-06-29 09:00:00;13.15
4306;-42.75;-14.25;2017-06-29 10:00:00;14.77
4307;-42.75;-14.25;2017-06-29 11:00:00;16.22
4308;-42.75;-14.25;2017-06-29 12:00:00;16.83
4309;-42.75;-14.25;2017-06-29 13:00:00;17.9
4310;-42.75;-14.25;2017-06-29 14:00:00;18.27
4311;-42.75;-14.25;2017-06-29 15:00:00;18.18
4312;-42.75;-14.25;2017-06-29 16:00:00;17.83
4313;-42.75;-14.25;2017-06-29 17:00:00;17.3
4314;-42.75;-14.25;2017-06-29 18:00:00;16.93
4315;-42.75;-14.25;2017-06-29 19:00:00;16.95
4316;-42.75;-14.25;2017-06-29 20:00:00;16.47
4317;-42.75;-14.25;2017-06-29 21:00:00;15.5
4318;-42.75;-14.25;2017-06-29 22:00:00;15.15
4319;-42.75;-14.25;2017-06-29 23:00:00;14.72
4320;-42.75;-14.25;2017-06-30 00:00:00;14.05
4321;-42.75;-14.25;2017-06-30 01:00:00;13.45
4322;-42.75;-14.25;2017-06-30 02:00:00;13.08
4323;-42.75;-14.25;2017-06-30 03:00:00;12.75
4324;-42.75;-14.25;2017-06-30 04:00:00;12.63
4325;-42.75;-14.25;2017-06-30 05:00:00;12.37
4326;-42.75;-14.25;2017-06-30 06:00:00;12.3
4327;-42.75;-14.25;2017-06-30 07:00:00;12.53
4328;-42.75;-14.25;2017-06-30 08:00:00;12.87
4329;-42.75;-14.25;2017-06-30 09:00:00;13.92
4330;-42.75;-14.25;2017-06-30 10:00:00;15.23
4331;-42.75;-14.25;2017-06-30 11:00:00;16.58
4332;-42.75;-14.25;2017-06-30 12:00:00;17.65
4333;-42.75;-14.25;2017-06-30 13:00:00;18.53
4334;-42.75;-14.25;2017-06-30 14:00:00;19.08
4335;-42.75;-14.25;2017-06-30 15:00:00;19.37
4336;-42.75;-14.25;2017-06-30 16:00:00;19.85
4337;-42.75;-14.25;2017-06-30 17:00:00;19.78
4338;-42.75;-14.25;2017-06-30 18:00:00;18.62
4339;-42.75;-14.25;2017-06-30 19:00:00;17.73
4340;-42.75;-14.25;2017-06-30 20:00:00;17.02
4341;-42.75;-14.25;2017-06-30 21:00:00;16.43
4342;-42.75;-14.25;2017-06-30 22:00:00;16.0
4343;-42.75;-14.25;2017-06-30 23:00:00;15.58
4344;-42.75;-14.25;2017-07-01 00:00:00;15.2
4345;-42.75;-14.25;2017-07-01 01:00:00;15.03
4346;-42.75;-14.25;2017-07-01 02:00:00;14.92
4347;-42.75;-14.25;2017-07-01 03:00:00;14.8
4348;-42.75;-14.25;2017-07-01 04:00:00;14.88
4349;-42.75;-14.25;2017-07-01 05:00:00;14.73
4350;-42.75;-14.25;2017-07-01 06:00:00;14.68
4351;-42.75;-14.25;2017-07-01 07:00:00;14.65
4352;-42.75;-14.25;2017-07-01 08:00:00;14.67
4353;-42.75;-14.25;2017-07-01 09:00:00;14.82
4354;-42.75;-14.25;2017-07-01 10:00:00;15.02
4355;-42.75;-14.25;2017-07-01 11:00:00;15.68
4356;-42.75;-14.25;2017-07-01 12:00:00;18.1
4357;-42.75;-14.25;2017-07-01 13:00:00;20.13
4358;-42.75;-14.25;2017-07-01 14:00:00;21.43
4359;-42.75;-14.25;2017-07-01 15:00:00;22.23
4360;-42.75;-14.25;2017-07-01 16:00:00;21.82
4361;-42.75;-14.25;2017-07-01 17:00:00;21.43
4362;-42.75;-14.25;2017-07-01 18:00:00;20.13
4363;-42.75;-14.25;2017-07-01 19:00:00;19.6
4364;-42.75;-14.25;2017-07-01 20:00:00;19.27
4365;-42.75;-14.25;2017-07-01 21:00:00;19.2
4366;-42.75;-14.25;2017-07-01 22:00:00;17.4
4367;-42.75;-14.25;2017-07-01 23:00:00;16.57
4368;-42.75;-14.25;2017-07-02 00:00:00;16.02
4369;-42.75;-14.25;2017-07-02 01:00:00;15.52
4370;-42.75;-14.25;2017-07-02 02:00:00;15.03
4371;-42.75;-14.25;2017-07-02 03:00:00;14.53
4372;-42.75;-14.25;2017-07-02 04:00:00;14.45
4373;-42.75;-14.25;2017-07-02 05:00:00;14.3
4374;-42.75;-14.25;2017-07-02 06:00:00;14.2
4375;-42.75;-14.25;2017-07-02 07:00:00;14.2
4376;-42.75;-14.25;2017-07-02 08:00:00;14.15
4377;-42.75;-14.25;2017-07-02 09:00:00;15.33
4378;-42.75;-14.25;2017-07-02 10:00:00;16.65
4379;-42.75;-14.25;2017-07-02 11:00:00;17.88
4380;-42.75;-14.25;2017-07-02 12:00:00;18.98
4381;-42.75;-14.25;2017-07-02 13:00:00;20.05
4382;-42.75;-14.25;2017-07-02 14:00:00;21.0
4383;-42.75;-14.25;2017-07-02 15:00:00;21.78
4384;-42.75;-14.25;2017-07-02 16:00:00;21.48
4385;-42.75;-14.25;2017-07-02 17:00:00;20.77
4386;-42.75;-14.25;2017-07-02 18:00:00;19.97
4387;-42.75;-14.25;2017-07-02 19:00:00;19.1
4388;-42.75;-14.25;2017-07-02 20:00:00;18.25
4389;-42.75;-14.25;2017-07-02 21:00:00;17.17
4390;-42.75;-14.25;2017-07-02 22:00:00;16.1
4391;-42.75;-14.25;2017-07-02 23:00:00;14.93
4392;-42.75;-14.25;2017-07-03 00:00:00;13.9
4393;-42.75;-14.25;2017-07-03 01:00:00;13.12
4394;-42.75;-14.25;2017-07-03 02:00:00;12.53
4395;-42.75;-14.25;2017-07-03 03:00:00;12.18
4396;-42.75;-14.25;2017-07-03 04:00:00;11.97
4397;-42.75;-14.25;2017-07-03 05:00:00;11.72
4398;-42.75;-14.25;2017-07-03 06:00:00;11.47
4399;-42.75;-14.25;2017-07-03 07:00:00;11.48
4400;-42.75;-14.25;2017-07-03 08:00:00;11.73
4401;-42.75;-14.25;2017-07-03 09:00:00;12.2
4402;-42.75;-14.25;2017-07-03 10:00:00;13.22
4403;-42.75;-14.25;2017-07-03 11:00:00;13.95
4404;-42.75;-14.25;2017-07-03 12:00:00;14.97
4405;-42.75;-14.25;2017-07-03 13:00:00;15.5
4406;-42.75;-14.25;2017-07-03 14:00:00;15.88
