;Longitude;Latitude;Data;Temperatura_Verif
2138;-42.75;-14.25;2017-03-31 02:00:00;17.7
2139;-42.75;-14.25;2017-03-31 03:00:00;17.28
2140;-42.75;-14.25;2017-03-31 04:00:00;17.62
2141;-42.75;-14.25;2017-03-31 05:00:00;17.78
2142;-42.75;-14.25;2017-03-31 06:00:00;17.52
2143;-42.75;-14.25;2017-03-31 07:00:00;17.58
2144;-42.75;-14.25;2017-03-31 08:00:00;17.77
2145;-42.75;-14.25;2017-03-31 09:00:00;18.28
2146;-42.75;-14.25;2017-03-31 10:00:00;19.5
2147;-42.75;-14.25;2017-03-31 11:00:00;21.28
2148;-42.75;-14.25;2017-03-31 12:00:00;19.63
2149;-42.75;-14.25;2017-03-31 13:00:00;20.17
2150;-42.75;-14.25;2017-03-31 14:00:00;21.9
2151;-42.75;-14.25;2017-03-31 15:00:00;22.25
2152;-42.75;-14.25;2017-03-31 16:00:00;22.57
2153;-42.75;-14.25;2017-03-31 17:00:00;21.1
2154;-42.75;-14.25;2017-03-31 18:00:00;20.18
2155;-42.75;-14.25;2017-03-31 19:00:00;20.62
2156;-42.75;-14.25;2017-03-31 20:00:00;19.72
2157;-42.75;-14.25;2017-03-31 21:00:00;20.27
2158;-42.75;-14.25;2017-03-31 22:00:00;19.6
2159;-42.75;-14.25;2017-03-31 23:00:00;19.23
2160;-42.75;-14.25;2017-04-01 00:00:00;19.05
2161;-42.75;-14.25;2017-04-01 01:00:00;18.7
2162;-42.75;-14.25;2017-04-01 02:00:00;18.38
2163;-42.75;-14.25;2017-04-01 03:00:00;18.38
2164;-42.75;-14.25;2017-04-01 04:00:00;18.17
2165;-42.75;-14.25;2017-04-01 05:00:00;18.02
2166;-42.75;-14.25;2017-04-01 06:00:00;18.22
2167;-42.75;-14.25;2017-04-01 07:00:00;18.4
2168;-42.75;-14.25;2017-04-01 08:00:00;18.1
2169;-42.75;-14.25;2017-04-01 09:00:00;18.0
2170;-42.75;-14.25;2017-04-01 10:00:00;17.72
2171;-42.75;-14.25;2017-04-01 11:00:00;17.53
2172;-42.75;-14.25;2017-04-01 12:00:00;17.55
2173;-42.75;-14.25;2017-04-01 13:00:00;17.7
2174;-42.75;-14.25;2017-04-01 14:00:00;17.82
2175;-42.75;-14.25;2017-04-01 15:00:00;17.65
2176;-42.75;-14.25;2017-04-01 16:00:00;17.35
2177;-42.75;-14.25;2017-04-01 17:00:00;17.58
2178;-42.75;-14.25;2017-04-01 18:00:00;17.65
2179;-42.75;-14.25;2017-04-01 19:00:00;17.75
2180;-42.75;-14.25;2017-04-01 20:00:00;17.22
2181;-42.75;-14.25;2017-04-01 21:00:00;16.87
2182;-42.75;-14.25;2017-04-01 22:00:00;16.77
2183;-42.75;-14.25;2017-04-01 23:00:00;16.68
2184;-42.75;-14.25;2017-04-02 00:00:00;16.57
2185;-42.75;-14.25;2017-04-02 01:00:00;16.67
2186;-42.75;-14.25;2017-04-02 02:00:00;16.67
2187;-42.75;-14.25;2017-04-02 03:00:00;16.85
2188;-42.75;-14.25;2017-04-02 04:00:00;16.92
2189;-42.75;-14.25;2017-04-02 05:00:00;17.07
2190;-42.75;-14.25;2017-04-02 06:00:00;17.1
2191;-42.75;-14.25;2017-04-02 07:00:00;17.12
2192;-42.75;-14.25;2017-04-02 08:00:00;17.25
2193;-42.75;-14.25;2017-04-02 09:00:00;17.4
2194;-42.75;-14.25;2017-04-02 10:00:00;17.72
2195;-42.75;-14.25;2017-04-02 11:00:00;18.02
2196;-42.75;-14.25;2017-04-02 12:00:00;19.17
2197;-42.75;-14.25;2017-04-02 13:00:00;18.73
2198;-42.75;-14.25;2017-04-02 14:00:00;18.25
2199;-42.75;-14.25;2017-04-02 15:00:00;18.22
2200;-42.75;-14.25;2017-04-02 16:00:00;18.13
2201;-42.75;-14.25;2017-04-02 17:00:00;17.5
2202;-42.75;-14.25;2017-04-02 18:00:00;17.38
2203;-42.75;-14.25;2017-04-02 19:00:00;17.48
2204;-42.75;-14.25;2017-04-02 20:00:00;18.32
2205;-42.75;-14.25;2017-04-02 21:00:00;18.5
2206;-42.75;-14.25;2017-04-02 22:00:00;19.55
2207;-42.75;-14.25;2017-04-02 23:00:00;17.67
2208;-42.75;-14.25;2017-04-03 00:00:00;17.65
2209;-42.75;-14.25;2017-04-03 01:00:00;17.63
2210;-42.75;-14.25;2017-04-03 02:00:00;17.58
2211;-42.75;-14.25;2017-04-03 03:00:00;17.32
2212;-42.75;-14.25;2017-04-03 04:00:00;17.15
2213;-42.75;-14.25;2017-04-03 05:00:00;17.02
2214;-42.75;-14.25;2017-04-03 06:00:00;16.97
2215;-42.75;-14.25;2017-04-03 07:00:00;17.27
2216;-42.75;-14.25;2017-04-03 08:00:00;17.53
2217;-42.75;-14.25;2017-04-03 09:00:00;17.7
2218;-42.75;-14.25;2017-04-03 10:00:00;18.73
2219;-42.75;-14.25;2017-04-03 11:00:00;20.22
2220;-42.75;-14.25;2017-04-03 12:00:00;20.87
2221;-42.75;-14.25;2017-04-03 13:00:00;21.33
2222;-42.75;-14.25;2017-04-03 14:00:00;21.38
2223;-42.75;-14.25;2017-04-03 15:00:00;21.73
2224;-42.75;-14.25;2017-04-03 16:00:00;21.73
2225;-42.75;-14.25;2017-04-03 17:00:00;21.35
2226;-42.75;-14.25;2017-04-03 18:00:00;20.98
2227;-42.75;-14.25;2017-04-03 19:00:00;20.95
2228;-42.75;-14.25;2017-04-03 20:00:00;19.22
2229;-42.75;-14.25;2017-04-03 21:00:00;18.48
2230;-42.75;-14.25;2017-04-03 22:00:00;18.23
2231;-42.75;-14.25;2017-04-03 23:00:00;18.22
2232;-42.75;-14.25;2017-04-04 00:00:00;17.92
2233;-42.75;-14.25;2017-04-04 01:00:00;17.67
2234;-42.75;-14.25;2017-04-04 02:00:00;17.58
2235;-42.75;-14.25;2017-04-04 03:00:00;17.43
2236;-42.75;-14.25;2017-04-04 04:00:00;17.28
2237;-42.75;-14.25;2017-04-04 05:00:00;17.27
2238;-42.75;-14.25;2017-04-04 06:00:00;17.27
2239;-42.75;-14.25;2017-04-04 07:00:00;17.17
2240;-42.75;-14.25;2017-04-04 08:00:00;17.28
2241;-42.75;-14.25;2017-04-04 09:00:00;17.72
2242;-42.75;-14.25;2017-04-04 10:00:00;18.22
2243;-42.75;-14.25;2017-04-04 11:00:00;19.7
2244;-42.75;-14.25;2017-04-04 12:00:00;21.17
2245;-42.75;-14.25;2017-04-04 13:00:00;21.83
2246;-42.75;-14.25;2017-04-04 14:00:00;22.87
2247;-42.75;-14.25;2017-04-04 15:00:00;23.05
2248;-42.75;-14.25;2017-04-04 16:00:00;22.85
2249;-42.75;-14.25;2017-04-04 17:00:00;22.32
2250;-42.75;-14.25;2017-04-04 18:00:00;21.75
2251;-42.75;-14.25;2017-04-04 19:00:00;21.58
2252;-42.75;-14.25;2017-04-04 20:00:00;21.28
2253;-42.75;-14.25;2017-04-04 21:00:00;20.98
2254;-42.75;-14.25;2017-04-04 22:00:00;19.67
2255;-42.75;-14.25;2017-04-04 23:00:00;19.07
2256;-42.75;-14.25;2017-04-05 00:00:00;18.57
2257;-42.75;-14.25;2017-04-05 01:00:00;18.08
2258;-42.75;-14.25;2017-04-05 02:00:00;17.82
2259;-42.75;-14.25;2017-04-05 03:00:00;17.5
2260;-42.75;-14.25;2017-04-05 04:00:00;17.3
2261;-42.75;-14.25;2017-04-05 05:00:00;17.08
2262;-42.75;-14.25;2017-04-05 06:00:00;16.97
2263;-42.75;-14.25;2017-04-05 07:00:00;16.87
2264;-42.75;-14.25;2017-04-05 08:00:00;17.02
2265;-42.75;-14.25;2017-04-05 09:00:00;18.2
2266;-42.75;-14.25;2017-04-05 10:00:00;18.85
2267;-42.75;-14.25;2017-04-05 11:00:00;19.53
2268;-42.75;-14.25;2017-04-05 12:00:00;20.63
2269;-42.75;-14.25;2017-04-05 13:00:00;21.5
2270;-42.75;-14.25;2017-04-05 14:00:00;22.27
2271;-42.75;-14.25;2017-04-05 15:00:00;22.65
2272;-42.75;-14.25;2017-04-05 16:00:00;22.52
2273;-42.75;-14.25;2017-04-05 17:00:00;22.42
2274;-42.75;-14.25;2017-04-05 18:00:00;21.85
2275;-42.75;-14.25;2017-04-05 19:00:00;21.27
2276;-42.75;-14.25;2017-04-05 20:00:00;20.93
2277;-42.75;-14.25;2017-04-05 21:00:00;20.32
2278;-42.75;-14.25;2017-04-05 22:00:00;20.12
2279;-42.75;-14.25;2017-04-05 23:00:00;19.23
2280;-42.75;-14.25;2017-04-06 00:00:00;18.72
2281;-42.75;-14.25;2017-04-06 01:00:00;18.3
2282;-42.75;-14.25;2017-04-06 02:00:00;17.83
2283;-42.75;-14.25;2017-04-06 03:00:00;17.52
2284;-42.75;-14.25;2017-04-06 04:00:00;17.1
2285;-42.75;-14.25;2017-04-06 05:00:00;16.9
2286;-42.75;-14.25;2017-04-06 06:00:00;16.82
2287;-42.75;-14.25;2017-04-06 07:00:00;16.92
2288;-42.75;-14.25;2017-04-06 08:00:00;17.27
2289;-42.75;-14.25;2017-04-06 09:00:00;17.97
2290;-42.75;-14.25;2017-04-06 10:00:00;19.7
2291;-42.75;-14.25;2017-04-06 11:00:00;21.05
2292;-42.75;-14.25;2017-04-06 12:00:00;22.02
2293;-42.75;-14.25;2017-04-06 13:00:00;22.95
2294;-42.75;-14.25;2017-04-06 14:00:00;23.45
2295;-42.75;-14.25;2017-04-06 15:00:00;23.85
2296;-42.75;-14.25;2017-04-06 16:00:00;23.97
2297;-42.75;-14.25;2017-04-06 17:00:00;23.25
2298;-42.75;-14.25;2017-04-06 18:00:00;22.63
2299;-42.75;-14.25;2017-04-06 19:00:00;22.37
2300;-42.75;-14.25;2017-04-06 20:00:00;22.0
2301;-42.75;-14.25;2017-04-06 21:00:00;21.73
2302;-42.75;-14.25;2017-04-06 22:00:00;20.95
2303;-42.75;-14.25;2017-04-06 23:00:00;19.6
2304;-42.75;-14.25;2017-04-07 00:00:00;18.75
2305;-42.75;-14.25;2017-04-07 01:00:00;18.07
2306;-42.75;-14.25;2017-04-07 02:00:00;17.65
2307;-42.75;-14.25;2017-04-07 03:00:00;17.5
2308;-42.75;-14.25;2017-04-07 04:00:00;17.3
2309;-42.75;-14.25;2017-04-07 05:00:00;16.93
2310;-42.75;-14.25;2017-04-07 06:00:00;16.68
2311;-42.75;-14.25;2017-04-07 07:00:00;16.75
2312;-42.75;-14.25;2017-04-07 08:00:00;17.18
2313;-42.75;-14.25;2017-04-07 09:00:00;18.98
2314;-42.75;-14.25;2017-04-07 10:00:00;20.23
2315;-42.75;-14.25;2017-04-07 11:00:00;21.17
2316;-42.75;-14.25;2017-04-07 12:00:00;22.07
2317;-42.75;-14.25;2017-04-07 13:00:00;22.33
2318;-42.75;-14.25;2017-04-07 14:00:00;22.75
2319;-42.75;-14.25;2017-04-07 15:00:00;23.1
2320;-42.75;-14.25;2017-04-07 16:00:00;23.23
2321;-42.75;-14.25;2017-04-07 17:00:00;22.83
2322;-42.75;-14.25;2017-04-07 18:00:00;22.17
2323;-42.75;-14.25;2017-04-07 19:00:00;21.7
2324;-42.75;-14.25;2017-04-07 20:00:00;21.67
2325;-42.75;-14.25;2017-04-07 21:00:00;21.58
2326;-42.75;-14.25;2017-04-07 22:00:00;20.6
2327;-42.75;-14.25;2017-04-07 23:00:00;19.53
2328;-42.75;-14.25;2017-04-08 00:00:00;18.88
2329;-42.75;-14.25;2017-04-08 01:00:00;18.25
2330;-42.75;-14.25;2017-04-08 02:00:00;17.78
2331;-42.75;-14.25;2017-04-08 03:00:00;17.42
2332;-42.75;-14.25;2017-04-08 04:00:00;17.08
2333;-42.75;-14.25;2017-04-08 05:00:00;16.53
2334;-42.75;-14.25;2017-04-08 06:00:00;16.23
2335;-42.75;-14.25;2017-04-08 07:00:00;16.3
2336;-42.75;-14.25;2017-04-08 08:00:00;17.08
2337;-42.75;-14.25;2017-04-08 09:00:00;18.55
2338;-42.75;-14.25;2017-04-08 10:00:00;19.85
2339;-42.75;-14.25;2017-04-08 11:00:00;20.92
2340;-42.75;-14.25;2017-04-08 12:00:00;21.95
2341;-42.75;-14.25;2017-04-08 13:00:00;22.72
2342;-42.75;-14.25;2017-04-08 14:00:00;23.37
2343;-42.75;-14.25;2017-04-08 15:00:00;23.62
2344;-42.75;-14.25;2017-04-08 16:00:00;23.55
2345;-42.75;-14.25;2017-04-08 17:00:00;23.07
2346;-42.75;-14.25;2017-04-08 18:00:00;22.77
2347;-42.75;-14.25;2017-04-08 19:00:00;22.75
2348;-42.75;-14.25;2017-04-08 20:00:00;21.87
2349;-42.75;-14.25;2017-04-08 21:00:00;20.97
2350;-42.75;-14.25;2017-04-08 22:00:00;19.47
2351;-42.75;-14.25;2017-04-08 23:00:00;18.83
2352;-42.75;-14.25;2017-04-09 00:00:00;18.33
2353;-42.75;-14.25;2017-04-09 01:00:00;17.73
2354;-42.75;-14.25;2017-04-09 02:00:00;17.38
2355;-42.75;-14.25;2017-04-09 03:00:00;17.2
2356;-42.75;-14.25;2017-04-09 04:00:00;17.07
2357;-42.75;-14.25;2017-04-09 05:00:00;16.97
2358;-42.75;-14.25;2017-04-09 06:00:00;16.9
2359;-42.75;-14.25;2017-04-09 07:00:00;16.82
2360;-42.75;-14.25;2017-04-09 08:00:00;16.8
2361;-42.75;-14.25;2017-04-09 09:00:00;17.72
2362;-42.75;-14.25;2017-04-09 10:00:00;19.18
2363;-42.75;-14.25;2017-04-09 11:00:00;20.35
2364;-42.75;-14.25;2017-04-09 12:00:00;21.32
2365;-42.75;-14.25;2017-04-09 13:00:00;22.15
2366;-42.75;-14.25;2017-04-09 14:00:00;22.88
2367;-42.75;-14.25;2017-04-09 15:00:00;23.33
2368;-42.75;-14.25;2017-04-09 16:00:00;23.3
2369;-42.75;-14.25;2017-04-09 17:00:00;22.83
2370;-42.75;-14.25;2017-04-09 18:00:00;22.15
2371;-42.75;-14.25;2017-04-09 19:00:00;21.95
2372;-42.75;-14.25;2017-04-09 20:00:00;21.33
2373;-42.75;-14.25;2017-04-09 21:00:00;20.55
2374;-42.75;-14.25;2017-04-09 22:00:00;19.62
2375;-42.75;-14.25;2017-04-09 23:00:00;18.45
2376;-42.75;-14.25;2017-04-10 00:00:00;17.75
2377;-42.75;-14.25;2017-04-10 01:00:00;17.35
2378;-42.75;-14.25;2017-04-10 02:00:00;17.12
2379;-42.75;-14.25;2017-04-10 03:00:00;16.9
2380;-42.75;-14.25;2017-04-10 04:00:00;16.98
2381;-42.75;-14.25;2017-04-10 05:00:00;16.88
2382;-42.75;-14.25;2017-04-10 06:00:00;16.68
2383;-42.75;-14.25;2017-04-10 07:00:00;16.87
2384;-42.75;-14.25;2017-04-10 08:00:00;17.15
2385;-42.75;-14.25;2017-04-10 09:00:00;18.07
2386;-42.75;-14.25;2017-04-10 10:00:00;19.43
2387;-42.75;-14.25;2017-04-10 11:00:00;20.62
2388;-42.75;-14.25;2017-04-10 12:00:00;21.45
2389;-42.75;-14.25;2017-04-10 13:00:00;22.13
2390;-42.75;-14.25;2017-04-10 14:00:00;22.68
2391;-42.75;-14.25;2017-04-10 15:00:00;23.28
2392;-42.75;-14.25;2017-04-10 16:00:00;23.2
2393;-42.75;-14.25;2017-04-10 17:00:00;21.98
2394;-42.75;-14.25;2017-04-10 18:00:00;21.35
2395;-42.75;-14.25;2017-04-10 19:00:00;21.03
2396;-42.75;-14.25;2017-04-10 20:00:00;20.75
2397;-42.75;-14.25;2017-04-10 21:00:00;20.78
2398;-42.75;-14.25;2017-04-10 22:00:00;20.03
2399;-42.75;-14.25;2017-04-10 23:00:00;19.42
2400;-42.75;-14.25;2017-04-11 00:00:00;19.25
2401;-42.75;-14.25;2017-04-11 01:00:00;19.13
2402;-42.75;-14.25;2017-04-11 02:00:00;18.42
2403;-42.75;-14.25;2017-04-11 03:00:00;17.87
2404;-42.75;-14.25;2017-04-11 04:00:00;17.45
2405;-42.75;-14.25;2017-04-11 05:00:00;17.33
2406;-42.75;-14.25;2017-04-11 06:00:00;17.15
2407;-42.75;-14.25;2017-04-11 07:00:00;17.22
2408;-42.75;-14.25;2017-04-11 08:00:00;17.6
2409;-42.75;-14.25;2017-04-11 09:00:00;19.13
2410;-42.75;-14.25;2017-04-11 10:00:00;20.37
2411;-42.75;-14.25;2017-04-11 11:00:00;21.4
2412;-42.75;-14.25;2017-04-11 12:00:00;22.58
2413;-42.75;-14.25;2017-04-11 13:00:00;23.95
2414;-42.75;-14.25;2017-04-11 14:00:00;24.72
2415;-42.75;-14.25;2017-04-11 15:00:00;25.0
2416;-42.75;-14.25;2017-04-11 16:00:00;25.32
2417;-42.75;-14.25;2017-04-11 17:00:00;24.48
2418;-42.75;-14.25;2017-04-11 18:00:00;23.85
2419;-42.75;-14.25;2017-04-11 19:00:00;23.78
2420;-42.75;-14.25;2017-04-11 20:00:00;23.18
2421;-42.75;-14.25;2017-04-11 21:00:00;22.83
2422;-42.75;-14.25;2017-04-11 22:00:00;22.37
2423;-42.75;-14.25;2017-04-11 23:00:00;21.35
2424;-42.75;-14.25;2017-04-12 00:00:00;19.95
2425;-42.75;-14.25;2017-04-12 01:00:00;20.28
2426;-42.75;-14.25;2017-04-12 02:00:00;19.63
2427;-42.75;-14.25;2017-04-12 03:00:00;19.13
2428;-42.75;-14.25;2017-04-12 04:00:00;19.22
2429;-42.75;-14.25;2017-04-12 05:00:00;18.33
2430;-42.75;-14.25;2017-04-12 06:00:00;17.78
2431;-42.75;-14.25;2017-04-12 07:00:00;17.72
2432;-42.75;-14.25;2017-04-12 08:00:00;18.42
2433;-42.75;-14.25;2017-04-12 09:00:00;20.02
2434;-42.75;-14.25;2017-04-12 10:00:00;21.05
2435;-42.75;-14.25;2017-04-12 11:00:00;22.58
2436;-42.75;-14.25;2017-04-12 12:00:00;24.27
2437;-42.75;-14.25;2017-04-12 13:00:00;25.47
2438;-42.75;-14.25;2017-04-12 14:00:00;25.62
2439;-42.75;-14.25;2017-04-12 15:00:00;25.88
2440;-42.75;-14.25;2017-04-12 16:00:00;25.65
2441;-42.75;-14.25;2017-04-12 17:00:00;24.8
2442;-42.75;-14.25;2017-04-12 18:00:00;24.3
2443;-42.75;-14.25;2017-04-12 19:00:00;24.08
2444;-42.75;-14.25;2017-04-12 20:00:00;23.85
2445;-42.75;-14.25;2017-04-12 21:00:00;23.82
2446;-42.75;-14.25;2017-04-12 22:00:00;23.28
2447;-42.75;-14.25;2017-04-12 23:00:00;22.17
2448;-42.75;-14.25;2017-04-13 00:00:00;20.4
2449;-42.75;-14.25;2017-04-13 01:00:00;20.02
2450;-42.75;-14.25;2017-04-13 02:00:00;19.0
2451;-42.75;-14.25;2017-04-13 03:00:00;18.02
2452;-42.75;-14.25;2017-04-13 04:00:00;18.2
2453;-42.75;-14.25;2017-04-13 05:00:00;17.67
2454;-42.75;-14.25;2017-04-13 06:00:00;18.2
2455;-42.75;-14.25;2017-04-13 07:00:00;18.22
2456;-42.75;-14.25;2017-04-13 08:00:00;18.28
2457;-42.75;-14.25;2017-04-13 09:00:00;18.48
2458;-42.75;-14.25;2017-04-13 10:00:00;19.23
2459;-42.75;-14.25;2017-04-13 11:00:00;20.57
2460;-42.75;-14.25;2017-04-13 12:00:00;21.55
2461;-42.75;-14.25;2017-04-13 13:00:00;22.12
2462;-42.75;-14.25;2017-04-13 14:00:00;22.9
2463;-42.75;-14.25;2017-04-13 15:00:00;23.42
2464;-42.75;-14.25;2017-04-13 16:00:00;23.42
2465;-42.75;-14.25;2017-04-13 17:00:00;23.07
2466;-42.75;-14.25;2017-04-13 18:00:00;22.7
2467;-42.75;-14.25;2017-04-13 19:00:00;22.58
2468;-42.75;-14.25;2017-04-13 20:00:00;21.88
2469;-42.75;-14.25;2017-04-13 21:00:00;21.3
2470;-42.75;-14.25;2017-04-13 22:00:00;20.27
2471;-42.75;-14.25;2017-04-13 23:00:00;19.63
2472;-42.75;-14.25;2017-04-14 00:00:00;19.28
2473;-42.75;-14.25;2017-04-14 01:00:00;18.45
2474;-42.75;-14.25;2017-04-14 02:00:00;17.67
2475;-42.75;-14.25;2017-04-14 03:00:00;17.67
2476;-42.75;-14.25;2017-04-14 04:00:00;17.62
2477;-42.75;-14.25;2017-04-14 05:00:00;17.15
2478;-42.75;-14.25;2017-04-14 06:00:00;16.8
2479;-42.75;-14.25;2017-04-14 07:00:00;16.65
2480;-42.75;-14.25;2017-04-14 08:00:00;16.68
2481;-42.75;-14.25;2017-04-14 09:00:00;17.17
2482;-42.75;-14.25;2017-04-14 10:00:00;18.15
2483;-42.75;-14.25;2017-04-14 11:00:00;18.98
2484;-42.75;-14.25;2017-04-14 12:00:00;19.88
2485;-42.75;-14.25;2017-04-14 13:00:00;20.38
2486;-42.75;-14.25;2017-04-14 14:00:00;20.5
2487;-42.75;-14.25;2017-04-14 15:00:00;21.03
2488;-42.75;-14.25;2017-04-14 16:00:00;21.27
2489;-42.75;-14.25;2017-04-14 17:00:00;20.87
2490;-42.75;-14.25;2017-04-14 18:00:00;20.6
2491;-42.75;-14.25;2017-04-14 19:00:00;20.63
2492;-42.75;-14.25;2017-04-14 20:00:00;20.53
2493;-42.75;-14.25;2017-04-14 21:00:00;19.98
2494;-42.75;-14.25;2017-04-14 22:00:00;19.53
2495;-42.75;-14.25;2017-04-14 23:00:00;18.87
2496;-42.75;-14.25;2017-04-15 00:00:00;18.18
2497;-42.75;-14.25;2017-04-15 01:00:00;17.73
2498;-42.75;-14.25;2017-04-15 02:00:00;17.47
2499;-42.75;-14.25;2017-04-15 03:00:00;17.1
2500;-42.75;-14.25;2017-04-15 04:00:00;17.2
2501;-42.75;-14.25;2017-04-15 05:00:00;17.18
2502;-42.75;-14.25;2017-04-15 06:00:00;17.03
2503;-42.75;-14.25;2017-04-15 07:00:00;16.93
2504;-42.75;-14.25;2017-04-15 08:00:00;16.8
2505;-42.75;-14.25;2017-04-15 09:00:00;17.3
2506;-42.75;-14.25;2017-04-15 10:00:00;18.5
2507;-42.75;-14.25;2017-04-15 11:00:00;19.6
2508;-42.75;-14.25;2017-04-15 12:00:00;20.68
2509;-42.75;-14.25;2017-04-15 13:00:00;21.25
2510;-42.75;-14.25;2017-04-15 14:00:00;21.77
2511;-42.75;-14.25;2017-04-15 15:00:00;22.08
2512;-42.75;-14.25;2017-04-15 16:00:00;22.12
2513;-42.75;-14.25;2017-04-15 17:00:00;21.68
2514;-42.75;-14.25;2017-04-15 18:00:00;21.38
2515;-42.75;-14.25;2017-04-15 19:00:00;21.25
2516;-42.75;-14.25;2017-04-15 20:00:00;20.73
2517;-42.75;-14.25;2017-04-15 21:00:00;19.83
2518;-42.75;-14.25;2017-04-15 22:00:00;19.17
2519;-42.75;-14.25;2017-04-15 23:00:00;18.67
2520;-42.75;-14.25;2017-04-16 00:00:00;18.12
2521;-42.75;-14.25;2017-04-16 01:00:00;17.55
2522;-42.75;-14.25;2017-04-16 02:00:00;17.07
2523;-42.75;-14.25;2017-04-16 03:00:00;17.0
2524;-42.75;-14.25;2017-04-16 04:00:00;17.0
2525;-42.75;-14.25;2017-04-16 05:00:00;16.95
2526;-42.75;-14.25;2017-04-16 06:00:00;16.77
2527;-42.75;-14.25;2017-04-16 07:00:00;16.42
2528;-42.75;-14.25;2017-04-16 08:00:00;16.68
2529;-42.75;-14.25;2017-04-16 09:00:00;18.18
2530;-42.75;-14.25;2017-04-16 10:00:00;19.02
2531;-42.75;-14.25;2017-04-16 11:00:00;19.93
2532;-42.75;-14.25;2017-04-16 12:00:00;20.77
2533;-42.75;-14.25;2017-04-16 13:00:00;21.52
2534;-42.75;-14.25;2017-04-16 14:00:00;22.23
2535;-42.75;-14.25;2017-04-16 15:00:00;22.67
2536;-42.75;-14.25;2017-04-16 16:00:00;22.65
2537;-42.75;-14.25;2017-04-16 17:00:00;22.13
2538;-42.75;-14.25;2017-04-16 18:00:00;21.7
2539;-42.75;-14.25;2017-04-16 19:00:00;21.6
2540;-42.75;-14.25;2017-04-16 20:00:00;21.37
2541;-42.75;-14.25;2017-04-16 21:00:00;21.33
2542;-42.75;-14.25;2017-04-16 22:00:00;21.15
2543;-42.75;-14.25;2017-04-16 23:00:00;20.68
2544;-42.75;-14.25;2017-04-17 00:00:00;19.72
2545;-42.75;-14.25;2017-04-17 01:00:00;19.0
2546;-42.75;-14.25;2017-04-17 02:00:00;19.08
2547;-42.75;-14.25;2017-04-17 03:00:00;18.53
2548;-42.75;-14.25;2017-04-17 04:00:00;18.47
2549;-42.75;-14.25;2017-04-17 05:00:00;18.85
2550;-42.75;-14.25;2017-04-17 06:00:00;17.18
2551;-42.75;-14.25;2017-04-17 07:00:00;17.08
2552;-42.75;-14.25;2017-04-17 08:00:00;17.3
2553;-42.75;-14.25;2017-04-17 09:00:00;18.23
2554;-42.75;-14.25;2017-04-17 10:00:00;19.98
2555;-42.75;-14.25;2017-04-17 11:00:00;21.2
2556;-42.75;-14.25;2017-04-17 12:00:00;22.13
2557;-42.75;-14.25;2017-04-17 13:00:00;23.12
2558;-42.75;-14.25;2017-04-17 14:00:00;23.87
2559;-42.75;-14.25;2017-04-17 15:00:00;24.13
2560;-42.75;-14.25;2017-04-17 16:00:00;24.08
2561;-42.75;-14.25;2017-04-17 17:00:00;23.65
2562;-42.75;-14.25;2017-04-17 18:00:00;23.05
2563;-42.75;-14.25;2017-04-17 19:00:00;22.75
2564;-42.75;-14.25;2017-04-17 20:00:00;22.6
2565;-42.75;-14.25;2017-04-17 21:00:00;22.9
2566;-42.75;-14.25;2017-04-17 22:00:00;22.6
2567;-42.75;-14.25;2017-04-17 23:00:00;22.1
2568;-42.75;-14.25;2017-04-18 00:00:00;21.27
2569;-42.75;-14.25;2017-04-18 01:00:00;20.3
2570;-42.75;-14.25;2017-04-18 02:00:00;20.88
2571;-42.75;-14.25;2017-04-18 03:00:00;20.73
2572;-42.75;-14.25;2017-04-18 04:00:00;20.53
2573;-42.75;-14.25;2017-04-18 05:00:00;19.63
2574;-42.75;-14.25;2017-04-18 06:00:00;18.52
2575;-42.75;-14.25;2017-04-18 07:00:00;18.97
2576;-42.75;-14.25;2017-04-18 08:00:00;19.88
2577;-42.75;-14.25;2017-04-18 09:00:00;20.68
2578;-42.75;-14.25;2017-04-18 10:00:00;21.38
2579;-42.75;-14.25;2017-04-18 11:00:00;22.25
2580;-42.75;-14.25;2017-04-18 12:00:00;23.07
2581;-42.75;-14.25;2017-04-18 13:00:00;23.9
2582;-42.75;-14.25;2017-04-18 14:00:00;24.48
2583;-42.75;-14.25;2017-04-18 15:00:00;24.72
2584;-42.75;-14.25;2017-04-18 16:00:00;24.67
2585;-42.75;-14.25;2017-04-18 17:00:00;23.9
2586;-42.75;-14.25;2017-04-18 18:00:00;23.33
2587;-42.75;-14.25;2017-04-18 19:00:00;22.68
2588;-42.75;-14.25;2017-04-18 20:00:00;21.08
2589;-42.75;-14.25;2017-04-18 21:00:00;20.25
2590;-42.75;-14.25;2017-04-18 22:00:00;19.9
2591;-42.75;-14.25;2017-04-18 23:00:00;19.52
2592;-42.75;-14.25;2017-04-19 00:00:00;19.15
2593;-42.75;-14.25;2017-04-19 01:00:00;18.05
2594;-42.75;-14.25;2017-04-19 02:00:00;16.93
2595;-42.75;-14.25;2017-04-19 03:00:00;16.47
2596;-42.75;-14.25;2017-04-19 04:00:00;16.57
2597;-42.75;-14.25;2017-04-19 05:00:00;16.5
2598;-42.75;-14.25;2017-04-19 06:00:00;16.43
2599;-42.75;-14.25;2017-04-19 07:00:00;16.35
2600;-42.75;-14.25;2017-04-19 08:00:00;16.68
2601;-42.75;-14.25;2017-04-19 09:00:00;17.22
2602;-42.75;-14.25;2017-04-19 10:00:00;17.43
