;Longitude;Latitude;Magnitude_Observada;Direcao;Data;Valor_Pressao;Valor_Temp;Valor_Chuva;Magnitude_Verif
1053;-42.75;-14.25;7.13;95.85;2017-02-13 21:00:00;1010.22;28.03;0.0;10.34
1054;-42.75;-14.25;6.92;92.89;2017-02-13 22:00:00;1010.55;25.83;0.0;11.15
1055;-42.75;-14.25;7.37;94.1;2017-02-13 23:00:00;1011.33;25.54;0.0;10.63
1056;-42.75;-14.25;7.77;92.04;2017-02-14 00:00:00;1012.66;25.17;0.0;9.84
1057;-42.75;-14.25;8.14;91.46;2017-02-14 01:00:00;1013.12;24.95;0.0;12.32
1058;-42.75;-14.25;8.44;91.17;2017-02-14 02:00:00;1013.54;25.01;0.0;14.52
1059;-42.75;-14.25;8.49;90.34;2017-02-14 03:00:00;1013.89;23.35;0.0;13.28
1060;-42.75;-14.25;8.49;90.43;2017-02-14 04:00:00;1013.8;22.78;0.0;12.24
1061;-42.75;-14.25;8.45;91.97;2017-02-14 05:00:00;1013.89;21.08;0.0;12.95
1062;-42.75;-14.25;8.26;93.86;2017-02-14 06:00:00;1013.96;20.48;0.0;12.82
1063;-42.75;-14.25;8.14;93.87;2017-02-14 07:00:00;1014.34;19.89;0.0;12.34
1064;-42.75;-14.25;8.08;92.99;2017-02-14 08:00:00;1014.9;19.62;0.0;12.33
1065;-42.75;-14.25;7.99;93.3;2017-02-14 09:00:00;1015.53;19.39;0.0;12.3
1066;-42.75;-14.25;6.73;92.33;2017-02-14 10:00:00;1016.47;24.1;0.0;11.54
1067;-42.75;-14.25;8.94;88.15;2017-02-14 11:00:00;1017.07;24.67;0.0;9.74
1068;-42.75;-14.25;8.94;87.64;2017-02-14 12:00:00;1017.19;24.87;0.0;9.29
1069;-42.75;-14.25;8.25;88.13;2017-02-14 13:00:00;1016.99;25.44;0.0;8.02
1070;-42.75;-14.25;7.47;89.52;2017-02-14 14:00:00;1016.81;25.74;0.0;7.72
1071;-42.75;-14.25;6.98;92.48;2017-02-14 15:00:00;1015.69;30.13;0.0;8.76
1072;-42.75;-14.25;6.7;93.48;2017-02-14 16:00:00;1014.83;30.61;0.0;9.6
1073;-42.75;-14.25;6.32;91.0;2017-02-14 17:00:00;1013.77;30.75;0.0;9.78
1074;-42.75;-14.25;6.09;88.33;2017-02-14 18:00:00;1013.3;30.6;0.0;8.86
1075;-42.75;-14.25;6.32;86.77;2017-02-14 19:00:00;1012.87;30.67;0.0;6.73
1076;-42.75;-14.25;6.76;89.3;2017-02-14 20:00:00;1013.37;30.39;0.0;7.26
1077;-42.75;-14.25;7.31;93.06;2017-02-14 21:00:00;1013.97;29.15;0.0;9.9
1078;-42.75;-14.25;6.82;98.93;2017-02-14 22:00:00;1014.39;26.37;0.0;10.33
1079;-42.75;-14.25;7.01;97.19;2017-02-14 23:00:00;1015.66;25.91;0.0;10.13
1080;-42.75;-14.25;7.03;96.21;2017-02-15 00:00:00;1015.95;25.67;0.0;9.45
1081;-42.75;-14.25;7.19;97.49;2017-02-15 01:00:00;1016.74;25.57;0.0;8.62
1082;-42.75;-14.25;7.37;96.6;2017-02-15 02:00:00;1017.18;25.47;0.0;9.42
1083;-42.75;-14.25;7.18;96.54;2017-02-15 03:00:00;1017.26;23.61;0.0;9.31
1084;-42.75;-14.25;7.11;96.9;2017-02-15 04:00:00;1017.3;22.41;0.24;8.74
1085;-42.75;-14.25;6.11;95.25;2017-02-15 05:00:00;1017.62;21.88;0.36;8.1
1086;-42.75;-14.25;6.1;99.74;2017-02-15 06:00:00;1017.61;21.75;0.0;8.21
1087;-42.75;-14.25;6.57;103.09;2017-02-15 07:00:00;1017.59;21.56;0.0;8.5
1088;-42.75;-14.25;6.54;102.62;2017-02-15 08:00:00;1017.87;21.57;0.0;8.24
1089;-42.75;-14.25;6.61;102.87;2017-02-15 09:00:00;1018.24;21.38;0.0;8.16
1090;-42.75;-14.25;5.43;102.71;2017-02-15 10:00:00;1018.57;23.57;0.0;8.57
1091;-42.75;-14.25;5.95;104.72;2017-02-15 11:00:00;1019.11;23.6;0.0;9.42
1092;-42.75;-14.25;6.48;104.15;2017-02-15 12:00:00;1019.45;23.53;0.0;8.32
1093;-42.75;-14.25;6.97;103.28;2017-02-15 13:00:00;1019.3;23.75;0.0;9.01
1094;-42.75;-14.25;6.84;109.09;2017-02-15 14:00:00;1018.98;24.21;0.0;8.12
1095;-42.75;-14.25;6.35;113.97;2017-02-15 15:00:00;1017.77;27.51;0.0;8.26
1096;-42.75;-14.25;6.23;115.94;2017-02-15 16:00:00;1016.82;27.47;0.0;6.84
1097;-42.75;-14.25;6.0;109.7;2017-02-15 17:00:00;1015.86;27.54;0.0;6.99
1098;-42.75;-14.25;5.83;99.88;2017-02-15 18:00:00;1015.67;27.73;0.0;8.06
1099;-42.75;-14.25;5.36;94.91;2017-02-15 19:00:00;1015.28;27.45;0.0;9.78
1100;-42.75;-14.25;5.14;100.33;2017-02-15 20:00:00;1015.04;27.68;0.0;10.81
1101;-42.75;-14.25;5.24;103.42;2017-02-15 21:00:00;1015.34;26.94;0.0;10.37
1102;-42.75;-14.25;5.56;100.08;2017-02-15 22:00:00;1015.72;25.81;0.0;10.58
1103;-42.75;-14.25;5.89;107.55;2017-02-15 23:00:00;1016.32;25.73;0.0;12.87
1104;-42.75;-14.25;6.46;110.04;2017-02-16 00:00:00;1016.38;25.6;0.0;13.54
1105;-42.75;-14.25;6.61;109.01;2017-02-16 01:00:00;1017.02;25.33;0.0;11.5
1106;-42.75;-14.25;7.25;107.29;2017-02-16 02:00:00;1016.6;25.08;0.0;11.11
1107;-42.75;-14.25;7.87;106.88;2017-02-16 03:00:00;1016.39;23.68;0.0;10.79
1108;-42.75;-14.25;8.09;103.43;2017-02-16 04:00:00;1015.93;22.96;0.0;9.92
1109;-42.75;-14.25;7.85;102.24;2017-02-16 05:00:00;1015.72;22.72;0.0;9.89
1110;-42.75;-14.25;7.16;99.01;2017-02-16 06:00:00;1015.98;22.36;0.0;9.52
1111;-42.75;-14.25;6.48;98.06;2017-02-16 07:00:00;1016.13;22.2;0.0;9.21
1112;-42.75;-14.25;6.14;100.02;2017-02-16 08:00:00;1016.38;21.74;0.0;8.71
1113;-42.75;-14.25;5.78;103.73;2017-02-16 09:00:00;1016.82;21.13;0.0;8.85
1114;-42.75;-14.25;4.04;111.84;2017-02-16 10:00:00;1017.49;24.07;0.0;8.84
1115;-42.75;-14.25;4.69;116.94;2017-02-16 11:00:00;1018.28;24.17;0.0;7.51
1116;-42.75;-14.25;5.45;118.07;2017-02-16 12:00:00;1018.08;24.54;0.0;6.9
1117;-42.75;-14.25;6.1;116.06;2017-02-16 13:00:00;1017.63;24.88;0.0;7.31
1118;-42.75;-14.25;6.09;114.06;2017-02-16 14:00:00;1017.18;25.54;0.0;6.54
1119;-42.75;-14.25;5.61;110.74;2017-02-16 15:00:00;1016.41;30.61;0.0;4.65
1120;-42.75;-14.25;5.54;107.91;2017-02-16 16:00:00;1015.81;31.12;0.0;4.9
1121;-42.75;-14.25;5.22;110.39;2017-02-16 17:00:00;1015.08;30.62;0.0;5.38
1122;-42.75;-14.25;4.84;111.56;2017-02-16 18:00:00;1014.6;30.16;0.0;5.37
1123;-42.75;-14.25;4.56;111.12;2017-02-16 19:00:00;1014.04;29.91;0.03;6.42
1124;-42.75;-14.25;4.88;112.96;2017-02-16 20:00:00;1013.52;30.02;0.0;8.13
1125;-42.75;-14.25;5.23;112.35;2017-02-16 21:00:00;1013.54;29.24;0.0;7.27
1126;-42.75;-14.25;4.71;109.81;2017-02-16 22:00:00;1014.02;25.37;0.0;7.57
1127;-42.75;-14.25;5.37;110.8;2017-02-16 23:00:00;1014.84;24.92;0.0;8.21
1128;-42.75;-14.25;6.52;109.02;2017-02-17 00:00:00;1014.94;24.63;0.0;8.71
1129;-42.75;-14.25;6.69;104.15;2017-02-17 01:00:00;1015.02;24.71;0.0;7.52
1130;-42.75;-14.25;6.67;98.67;2017-02-17 02:00:00;1015.16;24.28;0.0;6.88
1131;-42.75;-14.25;6.82;98.31;2017-02-17 03:00:00;1014.89;22.89;0.0;7.15
1132;-42.75;-14.25;6.73;99.42;2017-02-17 04:00:00;1014.56;22.15;0.0;7.12
1133;-42.75;-14.25;6.41;97.84;2017-02-17 05:00:00;1014.18;21.77;0.0;6.63
1134;-42.75;-14.25;6.32;98.91;2017-02-17 06:00:00;1014.37;21.6;0.01;7.82
1135;-42.75;-14.25;6.28;100.91;2017-02-17 07:00:00;1014.41;21.54;0.01;7.44
1136;-42.75;-14.25;5.91;100.6;2017-02-17 08:00:00;1014.88;21.5;0.01;7.41
1137;-42.75;-14.25;5.67;101.96;2017-02-17 09:00:00;1015.39;21.35;0.06;6.94
1138;-42.75;-14.25;5.33;102.25;2017-02-17 10:00:00;1015.66;24.12;0.06;6.42
1139;-42.75;-14.25;6.86;98.23;2017-02-17 11:00:00;1016.2;24.74;0.01;5.44
1140;-42.75;-14.25;6.61;97.11;2017-02-17 12:00:00;1016.03;24.6;0.0;4.69
1141;-42.75;-14.25;5.61;97.75;2017-02-17 13:00:00;1016.35;25.02;0.0;4.15
1142;-42.75;-14.25;4.37;99.26;2017-02-17 14:00:00;1016.19;24.54;0.0;3.78
1143;-42.75;-14.25;3.32;101.83;2017-02-17 15:00:00;1015.31;29.6;0.0;5.33
1144;-42.75;-14.25;2.48;106.03;2017-02-17 16:00:00;1014.28;30.5;0.01;4.82
1145;-42.75;-14.25;2.05;104.47;2017-02-17 17:00:00;1013.18;30.49;0.07;6.19
1146;-42.75;-14.25;2.18;109.33;2017-02-17 18:00:00;1012.39;30.57;0.03;5.68
1147;-42.75;-14.25;2.7;120.43;2017-02-17 19:00:00;1011.84;30.13;0.01;5.8
1148;-42.75;-14.25;3.39;126.45;2017-02-17 20:00:00;1012.01;30.29;0.02;7.65
1149;-42.75;-14.25;3.73;132.15;2017-02-17 21:00:00;1012.14;29.92;0.07;8.04
1150;-42.75;-14.25;3.83;127.22;2017-02-17 22:00:00;1013.01;25.98;0.0;8.2
1151;-42.75;-14.25;3.85;120.52;2017-02-17 23:00:00;1012.86;26.04;0.0;8.74
1152;-42.75;-14.25;3.05;101.47;2017-02-18 00:00:00;1013.27;25.22;0.0;10.34
1153;-42.75;-14.25;2.5;81.86;2017-02-18 01:00:00;1013.45;25.11;0.0;9.52
1154;-42.75;-14.25;3.07;84.32;2017-02-18 02:00:00;1013.54;24.73;0.0;8.68
1155;-42.75;-14.25;4.62;93.08;2017-02-18 03:00:00;1013.77;24.55;0.0;8.43
1156;-42.75;-14.25;6.4;90.1;2017-02-18 04:00:00;1014.01;24.25;0.0;8.77
1157;-42.75;-14.25;6.79;87.15;2017-02-18 05:00:00;1013.72;22.95;0.0;8.66
1158;-42.75;-14.25;6.78;87.27;2017-02-18 06:00:00;1014.07;22.51;0.0;8.5
1159;-42.75;-14.25;6.7;90.38;2017-02-18 07:00:00;1013.92;22.12;0.0;8.56
1160;-42.75;-14.25;6.48;94.08;2017-02-18 08:00:00;1014.66;22.18;0.0;8.87
1161;-42.75;-14.25;6.62;96.7;2017-02-18 09:00:00;1014.95;21.67;0.0;9.05
1162;-42.75;-14.25;5.78;96.86;2017-02-18 10:00:00;1015.34;25.05;0.0;8.52
1163;-42.75;-14.25;5.93;96.04;2017-02-18 11:00:00;1015.99;25.36;0.0;8.61
1164;-42.75;-14.25;5.63;93.73;2017-02-18 12:00:00;1016.32;25.8;0.0;7.8
1165;-42.75;-14.25;4.74;90.26;2017-02-18 13:00:00;1015.93;26.29;0.0;7.3
1166;-42.75;-14.25;4.13;86.93;2017-02-18 14:00:00;1015.42;26.12;0.07;6.84
1167;-42.75;-14.25;3.32;87.51;2017-02-18 15:00:00;1014.62;31.35;0.03;6.06
1168;-42.75;-14.25;3.06;91.87;2017-02-18 16:00:00;1013.74;31.53;0.0;6.0
1169;-42.75;-14.25;2.97;94.6;2017-02-18 17:00:00;1012.79;31.64;0.0;5.43
1170;-42.75;-14.25;2.66;103.79;2017-02-18 18:00:00;1012.16;31.43;0.0;5.07
1171;-42.75;-14.25;2.71;109.88;2017-02-18 19:00:00;1011.63;31.39;0.0;5.52
1172;-42.75;-14.25;3.06;107.4;2017-02-18 20:00:00;1011.22;31.6;0.0;6.51
1173;-42.75;-14.25;3.06;99.15;2017-02-18 21:00:00;1011.55;28.79;0.0;7.06
1174;-42.75;-14.25;3.06;79.5;2017-02-18 22:00:00;1012.48;25.77;0.0;8.41
1175;-42.75;-14.25;3.83;75.93;2017-02-18 23:00:00;1012.46;25.65;0.0;9.24
1176;-42.75;-14.25;3.44;67.01;2017-02-19 00:00:00;1013.76;24.87;0.0;9.24
1177;-42.75;-14.25;3.81;70.49;2017-02-19 01:00:00;1014.27;24.83;0.0;8.86
1178;-42.75;-14.25;5.45;85.3;2017-02-19 02:00:00;1014.31;25.68;0.0;9.3
1179;-42.75;-14.25;7.01;91.08;2017-02-19 03:00:00;1014.59;24.89;0.0;10.07
1180;-42.75;-14.25;7.44;89.93;2017-02-19 04:00:00;1014.75;23.89;0.0;9.79
1181;-42.75;-14.25;7.32;90.83;2017-02-19 05:00:00;1014.5;23.23;0.0;9.41
1182;-42.75;-14.25;7.15;92.4;2017-02-19 06:00:00;1014.66;22.27;0.0;9.79
1183;-42.75;-14.25;6.98;93.39;2017-02-19 07:00:00;1014.91;21.9;0.0;9.31
1184;-42.75;-14.25;6.94;95.65;2017-02-19 08:00:00;1015.57;21.56;0.0;9.07
1185;-42.75;-14.25;7.14;97.22;2017-02-19 09:00:00;1015.89;21.43;0.0;9.55
1186;-42.75;-14.25;6.37;97.93;2017-02-19 10:00:00;1016.67;25.61;0.0;9.36
1187;-42.75;-14.25;6.64;95.23;2017-02-19 11:00:00;1016.84;25.51;0.0;8.39
1188;-42.75;-14.25;6.49;91.42;2017-02-19 12:00:00;1016.8;25.84;0.0;8.07
1189;-42.75;-14.25;6.1;91.29;2017-02-19 13:00:00;1016.74;26.26;0.0;7.67
1190;-42.75;-14.25;5.52;95.16;2017-02-19 14:00:00;1016.01;26.58;0.01;7.57
1191;-42.75;-14.25;5.02;100.63;2017-02-19 15:00:00;1015.15;31.76;0.05;7.8
1192;-42.75;-14.25;4.61;102.98;2017-02-19 16:00:00;1014.1;31.53;0.01;7.22
1193;-42.75;-14.25;4.49;102.25;2017-02-19 17:00:00;1013.14;32.11;0.01;5.93
1194;-42.75;-14.25;4.65;101.79;2017-02-19 18:00:00;1012.28;31.84;0.0;5.42
1195;-42.75;-14.25;4.99;101.32;2017-02-19 19:00:00;1011.78;31.23;0.0;7.83
1196;-42.75;-14.25;5.18;101.44;2017-02-19 20:00:00;1011.73;31.14;0.02;8.32
1197;-42.75;-14.25;5.2;104.79;2017-02-19 21:00:00;1011.94;27.65;0.0;7.82
1198;-42.75;-14.25;4.68;96.29;2017-02-19 22:00:00;1011.89;26.63;0.0;8.57
1199;-42.75;-14.25;5.36;97.42;2017-02-19 23:00:00;1012.89;26.66;0.0;8.12
1200;-42.75;-14.25;6.31;101.81;2017-02-20 00:00:00;1013.25;26.29;0.0;8.33
1201;-42.75;-14.25;7.01;102.65;2017-02-20 01:00:00;1014.08;26.4;0.0;10.77
1202;-42.75;-14.25;7.16;96.66;2017-02-20 02:00:00;1014.41;25.96;0.0;11.21
1203;-42.75;-14.25;7.08;91.7;2017-02-20 03:00:00;1014.72;24.56;0.0;10.44
1204;-42.75;-14.25;7.19;91.21;2017-02-20 04:00:00;1014.99;24.27;0.0;10.89
1205;-42.75;-14.25;6.84;89.77;2017-02-20 05:00:00;1014.63;23.52;0.0;11.03
1206;-42.75;-14.25;6.47;88.33;2017-02-20 06:00:00;1014.6;22.63;0.0;10.48
1207;-42.75;-14.25;6.17;89.69;2017-02-20 07:00:00;1014.95;22.25;0.0;11.08
1208;-42.75;-14.25;6.0;95.27;2017-02-20 08:00:00;1015.38;21.96;0.0;10.5
1209;-42.75;-14.25;6.05;98.75;2017-02-20 09:00:00;1016.0;21.33;0.0;9.48
1210;-42.75;-14.25;6.51;102.71;2017-02-20 10:00:00;1016.04;25.58;0.0;8.96
1211;-42.75;-14.25;7.14;102.0;2017-02-20 11:00:00;1017.05;25.87;0.0;9.04
1212;-42.75;-14.25;7.08;101.34;2017-02-20 12:00:00;1016.67;26.11;0.0;8.77
1213;-42.75;-14.25;6.4;102.22;2017-02-20 13:00:00;1016.33;26.35;0.0;8.4
1214;-42.75;-14.25;5.86;100.67;2017-02-20 14:00:00;1015.69;27.05;0.01;7.68
1215;-42.75;-14.25;5.95;99.18;2017-02-20 15:00:00;1014.48;30.85;0.0;7.17
1216;-42.75;-14.25;6.28;98.58;2017-02-20 16:00:00;1013.57;32.23;0.0;7.51
1217;-42.75;-14.25;6.05;101.14;2017-02-20 17:00:00;1012.83;32.41;0.0;6.42
1218;-42.75;-14.25;6.15;103.53;2017-02-20 18:00:00;1012.42;32.31;0.0;9.0
1219;-42.75;-14.25;6.31;102.1;2017-02-20 19:00:00;1011.69;30.97;0.03;10.69
1220;-42.75;-14.25;5.87;105.38;2017-02-20 20:00:00;1012.14;29.78;0.0;8.43
1221;-42.75;-14.25;6.54;109.03;2017-02-20 21:00:00;1012.36;29.12;0.01;8.91
1222;-42.75;-14.25;6.77;104.46;2017-02-20 22:00:00;1012.41;25.43;0.13;10.68
1223;-42.75;-14.25;7.23;103.85;2017-02-20 23:00:00;1013.42;25.19;0.0;11.49
1224;-42.75;-14.25;7.71;103.79;2017-02-21 00:00:00;1013.95;24.93;0.0;11.82
1225;-42.75;-14.25;7.87;104.6;2017-02-21 01:00:00;1014.81;25.11;0.0;11.04
1226;-42.75;-14.25;7.89;101.98;2017-02-21 02:00:00;1015.25;24.7;0.0;9.87
1227;-42.75;-14.25;7.75;99.56;2017-02-21 03:00:00;1015.4;23.21;0.0;9.83
1228;-42.75;-14.25;7.96;98.83;2017-02-21 04:00:00;1014.99;22.91;0.0;9.7
1229;-42.75;-14.25;8.11;99.23;2017-02-21 05:00:00;1014.33;22.52;0.0;7.24
1230;-42.75;-14.25;7.98;98.72;2017-02-21 06:00:00;1013.67;21.69;0.0;8.16
1231;-42.75;-14.25;7.68;95.37;2017-02-21 07:00:00;1013.92;21.26;0.0;8.25
1232;-42.75;-14.25;7.59;93.51;2017-02-21 08:00:00;1014.32;21.01;0.0;9.33
1233;-42.75;-14.25;7.33;95.3;2017-02-21 09:00:00;1014.78;20.93;0.0;9.32
1234;-42.75;-14.25;7.33;95.43;2017-02-21 10:00:00;1015.65;24.68;0.0;8.73
1235;-42.75;-14.25;8.29;94.98;2017-02-21 11:00:00;1016.57;25.02;0.0;8.78
1236;-42.75;-14.25;7.85;92.29;2017-02-21 12:00:00;1016.58;25.26;0.0;7.65
1237;-42.75;-14.25;6.97;88.66;2017-02-21 13:00:00;1016.62;25.61;0.0;7.41
1238;-42.75;-14.25;6.07;86.19;2017-02-21 14:00:00;1016.41;25.6;0.0;6.12
1239;-42.75;-14.25;5.29;85.81;2017-02-21 15:00:00;1015.64;30.05;0.0;6.4
1240;-42.75;-14.25;4.66;86.33;2017-02-21 16:00:00;1014.57;30.26;0.0;8.33
1241;-42.75;-14.25;4.15;82.3;2017-02-21 17:00:00;1013.3;30.37;0.0;7.64
1242;-42.75;-14.25;4.53;88.31;2017-02-21 18:00:00;1012.6;30.03;0.0;6.56
1243;-42.75;-14.25;6.1;110.5;2017-02-21 19:00:00;1012.83;29.3;0.34;7.16
1244;-42.75;-14.25;5.24;118.59;2017-02-21 20:00:00;1012.34;29.7;0.0;11.58
1245;-42.75;-14.25;5.38;113.03;2017-02-21 21:00:00;1012.43;27.29;0.0;13.45
1246;-42.75;-14.25;5.66;105.2;2017-02-21 22:00:00;1012.74;25.84;0.0;13.32
1247;-42.75;-14.25;7.31;101.77;2017-02-21 23:00:00;1013.56;25.81;0.0;12.49
1248;-42.75;-14.25;6.57;104.41;2017-02-22 00:00:00;1014.61;25.67;0.0;12.65
1249;-42.75;-14.25;6.78;100.7;2017-02-22 01:00:00;1015.59;25.47;0.0;12.27
1250;-42.75;-14.25;6.91;96.83;2017-02-22 02:00:00;1015.45;24.91;0.0;12.48
1251;-42.75;-14.25;7.05;94.71;2017-02-22 03:00:00;1015.43;23.11;0.0;12.3
1252;-42.75;-14.25;7.47;95.47;2017-02-22 04:00:00;1014.89;22.69;0.0;11.96
1253;-42.75;-14.25;7.58;96.54;2017-02-22 05:00:00;1014.36;21.77;0.0;11.94
1254;-42.75;-14.25;7.24;97.06;2017-02-22 06:00:00;1013.99;20.88;0.0;11.82
1255;-42.75;-14.25;6.86;97.16;2017-02-22 07:00:00;1014.02;20.71;0.0;10.5
1256;-42.75;-14.25;6.77;97.8;2017-02-22 08:00:00;1014.53;20.47;0.0;10.0
1257;-42.75;-14.25;6.81;99.4;2017-02-22 09:00:00;1014.98;20.37;0.0;9.66
1258;-42.75;-14.25;6.21;98.77;2017-02-22 10:00:00;1015.98;24.91;0.0;10.48
1259;-42.75;-14.25;7.08;95.89;2017-02-22 11:00:00;1016.21;25.53;0.0;10.45
1260;-42.75;-14.25;7.23;92.45;2017-02-22 12:00:00;1016.09;25.63;0.0;9.66
1261;-42.75;-14.25;6.54;91.79;2017-02-22 13:00:00;1015.84;26.18;0.0;8.82
1262;-42.75;-14.25;6.09;91.46;2017-02-22 14:00:00;1015.76;25.7;0.01;8.18
1263;-42.75;-14.25;5.78;92.07;2017-02-22 15:00:00;1015.23;30.47;0.06;7.86
1264;-42.75;-14.25;5.01;93.37;2017-02-22 16:00:00;1014.18;31.13;0.0;7.75
1265;-42.75;-14.25;4.31;95.66;2017-02-22 17:00:00;1013.01;31.09;0.0;7.6
1266;-42.75;-14.25;4.07;98.34;2017-02-22 18:00:00;1012.31;31.29;0.0;6.54
1267;-42.75;-14.25;4.35;100.35;2017-02-22 19:00:00;1011.59;31.46;0.0;7.83
1268;-42.75;-14.25;4.86;101.7;2017-02-22 20:00:00;1011.21;31.64;0.0;10.46
1269;-42.75;-14.25;5.64;103.09;2017-02-22 21:00:00;1011.67;29.87;0.0;10.33
1270;-42.75;-14.25;6.39;102.21;2017-02-22 22:00:00;1011.85;26.98;0.14;9.98
1271;-42.75;-14.25;7.04;105.96;2017-02-22 23:00:00;1012.96;26.7;0.0;10.68
1272;-42.75;-14.25;7.68;102.18;2017-02-23 00:00:00;1013.64;25.9;0.0;11.31
1273;-42.75;-14.25;7.57;99.16;2017-02-23 01:00:00;1014.59;25.48;0.0;10.9
1274;-42.75;-14.25;7.67;98.53;2017-02-23 02:00:00;1014.74;25.07;0.0;9.9
1275;-42.75;-14.25;7.62;95.73;2017-02-23 03:00:00;1014.52;23.39;0.0;9.79
1276;-42.75;-14.25;7.47;94.56;2017-02-23 04:00:00;1013.99;23.18;0.0;9.12
1277;-42.75;-14.25;7.48;94.76;2017-02-23 05:00:00;1013.55;22.48;0.0;9.14
1278;-42.75;-14.25;7.18;94.16;2017-02-23 06:00:00;1013.61;21.9;0.0;10.32
1279;-42.75;-14.25;6.86;95.07;2017-02-23 07:00:00;1013.98;21.61;0.0;11.18
1280;-42.75;-14.25;6.6;97.81;2017-02-23 08:00:00;1014.8;21.2;0.0;10.52
1281;-42.75;-14.25;6.55;98.68;2017-02-23 09:00:00;1015.06;20.84;0.0;10.42
1282;-42.75;-14.25;6.03;99.05;2017-02-23 10:00:00;1016.21;24.93;0.0;9.5
1283;-42.75;-14.25;6.21;97.25;2017-02-23 11:00:00;1016.47;24.99;0.0;8.56
1284;-42.75;-14.25;6.19;95.75;2017-02-23 12:00:00;1016.67;25.42;0.0;8.6
1285;-42.75;-14.25;6.1;94.37;2017-02-23 13:00:00;1016.41;25.88;0.0;8.14
1286;-42.75;-14.25;5.78;95.28;2017-02-23 14:00:00;1015.66;26.12;0.0;8.01
1287;-42.75;-14.25;5.18;96.87;2017-02-23 15:00:00;1014.67;31.67;0.0;7.42
1288;-42.75;-14.25;4.73;98.42;2017-02-23 16:00:00;1013.32;32.31;0.0;6.95
1289;-42.75;-14.25;4.49;100.24;2017-02-23 17:00:00;1012.55;32.6;0.0;6.04
1290;-42.75;-14.25;4.48;100.2;2017-02-23 18:00:00;1011.34;32.45;0.0;5.46
1291;-42.75;-14.25;4.39;101.67;2017-02-23 19:00:00;1011.36;32.7;0.0;7.57
1292;-42.75;-14.25;4.67;102.52;2017-02-23 20:00:00;1011.11;32.49;0.0;9.41
1293;-42.75;-14.25;5.21;104.03;2017-02-23 21:00:00;1010.77;31.12;0.0;9.19
1294;-42.75;-14.25;4.67;107.17;2017-02-23 22:00:00;1011.02;27.3;0.0;9.28
1295;-42.75;-14.25;4.98;96.43;2017-02-23 23:00:00;1011.69;25.94;0.0;10.6
1296;-42.75;-14.25;5.52;91.85;2017-02-24 00:00:00;1012.11;25.3;0.0;9.96
1297;-42.75;-14.25;5.75;92.76;2017-02-24 01:00:00;1012.77;25.59;0.0;8.91
1298;-42.75;-14.25;6.41;95.92;2017-02-24 02:00:00;1013.25;26.08;0.0;7.81
1299;-42.75;-14.25;7.12;96.54;2017-02-24 03:00:00;1013.54;24.33;0.0;8.0
1300;-42.75;-14.25;7.13;94.75;2017-02-24 04:00:00;1013.21;23.47;0.0;8.43
1301;-42.75;-14.25;7.2;93.73;2017-02-24 05:00:00;1013.04;22.35;0.0;8.54
1302;-42.75;-14.25;7.21;95.63;2017-02-24 06:00:00;1012.92;21.7;0.0;8.46
1303;-42.75;-14.25;7.17;97.46;2017-02-24 07:00:00;1013.34;21.41;0.0;9.0
1304;-42.75;-14.25;7.34;98.52;2017-02-24 08:00:00;1013.73;21.31;0.0;8.3
1305;-42.75;-14.25;7.37;98.9;2017-02-24 09:00:00;1014.1;20.75;0.0;8.32
1306;-42.75;-14.25;6.91;98.0;2017-02-24 10:00:00;1014.73;25.36;0.0;7.58
1307;-42.75;-14.25;7.06;94.0;2017-02-24 11:00:00;1015.04;25.67;0.0;7.12
1308;-42.75;-14.25;6.43;92.04;2017-02-24 12:00:00;1014.91;26.09;0.0;6.19
1309;-42.75;-14.25;5.76;89.21;2017-02-24 13:00:00;1014.83;26.6;0.0;5.21
1310;-42.75;-14.25;4.94;87.23;2017-02-24 14:00:00;1014.08;26.9;0.0;4.99
1311;-42.75;-14.25;3.86;90.04;2017-02-24 15:00:00;1013.29;33.08;0.0;4.53
1312;-42.75;-14.25;3.05;97.01;2017-02-24 16:00:00;1012.33;33.57;0.0;4.35
1313;-42.75;-14.25;2.75;101.13;2017-02-24 17:00:00;1011.27;33.57;0.0;4.62
1314;-42.75;-14.25;2.77;97.74;2017-02-24 18:00:00;1010.35;33.58;0.0;6.9
1315;-42.75;-14.25;3.05;97.95;2017-02-24 19:00:00;1010.22;33.71;0.0;8.09
1316;-42.75;-14.25;3.7;94.82;2017-02-24 20:00:00;1009.64;33.26;0.0;8.15
1317;-42.75;-14.25;4.01;95.38;2017-02-24 21:00:00;1009.74;31.75;0.0;8.86
1318;-42.75;-14.25;4.04;85.26;2017-02-24 22:00:00;1009.26;27.74;0.0;9.54
1319;-42.75;-14.25;5.21;81.09;2017-02-24 23:00:00;1009.99;27.85;0.0;10.28
1320;-42.75;-14.25;5.65;80.52;2017-02-25 00:00:00;1010.34;27.38;0.0;9.76
1321;-42.75;-14.25;5.51;79.88;2017-02-25 01:00:00;1011.7;26.53;0.0;8.64
1322;-42.75;-14.25;5.56;85.03;2017-02-25 02:00:00;1011.95;26.01;0.0;8.8
1323;-42.75;-14.25;6.43;91.85;2017-02-25 03:00:00;1012.14;25.04;0.0;8.06
1324;-42.75;-14.25;7.24;94.47;2017-02-25 04:00:00;1012.28;24.65;0.0;8.35
1325;-42.75;-14.25;7.34;92.42;2017-02-25 05:00:00;1011.87;23.51;0.0;7.09
