;Longitude;Latitude;Data;Direcao_Verif
1460;-42.75;-14.25;2017-03-02 20:00:00;115.7
1461;-42.75;-14.25;2017-03-02 21:00:00;109.2165
1462;-42.75;-14.25;2017-03-02 22:00:00;106.23349999999999
1463;-42.75;-14.25;2017-03-02 23:00:00;113.6165
1464;-42.75;-14.25;2017-03-03 00:00:00;117.33349999999999
1465;-42.75;-14.25;2017-03-03 01:00:00;117.0665
1466;-42.75;-14.25;2017-03-03 02:00:00;115.75
1467;-42.75;-14.25;2017-03-03 03:00:00;119.233
1468;-42.75;-14.25;2017-03-03 04:00:00;119.85
1469;-42.75;-14.25;2017-03-03 05:00:00;116.883
1470;-42.75;-14.25;2017-03-03 06:00:00;114.6
1471;-42.75;-14.25;2017-03-03 07:00:00;115.65
1472;-42.75;-14.25;2017-03-03 08:00:00;115.817
1473;-42.75;-14.25;2017-03-03 09:00:00;109.36699999999999
1474;-42.75;-14.25;2017-03-03 10:00:00;107.23349999999999
1475;-42.75;-14.25;2017-03-03 11:00:00;122.06649999999999
1476;-42.75;-14.25;2017-03-03 12:00:00;131.13299999999998
1477;-42.75;-14.25;2017-03-03 13:00:00;141.95
1478;-42.75;-14.25;2017-03-03 14:00:00;146.7335
1479;-42.75;-14.25;2017-03-03 15:00:00;151.05
1480;-42.75;-14.25;2017-03-03 16:00:00;153.14999999999998
1481;-42.75;-14.25;2017-03-03 17:00:00;150.64999999999998
1482;-42.75;-14.25;2017-03-03 18:00:00;130.2165
1483;-42.75;-14.25;2017-03-03 19:00:00;81.6
1484;-42.75;-14.25;2017-03-03 20:00:00;74.3835
1485;-42.75;-14.25;2017-03-03 21:00:00;128.60000000000002
1486;-42.75;-14.25;2017-03-03 22:00:00;121.5
1487;-42.75;-14.25;2017-03-03 23:00:00;111.45
1488;-42.75;-14.25;2017-03-04 00:00:00;110.5335
1489;-42.75;-14.25;2017-03-04 01:00:00;110.017
1490;-42.75;-14.25;2017-03-04 02:00:00;117.8835
1491;-42.75;-14.25;2017-03-04 03:00:00;118.55
1492;-42.75;-14.25;2017-03-04 04:00:00;119.6
1493;-42.75;-14.25;2017-03-04 05:00:00;120.2165
1494;-42.75;-14.25;2017-03-04 06:00:00;119.5835
1495;-42.75;-14.25;2017-03-04 07:00:00;116.2835
1496;-42.75;-14.25;2017-03-04 08:00:00;111.7165
1497;-42.75;-14.25;2017-03-04 09:00:00;111.55
1498;-42.75;-14.25;2017-03-04 10:00:00;116.733
1499;-42.75;-14.25;2017-03-04 11:00:00;120.73349999999999
1500;-42.75;-14.25;2017-03-04 12:00:00;126.25
1501;-42.75;-14.25;2017-03-04 13:00:00;95.4165
1502;-42.75;-14.25;2017-03-04 14:00:00;159.3
1503;-42.75;-14.25;2017-03-04 15:00:00;144.58350000000002
1504;-42.75;-14.25;2017-03-04 16:00:00;168.55
1505;-42.75;-14.25;2017-03-04 17:00:00;158.333
1506;-42.75;-14.25;2017-03-04 18:00:00;151.61649999999997
1507;-42.75;-14.25;2017-03-04 19:00:00;139.933
1508;-42.75;-14.25;2017-03-04 20:00:00;125.58349999999999
1509;-42.75;-14.25;2017-03-04 21:00:00;119.30000000000001
1510;-42.75;-14.25;2017-03-04 22:00:00;122.48349999999999
1511;-42.75;-14.25;2017-03-04 23:00:00;106.69999999999999
1512;-42.75;-14.25;2017-03-05 00:00:00;106.1665
1513;-42.75;-14.25;2017-03-05 01:00:00;118.35
1514;-42.75;-14.25;2017-03-05 02:00:00;126.833
1515;-42.75;-14.25;2017-03-05 03:00:00;124.05000000000001
1516;-42.75;-14.25;2017-03-05 04:00:00;118.7
1517;-42.75;-14.25;2017-03-05 05:00:00;122.95
1518;-42.75;-14.25;2017-03-05 06:00:00;125.6335
1519;-42.75;-14.25;2017-03-05 07:00:00;120.8835
1520;-42.75;-14.25;2017-03-05 08:00:00;122.9165
1521;-42.75;-14.25;2017-03-05 09:00:00;119.1665
1522;-42.75;-14.25;2017-03-05 10:00:00;112.7
1523;-42.75;-14.25;2017-03-05 11:00:00;122.45
1524;-42.75;-14.25;2017-03-05 12:00:00;126.41650000000001
1525;-42.75;-14.25;2017-03-05 13:00:00;194.0165
1526;-42.75;-14.25;2017-03-05 14:00:00;138.75
1527;-42.75;-14.25;2017-03-05 15:00:00;116.93299999999999
1528;-42.75;-14.25;2017-03-05 16:00:00;141.8165
1529;-42.75;-14.25;2017-03-05 17:00:00;144.4665
1530;-42.75;-14.25;2017-03-05 18:00:00;136.4
1531;-42.75;-14.25;2017-03-05 19:00:00;119.983
1532;-42.75;-14.25;2017-03-05 20:00:00;127.68299999999999
1533;-42.75;-14.25;2017-03-05 21:00:00;133.583
1534;-42.75;-14.25;2017-03-05 22:00:00;130.31650000000002
1535;-42.75;-14.25;2017-03-05 23:00:00;122.017
1536;-42.75;-14.25;2017-03-06 00:00:00;121.25
1537;-42.75;-14.25;2017-03-06 01:00:00;120.7165
1538;-42.75;-14.25;2017-03-06 02:00:00;122.48349999999999
1539;-42.75;-14.25;2017-03-06 03:00:00;126.017
1540;-42.75;-14.25;2017-03-06 04:00:00;124.7
1541;-42.75;-14.25;2017-03-06 05:00:00;124.93299999999999
1542;-42.75;-14.25;2017-03-06 06:00:00;119.8665
1543;-42.75;-14.25;2017-03-06 07:00:00;108.31649999999999
1544;-42.75;-14.25;2017-03-06 08:00:00;105.73349999999999
1545;-42.75;-14.25;2017-03-06 09:00:00;105.7
1546;-42.75;-14.25;2017-03-06 10:00:00;104.967
1547;-42.75;-14.25;2017-03-06 11:00:00;118.217
1548;-42.75;-14.25;2017-03-06 12:00:00;126.31649999999999
1549;-42.75;-14.25;2017-03-06 13:00:00;160.58350000000002
1550;-42.75;-14.25;2017-03-06 14:00:00;173.333
1551;-42.75;-14.25;2017-03-06 15:00:00;164.6335
1552;-42.75;-14.25;2017-03-06 16:00:00;167.167
1553;-42.75;-14.25;2017-03-06 17:00:00;165.683
1554;-42.75;-14.25;2017-03-06 18:00:00;169.2
1555;-42.75;-14.25;2017-03-06 19:00:00;160.41649999999998
1556;-42.75;-14.25;2017-03-06 20:00:00;112.7835
1557;-42.75;-14.25;2017-03-06 21:00:00;62.217
1558;-42.75;-14.25;2017-03-06 22:00:00;130.25
1559;-42.75;-14.25;2017-03-06 23:00:00;139.8665
1560;-42.75;-14.25;2017-03-07 00:00:00;137.95
1561;-42.75;-14.25;2017-03-07 01:00:00;118.43350000000001
1562;-42.75;-14.25;2017-03-07 02:00:00;108.4665
1563;-42.75;-14.25;2017-03-07 03:00:00;105.93299999999999
1564;-42.75;-14.25;2017-03-07 04:00:00;107.4165
1565;-42.75;-14.25;2017-03-07 05:00:00;107.8
1566;-42.75;-14.25;2017-03-07 06:00:00;106.2165
1567;-42.75;-14.25;2017-03-07 07:00:00;112.0
1568;-42.75;-14.25;2017-03-07 08:00:00;115.083
1569;-42.75;-14.25;2017-03-07 09:00:00;117.56649999999999
1570;-42.75;-14.25;2017-03-07 10:00:00;118.9
1571;-42.75;-14.25;2017-03-07 11:00:00;128.10000000000002
1572;-42.75;-14.25;2017-03-07 12:00:00;144.5665
1573;-42.75;-14.25;2017-03-07 13:00:00;156.5165
1574;-42.75;-14.25;2017-03-07 14:00:00;147.0
1575;-42.75;-14.25;2017-03-07 15:00:00;151.0165
1576;-42.75;-14.25;2017-03-07 16:00:00;157.9835
1577;-42.75;-14.25;2017-03-07 17:00:00;153.333
1578;-42.75;-14.25;2017-03-07 18:00:00;146.89999999999998
1579;-42.75;-14.25;2017-03-07 19:00:00;140.6165
1580;-42.75;-14.25;2017-03-07 20:00:00;113.18350000000001
1581;-42.75;-14.25;2017-03-07 21:00:00;118.43299999999999
1582;-42.75;-14.25;2017-03-07 22:00:00;130.517
1583;-42.75;-14.25;2017-03-07 23:00:00;135.4
1584;-42.75;-14.25;2017-03-08 00:00:00;123.31649999999999
1585;-42.75;-14.25;2017-03-08 01:00:00;127.8835
1586;-42.75;-14.25;2017-03-08 02:00:00;129.6335
1587;-42.75;-14.25;2017-03-08 03:00:00;124.01650000000001
1588;-42.75;-14.25;2017-03-08 04:00:00;116.2
1589;-42.75;-14.25;2017-03-08 05:00:00;110.88300000000001
1590;-42.75;-14.25;2017-03-08 06:00:00;108.11699999999999
1591;-42.75;-14.25;2017-03-08 07:00:00;104.55
1592;-42.75;-14.25;2017-03-08 08:00:00;105.93350000000001
1593;-42.75;-14.25;2017-03-08 09:00:00;106.61699999999999
1594;-42.75;-14.25;2017-03-08 10:00:00;113.7165
1595;-42.75;-14.25;2017-03-08 11:00:00;122.35
1596;-42.75;-14.25;2017-03-08 12:00:00;125.4
1597;-42.75;-14.25;2017-03-08 13:00:00;136.3835
1598;-42.75;-14.25;2017-03-08 14:00:00;134.7
1599;-42.75;-14.25;2017-03-08 15:00:00;129.8165
1600;-42.75;-14.25;2017-03-08 16:00:00;130.15
1601;-42.75;-14.25;2017-03-08 17:00:00;138.7665
1602;-42.75;-14.25;2017-03-08 18:00:00;121.0
1603;-42.75;-14.25;2017-03-08 19:00:00;115.06649999999999
1604;-42.75;-14.25;2017-03-08 20:00:00;120.7
1605;-42.75;-14.25;2017-03-08 21:00:00;111.3665
1606;-42.75;-14.25;2017-03-08 22:00:00;112.86699999999999
1607;-42.75;-14.25;2017-03-08 23:00:00;107.4665
1608;-42.75;-14.25;2017-03-09 00:00:00;90.517
1609;-42.75;-14.25;2017-03-09 01:00:00;81.73349999999999
1610;-42.75;-14.25;2017-03-09 02:00:00;87.0
1611;-42.75;-14.25;2017-03-09 03:00:00;83.85
1612;-42.75;-14.25;2017-03-09 04:00:00;76.967
1613;-42.75;-14.25;2017-03-09 05:00:00;88.7835
1614;-42.75;-14.25;2017-03-09 06:00:00;122.81649999999999
1615;-42.75;-14.25;2017-03-09 07:00:00;127.2
1616;-42.75;-14.25;2017-03-09 08:00:00;106.1165
1617;-42.75;-14.25;2017-03-09 09:00:00;102.6665
1618;-42.75;-14.25;2017-03-09 10:00:00;99.4
1619;-42.75;-14.25;2017-03-09 11:00:00;100.73349999999999
1620;-42.75;-14.25;2017-03-09 12:00:00;109.55000000000001
1621;-42.75;-14.25;2017-03-09 13:00:00;117.75
1622;-42.75;-14.25;2017-03-09 14:00:00;118.25
1623;-42.75;-14.25;2017-03-09 15:00:00;115.7165
1624;-42.75;-14.25;2017-03-09 16:00:00;105.23349999999999
1625;-42.75;-14.25;2017-03-09 17:00:00;91.56649999999999
1626;-42.75;-14.25;2017-03-09 18:00:00;74.31700000000001
1627;-42.75;-14.25;2017-03-09 19:00:00;78.75
1628;-42.75;-14.25;2017-03-09 20:00:00;92.44999999999999
1629;-42.75;-14.25;2017-03-09 21:00:00;96.983
1630;-42.75;-14.25;2017-03-09 22:00:00;92.05
1631;-42.75;-14.25;2017-03-09 23:00:00;94.5835
1632;-42.75;-14.25;2017-03-10 00:00:00;93.0335
1633;-42.75;-14.25;2017-03-10 01:00:00;90.75
1634;-42.75;-14.25;2017-03-10 02:00:00;102.73349999999999
1635;-42.75;-14.25;2017-03-10 03:00:00;109.067
1636;-42.75;-14.25;2017-03-10 04:00:00;102.0
1637;-42.75;-14.25;2017-03-10 05:00:00;107.5835
1638;-42.75;-14.25;2017-03-10 06:00:00;117.3835
1639;-42.75;-14.25;2017-03-10 07:00:00;115.0
1640;-42.75;-14.25;2017-03-10 08:00:00;111.317
1641;-42.75;-14.25;2017-03-10 09:00:00;117.8
1642;-42.75;-14.25;2017-03-10 10:00:00;126.43350000000001
1643;-42.75;-14.25;2017-03-10 11:00:00;116.717
1644;-42.75;-14.25;2017-03-10 12:00:00;113.75
1645;-42.75;-14.25;2017-03-10 13:00:00;120.7835
1646;-42.75;-14.25;2017-03-10 14:00:00;121.1665
1647;-42.75;-14.25;2017-03-10 15:00:00;124.017
1648;-42.75;-14.25;2017-03-10 16:00:00;126.3335
1649;-42.75;-14.25;2017-03-10 17:00:00;110.217
1650;-42.75;-14.25;2017-03-10 18:00:00;119.68350000000001
1651;-42.75;-14.25;2017-03-10 19:00:00;109.85
1652;-42.75;-14.25;2017-03-10 20:00:00;110.533
1653;-42.75;-14.25;2017-03-10 21:00:00;116.76650000000001
1654;-42.75;-14.25;2017-03-10 22:00:00;112.283
1655;-42.75;-14.25;2017-03-10 23:00:00;108.3835
1656;-42.75;-14.25;2017-03-11 00:00:00;104.25
1657;-42.75;-14.25;2017-03-11 01:00:00;103.05000000000001
1658;-42.75;-14.25;2017-03-11 02:00:00;110.1665
1659;-42.75;-14.25;2017-03-11 03:00:00;107.65
1660;-42.75;-14.25;2017-03-11 04:00:00;108.0665
1661;-42.75;-14.25;2017-03-11 05:00:00;108.567
1662;-42.75;-14.25;2017-03-11 06:00:00;102.167
1663;-42.75;-14.25;2017-03-11 07:00:00;109.5
1664;-42.75;-14.25;2017-03-11 08:00:00;111.94999999999999
1665;-42.75;-14.25;2017-03-11 09:00:00;105.6
1666;-42.75;-14.25;2017-03-11 10:00:00;100.6665
1667;-42.75;-14.25;2017-03-11 11:00:00;99.56700000000001
1668;-42.75;-14.25;2017-03-11 12:00:00;104.233
1669;-42.75;-14.25;2017-03-11 13:00:00;118.1165
1670;-42.75;-14.25;2017-03-11 14:00:00;127.4165
1671;-42.75;-14.25;2017-03-11 15:00:00;125.28300000000002
1672;-42.75;-14.25;2017-03-11 16:00:00;122.81649999999999
1673;-42.75;-14.25;2017-03-11 17:00:00;126.68350000000001
1674;-42.75;-14.25;2017-03-11 18:00:00;120.55
1675;-42.75;-14.25;2017-03-11 19:00:00;112.48349999999999
1676;-42.75;-14.25;2017-03-11 20:00:00;98.733
1677;-42.75;-14.25;2017-03-11 21:00:00;96.06700000000001
1678;-42.75;-14.25;2017-03-11 22:00:00;104.25
1679;-42.75;-14.25;2017-03-11 23:00:00;110.63300000000001
1680;-42.75;-14.25;2017-03-12 00:00:00;109.13300000000001
1681;-42.75;-14.25;2017-03-12 01:00:00;111.81649999999999
1682;-42.75;-14.25;2017-03-12 02:00:00;109.4165
1683;-42.75;-14.25;2017-03-12 03:00:00;104.4
1684;-42.75;-14.25;2017-03-12 04:00:00;107.4
1685;-42.75;-14.25;2017-03-12 05:00:00;108.3835
1686;-42.75;-14.25;2017-03-12 06:00:00;109.217
1687;-42.75;-14.25;2017-03-12 07:00:00;103.967
1688;-42.75;-14.25;2017-03-12 08:00:00;102.98349999999999
1689;-42.75;-14.25;2017-03-12 09:00:00;105.8
1690;-42.75;-14.25;2017-03-12 10:00:00;110.7835
1691;-42.75;-14.25;2017-03-12 11:00:00;109.483
1692;-42.75;-14.25;2017-03-12 12:00:00;113.8835
1693;-42.75;-14.25;2017-03-12 13:00:00;105.1335
1694;-42.75;-14.25;2017-03-12 14:00:00;114.31700000000001
1695;-42.75;-14.25;2017-03-12 15:00:00;107.43350000000001
1696;-42.75;-14.25;2017-03-12 16:00:00;103.85
1697;-42.75;-14.25;2017-03-12 17:00:00;97.48349999999999
1698;-42.75;-14.25;2017-03-12 18:00:00;99.1
1699;-42.75;-14.25;2017-03-12 19:00:00;90.75
1700;-42.75;-14.25;2017-03-12 20:00:00;121.783
1701;-42.75;-14.25;2017-03-12 21:00:00;116.1165
1702;-42.75;-14.25;2017-03-12 22:00:00;115.5665
1703;-42.75;-14.25;2017-03-12 23:00:00;113.3835
1704;-42.75;-14.25;2017-03-13 00:00:00;113.38300000000001
1705;-42.75;-14.25;2017-03-13 01:00:00;110.18350000000001
1706;-42.75;-14.25;2017-03-13 02:00:00;112.98349999999999
1707;-42.75;-14.25;2017-03-13 03:00:00;121.25
1708;-42.75;-14.25;2017-03-13 04:00:00;118.4335
1709;-42.75;-14.25;2017-03-13 05:00:00;117.717
1710;-42.75;-14.25;2017-03-13 06:00:00;110.76650000000001
1711;-42.75;-14.25;2017-03-13 07:00:00;112.01650000000001
1712;-42.75;-14.25;2017-03-13 08:00:00;110.25
1713;-42.75;-14.25;2017-03-13 09:00:00;114.31649999999999
1714;-42.75;-14.25;2017-03-13 10:00:00;111.93350000000001
1715;-42.75;-14.25;2017-03-13 11:00:00;116.8835
1716;-42.75;-14.25;2017-03-13 12:00:00;116.8335
1717;-42.75;-14.25;2017-03-13 13:00:00;142.64999999999998
1718;-42.75;-14.25;2017-03-13 14:00:00;151.1835
1719;-42.75;-14.25;2017-03-13 15:00:00;152.7665
1720;-42.75;-14.25;2017-03-13 16:00:00;154.2
1721;-42.75;-14.25;2017-03-13 17:00:00;149.2835
1722;-42.75;-14.25;2017-03-13 18:00:00;150.067
1723;-42.75;-14.25;2017-03-13 19:00:00;150.13350000000003
1724;-42.75;-14.25;2017-03-13 20:00:00;146.66649999999998
1725;-42.75;-14.25;2017-03-13 21:00:00;127.93350000000001
1726;-42.75;-14.25;2017-03-13 22:00:00;119.15
1727;-42.75;-14.25;2017-03-13 23:00:00;113.1
1728;-42.75;-14.25;2017-03-14 00:00:00;118.98349999999999
1729;-42.75;-14.25;2017-03-14 01:00:00;126.1
1730;-42.75;-14.25;2017-03-14 02:00:00;121.25
1731;-42.75;-14.25;2017-03-14 03:00:00;109.81649999999999
1732;-42.75;-14.25;2017-03-14 04:00:00;110.15
1733;-42.75;-14.25;2017-03-14 05:00:00;119.2165
1734;-42.75;-14.25;2017-03-14 06:00:00;118.017
1735;-42.75;-14.25;2017-03-14 07:00:00;117.75
1736;-42.75;-14.25;2017-03-14 08:00:00;117.1835
1737;-42.75;-14.25;2017-03-14 09:00:00;106.65
1738;-42.75;-14.25;2017-03-14 10:00:00;110.75
1739;-42.75;-14.25;2017-03-14 11:00:00;118.94999999999999
1740;-42.75;-14.25;2017-03-14 12:00:00;119.0
1741;-42.75;-14.25;2017-03-14 13:00:00;128.1
1742;-42.75;-14.25;2017-03-14 14:00:00;126.9665
1743;-42.75;-14.25;2017-03-14 15:00:00;139.7665
1744;-42.75;-14.25;2017-03-14 16:00:00;140.0
1745;-42.75;-14.25;2017-03-14 17:00:00;132.96699999999998
1746;-42.75;-14.25;2017-03-14 18:00:00;128.7835
1747;-42.75;-14.25;2017-03-14 19:00:00;122.9
1748;-42.75;-14.25;2017-03-14 20:00:00;115.983
1749;-42.75;-14.25;2017-03-14 21:00:00;109.69999999999999
1750;-42.75;-14.25;2017-03-14 22:00:00;108.2165
1751;-42.75;-14.25;2017-03-14 23:00:00;107.94999999999999
1752;-42.75;-14.25;2017-03-15 00:00:00;108.8335
1753;-42.75;-14.25;2017-03-15 01:00:00;110.13300000000001
1754;-42.75;-14.25;2017-03-15 02:00:00;118.93299999999999
1755;-42.75;-14.25;2017-03-15 03:00:00;118.667
1756;-42.75;-14.25;2017-03-15 04:00:00;120.4665
1757;-42.75;-14.25;2017-03-15 05:00:00;110.1835
1758;-42.75;-14.25;2017-03-15 06:00:00;110.55
1759;-42.75;-14.25;2017-03-15 07:00:00;113.19999999999999
1760;-42.75;-14.25;2017-03-15 08:00:00;113.017
1761;-42.75;-14.25;2017-03-15 09:00:00;115.4
1762;-42.75;-14.25;2017-03-15 10:00:00;116.2
1763;-42.75;-14.25;2017-03-15 11:00:00;116.417
1764;-42.75;-14.25;2017-03-15 12:00:00;122.38300000000001
1765;-42.75;-14.25;2017-03-15 13:00:00;132.0
1766;-42.75;-14.25;2017-03-15 14:00:00;142.8665
1767;-42.75;-14.25;2017-03-15 15:00:00;155.08350000000002
1768;-42.75;-14.25;2017-03-15 16:00:00;153.86649999999997
1769;-42.75;-14.25;2017-03-15 17:00:00;143.39999999999998
1770;-42.75;-14.25;2017-03-15 18:00:00;122.65
1771;-42.75;-14.25;2017-03-15 19:00:00;125.4
1772;-42.75;-14.25;2017-03-15 20:00:00;120.1335
1773;-42.75;-14.25;2017-03-15 21:00:00;116.73349999999999
1774;-42.75;-14.25;2017-03-15 22:00:00;111.76650000000001
1775;-42.75;-14.25;2017-03-15 23:00:00;107.55
1776;-42.75;-14.25;2017-03-16 00:00:00;107.167
1777;-42.75;-14.25;2017-03-16 01:00:00;104.93299999999999
1778;-42.75;-14.25;2017-03-16 02:00:00;104.0835
1779;-42.75;-14.25;2017-03-16 03:00:00;107.983
1780;-42.75;-14.25;2017-03-16 04:00:00;106.1
1781;-42.75;-14.25;2017-03-16 05:00:00;107.98349999999999
1782;-42.75;-14.25;2017-03-16 06:00:00;104.283
1783;-42.75;-14.25;2017-03-16 07:00:00;106.7835
1784;-42.75;-14.25;2017-03-16 08:00:00;104.5335
1785;-42.75;-14.25;2017-03-16 09:00:00;99.55
1786;-42.75;-14.25;2017-03-16 10:00:00;96.0335
1787;-42.75;-14.25;2017-03-16 11:00:00;101.3665
1788;-42.75;-14.25;2017-03-16 12:00:00;103.45
1789;-42.75;-14.25;2017-03-16 13:00:00;93.43350000000001
1790;-42.75;-14.25;2017-03-16 14:00:00;91.983
1791;-42.75;-14.25;2017-03-16 15:00:00;99.6665
1792;-42.75;-14.25;2017-03-16 16:00:00;100.0335
1793;-42.75;-14.25;2017-03-16 17:00:00;97.1165
1794;-42.75;-14.25;2017-03-16 18:00:00;104.81700000000001
1795;-42.75;-14.25;2017-03-16 19:00:00;107.8665
1796;-42.75;-14.25;2017-03-16 20:00:00;99.19999999999999
1797;-42.75;-14.25;2017-03-16 21:00:00;99.0835
1798;-42.75;-14.25;2017-03-16 22:00:00;100.65
1799;-42.75;-14.25;2017-03-16 23:00:00;103.66650000000001
1800;-42.75;-14.25;2017-03-17 00:00:00;100.81649999999999
1801;-42.75;-14.25;2017-03-17 01:00:00;105.73349999999999
1802;-42.75;-14.25;2017-03-17 02:00:00;114.0835
1803;-42.75;-14.25;2017-03-17 03:00:00;116.9
1804;-42.75;-14.25;2017-03-17 04:00:00;118.3665
1805;-42.75;-14.25;2017-03-17 05:00:00;118.65
1806;-42.75;-14.25;2017-03-17 06:00:00;114.7
1807;-42.75;-14.25;2017-03-17 07:00:00;107.9
1808;-42.75;-14.25;2017-03-17 08:00:00;103.7
1809;-42.75;-14.25;2017-03-17 09:00:00;101.06649999999999
1810;-42.75;-14.25;2017-03-17 10:00:00;103.7835
1811;-42.75;-14.25;2017-03-17 11:00:00;96.8335
1812;-42.75;-14.25;2017-03-17 12:00:00;103.30000000000001
1813;-42.75;-14.25;2017-03-17 13:00:00;99.25
1814;-42.75;-14.25;2017-03-17 14:00:00;126.93350000000001
1815;-42.75;-14.25;2017-03-17 15:00:00;118.7
1816;-42.75;-14.25;2017-03-17 16:00:00;118.05
1817;-42.75;-14.25;2017-03-17 17:00:00;126.15
1818;-42.75;-14.25;2017-03-17 18:00:00;116.0335
1819;-42.75;-14.25;2017-03-17 19:00:00;92.25
1820;-42.75;-14.25;2017-03-17 20:00:00;84.1665
1821;-42.75;-14.25;2017-03-17 21:00:00;99.717
1822;-42.75;-14.25;2017-03-17 22:00:00;101.9665
1823;-42.75;-14.25;2017-03-17 23:00:00;108.8835
1824;-42.75;-14.25;2017-03-18 00:00:00;113.3835
1825;-42.75;-14.25;2017-03-18 01:00:00;109.3835
1826;-42.75;-14.25;2017-03-18 02:00:00;113.9
1827;-42.75;-14.25;2017-03-18 03:00:00;110.8665
1828;-42.75;-14.25;2017-03-18 04:00:00;104.15
1829;-42.75;-14.25;2017-03-18 05:00:00;105.51650000000001
1830;-42.75;-14.25;2017-03-18 06:00:00;125.7165
1831;-42.75;-14.25;2017-03-18 07:00:00;104.1
1832;-42.75;-14.25;2017-03-18 08:00:00;98.5335
1833;-42.75;-14.25;2017-03-18 09:00:00;90.95
1834;-42.75;-14.25;2017-03-18 10:00:00;123.44999999999999
1835;-42.75;-14.25;2017-03-18 11:00:00;95.3835
1836;-42.75;-14.25;2017-03-18 12:00:00;118.0
1837;-42.75;-14.25;2017-03-18 13:00:00;124.25
1838;-42.75;-14.25;2017-03-18 14:00:00;138.5665
1839;-42.75;-14.25;2017-03-18 15:00:00;124.9665
1840;-42.75;-14.25;2017-03-18 16:00:00;102.1165
1841;-42.75;-14.25;2017-03-18 17:00:00;93.35
1842;-42.75;-14.25;2017-03-18 18:00:00;83.783
1843;-42.75;-14.25;2017-03-18 19:00:00;97.7835
1844;-42.75;-14.25;2017-03-18 20:00:00;93.73349999999999
1845;-42.75;-14.25;2017-03-18 21:00:00;95.6835
1846;-42.75;-14.25;2017-03-18 22:00:00;121.88300000000001
1847;-42.75;-14.25;2017-03-18 23:00:00;110.7835
1848;-42.75;-14.25;2017-03-19 00:00:00;87.467
1849;-42.75;-14.25;2017-03-19 01:00:00;65.2165
1850;-42.75;-14.25;2017-03-19 02:00:00;88.18299999999999
1851;-42.75;-14.25;2017-03-19 03:00:00;295.3835
1852;-42.75;-14.25;2017-03-19 04:00:00;294.2165
1853;-42.75;-14.25;2017-03-19 05:00:00;248.85
1854;-42.75;-14.25;2017-03-19 06:00:00;185.4665
1855;-42.75;-14.25;2017-03-19 07:00:00;145.66649999999998
1856;-42.75;-14.25;2017-03-19 08:00:00;153.18349999999998
1857;-42.75;-14.25;2017-03-19 09:00:00;145.38299999999998
1858;-42.75;-14.25;2017-03-19 10:00:00;260.86699999999996
1859;-42.75;-14.25;2017-03-19 11:00:00;310.86699999999996
1860;-42.75;-14.25;2017-03-19 12:00:00;271.41650000000004
1861;-42.75;-14.25;2017-03-19 13:00:00;237.933
1862;-42.75;-14.25;2017-03-19 14:00:00;203.36649999999997
1863;-42.75;-14.25;2017-03-19 15:00:00;148.2835
1864;-42.75;-14.25;2017-03-19 16:00:00;140.083
1865;-42.75;-14.25;2017-03-19 17:00:00;119.91650000000001
1866;-42.75;-14.25;2017-03-19 18:00:00;111.3665
1867;-42.75;-14.25;2017-03-19 19:00:00;90.98349999999999
1868;-42.75;-14.25;2017-03-19 20:00:00;94.61699999999999
1869;-42.75;-14.25;2017-03-19 21:00:00;105.3835
1870;-42.75;-14.25;2017-03-19 22:00:00;109.61699999999999
1871;-42.75;-14.25;2017-03-19 23:00:00;106.85
1872;-42.75;-14.25;2017-03-20 00:00:00;121.7
1873;-42.75;-14.25;2017-03-20 01:00:00;122.467
1874;-42.75;-14.25;2017-03-20 02:00:00;120.8
1875;-42.75;-14.25;2017-03-20 03:00:00;121.13300000000001
1876;-42.75;-14.25;2017-03-20 04:00:00;119.467
1877;-42.75;-14.25;2017-03-20 05:00:00;109.23349999999999
1878;-42.75;-14.25;2017-03-20 06:00:00;110.69999999999999
1879;-42.75;-14.25;2017-03-20 07:00:00;109.7835
1880;-42.75;-14.25;2017-03-20 08:00:00;107.80000000000001
1881;-42.75;-14.25;2017-03-20 09:00:00;105.8835
1882;-42.75;-14.25;2017-03-20 10:00:00;127.30000000000001
1883;-42.75;-14.25;2017-03-20 11:00:00;128.96699999999998
1884;-42.75;-14.25;2017-03-20 12:00:00;121.25
1885;-42.75;-14.25;2017-03-20 13:00:00;142.2665
1886;-42.75;-14.25;2017-03-20 14:00:00;132.567
1887;-42.75;-14.25;2017-03-20 15:00:00;132.15
1888;-42.75;-14.25;2017-03-20 16:00:00;128.4665
1889;-42.75;-14.25;2017-03-20 17:00:00;114.9665
1890;-42.75;-14.25;2017-03-20 18:00:00;109.81700000000001
1891;-42.75;-14.25;2017-03-20 19:00:00;99.44999999999999
1892;-42.75;-14.25;2017-03-20 20:00:00;88.26650000000001
1893;-42.75;-14.25;2017-03-20 21:00:00;90.08349999999999
1894;-42.75;-14.25;2017-03-20 22:00:00;108.18299999999999
1895;-42.75;-14.25;2017-03-20 23:00:00;122.23349999999999
1896;-42.75;-14.25;2017-03-21 00:00:00;113.583
1897;-42.75;-14.25;2017-03-21 01:00:00;113.033
1898;-42.75;-14.25;2017-03-21 02:00:00;113.517
1899;-42.75;-14.25;2017-03-21 03:00:00;118.26650000000001
1900;-42.75;-14.25;2017-03-21 04:00:00;119.23349999999999
1901;-42.75;-14.25;2017-03-21 05:00:00;120.73349999999999
1902;-42.75;-14.25;2017-03-21 06:00:00;122.3665
