,Longitude,Latitude,Data,Magnitude_Verif,pressao_Verif,Temperatura_Verif,Direcao_Verif,PosicaoVento
0,-42.75,-14.25,2017-01-01 00:00:00,9.82,884.46,19.54,119.717,SE
1,-42.75,-14.25,2017-01-01 01:00:00,8.74,882.33,18.52,119.2,SE
2,-42.75,-14.25,2017-01-01 02:00:00,8.45,882.0,17.63,120.9835,SE
3,-42.75,-14.25,2017-01-01 03:00:00,9.18,882.0,16.92,119.717,SE
4,-42.75,-14.25,2017-01-01 04:00:00,9.19,882.67,16.48,116.717,SE
5,-42.75,-14.25,2017-01-01 05:00:00,9.36,883.0,15.98,117.15,SE
6,-42.75,-14.25,2017-01-01 06:00:00,8.4,883.5,15.8,117.8665,SE
7,-42.75,-14.25,2017-01-01 07:00:00,7.4,884.0,16.58,116.683,SE
8,-42.75,-14.25,2017-01-01 08:00:00,7.83,885.0,17.93,115.5165,SE
9,-42.75,-14.25,2017-01-01 09:00:00,7.38,885.0,19.05,112.15,E
10,-42.75,-14.25,2017-01-01 10:00:00,7.1,885.0,20.43,115.05,SE
11,-42.75,-14.25,2017-01-01 11:00:00,6.6,885.0,21.75,111.3165,E
12,-42.75,-14.25,2017-01-01 12:00:00,6.44,884.83,23.08,106.983,E
13,-42.75,-14.25,2017-01-01 13:00:00,5.56,884.0,24.42,114.5,SE
14,-42.75,-14.25,2017-01-01 14:00:00,5.45,883.5,25.3,103.25,E
15,-42.75,-14.25,2017-01-01 15:00:00,4.1,883.0,25.98,101.1835,E
16,-42.75,-14.25,2017-01-01 16:00:00,3.74,883.0,26.67,111.9835,E
17,-42.75,-14.25,2017-01-01 17:00:00,3.6,883.0,26.32,115.7335,SE
18,-42.75,-14.25,2017-01-01 18:00:00,5.54,883.0,25.82,107.0165,E
19,-42.75,-14.25,2017-01-01 19:00:00,6.07,883.0,25.42,115.2,SE
20,-42.75,-14.25,2017-01-01 20:00:00,5.7,883.0,25.72,112.0165,E
21,-42.75,-14.25,2017-01-01 21:00:00,6.79,884.0,25.72,99.85,E
22,-42.75,-14.25,2017-01-01 22:00:00,7.78,884.0,24.65,107.95,E
23,-42.75,-14.25,2017-01-01 23:00:00,8.66,883.17,21.97,105.7335,E
24,-42.75,-14.25,2017-01-02 00:00:00,7.84,882.83,20.98,117.0,SE
25,-42.75,-14.25,2017-01-02 01:00:00,7.73,882.0,20.05,106.7,E
26,-42.75,-14.25,2017-01-02 02:00:00,7.41,882.0,18.8,115.9335,SE
27,-42.75,-14.25,2017-01-02 03:00:00,6.97,881.5,18.12,113.9,SE
28,-42.75,-14.25,2017-01-02 04:00:00,7.18,882.0,17.48,116.817,SE
29,-42.75,-14.25,2017-01-02 05:00:00,6.78,881.83,17.18,114.6,SE
30,-42.75,-14.25,2017-01-02 06:00:00,5.89,882.0,17.15,109.3665,E
31,-42.75,-14.25,2017-01-02 07:00:00,5.66,882.5,17.5,118.05,SE
32,-42.75,-14.25,2017-01-02 08:00:00,4.96,883.0,18.62,111.0835,E
33,-42.75,-14.25,2017-01-02 09:00:00,5.16,883.83,21.03,110.1165,E
34,-42.75,-14.25,2017-01-02 10:00:00,4.95,884.0,22.73,105.0165,E
35,-42.75,-14.25,2017-01-02 11:00:00,4.93,883.83,24.1,115.2165,SE
36,-42.75,-14.25,2017-01-02 12:00:00,4.73,883.0,25.38,122.6835,SE
37,-42.75,-14.25,2017-01-02 13:00:00,4.46,882.17,26.58,130.7165,SE
38,-42.75,-14.25,2017-01-02 14:00:00,4.45,882.0,27.68,130.267,SE
39,-42.75,-14.25,2017-01-02 15:00:00,3.89,881.0,28.18,131.11700000000002,SE
40,-42.75,-14.25,2017-01-02 16:00:00,2.92,881.0,28.62,126.35,SE
41,-42.75,-14.25,2017-01-02 17:00:00,2.77,881.0,28.92,122.95,SE
42,-42.75,-14.25,2017-01-02 18:00:00,2.04,881.0,27.57,105.0835,E
43,-42.75,-14.25,2017-01-02 19:00:00,2.14,881.0,27.27,108.367,E
44,-42.75,-14.25,2017-01-02 20:00:00,4.08,881.0,27.28,106.217,E
45,-42.75,-14.25,2017-01-02 21:00:00,4.45,881.17,26.88,88.18350000000001,E
46,-42.75,-14.25,2017-01-02 22:00:00,4.81,881.33,25.55,90.15,E
47,-42.75,-14.25,2017-01-02 23:00:00,6.78,882.0,22.92,102.8,E
48,-42.75,-14.25,2017-01-03 00:00:00,6.09,881.5,22.22,103.4165,E
49,-42.75,-14.25,2017-01-03 01:00:00,6.36,881.0,21.4,102.9835,E
50,-42.75,-14.25,2017-01-03 02:00:00,5.5,881.0,20.6,111.433,E
51,-42.75,-14.25,2017-01-03 03:00:00,5.85,881.0,19.33,120.55,SE
52,-42.75,-14.25,2017-01-03 04:00:00,5.7,881.0,18.8,111.75,E
53,-42.75,-14.25,2017-01-03 05:00:00,4.65,881.33,20.87,89.2165,E
54,-42.75,-14.25,2017-01-03 06:00:00,4.78,882.0,21.53,86.0,E
55,-42.75,-14.25,2017-01-03 07:00:00,4.17,882.67,21.45,100.0,E
56,-42.75,-14.25,2017-01-03 08:00:00,3.86,883.0,21.87,102.1835,E
57,-42.75,-14.25,2017-01-03 09:00:00,4.39,883.67,22.8,114.6165,SE
58,-42.75,-14.25,2017-01-03 10:00:00,4.12,884.0,23.87,116.75,SE
59,-42.75,-14.25,2017-01-03 11:00:00,4.62,883.17,25.05,125.5,SE
60,-42.75,-14.25,2017-01-03 12:00:00,4.4,883.0,26.32,135.0165,SE
61,-42.75,-14.25,2017-01-03 13:00:00,4.5,882.17,27.28,114.1,SE
62,-42.75,-14.25,2017-01-03 14:00:00,4.1,881.83,28.17,125.05,SE
63,-42.75,-14.25,2017-01-03 15:00:00,4.43,881.0,28.73,132.317,SE
64,-42.75,-14.25,2017-01-03 16:00:00,5.94,880.83,28.48,121.3835,SE
65,-42.75,-14.25,2017-01-03 17:00:00,6.26,881.0,28.08,116.3165,SE
66,-42.75,-14.25,2017-01-03 18:00:00,9.34,880.17,27.37,103.6165,E
67,-42.75,-14.25,2017-01-03 19:00:00,9.23,881.0,26.95,98.567,E
68,-42.75,-14.25,2017-01-03 20:00:00,8.13,881.0,26.42,87.51650000000001,E
69,-42.75,-14.25,2017-01-03 21:00:00,10.27,882.0,24.72,100.8165,E
70,-42.75,-14.25,2017-01-03 22:00:00,12.43,882.0,23.68,100.967,E
71,-42.75,-14.25,2017-01-03 23:00:00,11.33,882.0,22.95,100.717,E
72,-42.75,-14.25,2017-01-04 00:00:00,11.4,882.0,21.88,99.6665,E
73,-42.75,-14.25,2017-01-04 01:00:00,8.25,882.0,20.75,109.383,E
74,-42.75,-14.25,2017-01-04 02:00:00,6.05,882.0,19.67,112.217,E
75,-42.75,-14.25,2017-01-04 03:00:00,6.7,882.0,18.82,115.6665,SE
76,-42.75,-14.25,2017-01-04 04:00:00,7.93,882.0,18.1,117.0335,SE
77,-42.75,-14.25,2017-01-04 05:00:00,7.45,882.17,17.53,118.0335,SE
78,-42.75,-14.25,2017-01-04 06:00:00,7.26,883.0,17.28,119.117,SE
79,-42.75,-14.25,2017-01-04 07:00:00,5.62,883.17,17.13,104.217,E
80,-42.75,-14.25,2017-01-04 08:00:00,6.1,884.0,17.68,102.1,E
81,-42.75,-14.25,2017-01-04 09:00:00,5.44,884.83,19.47,105.8165,E
82,-42.75,-14.25,2017-01-04 10:00:00,5.96,885.0,20.98,113.233,SE
83,-42.75,-14.25,2017-01-04 11:00:00,6.16,885.0,22.02,116.2,SE
84,-42.75,-14.25,2017-01-04 12:00:00,5.44,884.83,23.03,132.05,SE
85,-42.75,-14.25,2017-01-04 13:00:00,5.46,884.0,24.02,131.36700000000002,SE
86,-42.75,-14.25,2017-01-04 14:00:00,6.24,883.83,23.23,122.6,SE
87,-42.75,-14.25,2017-01-04 15:00:00,4.66,883.0,24.58,121.45,SE
88,-42.75,-14.25,2017-01-04 16:00:00,6.16,883.0,25.78,125.917,SE
89,-42.75,-14.25,2017-01-04 17:00:00,6.72,883.0,25.6,115.283,SE
90,-42.75,-14.25,2017-01-04 18:00:00,8.59,882.67,24.5,106.95,E
91,-42.75,-14.25,2017-01-04 19:00:00,10.65,882.33,23.88,105.117,E
92,-42.75,-14.25,2017-01-04 20:00:00,10.62,883.0,23.62,104.1665,E
93,-42.75,-14.25,2017-01-04 21:00:00,9.78,883.0,23.6,93.917,E
94,-42.75,-14.25,2017-01-04 22:00:00,8.1,884.0,23.68,89.63300000000001,E
95,-42.75,-14.25,2017-01-04 23:00:00,6.65,884.0,22.8,94.0,E
96,-42.75,-14.25,2017-01-05 00:00:00,8.22,883.0,20.68,103.6335,E
97,-42.75,-14.25,2017-01-05 01:00:00,7.03,883.0,19.77,110.233,E
98,-42.75,-14.25,2017-01-05 02:00:00,8.18,883.0,18.72,111.983,E
99,-42.75,-14.25,2017-01-05 03:00:00,8.09,883.0,17.93,109.5,E
100,-42.75,-14.25,2017-01-05 04:00:00,8.56,883.0,17.3,111.033,E
101,-42.75,-14.25,2017-01-05 05:00:00,8.67,883.67,16.43,118.5335,SE
102,-42.75,-14.25,2017-01-05 06:00:00,8.66,884.0,16.05,117.333,SE
103,-42.75,-14.25,2017-01-05 07:00:00,8.2,884.33,16.85,108.4335,E
104,-42.75,-14.25,2017-01-05 08:00:00,9.16,885.0,18.07,97.5,E
105,-42.75,-14.25,2017-01-05 09:00:00,7.93,885.67,19.72,105.1835,E
106,-42.75,-14.25,2017-01-05 10:00:00,7.48,886.0,21.35,100.967,E
107,-42.75,-14.25,2017-01-05 11:00:00,6.91,885.33,23.05,109.2835,E
108,-42.75,-14.25,2017-01-05 12:00:00,7.39,885.0,24.25,110.133,E
109,-42.75,-14.25,2017-01-05 13:00:00,6.77,884.67,25.5,109.5165,E
110,-42.75,-14.25,2017-01-05 14:00:00,6.31,884.0,26.55,124.85,SE
111,-42.75,-14.25,2017-01-05 15:00:00,6.53,883.67,26.77,95.2835,E
112,-42.75,-14.25,2017-01-05 16:00:00,6.59,883.0,27.12,83.7835,E
113,-42.75,-14.25,2017-01-05 17:00:00,6.6,883.0,27.1,109.267,E
114,-42.75,-14.25,2017-01-05 18:00:00,8.52,883.0,26.38,104.6165,E
115,-42.75,-14.25,2017-01-05 19:00:00,8.88,883.0,26.07,98.8335,E
116,-42.75,-14.25,2017-01-05 20:00:00,8.11,883.0,25.98,93.05,E
117,-42.75,-14.25,2017-01-05 21:00:00,9.03,883.5,24.73,96.4165,E
118,-42.75,-14.25,2017-01-05 22:00:00,9.43,884.0,22.68,95.367,E
119,-42.75,-14.25,2017-01-05 23:00:00,8.95,884.0,21.47,94.4,E
120,-42.75,-14.25,2017-01-06 00:00:00,9.3,883.17,20.72,98.9165,E
121,-42.75,-14.25,2017-01-06 01:00:00,6.32,883.0,19.85,116.45,SE
122,-42.75,-14.25,2017-01-06 02:00:00,5.23,883.0,18.25,135.517,SE
123,-42.75,-14.25,2017-01-06 03:00:00,5.27,883.0,17.42,135.75,SE
124,-42.75,-14.25,2017-01-06 04:00:00,5.65,883.0,16.7,134.5,SE
125,-42.75,-14.25,2017-01-06 05:00:00,5.36,883.83,16.22,125.8,SE
126,-42.75,-14.25,2017-01-06 06:00:00,6.31,884.0,16.0,116.8835,SE
127,-42.75,-14.25,2017-01-06 07:00:00,4.74,884.0,16.27,112.417,E
128,-42.75,-14.25,2017-01-06 08:00:00,4.77,884.83,17.4,105.45,E
129,-42.75,-14.25,2017-01-06 09:00:00,6.48,885.0,19.03,111.8165,E
130,-42.75,-14.25,2017-01-06 10:00:00,6.61,885.0,20.4,113.4665,SE
131,-42.75,-14.25,2017-01-06 11:00:00,7.5,884.5,21.9,120.017,SE
132,-42.75,-14.25,2017-01-06 12:00:00,8.54,884.0,23.15,120.8165,SE
133,-42.75,-14.25,2017-01-06 13:00:00,7.88,883.67,24.05,114.9165,SE
134,-42.75,-14.25,2017-01-06 14:00:00,8.01,883.0,24.87,119.717,SE
135,-42.75,-14.25,2017-01-06 15:00:00,8.1,883.0,25.45,122.533,SE
136,-42.75,-14.25,2017-01-06 16:00:00,8.2,882.67,25.38,118.4,SE
137,-42.75,-14.25,2017-01-06 17:00:00,6.88,882.0,24.82,117.5835,SE
138,-42.75,-14.25,2017-01-06 18:00:00,7.82,882.17,24.45,123.1,SE
139,-42.75,-14.25,2017-01-06 19:00:00,8.03,883.0,23.62,90.1165,E
140,-42.75,-14.25,2017-01-06 20:00:00,9.46,883.0,23.08,99.4665,E
141,-42.75,-14.25,2017-01-06 21:00:00,8.7,883.0,22.32,116.533,SE
142,-42.75,-14.25,2017-01-06 22:00:00,8.09,883.0,21.53,110.2335,E
143,-42.75,-14.25,2017-01-06 23:00:00,8.53,883.0,20.4,120.3165,SE
144,-42.75,-14.25,2017-01-07 00:00:00,6.86,883.0,19.15,122.3,SE
145,-42.75,-14.25,2017-01-07 01:00:00,8.04,883.0,18.68,102.65,E
146,-42.75,-14.25,2017-01-07 02:00:00,7.01,882.17,18.17,89.217,E
147,-42.75,-14.25,2017-01-07 03:00:00,8.79,882.5,17.48,100.2665,E
148,-42.75,-14.25,2017-01-07 04:00:00,7.66,883.0,16.58,104.6,E
149,-42.75,-14.25,2017-01-07 05:00:00,7.35,883.67,15.92,109.35,E
150,-42.75,-14.25,2017-01-07 06:00:00,10.75,884.0,15.52,104.7335,E
151,-42.75,-14.25,2017-01-07 07:00:00,11.18,884.5,16.35,102.2665,E
152,-42.75,-14.25,2017-01-07 08:00:00,9.73,885.17,17.58,95.9165,E
153,-42.75,-14.25,2017-01-07 09:00:00,9.01,886.0,18.97,103.55,E
154,-42.75,-14.25,2017-01-07 10:00:00,7.8,886.0,20.1,102.3835,E
155,-42.75,-14.25,2017-01-07 11:00:00,7.37,885.0,21.45,95.3165,E
156,-42.75,-14.25,2017-01-07 12:00:00,6.8,884.5,23.08,108.65,E
157,-42.75,-14.25,2017-01-07 13:00:00,6.58,883.83,24.47,111.267,E
158,-42.75,-14.25,2017-01-07 14:00:00,7.48,883.17,25.33,117.65,SE
159,-42.75,-14.25,2017-01-07 15:00:00,7.53,883.0,26.05,115.3665,SE
160,-42.75,-14.25,2017-01-07 16:00:00,7.69,883.0,26.18,111.25,E
161,-42.75,-14.25,2017-01-07 17:00:00,7.88,882.83,25.88,113.5,SE
162,-42.75,-14.25,2017-01-07 18:00:00,9.16,882.67,25.22,104.183,E
163,-42.75,-14.25,2017-01-07 19:00:00,9.04,883.0,24.3,98.4335,E
164,-42.75,-14.25,2017-01-07 20:00:00,8.48,883.0,23.05,86.3165,E
165,-42.75,-14.25,2017-01-07 21:00:00,7.67,883.0,21.7,83.217,E
166,-42.75,-14.25,2017-01-07 22:00:00,7.83,883.83,20.53,81.1,E
167,-42.75,-14.25,2017-01-07 23:00:00,8.81,883.17,19.3,79.067,E
168,-42.75,-14.25,2017-01-08 00:00:00,8.94,883.0,18.55,89.4665,E
169,-42.75,-14.25,2017-01-08 01:00:00,7.77,883.0,18.02,99.517,E
170,-42.75,-14.25,2017-01-08 02:00:00,6.65,883.0,17.2,112.2835,E
171,-42.75,-14.25,2017-01-08 03:00:00,7.03,883.0,16.85,114.9835,SE
172,-42.75,-14.25,2017-01-08 04:00:00,9.48,883.0,16.43,116.2335,SE
173,-42.75,-14.25,2017-01-08 05:00:00,9.53,883.33,15.8,114.767,SE
174,-42.75,-14.25,2017-01-08 06:00:00,7.71,884.0,15.73,112.2665,E
175,-42.75,-14.25,2017-01-08 07:00:00,5.43,884.17,16.8,102.4165,E
176,-42.75,-14.25,2017-01-08 08:00:00,7.17,884.67,17.78,103.3835,E
177,-42.75,-14.25,2017-01-08 09:00:00,8.13,884.0,18.97,97.1665,E
178,-42.75,-14.25,2017-01-08 10:00:00,6.55,884.0,20.12,99.2665,E
179,-42.75,-14.25,2017-01-08 11:00:00,6.26,883.83,21.53,106.65,E
180,-42.75,-14.25,2017-01-08 12:00:00,5.67,883.0,22.67,101.9835,E
181,-42.75,-14.25,2017-01-08 13:00:00,6.02,882.5,23.67,89.667,E
182,-42.75,-14.25,2017-01-08 14:00:00,6.76,882.0,24.6,100.1335,E
183,-42.75,-14.25,2017-01-08 15:00:00,6.26,881.0,24.97,104.9165,E
184,-42.75,-14.25,2017-01-08 16:00:00,6.75,881.0,25.22,100.3165,E
185,-42.75,-14.25,2017-01-08 17:00:00,7.37,881.0,25.12,92.3,E
186,-42.75,-14.25,2017-01-08 18:00:00,6.6,881.67,24.33,84.6665,E
187,-42.75,-14.25,2017-01-08 19:00:00,5.66,882.0,23.88,80.94999999999999,E
188,-42.75,-14.25,2017-01-08 20:00:00,6.97,882.0,23.17,90.3835,E
189,-42.75,-14.25,2017-01-08 21:00:00,6.73,882.33,21.88,78.4165,E
190,-42.75,-14.25,2017-01-08 22:00:00,6.73,883.0,20.3,81.7165,E
191,-42.75,-14.25,2017-01-08 23:00:00,7.96,883.0,19.28,108.3,E
192,-42.75,-14.25,2017-01-09 00:00:00,8.23,882.67,18.4,122.433,SE
193,-42.75,-14.25,2017-01-09 01:00:00,8.94,882.0,17.78,118.8335,SE
194,-42.75,-14.25,2017-01-09 02:00:00,7.89,881.83,17.35,116.6,SE
195,-42.75,-14.25,2017-01-09 03:00:00,7.61,881.5,17.0,121.4,SE
196,-42.75,-14.25,2017-01-09 04:00:00,7.44,882.0,16.78,123.35,SE
197,-42.75,-14.25,2017-01-09 05:00:00,7.79,882.0,16.58,120.8,SE
198,-42.75,-14.25,2017-01-09 06:00:00,8.18,882.83,16.47,121.0665,SE
199,-42.75,-14.25,2017-01-09 07:00:00,7.71,883.0,16.73,119.3835,SE
200,-42.75,-14.25,2017-01-09 08:00:00,6.98,883.67,18.1,111.4,E
201,-42.75,-14.25,2017-01-09 09:00:00,6.8,884.0,19.33,113.85,SE
202,-42.75,-14.25,2017-01-09 10:00:00,6.44,884.0,20.95,118.6165,SE
203,-42.75,-14.25,2017-01-09 11:00:00,5.64,884.0,22.57,128.4,SE
204,-42.75,-14.25,2017-01-09 12:00:00,4.68,883.17,24.13,129.6,SE
205,-42.75,-14.25,2017-01-09 13:00:00,4.41,882.5,25.72,151.3,SE
206,-42.75,-14.25,2017-01-09 14:00:00,4.77,881.83,26.43,177.7665,S
207,-42.75,-14.25,2017-01-09 15:00:00,5.1,881.0,26.83,140.983,SE
208,-42.75,-14.25,2017-01-09 16:00:00,4.17,881.0,27.0,139.1,SE
209,-42.75,-14.25,2017-01-09 17:00:00,2.82,881.0,26.95,109.7335,E
210,-42.75,-14.25,2017-01-09 18:00:00,2.66,881.0,26.2,80.217,E
211,-42.75,-14.25,2017-01-09 19:00:00,4.08,881.0,26.05,93.217,E
212,-42.75,-14.25,2017-01-09 20:00:00,4.29,881.67,25.95,99.55,E
213,-42.75,-14.25,2017-01-09 21:00:00,4.39,882.0,25.88,115.9835,SE
214,-42.75,-14.25,2017-01-09 22:00:00,4.78,882.0,25.48,124.3,SE
215,-42.75,-14.25,2017-01-09 23:00:00,7.27,882.0,22.6,143.3,SE
216,-42.75,-14.25,2017-01-10 00:00:00,8.12,882.0,20.75,117.6165,SE
217,-42.75,-14.25,2017-01-10 01:00:00,8.41,881.0,19.33,112.183,E
218,-42.75,-14.25,2017-01-10 02:00:00,8.15,881.0,18.23,115.75,SE
219,-42.75,-14.25,2017-01-10 03:00:00,8.57,881.0,17.4,110.45,E
220,-42.75,-14.25,2017-01-10 04:00:00,8.64,881.0,16.78,109.2335,E
221,-42.75,-14.25,2017-01-10 05:00:00,7.41,881.0,16.23,111.6,E
222,-42.75,-14.25,2017-01-10 06:00:00,6.91,881.5,15.8,116.0335,SE
223,-42.75,-14.25,2017-01-10 07:00:00,5.77,882.0,16.95,109.75,E
224,-42.75,-14.25,2017-01-10 08:00:00,5.9,882.0,18.87,104.2,E
225,-42.75,-14.25,2017-01-10 09:00:00,6.22,882.0,20.45,105.0,E
226,-42.75,-14.25,2017-01-10 10:00:00,6.07,882.0,21.8,95.65,E
227,-42.75,-14.25,2017-01-10 11:00:00,4.25,882.0,23.83,106.05,E
228,-42.75,-14.25,2017-01-10 12:00:00,3.63,882.0,25.7,129.65,SE
229,-42.75,-14.25,2017-01-10 13:00:00,3.24,881.5,27.3,147.333,SE
230,-42.75,-14.25,2017-01-10 14:00:00,3.12,881.0,27.82,132.33350000000002,SE
231,-42.75,-14.25,2017-01-10 15:00:00,4.5,880.0,28.35,156.08350000000002,SE
232,-42.75,-14.25,2017-01-10 16:00:00,4.45,880.0,28.88,148.7,SE
233,-42.75,-14.25,2017-01-10 17:00:00,2.61,880.0,28.97,122.0,SE
234,-42.75,-14.25,2017-01-10 18:00:00,2.81,880.0,28.42,121.267,SE
235,-42.75,-14.25,2017-01-10 19:00:00,4.91,880.0,27.65,89.61699999999999,E
236,-42.75,-14.25,2017-01-10 20:00:00,5.72,880.5,27.43,97.3335,E
237,-42.75,-14.25,2017-01-10 21:00:00,6.34,881.17,26.83,81.017,E
238,-42.75,-14.25,2017-01-10 22:00:00,7.63,881.67,25.83,100.7,E
239,-42.75,-14.25,2017-01-10 23:00:00,9.01,882.0,23.53,107.5335,E
240,-42.75,-14.25,2017-01-11 00:00:00,8.47,881.83,22.35,111.1835,E
241,-42.75,-14.25,2017-01-11 01:00:00,8.26,881.0,20.72,111.267,E
242,-42.75,-14.25,2017-01-11 02:00:00,8.7,880.67,19.43,111.65,E
243,-42.75,-14.25,2017-01-11 03:00:00,9.24,880.0,18.48,111.65,E
244,-42.75,-14.25,2017-01-11 04:00:00,9.19,880.83,17.85,112.85,SE
245,-42.75,-14.25,2017-01-11 05:00:00,7.74,880.67,17.47,113.3835,SE
246,-42.75,-14.25,2017-01-11 06:00:00,6.45,881.17,17.25,113.083,SE
247,-42.75,-14.25,2017-01-11 07:00:00,3.72,882.33,17.5,108.283,E
248,-42.75,-14.25,2017-01-11 08:00:00,3.96,883.17,18.57,94.8335,E
249,-42.75,-14.25,2017-01-11 09:00:00,3.26,884.0,21.77,100.05,E
250,-42.75,-14.25,2017-01-11 10:00:00,3.18,884.0,23.6,273.933,W
251,-42.75,-14.25,2017-01-11 11:00:00,3.63,883.83,24.67,95.05,E
252,-42.75,-14.25,2017-01-11 12:00:00,3.95,883.0,25.33,122.45,SE
253,-42.75,-14.25,2017-01-11 13:00:00,4.03,882.5,26.97,132.2,SE
254,-42.75,-14.25,2017-01-11 14:00:00,4.48,881.5,27.3,133.5335,SE
255,-42.75,-14.25,2017-01-11 15:00:00,5.65,880.67,27.45,115.6335,SE
256,-42.75,-14.25,2017-01-11 16:00:00,5.71,880.0,28.15,130.983,SE
257,-42.75,-14.25,2017-01-11 17:00:00,5.99,880.0,27.6,104.433,E
258,-42.75,-14.25,2017-01-11 18:00:00,6.66,880.17,26.95,96.867,E
259,-42.75,-14.25,2017-01-11 19:00:00,8.18,881.0,26.62,104.567,E
260,-42.75,-14.25,2017-01-11 20:00:00,6.76,881.33,26.28,98.1,E
261,-42.75,-14.25,2017-01-11 21:00:00,3.75,882.0,25.87,122.9665,SE
262,-42.75,-14.25,2017-01-11 22:00:00,4.72,882.0,21.2,326.9335,NW
263,-42.75,-14.25,2017-01-11 23:00:00,5.44,882.0,21.48,328.8335,NW
264,-42.75,-14.25,2017-01-12 00:00:00,5.44,882.0,21.35,326.017,NW
265,-42.75,-14.25,2017-01-12 01:00:00,5.14,881.17,21.37,335.3665,NW
266,-42.75,-14.25,2017-01-12 02:00:00,5.44,881.0,21.42,322.017,NW
267,-42.75,-14.25,2017-01-12 03:00:00,5.01,881.0,21.22,311.25,NW
268,-42.75,-14.25,2017-01-12 04:00:00,2.9,881.33,21.0,318.65,NW
269,-42.75,-14.25,2017-01-12 05:00:00,2.0,882.0,20.57,195.317,S
270,-42.75,-14.25,2017-01-12 06:00:00,2.19,882.67,20.77,135.5,SE
271,-42.75,-14.25,2017-01-12 07:00:00,1.86,883.33,22.08,120.45,SE
272,-42.75,-14.25,2017-01-12 08:00:00,2.42,884.0,22.7,127.2165,SE
273,-42.75,-14.25,2017-01-12 09:00:00,2.04,884.0,23.17,94.867,E
274,-42.75,-14.25,2017-01-12 10:00:00,2.02,884.0,24.57,200.1335,S
275,-42.75,-14.25,2017-01-12 11:00:00,2.32,884.0,24.32,245.8665,SW
276,-42.75,-14.25,2017-01-12 12:00:00,2.54,883.83,25.1,231.0335,SW
277,-42.75,-14.25,2017-01-12 13:00:00,1.62,883.0,26.15,176.9835,S
278,-42.75,-14.25,2017-01-12 14:00:00,2.77,882.0,27.28,141.5,SE
279,-42.75,-14.25,2017-01-12 15:00:00,3.52,881.0,27.35,121.5335,SE
280,-42.75,-14.25,2017-01-12 16:00:00,4.62,880.33,27.17,109.8665,E
281,-42.75,-14.25,2017-01-12 17:00:00,3.58,880.5,26.63,73.1165,E
282,-42.75,-14.25,2017-01-12 18:00:00,4.55,880.33,26.25,79.61699999999999,E
283,-42.75,-14.25,2017-01-12 19:00:00,3.64,881.0,26.38,59.4335,NE
284,-42.75,-14.25,2017-01-12 20:00:00,3.36,881.0,25.47,32.95,NE
285,-42.75,-14.25,2017-01-12 21:00:00,7.43,881.5,22.13,240.3835,SW
286,-42.75,-14.25,2017-01-12 22:00:00,3.04,882.17,21.55,301.0335,NW
287,-42.75,-14.25,2017-01-12 23:00:00,2.26,882.0,22.48,246.517,SW
288,-42.75,-14.25,2017-01-13 00:00:00,2.6,882.0,22.65,284.4,W
289,-42.75,-14.25,2017-01-13 01:00:00,2.95,881.0,22.0,275.9665,W
290,-42.75,-14.25,2017-01-13 02:00:00,2.62,881.0,21.6,234.1165,SW
291,-42.75,-14.25,2017-01-13 03:00:00,3.83,881.0,20.6,170.13299999999998,S
292,-42.75,-14.25,2017-01-13 04:00:00,5.78,881.0,19.97,134.85000000000002,SE
293,-42.75,-14.25,2017-01-13 05:00:00,6.32,881.0,18.92,132.15,SE
294,-42.75,-14.25,2017-01-13 06:00:00,6.46,881.83,18.47,128.8335,SE
295,-42.75,-14.25,2017-01-13 07:00:00,6.42,882.0,18.4,133.60000000000002,SE
296,-42.75,-14.25,2017-01-13 08:00:00,5.97,883.0,18.67,127.867,SE
297,-42.75,-14.25,2017-01-13 09:00:00,5.43,883.0,20.0,129.65,SE
298,-42.75,-14.25,2017-01-13 10:00:00,5.15,883.5,21.22,132.9835,SE
299,-42.75,-14.25,2017-01-13 11:00:00,4.94,883.0,22.6,137.017,SE
300,-42.75,-14.25,2017-01-13 12:00:00,3.98,882.83,24.2,139.6,SE
301,-42.75,-14.25,2017-01-13 13:00:00,4.24,882.0,25.15,144.61700000000002,SE
302,-42.75,-14.25,2017-01-13 14:00:00,5.02,881.33,23.27,128.28300000000002,SE
303,-42.75,-14.25,2017-01-13 15:00:00,5.32,880.67,21.47,149.85,SE
304,-42.75,-14.25,2017-01-13 16:00:00,4.9,880.0,21.57,149.85000000000002,SE
305,-42.75,-14.25,2017-01-13 17:00:00,5.66,880.0,21.68,154.0165,SE
306,-42.75,-14.25,2017-01-13 18:00:00,5.71,880.17,21.5,139.18349999999998,SE
307,-42.75,-14.25,2017-01-13 19:00:00,6.28,881.0,21.88,127.2335,SE
308,-42.75,-14.25,2017-01-13 20:00:00,7.14,881.0,22.12,129.4665,SE
309,-42.75,-14.25,2017-01-13 21:00:00,6.95,881.17,22.15,130.18349999999998,SE
310,-42.75,-14.25,2017-01-13 22:00:00,7.92,882.0,21.88,130.96699999999998,SE
311,-42.75,-14.25,2017-01-13 23:00:00,8.38,882.0,21.13,120.2665,SE
312,-42.75,-14.25,2017-01-14 00:00:00,8.36,881.5,20.42,114.3835,SE
313,-42.75,-14.25,2017-01-14 01:00:00,8.85,881.0,19.7,113.533,SE
314,-42.75,-14.25,2017-01-14 02:00:00,8.18,881.0,18.92,116.117,SE
