;Longitude;Latitude;Valor_Pressao;Data
1555;-42.75;-14.25;1007.53;2017-03-06 19:00:00
1556;-42.75;-14.25;1007.45;2017-03-06 20:00:00
1557;-42.75;-14.25;1007.59;2017-03-06 21:00:00
1558;-42.75;-14.25;1007.97;2017-03-06 22:00:00
1559;-42.75;-14.25;1008.07;2017-03-06 23:00:00
1560;-42.75;-14.25;1009.13;2017-03-07 00:00:00
1561;-42.75;-14.25;1010.03;2017-03-07 01:00:00
1562;-42.75;-14.25;1009.99;2017-03-07 02:00:00
1563;-42.75;-14.25;1010.86;2017-03-07 03:00:00
1564;-42.75;-14.25;1010.96;2017-03-07 04:00:00
1565;-42.75;-14.25;1010.86;2017-03-07 05:00:00
1566;-42.75;-14.25;1010.99;2017-03-07 06:00:00
1567;-42.75;-14.25;1011.34;2017-03-07 07:00:00
1568;-42.75;-14.25;1011.83;2017-03-07 08:00:00
1569;-42.75;-14.25;1012.37;2017-03-07 09:00:00
1570;-42.75;-14.25;1013.06;2017-03-07 10:00:00
1571;-42.75;-14.25;1013.55;2017-03-07 11:00:00
1572;-42.75;-14.25;1013.43;2017-03-07 12:00:00
1573;-42.75;-14.25;1013.35;2017-03-07 13:00:00
1574;-42.75;-14.25;1012.63;2017-03-07 14:00:00
1575;-42.75;-14.25;1011.6;2017-03-07 15:00:00
1576;-42.75;-14.25;1010.41;2017-03-07 16:00:00
1577;-42.75;-14.25;1009.31;2017-03-07 17:00:00
1578;-42.75;-14.25;1008.58;2017-03-07 18:00:00
1579;-42.75;-14.25;1008.45;2017-03-07 19:00:00
1580;-42.75;-14.25;1008.31;2017-03-07 20:00:00
1581;-42.75;-14.25;1008.47;2017-03-07 21:00:00
1582;-42.75;-14.25;1009.12;2017-03-07 22:00:00
1583;-42.75;-14.25;1009.64;2017-03-07 23:00:00
1584;-42.75;-14.25;1010.73;2017-03-08 00:00:00
1585;-42.75;-14.25;1011.47;2017-03-08 01:00:00
1586;-42.75;-14.25;1011.77;2017-03-08 02:00:00
1587;-42.75;-14.25;1012.23;2017-03-08 03:00:00
1588;-42.75;-14.25;1012.26;2017-03-08 04:00:00
1589;-42.75;-14.25;1012.18;2017-03-08 05:00:00
1590;-42.75;-14.25;1012.03;2017-03-08 06:00:00
1591;-42.75;-14.25;1012.23;2017-03-08 07:00:00
1592;-42.75;-14.25;1012.34;2017-03-08 08:00:00
1593;-42.75;-14.25;1012.98;2017-03-08 09:00:00
1594;-42.75;-14.25;1013.71;2017-03-08 10:00:00
1595;-42.75;-14.25;1013.83;2017-03-08 11:00:00
1596;-42.75;-14.25;1014.09;2017-03-08 12:00:00
1597;-42.75;-14.25;1013.74;2017-03-08 13:00:00
1598;-42.75;-14.25;1013.13;2017-03-08 14:00:00
1599;-42.75;-14.25;1011.69;2017-03-08 15:00:00
1600;-42.75;-14.25;1010.54;2017-03-08 16:00:00
1601;-42.75;-14.25;1009.36;2017-03-08 17:00:00
1602;-42.75;-14.25;1008.75;2017-03-08 18:00:00
1603;-42.75;-14.25;1008.33;2017-03-08 19:00:00
1604;-42.75;-14.25;1007.9;2017-03-08 20:00:00
1605;-42.75;-14.25;1008.32;2017-03-08 21:00:00
1606;-42.75;-14.25;1009.12;2017-03-08 22:00:00
1607;-42.75;-14.25;1009.72;2017-03-08 23:00:00
1608;-42.75;-14.25;1010.86;2017-03-09 00:00:00
1609;-42.75;-14.25;1011.49;2017-03-09 01:00:00
1610;-42.75;-14.25;1012.04;2017-03-09 02:00:00
1611;-42.75;-14.25;1012.41;2017-03-09 03:00:00
1612;-42.75;-14.25;1012.35;2017-03-09 04:00:00
1613;-42.75;-14.25;1012.21;2017-03-09 05:00:00
1614;-42.75;-14.25;1012.12;2017-03-09 06:00:00
1615;-42.75;-14.25;1012.38;2017-03-09 07:00:00
1616;-42.75;-14.25;1012.96;2017-03-09 08:00:00
1617;-42.75;-14.25;1013.41;2017-03-09 09:00:00
1618;-42.75;-14.25;1014.7;2017-03-09 10:00:00
1619;-42.75;-14.25;1014.42;2017-03-09 11:00:00
1620;-42.75;-14.25;1014.52;2017-03-09 12:00:00
1621;-42.75;-14.25;1014.05;2017-03-09 13:00:00
1622;-42.75;-14.25;1013.08;2017-03-09 14:00:00
1623;-42.75;-14.25;1012.0;2017-03-09 15:00:00
1624;-42.75;-14.25;1010.71;2017-03-09 16:00:00
1625;-42.75;-14.25;1009.72;2017-03-09 17:00:00
1626;-42.75;-14.25;1008.72;2017-03-09 18:00:00
1627;-42.75;-14.25;1008.56;2017-03-09 19:00:00
1628;-42.75;-14.25;1008.6;2017-03-09 20:00:00
1629;-42.75;-14.25;1008.96;2017-03-09 21:00:00
1630;-42.75;-14.25;1009.73;2017-03-09 22:00:00
1631;-42.75;-14.25;1010.69;2017-03-09 23:00:00
1632;-42.75;-14.25;1011.35;2017-03-10 00:00:00
1633;-42.75;-14.25;1012.06;2017-03-10 01:00:00
1634;-42.75;-14.25;1012.44;2017-03-10 02:00:00
1635;-42.75;-14.25;1012.68;2017-03-10 03:00:00
1636;-42.75;-14.25;1012.6;2017-03-10 04:00:00
1637;-42.75;-14.25;1012.41;2017-03-10 05:00:00
1638;-42.75;-14.25;1012.31;2017-03-10 06:00:00
1639;-42.75;-14.25;1012.77;2017-03-10 07:00:00
1640;-42.75;-14.25;1013.01;2017-03-10 08:00:00
1641;-42.75;-14.25;1013.85;2017-03-10 09:00:00
1642;-42.75;-14.25;1014.32;2017-03-10 10:00:00
1643;-42.75;-14.25;1014.82;2017-03-10 11:00:00
1644;-42.75;-14.25;1015.08;2017-03-10 12:00:00
1645;-42.75;-14.25;1014.74;2017-03-10 13:00:00
1646;-42.75;-14.25;1013.91;2017-03-10 14:00:00
1647;-42.75;-14.25;1013.04;2017-03-10 15:00:00
1648;-42.75;-14.25;1011.77;2017-03-10 16:00:00
1649;-42.75;-14.25;1010.88;2017-03-10 17:00:00
1650;-42.75;-14.25;1009.92;2017-03-10 18:00:00
1651;-42.75;-14.25;1009.72;2017-03-10 19:00:00
1652;-42.75;-14.25;1009.51;2017-03-10 20:00:00
1653;-42.75;-14.25;1009.85;2017-03-10 21:00:00
1654;-42.75;-14.25;1010.38;2017-03-10 22:00:00
1655;-42.75;-14.25;1010.96;2017-03-10 23:00:00
1656;-42.75;-14.25;1011.77;2017-03-11 00:00:00
1657;-42.75;-14.25;1012.69;2017-03-11 01:00:00
1658;-42.75;-14.25;1013.19;2017-03-11 02:00:00
1659;-42.75;-14.25;1013.61;2017-03-11 03:00:00
1660;-42.75;-14.25;1013.77;2017-03-11 04:00:00
1661;-42.75;-14.25;1013.09;2017-03-11 05:00:00
1662;-42.75;-14.25;1012.87;2017-03-11 06:00:00
1663;-42.75;-14.25;1013.04;2017-03-11 07:00:00
1664;-42.75;-14.25;1013.38;2017-03-11 08:00:00
1665;-42.75;-14.25;1013.61;2017-03-11 09:00:00
1666;-42.75;-14.25;1014.63;2017-03-11 10:00:00
1667;-42.75;-14.25;1014.8;2017-03-11 11:00:00
1668;-42.75;-14.25;1014.85;2017-03-11 12:00:00
1669;-42.75;-14.25;1014.34;2017-03-11 13:00:00
1670;-42.75;-14.25;1013.58;2017-03-11 14:00:00
1671;-42.75;-14.25;1012.79;2017-03-11 15:00:00
1672;-42.75;-14.25;1011.49;2017-03-11 16:00:00
1673;-42.75;-14.25;1010.45;2017-03-11 17:00:00
1674;-42.75;-14.25;1010.02;2017-03-11 18:00:00
1675;-42.75;-14.25;1009.87;2017-03-11 19:00:00
1676;-42.75;-14.25;1009.99;2017-03-11 20:00:00
1677;-42.75;-14.25;1010.69;2017-03-11 21:00:00
1678;-42.75;-14.25;1011.02;2017-03-11 22:00:00
1679;-42.75;-14.25;1012.06;2017-03-11 23:00:00
1680;-42.75;-14.25;1013.05;2017-03-12 00:00:00
1681;-42.75;-14.25;1013.67;2017-03-12 01:00:00
1682;-42.75;-14.25;1013.85;2017-03-12 02:00:00
1683;-42.75;-14.25;1013.95;2017-03-12 03:00:00
1684;-42.75;-14.25;1013.6;2017-03-12 04:00:00
1685;-42.75;-14.25;1013.1;2017-03-12 05:00:00
1686;-42.75;-14.25;1013.33;2017-03-12 06:00:00
1687;-42.75;-14.25;1013.05;2017-03-12 07:00:00
1688;-42.75;-14.25;1013.51;2017-03-12 08:00:00
1689;-42.75;-14.25;1013.88;2017-03-12 09:00:00
1690;-42.75;-14.25;1014.63;2017-03-12 10:00:00
1691;-42.75;-14.25;1015.23;2017-03-12 11:00:00
1692;-42.75;-14.25;1014.97;2017-03-12 12:00:00
1693;-42.75;-14.25;1014.54;2017-03-12 13:00:00
1694;-42.75;-14.25;1013.71;2017-03-12 14:00:00
1695;-42.75;-14.25;1012.44;2017-03-12 15:00:00
1696;-42.75;-14.25;1011.22;2017-03-12 16:00:00
1697;-42.75;-14.25;1010.32;2017-03-12 17:00:00
1698;-42.75;-14.25;1009.58;2017-03-12 18:00:00
1699;-42.75;-14.25;1009.49;2017-03-12 19:00:00
1700;-42.75;-14.25;1009.45;2017-03-12 20:00:00
1701;-42.75;-14.25;1009.36;2017-03-12 21:00:00
1702;-42.75;-14.25;1009.81;2017-03-12 22:00:00
1703;-42.75;-14.25;1010.46;2017-03-12 23:00:00
1704;-42.75;-14.25;1011.43;2017-03-13 00:00:00
1705;-42.75;-14.25;1012.23;2017-03-13 01:00:00
1706;-42.75;-14.25;1012.37;2017-03-13 02:00:00
1707;-42.75;-14.25;1012.67;2017-03-13 03:00:00
1708;-42.75;-14.25;1012.07;2017-03-13 04:00:00
1709;-42.75;-14.25;1011.78;2017-03-13 05:00:00
1710;-42.75;-14.25;1011.89;2017-03-13 06:00:00
1711;-42.75;-14.25;1012.22;2017-03-13 07:00:00
1712;-42.75;-14.25;1012.85;2017-03-13 08:00:00
1713;-42.75;-14.25;1013.46;2017-03-13 09:00:00
1714;-42.75;-14.25;1014.4;2017-03-13 10:00:00
1715;-42.75;-14.25;1014.54;2017-03-13 11:00:00
1716;-42.75;-14.25;1014.59;2017-03-13 12:00:00
1717;-42.75;-14.25;1014.11;2017-03-13 13:00:00
1718;-42.75;-14.25;1013.3;2017-03-13 14:00:00
1719;-42.75;-14.25;1011.94;2017-03-13 15:00:00
1720;-42.75;-14.25;1010.8;2017-03-13 16:00:00
1721;-42.75;-14.25;1009.23;2017-03-13 17:00:00
1722;-42.75;-14.25;1008.57;2017-03-13 18:00:00
1723;-42.75;-14.25;1008.03;2017-03-13 19:00:00
1724;-42.75;-14.25;1007.65;2017-03-13 20:00:00
1725;-42.75;-14.25;1007.89;2017-03-13 21:00:00
1726;-42.75;-14.25;1008.5;2017-03-13 22:00:00
1727;-42.75;-14.25;1009.59;2017-03-13 23:00:00
1728;-42.75;-14.25;1009.8;2017-03-14 00:00:00
1729;-42.75;-14.25;1010.49;2017-03-14 01:00:00
1730;-42.75;-14.25;1010.96;2017-03-14 02:00:00
1731;-42.75;-14.25;1011.43;2017-03-14 03:00:00
1732;-42.75;-14.25;1011.89;2017-03-14 04:00:00
1733;-42.75;-14.25;1011.58;2017-03-14 05:00:00
1734;-42.75;-14.25;1011.78;2017-03-14 06:00:00
1735;-42.75;-14.25;1011.81;2017-03-14 07:00:00
1736;-42.75;-14.25;1012.61;2017-03-14 08:00:00
1737;-42.75;-14.25;1013.02;2017-03-14 09:00:00
1738;-42.75;-14.25;1014.11;2017-03-14 10:00:00
1739;-42.75;-14.25;1014.48;2017-03-14 11:00:00
1740;-42.75;-14.25;1014.27;2017-03-14 12:00:00
1741;-42.75;-14.25;1014.45;2017-03-14 13:00:00
1742;-42.75;-14.25;1013.24;2017-03-14 14:00:00
1743;-42.75;-14.25;1012.18;2017-03-14 15:00:00
1744;-42.75;-14.25;1011.34;2017-03-14 16:00:00
1745;-42.75;-14.25;1010.26;2017-03-14 17:00:00
1746;-42.75;-14.25;1008.92;2017-03-14 18:00:00
1747;-42.75;-14.25;1008.71;2017-03-14 19:00:00
1748;-42.75;-14.25;1008.51;2017-03-14 20:00:00
1749;-42.75;-14.25;1008.96;2017-03-14 21:00:00
1750;-42.75;-14.25;1009.31;2017-03-14 22:00:00
1751;-42.75;-14.25;1009.39;2017-03-14 23:00:00
1752;-42.75;-14.25;1010.17;2017-03-15 00:00:00
1753;-42.75;-14.25;1011.25;2017-03-15 01:00:00
1754;-42.75;-14.25;1012.17;2017-03-15 02:00:00
1755;-42.75;-14.25;1012.64;2017-03-15 03:00:00
1756;-42.75;-14.25;1012.86;2017-03-15 04:00:00
1757;-42.75;-14.25;1012.57;2017-03-15 05:00:00
1758;-42.75;-14.25;1012.75;2017-03-15 06:00:00
1759;-42.75;-14.25;1012.66;2017-03-15 07:00:00
1760;-42.75;-14.25;1013.04;2017-03-15 08:00:00
1761;-42.75;-14.25;1013.62;2017-03-15 09:00:00
1762;-42.75;-14.25;1014.48;2017-03-15 10:00:00
1763;-42.75;-14.25;1014.49;2017-03-15 11:00:00
1764;-42.75;-14.25;1014.63;2017-03-15 12:00:00
1765;-42.75;-14.25;1014.61;2017-03-15 13:00:00
1766;-42.75;-14.25;1014.09;2017-03-15 14:00:00
1767;-42.75;-14.25;1013.07;2017-03-15 15:00:00
1768;-42.75;-14.25;1012.14;2017-03-15 16:00:00
1769;-42.75;-14.25;1011.04;2017-03-15 17:00:00
1770;-42.75;-14.25;1010.56;2017-03-15 18:00:00
1771;-42.75;-14.25;1010.05;2017-03-15 19:00:00
1772;-42.75;-14.25;1010.05;2017-03-15 20:00:00
1773;-42.75;-14.25;1010.35;2017-03-15 21:00:00
1774;-42.75;-14.25;1010.82;2017-03-15 22:00:00
1775;-42.75;-14.25;1011.59;2017-03-15 23:00:00
1776;-42.75;-14.25;1012.4;2017-03-16 00:00:00
1777;-42.75;-14.25;1013.31;2017-03-16 01:00:00
1778;-42.75;-14.25;1013.8;2017-03-16 02:00:00
1779;-42.75;-14.25;1013.84;2017-03-16 03:00:00
1780;-42.75;-14.25;1013.72;2017-03-16 04:00:00
1781;-42.75;-14.25;1013.48;2017-03-16 05:00:00
1782;-42.75;-14.25;1013.3;2017-03-16 06:00:00
1783;-42.75;-14.25;1013.46;2017-03-16 07:00:00
1784;-42.75;-14.25;1013.56;2017-03-16 08:00:00
1785;-42.75;-14.25;1014.07;2017-03-16 09:00:00
1786;-42.75;-14.25;1014.43;2017-03-16 10:00:00
1787;-42.75;-14.25;1014.77;2017-03-16 11:00:00
1788;-42.75;-14.25;1014.65;2017-03-16 12:00:00
1789;-42.75;-14.25;1014.61;2017-03-16 13:00:00
1790;-42.75;-14.25;1013.97;2017-03-16 14:00:00
1791;-42.75;-14.25;1012.97;2017-03-16 15:00:00
1792;-42.75;-14.25;1012.03;2017-03-16 16:00:00
1793;-42.75;-14.25;1011.37;2017-03-16 17:00:00
1794;-42.75;-14.25;1010.61;2017-03-16 18:00:00
1795;-42.75;-14.25;1010.53;2017-03-16 19:00:00
1796;-42.75;-14.25;1010.61;2017-03-16 20:00:00
1797;-42.75;-14.25;1010.65;2017-03-16 21:00:00
1798;-42.75;-14.25;1011.06;2017-03-16 22:00:00
1799;-42.75;-14.25;1012.18;2017-03-16 23:00:00
1800;-42.75;-14.25;1012.92;2017-03-17 00:00:00
1801;-42.75;-14.25;1013.03;2017-03-17 01:00:00
1802;-42.75;-14.25;1013.17;2017-03-17 02:00:00
1803;-42.75;-14.25;1013.22;2017-03-17 03:00:00
1804;-42.75;-14.25;1013.27;2017-03-17 04:00:00
1805;-42.75;-14.25;1013.09;2017-03-17 05:00:00
1806;-42.75;-14.25;1013.12;2017-03-17 06:00:00
1807;-42.75;-14.25;1013.2;2017-03-17 07:00:00
1808;-42.75;-14.25;1013.61;2017-03-17 08:00:00
1809;-42.75;-14.25;1013.75;2017-03-17 09:00:00
1810;-42.75;-14.25;1014.49;2017-03-17 10:00:00
1811;-42.75;-14.25;1014.47;2017-03-17 11:00:00
1812;-42.75;-14.25;1014.96;2017-03-17 12:00:00
1813;-42.75;-14.25;1014.59;2017-03-17 13:00:00
1814;-42.75;-14.25;1013.78;2017-03-17 14:00:00
1815;-42.75;-14.25;1012.72;2017-03-17 15:00:00
1816;-42.75;-14.25;1011.51;2017-03-17 16:00:00
1817;-42.75;-14.25;1010.36;2017-03-17 17:00:00
1818;-42.75;-14.25;1009.51;2017-03-17 18:00:00
1819;-42.75;-14.25;1009.17;2017-03-17 19:00:00
1820;-42.75;-14.25;1008.81;2017-03-17 20:00:00
1821;-42.75;-14.25;1009.52;2017-03-17 21:00:00
1822;-42.75;-14.25;1010.02;2017-03-17 22:00:00
1823;-42.75;-14.25;1011.13;2017-03-17 23:00:00
1824;-42.75;-14.25;1012.32;2017-03-18 00:00:00
1825;-42.75;-14.25;1013.14;2017-03-18 01:00:00
1826;-42.75;-14.25;1013.13;2017-03-18 02:00:00
1827;-42.75;-14.25;1013.29;2017-03-18 03:00:00
1828;-42.75;-14.25;1012.98;2017-03-18 04:00:00
1829;-42.75;-14.25;1012.4;2017-03-18 05:00:00
1830;-42.75;-14.25;1012.52;2017-03-18 06:00:00
1831;-42.75;-14.25;1012.6;2017-03-18 07:00:00
1832;-42.75;-14.25;1012.85;2017-03-18 08:00:00
1833;-42.75;-14.25;1013.36;2017-03-18 09:00:00
1834;-42.75;-14.25;1014.36;2017-03-18 10:00:00
1835;-42.75;-14.25;1014.77;2017-03-18 11:00:00
1836;-42.75;-14.25;1015.0;2017-03-18 12:00:00
1837;-42.75;-14.25;1015.19;2017-03-18 13:00:00
1838;-42.75;-14.25;1014.73;2017-03-18 14:00:00
1839;-42.75;-14.25;1013.19;2017-03-18 15:00:00
1840;-42.75;-14.25;1012.11;2017-03-18 16:00:00
1841;-42.75;-14.25;1010.98;2017-03-18 17:00:00
1842;-42.75;-14.25;1010.12;2017-03-18 18:00:00
1843;-42.75;-14.25;1009.5;2017-03-18 19:00:00
1844;-42.75;-14.25;1008.95;2017-03-18 20:00:00
1845;-42.75;-14.25;1009.39;2017-03-18 21:00:00
1846;-42.75;-14.25;1010.06;2017-03-18 22:00:00
1847;-42.75;-14.25;1011.66;2017-03-18 23:00:00
1848;-42.75;-14.25;1013.03;2017-03-19 00:00:00
1849;-42.75;-14.25;1013.68;2017-03-19 01:00:00
1850;-42.75;-14.25;1014.06;2017-03-19 02:00:00
1851;-42.75;-14.25;1013.84;2017-03-19 03:00:00
1852;-42.75;-14.25;1013.93;2017-03-19 04:00:00
1853;-42.75;-14.25;1013.61;2017-03-19 05:00:00
1854;-42.75;-14.25;1014.04;2017-03-19 06:00:00
1855;-42.75;-14.25;1013.96;2017-03-19 07:00:00
1856;-42.75;-14.25;1014.57;2017-03-19 08:00:00
1857;-42.75;-14.25;1015.18;2017-03-19 09:00:00
1858;-42.75;-14.25;1016.2;2017-03-19 10:00:00
1859;-42.75;-14.25;1016.51;2017-03-19 11:00:00
1860;-42.75;-14.25;1016.46;2017-03-19 12:00:00
1861;-42.75;-14.25;1016.12;2017-03-19 13:00:00
1862;-42.75;-14.25;1015.06;2017-03-19 14:00:00
1863;-42.75;-14.25;1013.92;2017-03-19 15:00:00
1864;-42.75;-14.25;1012.45;2017-03-19 16:00:00
1865;-42.75;-14.25;1011.22;2017-03-19 17:00:00
1866;-42.75;-14.25;1010.54;2017-03-19 18:00:00
1867;-42.75;-14.25;1010.01;2017-03-19 19:00:00
1868;-42.75;-14.25;1009.95;2017-03-19 20:00:00
1869;-42.75;-14.25;1009.99;2017-03-19 21:00:00
1870;-42.75;-14.25;1010.62;2017-03-19 22:00:00
1871;-42.75;-14.25;1011.47;2017-03-19 23:00:00
1872;-42.75;-14.25;1012.2;2017-03-20 00:00:00
1873;-42.75;-14.25;1012.7;2017-03-20 01:00:00
1874;-42.75;-14.25;1012.8;2017-03-20 02:00:00
1875;-42.75;-14.25;1013.0;2017-03-20 03:00:00
1876;-42.75;-14.25;1012.74;2017-03-20 04:00:00
1877;-42.75;-14.25;1012.73;2017-03-20 05:00:00
1878;-42.75;-14.25;1012.82;2017-03-20 06:00:00
1879;-42.75;-14.25;1013.17;2017-03-20 07:00:00
1880;-42.75;-14.25;1013.66;2017-03-20 08:00:00
1881;-42.75;-14.25;1014.13;2017-03-20 09:00:00
1882;-42.75;-14.25;1014.77;2017-03-20 10:00:00
1883;-42.75;-14.25;1015.38;2017-03-20 11:00:00
1884;-42.75;-14.25;1015.43;2017-03-20 12:00:00
1885;-42.75;-14.25;1015.28;2017-03-20 13:00:00
1886;-42.75;-14.25;1014.89;2017-03-20 14:00:00
1887;-42.75;-14.25;1013.74;2017-03-20 15:00:00
1888;-42.75;-14.25;1012.35;2017-03-20 16:00:00
1889;-42.75;-14.25;1011.23;2017-03-20 17:00:00
1890;-42.75;-14.25;1010.6;2017-03-20 18:00:00
1891;-42.75;-14.25;1010.25;2017-03-20 19:00:00
1892;-42.75;-14.25;1009.96;2017-03-20 20:00:00
1893;-42.75;-14.25;1010.51;2017-03-20 21:00:00
1894;-42.75;-14.25;1011.14;2017-03-20 22:00:00
1895;-42.75;-14.25;1011.78;2017-03-20 23:00:00
1896;-42.75;-14.25;1012.47;2017-03-21 00:00:00
1897;-42.75;-14.25;1013.16;2017-03-21 01:00:00
1898;-42.75;-14.25;1013.21;2017-03-21 02:00:00
1899;-42.75;-14.25;1013.29;2017-03-21 03:00:00
1900;-42.75;-14.25;1013.16;2017-03-21 04:00:00
1901;-42.75;-14.25;1013.11;2017-03-21 05:00:00
1902;-42.75;-14.25;1013.12;2017-03-21 06:00:00
1903;-42.75;-14.25;1013.44;2017-03-21 07:00:00
1904;-42.75;-14.25;1014.07;2017-03-21 08:00:00
1905;-42.75;-14.25;1014.66;2017-03-21 09:00:00
1906;-42.75;-14.25;1015.39;2017-03-21 10:00:00
1907;-42.75;-14.25;1015.57;2017-03-21 11:00:00
1908;-42.75;-14.25;1016.25;2017-03-21 12:00:00
1909;-42.75;-14.25;1016.05;2017-03-21 13:00:00
1910;-42.75;-14.25;1015.45;2017-03-21 14:00:00
1911;-42.75;-14.25;1014.53;2017-03-21 15:00:00
1912;-42.75;-14.25;1013.35;2017-03-21 16:00:00
1913;-42.75;-14.25;1012.37;2017-03-21 17:00:00
1914;-42.75;-14.25;1011.91;2017-03-21 18:00:00
1915;-42.75;-14.25;1011.1;2017-03-21 19:00:00
1916;-42.75;-14.25;1011.54;2017-03-21 20:00:00
1917;-42.75;-14.25;1013.26;2017-03-21 21:00:00
1918;-42.75;-14.25;1014.23;2017-03-21 22:00:00
1919;-42.75;-14.25;1014.76;2017-03-21 23:00:00
1920;-42.75;-14.25;1015.38;2017-03-22 00:00:00
1921;-42.75;-14.25;1016.23;2017-03-22 01:00:00
1922;-42.75;-14.25;1015.82;2017-03-22 02:00:00
1923;-42.75;-14.25;1015.55;2017-03-22 03:00:00
1924;-42.75;-14.25;1015.73;2017-03-22 04:00:00
1925;-42.75;-14.25;1015.21;2017-03-22 05:00:00
1926;-42.75;-14.25;1015.58;2017-03-22 06:00:00
1927;-42.75;-14.25;1015.35;2017-03-22 07:00:00
1928;-42.75;-14.25;1015.9;2017-03-22 08:00:00
1929;-42.75;-14.25;1016.32;2017-03-22 09:00:00
1930;-42.75;-14.25;1017.2;2017-03-22 10:00:00
1931;-42.75;-14.25;1017.7;2017-03-22 11:00:00
1932;-42.75;-14.25;1018.1;2017-03-22 12:00:00
1933;-42.75;-14.25;1017.59;2017-03-22 13:00:00
1934;-42.75;-14.25;1016.79;2017-03-22 14:00:00
1935;-42.75;-14.25;1015.25;2017-03-22 15:00:00
1936;-42.75;-14.25;1013.79;2017-03-22 16:00:00
1937;-42.75;-14.25;1012.69;2017-03-22 17:00:00
1938;-42.75;-14.25;1012.22;2017-03-22 18:00:00
1939;-42.75;-14.25;1011.91;2017-03-22 19:00:00
1940;-42.75;-14.25;1011.71;2017-03-22 20:00:00
1941;-42.75;-14.25;1012.11;2017-03-22 21:00:00
1942;-42.75;-14.25;1012.74;2017-03-22 22:00:00
1943;-42.75;-14.25;1013.38;2017-03-22 23:00:00
1944;-42.75;-14.25;1013.74;2017-03-23 00:00:00
1945;-42.75;-14.25;1014.51;2017-03-23 01:00:00
1946;-42.75;-14.25;1014.71;2017-03-23 02:00:00
1947;-42.75;-14.25;1015.21;2017-03-23 03:00:00
1948;-42.75;-14.25;1015.07;2017-03-23 04:00:00
1949;-42.75;-14.25;1014.82;2017-03-23 05:00:00
1950;-42.75;-14.25;1015.08;2017-03-23 06:00:00
1951;-42.75;-14.25;1014.89;2017-03-23 07:00:00
1952;-42.75;-14.25;1015.31;2017-03-23 08:00:00
1953;-42.75;-14.25;1015.84;2017-03-23 09:00:00
1954;-42.75;-14.25;1016.65;2017-03-23 10:00:00
1955;-42.75;-14.25;1017.25;2017-03-23 11:00:00
1956;-42.75;-14.25;1017.28;2017-03-23 12:00:00
1957;-42.75;-14.25;1016.89;2017-03-23 13:00:00
1958;-42.75;-14.25;1015.67;2017-03-23 14:00:00
1959;-42.75;-14.25;1013.92;2017-03-23 15:00:00
1960;-42.75;-14.25;1012.31;2017-03-23 16:00:00
1961;-42.75;-14.25;1010.81;2017-03-23 17:00:00
1962;-42.75;-14.25;1009.91;2017-03-23 18:00:00
1963;-42.75;-14.25;1009.74;2017-03-23 19:00:00
1964;-42.75;-14.25;1009.72;2017-03-23 20:00:00
1965;-42.75;-14.25;1010.18;2017-03-23 21:00:00
1966;-42.75;-14.25;1009.78;2017-03-23 22:00:00
1967;-42.75;-14.25;1010.87;2017-03-23 23:00:00
1968;-42.75;-14.25;1011.37;2017-03-24 00:00:00
1969;-42.75;-14.25;1011.83;2017-03-24 01:00:00
1970;-42.75;-14.25;1012.51;2017-03-24 02:00:00
1971;-42.75;-14.25;1012.92;2017-03-24 03:00:00
1972;-42.75;-14.25;1012.72;2017-03-24 04:00:00
1973;-42.75;-14.25;1012.94;2017-03-24 05:00:00
1974;-42.75;-14.25;1013.09;2017-03-24 06:00:00
1975;-42.75;-14.25;1013.45;2017-03-24 07:00:00
1976;-42.75;-14.25;1013.93;2017-03-24 08:00:00
1977;-42.75;-14.25;1014.22;2017-03-24 09:00:00
1978;-42.75;-14.25;1014.78;2017-03-24 10:00:00
1979;-42.75;-14.25;1015.27;2017-03-24 11:00:00
1980;-42.75;-14.25;1015.36;2017-03-24 12:00:00
1981;-42.75;-14.25;1014.98;2017-03-24 13:00:00
1982;-42.75;-14.25;1014.38;2017-03-24 14:00:00
1983;-42.75;-14.25;1013.05;2017-03-24 15:00:00
1984;-42.75;-14.25;1011.59;2017-03-24 16:00:00
1985;-42.75;-14.25;1010.45;2017-03-24 17:00:00
1986;-42.75;-14.25;1009.58;2017-03-24 18:00:00
1987;-42.75;-14.25;1009.27;2017-03-24 19:00:00
1988;-42.75;-14.25;1009.08;2017-03-24 20:00:00
1989;-42.75;-14.25;1009.25;2017-03-24 21:00:00
1990;-42.75;-14.25;1009.48;2017-03-24 22:00:00
1991;-42.75;-14.25;1010.31;2017-03-24 23:00:00
1992;-42.75;-14.25;1010.99;2017-03-25 00:00:00
1993;-42.75;-14.25;1012.2;2017-03-25 01:00:00
1994;-42.75;-14.25;1012.39;2017-03-25 02:00:00
1995;-42.75;-14.25;1012.38;2017-03-25 03:00:00
1996;-42.75;-14.25;1011.94;2017-03-25 04:00:00
1997;-42.75;-14.25;1011.74;2017-03-25 05:00:00
1998;-42.75;-14.25;1011.85;2017-03-25 06:00:00
1999;-42.75;-14.25;1012.08;2017-03-25 07:00:00
2000;-42.75;-14.25;1012.42;2017-03-25 08:00:00
2001;-42.75;-14.25;1013.01;2017-03-25 09:00:00
2002;-42.75;-14.25;1013.94;2017-03-25 10:00:00
2003;-42.75;-14.25;1014.49;2017-03-25 11:00:00
2004;-42.75;-14.25;1014.45;2017-03-25 12:00:00
