;Longitude;Latitude;Data;Magnitude_Verif
0;-42.75;-14.25;2017-01-01 00:00:00;9.82
1;-42.75;-14.25;2017-01-01 01:00:00;8.74
2;-42.75;-14.25;2017-01-01 02:00:00;8.45
3;-42.75;-14.25;2017-01-01 03:00:00;9.18
4;-42.75;-14.25;2017-01-01 04:00:00;9.19
5;-42.75;-14.25;2017-01-01 05:00:00;9.36
6;-42.75;-14.25;2017-01-01 06:00:00;8.4
7;-42.75;-14.25;2017-01-01 07:00:00;7.4
8;-42.75;-14.25;2017-01-01 08:00:00;7.83
9;-42.75;-14.25;2017-01-01 09:00:00;7.38
10;-42.75;-14.25;2017-01-01 10:00:00;7.1
11;-42.75;-14.25;2017-01-01 11:00:00;6.6
12;-42.75;-14.25;2017-01-01 12:00:00;6.44
13;-42.75;-14.25;2017-01-01 13:00:00;5.56
14;-42.75;-14.25;2017-01-01 14:00:00;5.45
15;-42.75;-14.25;2017-01-01 15:00:00;4.1
16;-42.75;-14.25;2017-01-01 16:00:00;3.74
17;-42.75;-14.25;2017-01-01 17:00:00;3.6
18;-42.75;-14.25;2017-01-01 18:00:00;5.54
19;-42.75;-14.25;2017-01-01 19:00:00;6.07
20;-42.75;-14.25;2017-01-01 20:00:00;5.7
21;-42.75;-14.25;2017-01-01 21:00:00;6.79
22;-42.75;-14.25;2017-01-01 22:00:00;7.78
23;-42.75;-14.25;2017-01-01 23:00:00;8.66
24;-42.75;-14.25;2017-01-02 00:00:00;7.84
25;-42.75;-14.25;2017-01-02 01:00:00;7.73
26;-42.75;-14.25;2017-01-02 02:00:00;7.41
27;-42.75;-14.25;2017-01-02 03:00:00;6.97
28;-42.75;-14.25;2017-01-02 04:00:00;7.18
29;-42.75;-14.25;2017-01-02 05:00:00;6.78
30;-42.75;-14.25;2017-01-02 06:00:00;5.89
31;-42.75;-14.25;2017-01-02 07:00:00;5.66
32;-42.75;-14.25;2017-01-02 08:00:00;4.96
33;-42.75;-14.25;2017-01-02 09:00:00;5.16
34;-42.75;-14.25;2017-01-02 10:00:00;4.95
35;-42.75;-14.25;2017-01-02 11:00:00;4.93
36;-42.75;-14.25;2017-01-02 12:00:00;4.73
37;-42.75;-14.25;2017-01-02 13:00:00;4.46
38;-42.75;-14.25;2017-01-02 14:00:00;4.45
39;-42.75;-14.25;2017-01-02 15:00:00;3.89
40;-42.75;-14.25;2017-01-02 16:00:00;2.92
41;-42.75;-14.25;2017-01-02 17:00:00;2.77
42;-42.75;-14.25;2017-01-02 18:00:00;2.04
43;-42.75;-14.25;2017-01-02 19:00:00;2.14
44;-42.75;-14.25;2017-01-02 20:00:00;4.08
45;-42.75;-14.25;2017-01-02 21:00:00;4.45
46;-42.75;-14.25;2017-01-02 22:00:00;4.81
47;-42.75;-14.25;2017-01-02 23:00:00;6.78
48;-42.75;-14.25;2017-01-03 00:00:00;6.09
49;-42.75;-14.25;2017-01-03 01:00:00;6.36
50;-42.75;-14.25;2017-01-03 02:00:00;5.5
51;-42.75;-14.25;2017-01-03 03:00:00;5.85
52;-42.75;-14.25;2017-01-03 04:00:00;5.7
53;-42.75;-14.25;2017-01-03 05:00:00;4.65
54;-42.75;-14.25;2017-01-03 06:00:00;4.78
55;-42.75;-14.25;2017-01-03 07:00:00;4.17
56;-42.75;-14.25;2017-01-03 08:00:00;3.86
57;-42.75;-14.25;2017-01-03 09:00:00;4.39
58;-42.75;-14.25;2017-01-03 10:00:00;4.12
59;-42.75;-14.25;2017-01-03 11:00:00;4.62
60;-42.75;-14.25;2017-01-03 12:00:00;4.4
61;-42.75;-14.25;2017-01-03 13:00:00;4.5
62;-42.75;-14.25;2017-01-03 14:00:00;4.1
63;-42.75;-14.25;2017-01-03 15:00:00;4.43
64;-42.75;-14.25;2017-01-03 16:00:00;5.94
65;-42.75;-14.25;2017-01-03 17:00:00;6.26
66;-42.75;-14.25;2017-01-03 18:00:00;9.34
67;-42.75;-14.25;2017-01-03 19:00:00;9.23
68;-42.75;-14.25;2017-01-03 20:00:00;8.13
69;-42.75;-14.25;2017-01-03 21:00:00;10.27
70;-42.75;-14.25;2017-01-03 22:00:00;12.43
71;-42.75;-14.25;2017-01-03 23:00:00;11.33
72;-42.75;-14.25;2017-01-04 00:00:00;11.4
73;-42.75;-14.25;2017-01-04 01:00:00;8.25
74;-42.75;-14.25;2017-01-04 02:00:00;6.05
75;-42.75;-14.25;2017-01-04 03:00:00;6.7
76;-42.75;-14.25;2017-01-04 04:00:00;7.93
77;-42.75;-14.25;2017-01-04 05:00:00;7.45
78;-42.75;-14.25;2017-01-04 06:00:00;7.26
79;-42.75;-14.25;2017-01-04 07:00:00;5.62
80;-42.75;-14.25;2017-01-04 08:00:00;6.1
81;-42.75;-14.25;2017-01-04 09:00:00;5.44
82;-42.75;-14.25;2017-01-04 10:00:00;5.96
83;-42.75;-14.25;2017-01-04 11:00:00;6.16
84;-42.75;-14.25;2017-01-04 12:00:00;5.44
85;-42.75;-14.25;2017-01-04 13:00:00;5.46
86;-42.75;-14.25;2017-01-04 14:00:00;6.24
87;-42.75;-14.25;2017-01-04 15:00:00;4.66
88;-42.75;-14.25;2017-01-04 16:00:00;6.16
89;-42.75;-14.25;2017-01-04 17:00:00;6.72
90;-42.75;-14.25;2017-01-04 18:00:00;8.59
91;-42.75;-14.25;2017-01-04 19:00:00;10.65
92;-42.75;-14.25;2017-01-04 20:00:00;10.62
93;-42.75;-14.25;2017-01-04 21:00:00;9.78
94;-42.75;-14.25;2017-01-04 22:00:00;8.1
95;-42.75;-14.25;2017-01-04 23:00:00;6.65
96;-42.75;-14.25;2017-01-05 00:00:00;8.22
97;-42.75;-14.25;2017-01-05 01:00:00;7.03
98;-42.75;-14.25;2017-01-05 02:00:00;8.18
99;-42.75;-14.25;2017-01-05 03:00:00;8.09
100;-42.75;-14.25;2017-01-05 04:00:00;8.56
101;-42.75;-14.25;2017-01-05 05:00:00;8.67
102;-42.75;-14.25;2017-01-05 06:00:00;8.66
103;-42.75;-14.25;2017-01-05 07:00:00;8.2
104;-42.75;-14.25;2017-01-05 08:00:00;9.16
105;-42.75;-14.25;2017-01-05 09:00:00;7.93
106;-42.75;-14.25;2017-01-05 10:00:00;7.48
107;-42.75;-14.25;2017-01-05 11:00:00;6.91
108;-42.75;-14.25;2017-01-05 12:00:00;7.39
109;-42.75;-14.25;2017-01-05 13:00:00;6.77
110;-42.75;-14.25;2017-01-05 14:00:00;6.31
111;-42.75;-14.25;2017-01-05 15:00:00;6.53
112;-42.75;-14.25;2017-01-05 16:00:00;6.59
113;-42.75;-14.25;2017-01-05 17:00:00;6.6
114;-42.75;-14.25;2017-01-05 18:00:00;8.52
115;-42.75;-14.25;2017-01-05 19:00:00;8.88
116;-42.75;-14.25;2017-01-05 20:00:00;8.11
117;-42.75;-14.25;2017-01-05 21:00:00;9.03
118;-42.75;-14.25;2017-01-05 22:00:00;9.43
119;-42.75;-14.25;2017-01-05 23:00:00;8.95
120;-42.75;-14.25;2017-01-06 00:00:00;9.3
121;-42.75;-14.25;2017-01-06 01:00:00;6.32
122;-42.75;-14.25;2017-01-06 02:00:00;5.23
123;-42.75;-14.25;2017-01-06 03:00:00;5.27
124;-42.75;-14.25;2017-01-06 04:00:00;5.65
125;-42.75;-14.25;2017-01-06 05:00:00;5.36
126;-42.75;-14.25;2017-01-06 06:00:00;6.31
127;-42.75;-14.25;2017-01-06 07:00:00;4.74
128;-42.75;-14.25;2017-01-06 08:00:00;4.77
129;-42.75;-14.25;2017-01-06 09:00:00;6.48
130;-42.75;-14.25;2017-01-06 10:00:00;6.61
131;-42.75;-14.25;2017-01-06 11:00:00;7.5
132;-42.75;-14.25;2017-01-06 12:00:00;8.54
133;-42.75;-14.25;2017-01-06 13:00:00;7.88
134;-42.75;-14.25;2017-01-06 14:00:00;8.01
135;-42.75;-14.25;2017-01-06 15:00:00;8.1
136;-42.75;-14.25;2017-01-06 16:00:00;8.2
137;-42.75;-14.25;2017-01-06 17:00:00;6.88
138;-42.75;-14.25;2017-01-06 18:00:00;7.82
139;-42.75;-14.25;2017-01-06 19:00:00;8.03
140;-42.75;-14.25;2017-01-06 20:00:00;9.46
141;-42.75;-14.25;2017-01-06 21:00:00;8.7
142;-42.75;-14.25;2017-01-06 22:00:00;8.09
143;-42.75;-14.25;2017-01-06 23:00:00;8.53
144;-42.75;-14.25;2017-01-07 00:00:00;6.86
145;-42.75;-14.25;2017-01-07 01:00:00;8.04
146;-42.75;-14.25;2017-01-07 02:00:00;7.01
147;-42.75;-14.25;2017-01-07 03:00:00;8.79
148;-42.75;-14.25;2017-01-07 04:00:00;7.66
149;-42.75;-14.25;2017-01-07 05:00:00;7.35
150;-42.75;-14.25;2017-01-07 06:00:00;10.75
151;-42.75;-14.25;2017-01-07 07:00:00;11.18
152;-42.75;-14.25;2017-01-07 08:00:00;9.73
153;-42.75;-14.25;2017-01-07 09:00:00;9.01
154;-42.75;-14.25;2017-01-07 10:00:00;7.8
155;-42.75;-14.25;2017-01-07 11:00:00;7.37
156;-42.75;-14.25;2017-01-07 12:00:00;6.8
157;-42.75;-14.25;2017-01-07 13:00:00;6.58
158;-42.75;-14.25;2017-01-07 14:00:00;7.48
159;-42.75;-14.25;2017-01-07 15:00:00;7.53
160;-42.75;-14.25;2017-01-07 16:00:00;7.69
161;-42.75;-14.25;2017-01-07 17:00:00;7.88
162;-42.75;-14.25;2017-01-07 18:00:00;9.16
163;-42.75;-14.25;2017-01-07 19:00:00;9.04
164;-42.75;-14.25;2017-01-07 20:00:00;8.48
165;-42.75;-14.25;2017-01-07 21:00:00;7.67
166;-42.75;-14.25;2017-01-07 22:00:00;7.83
167;-42.75;-14.25;2017-01-07 23:00:00;8.81
168;-42.75;-14.25;2017-01-08 00:00:00;8.94
169;-42.75;-14.25;2017-01-08 01:00:00;7.77
170;-42.75;-14.25;2017-01-08 02:00:00;6.65
171;-42.75;-14.25;2017-01-08 03:00:00;7.03
172;-42.75;-14.25;2017-01-08 04:00:00;9.48
173;-42.75;-14.25;2017-01-08 05:00:00;9.53
174;-42.75;-14.25;2017-01-08 06:00:00;7.71
175;-42.75;-14.25;2017-01-08 07:00:00;5.43
176;-42.75;-14.25;2017-01-08 08:00:00;7.17
177;-42.75;-14.25;2017-01-08 09:00:00;8.13
178;-42.75;-14.25;2017-01-08 10:00:00;6.55
179;-42.75;-14.25;2017-01-08 11:00:00;6.26
180;-42.75;-14.25;2017-01-08 12:00:00;5.67
181;-42.75;-14.25;2017-01-08 13:00:00;6.02
182;-42.75;-14.25;2017-01-08 14:00:00;6.76
183;-42.75;-14.25;2017-01-08 15:00:00;6.26
184;-42.75;-14.25;2017-01-08 16:00:00;6.75
185;-42.75;-14.25;2017-01-08 17:00:00;7.37
186;-42.75;-14.25;2017-01-08 18:00:00;6.6
187;-42.75;-14.25;2017-01-08 19:00:00;5.66
188;-42.75;-14.25;2017-01-08 20:00:00;6.97
189;-42.75;-14.25;2017-01-08 21:00:00;6.73
190;-42.75;-14.25;2017-01-08 22:00:00;6.73
191;-42.75;-14.25;2017-01-08 23:00:00;7.96
192;-42.75;-14.25;2017-01-09 00:00:00;8.23
193;-42.75;-14.25;2017-01-09 01:00:00;8.94
194;-42.75;-14.25;2017-01-09 02:00:00;7.89
195;-42.75;-14.25;2017-01-09 03:00:00;7.61
196;-42.75;-14.25;2017-01-09 04:00:00;7.44
197;-42.75;-14.25;2017-01-09 05:00:00;7.79
198;-42.75;-14.25;2017-01-09 06:00:00;8.18
199;-42.75;-14.25;2017-01-09 07:00:00;7.71
200;-42.75;-14.25;2017-01-09 08:00:00;6.98
201;-42.75;-14.25;2017-01-09 09:00:00;6.8
202;-42.75;-14.25;2017-01-09 10:00:00;6.44
203;-42.75;-14.25;2017-01-09 11:00:00;5.64
204;-42.75;-14.25;2017-01-09 12:00:00;4.68
205;-42.75;-14.25;2017-01-09 13:00:00;4.41
206;-42.75;-14.25;2017-01-09 14:00:00;4.77
207;-42.75;-14.25;2017-01-09 15:00:00;5.1
208;-42.75;-14.25;2017-01-09 16:00:00;4.17
209;-42.75;-14.25;2017-01-09 17:00:00;2.82
210;-42.75;-14.25;2017-01-09 18:00:00;2.66
211;-42.75;-14.25;2017-01-09 19:00:00;4.08
212;-42.75;-14.25;2017-01-09 20:00:00;4.29
213;-42.75;-14.25;2017-01-09 21:00:00;4.39
214;-42.75;-14.25;2017-01-09 22:00:00;4.78
215;-42.75;-14.25;2017-01-09 23:00:00;7.27
216;-42.75;-14.25;2017-01-10 00:00:00;8.12
217;-42.75;-14.25;2017-01-10 01:00:00;8.41
218;-42.75;-14.25;2017-01-10 02:00:00;8.15
219;-42.75;-14.25;2017-01-10 03:00:00;8.57
220;-42.75;-14.25;2017-01-10 04:00:00;8.64
221;-42.75;-14.25;2017-01-10 05:00:00;7.41
222;-42.75;-14.25;2017-01-10 06:00:00;6.91
223;-42.75;-14.25;2017-01-10 07:00:00;5.77
224;-42.75;-14.25;2017-01-10 08:00:00;5.9
225;-42.75;-14.25;2017-01-10 09:00:00;6.22
226;-42.75;-14.25;2017-01-10 10:00:00;6.07
227;-42.75;-14.25;2017-01-10 11:00:00;4.25
228;-42.75;-14.25;2017-01-10 12:00:00;3.63
229;-42.75;-14.25;2017-01-10 13:00:00;3.24
230;-42.75;-14.25;2017-01-10 14:00:00;3.12
231;-42.75;-14.25;2017-01-10 15:00:00;4.5
232;-42.75;-14.25;2017-01-10 16:00:00;4.45
233;-42.75;-14.25;2017-01-10 17:00:00;2.61
234;-42.75;-14.25;2017-01-10 18:00:00;2.81
235;-42.75;-14.25;2017-01-10 19:00:00;4.91
236;-42.75;-14.25;2017-01-10 20:00:00;5.72
237;-42.75;-14.25;2017-01-10 21:00:00;6.34
238;-42.75;-14.25;2017-01-10 22:00:00;7.63
239;-42.75;-14.25;2017-01-10 23:00:00;9.01
240;-42.75;-14.25;2017-01-11 00:00:00;8.47
241;-42.75;-14.25;2017-01-11 01:00:00;8.26
242;-42.75;-14.25;2017-01-11 02:00:00;8.7
243;-42.75;-14.25;2017-01-11 03:00:00;9.24
244;-42.75;-14.25;2017-01-11 04:00:00;9.19
245;-42.75;-14.25;2017-01-11 05:00:00;7.74
246;-42.75;-14.25;2017-01-11 06:00:00;6.45
247;-42.75;-14.25;2017-01-11 07:00:00;3.72
248;-42.75;-14.25;2017-01-11 08:00:00;3.96
249;-42.75;-14.25;2017-01-11 09:00:00;3.26
250;-42.75;-14.25;2017-01-11 10:00:00;3.18
251;-42.75;-14.25;2017-01-11 11:00:00;3.63
252;-42.75;-14.25;2017-01-11 12:00:00;3.95
253;-42.75;-14.25;2017-01-11 13:00:00;4.03
254;-42.75;-14.25;2017-01-11 14:00:00;4.48
255;-42.75;-14.25;2017-01-11 15:00:00;5.65
256;-42.75;-14.25;2017-01-11 16:00:00;5.71
257;-42.75;-14.25;2017-01-11 17:00:00;5.99
258;-42.75;-14.25;2017-01-11 18:00:00;6.66
259;-42.75;-14.25;2017-01-11 19:00:00;8.18
260;-42.75;-14.25;2017-01-11 20:00:00;6.76
261;-42.75;-14.25;2017-01-11 21:00:00;3.75
262;-42.75;-14.25;2017-01-11 22:00:00;4.72
263;-42.75;-14.25;2017-01-11 23:00:00;5.44
264;-42.75;-14.25;2017-01-12 00:00:00;5.44
265;-42.75;-14.25;2017-01-12 01:00:00;5.14
266;-42.75;-14.25;2017-01-12 02:00:00;5.44
267;-42.75;-14.25;2017-01-12 03:00:00;5.01
268;-42.75;-14.25;2017-01-12 04:00:00;2.9
269;-42.75;-14.25;2017-01-12 05:00:00;2.0
270;-42.75;-14.25;2017-01-12 06:00:00;2.19
271;-42.75;-14.25;2017-01-12 07:00:00;1.86
272;-42.75;-14.25;2017-01-12 08:00:00;2.42
273;-42.75;-14.25;2017-01-12 09:00:00;2.04
274;-42.75;-14.25;2017-01-12 10:00:00;2.02
275;-42.75;-14.25;2017-01-12 11:00:00;2.32
276;-42.75;-14.25;2017-01-12 12:00:00;2.54
277;-42.75;-14.25;2017-01-12 13:00:00;1.62
278;-42.75;-14.25;2017-01-12 14:00:00;2.77
279;-42.75;-14.25;2017-01-12 15:00:00;3.52
280;-42.75;-14.25;2017-01-12 16:00:00;4.62
281;-42.75;-14.25;2017-01-12 17:00:00;3.58
282;-42.75;-14.25;2017-01-12 18:00:00;4.55
283;-42.75;-14.25;2017-01-12 19:00:00;3.64
284;-42.75;-14.25;2017-01-12 20:00:00;3.36
285;-42.75;-14.25;2017-01-12 21:00:00;7.43
286;-42.75;-14.25;2017-01-12 22:00:00;3.04
287;-42.75;-14.25;2017-01-12 23:00:00;2.26
288;-42.75;-14.25;2017-01-13 00:00:00;2.6
289;-42.75;-14.25;2017-01-13 01:00:00;2.95
290;-42.75;-14.25;2017-01-13 02:00:00;2.62
291;-42.75;-14.25;2017-01-13 03:00:00;3.83
292;-42.75;-14.25;2017-01-13 04:00:00;5.78
293;-42.75;-14.25;2017-01-13 05:00:00;6.32
294;-42.75;-14.25;2017-01-13 06:00:00;6.46
295;-42.75;-14.25;2017-01-13 07:00:00;6.42
296;-42.75;-14.25;2017-01-13 08:00:00;5.97
297;-42.75;-14.25;2017-01-13 09:00:00;5.43
298;-42.75;-14.25;2017-01-13 10:00:00;5.15
299;-42.75;-14.25;2017-01-13 11:00:00;4.94
300;-42.75;-14.25;2017-01-13 12:00:00;3.98
301;-42.75;-14.25;2017-01-13 13:00:00;4.24
302;-42.75;-14.25;2017-01-13 14:00:00;5.02
303;-42.75;-14.25;2017-01-13 15:00:00;5.32
304;-42.75;-14.25;2017-01-13 16:00:00;4.9
305;-42.75;-14.25;2017-01-13 17:00:00;5.66
306;-42.75;-14.25;2017-01-13 18:00:00;5.71
307;-42.75;-14.25;2017-01-13 19:00:00;6.28
308;-42.75;-14.25;2017-01-13 20:00:00;7.14
309;-42.75;-14.25;2017-01-13 21:00:00;6.95
310;-42.75;-14.25;2017-01-13 22:00:00;7.92
311;-42.75;-14.25;2017-01-13 23:00:00;8.38
312;-42.75;-14.25;2017-01-14 00:00:00;8.36
313;-42.75;-14.25;2017-01-14 01:00:00;8.85
314;-42.75;-14.25;2017-01-14 02:00:00;8.18
315;-42.75;-14.25;2017-01-14 03:00:00;7.61
316;-42.75;-14.25;2017-01-14 04:00:00;7.82
317;-42.75;-14.25;2017-01-14 05:00:00;6.96
318;-42.75;-14.25;2017-01-14 06:00:00;6.03
319;-42.75;-14.25;2017-01-14 07:00:00;4.74
320;-42.75;-14.25;2017-01-14 08:00:00;4.37
321;-42.75;-14.25;2017-01-14 09:00:00;5.24
322;-42.75;-14.25;2017-01-14 10:00:00;4.78
323;-42.75;-14.25;2017-01-14 11:00:00;4.81
324;-42.75;-14.25;2017-01-14 12:00:00;4.21
325;-42.75;-14.25;2017-01-14 13:00:00;4.31
326;-42.75;-14.25;2017-01-14 14:00:00;2.46
327;-42.75;-14.25;2017-01-14 15:00:00;4.02
328;-42.75;-14.25;2017-01-14 16:00:00;5.52
329;-42.75;-14.25;2017-01-14 17:00:00;4.88
330;-42.75;-14.25;2017-01-14 18:00:00;6.03
331;-42.75;-14.25;2017-01-14 19:00:00;6.46
332;-42.75;-14.25;2017-01-14 20:00:00;6.87
333;-42.75;-14.25;2017-01-14 21:00:00;5.84
334;-42.75;-14.25;2017-01-14 22:00:00;3.8
335;-42.75;-14.25;2017-01-14 23:00:00;2.08
336;-42.75;-14.25;2017-01-15 00:00:00;3.03
337;-42.75;-14.25;2017-01-15 01:00:00;3.94
338;-42.75;-14.25;2017-01-15 02:00:00;5.67
339;-42.75;-14.25;2017-01-15 03:00:00;5.01
340;-42.75;-14.25;2017-01-15 04:00:00;4.96
341;-42.75;-14.25;2017-01-15 05:00:00;5.27
342;-42.75;-14.25;2017-01-15 06:00:00;5.54
343;-42.75;-14.25;2017-01-15 07:00:00;5.61
344;-42.75;-14.25;2017-01-15 08:00:00;5.42
345;-42.75;-14.25;2017-01-15 09:00:00;5.8
346;-42.75;-14.25;2017-01-15 10:00:00;5.36
347;-42.75;-14.25;2017-01-15 11:00:00;4.98
348;-42.75;-14.25;2017-01-15 12:00:00;4.96
349;-42.75;-14.25;2017-01-15 13:00:00;4.99
350;-42.75;-14.25;2017-01-15 14:00:00;4.53
351;-42.75;-14.25;2017-01-15 15:00:00;4.05
352;-42.75;-14.25;2017-01-15 16:00:00;3.26
353;-42.75;-14.25;2017-01-15 17:00:00;4.25
354;-42.75;-14.25;2017-01-15 18:00:00;2.91
355;-42.75;-14.25;2017-01-15 19:00:00;5.22
356;-42.75;-14.25;2017-01-15 20:00:00;5.01
357;-42.75;-14.25;2017-01-15 21:00:00;6.45
358;-42.75;-14.25;2017-01-15 22:00:00;7.82
359;-42.75;-14.25;2017-01-15 23:00:00;9.79
360;-42.75;-14.25;2017-01-16 00:00:00;11.06
361;-42.75;-14.25;2017-01-16 01:00:00;9.26
362;-42.75;-14.25;2017-01-16 02:00:00;9.75
363;-42.75;-14.25;2017-01-16 03:00:00;9.54
364;-42.75;-14.25;2017-01-16 04:00:00;9.43
365;-42.75;-14.25;2017-01-16 05:00:00;10.28
366;-42.75;-14.25;2017-01-16 06:00:00;9.74
367;-42.75;-14.25;2017-01-16 07:00:00;9.8
368;-42.75;-14.25;2017-01-16 08:00:00;10.08
369;-42.75;-14.25;2017-01-16 09:00:00;10.07
370;-42.75;-14.25;2017-01-16 10:00:00;10.14
371;-42.75;-14.25;2017-01-16 11:00:00;9.75
372;-42.75;-14.25;2017-01-16 12:00:00;9.52
373;-42.75;-14.25;2017-01-16 13:00:00;8.32
374;-42.75;-14.25;2017-01-16 14:00:00;8.25
375;-42.75;-14.25;2017-01-16 15:00:00;7.82
376;-42.75;-14.25;2017-01-16 16:00:00;6.7
377;-42.75;-14.25;2017-01-16 17:00:00;7.05
378;-42.75;-14.25;2017-01-16 18:00:00;7.58
379;-42.75;-14.25;2017-01-16 19:00:00;8.02
380;-42.75;-14.25;2017-01-16 20:00:00;8.14
381;-42.75;-14.25;2017-01-16 21:00:00;8.78
382;-42.75;-14.25;2017-01-16 22:00:00;9.31
383;-42.75;-14.25;2017-01-16 23:00:00;9.15
384;-42.75;-14.25;2017-01-17 00:00:00;10.32
385;-42.75;-14.25;2017-01-17 01:00:00;10.17
386;-42.75;-14.25;2017-01-17 02:00:00;9.56
387;-42.75;-14.25;2017-01-17 03:00:00;10.29
388;-42.75;-14.25;2017-01-17 04:00:00;9.4
389;-42.75;-14.25;2017-01-17 05:00:00;9.7
390;-42.75;-14.25;2017-01-17 06:00:00;9.75
391;-42.75;-14.25;2017-01-17 07:00:00;8.9
392;-42.75;-14.25;2017-01-17 08:00:00;7.78
393;-42.75;-14.25;2017-01-17 09:00:00;7.02
394;-42.75;-14.25;2017-01-17 10:00:00;6.92
395;-42.75;-14.25;2017-01-17 11:00:00;6.4
396;-42.75;-14.25;2017-01-17 12:00:00;5.54
397;-42.75;-14.25;2017-01-17 13:00:00;5.15
398;-42.75;-14.25;2017-01-17 14:00:00;4.2
399;-42.75;-14.25;2017-01-17 15:00:00;3.94
400;-42.75;-14.25;2017-01-17 16:00:00;4.16
401;-42.75;-14.25;2017-01-17 17:00:00;5.13
402;-42.75;-14.25;2017-01-17 18:00:00;7.43
403;-42.75;-14.25;2017-01-17 19:00:00;8.04
404;-42.75;-14.25;2017-01-17 20:00:00;9.17
405;-42.75;-14.25;2017-01-17 21:00:00;9.8
406;-42.75;-14.25;2017-01-17 22:00:00;10.16
407;-42.75;-14.25;2017-01-17 23:00:00;10.28
408;-42.75;-14.25;2017-01-18 00:00:00;9.37
409;-42.75;-14.25;2017-01-18 01:00:00;9.75
410;-42.75;-14.25;2017-01-18 02:00:00;9.12
411;-42.75;-14.25;2017-01-18 03:00:00;8.62
412;-42.75;-14.25;2017-01-18 04:00:00;9.19
413;-42.75;-14.25;2017-01-18 05:00:00;9.37
414;-42.75;-14.25;2017-01-18 06:00:00;9.02
415;-42.75;-14.25;2017-01-18 07:00:00;8.04
416;-42.75;-14.25;2017-01-18 08:00:00;7.86
417;-42.75;-14.25;2017-01-18 09:00:00;7.84
418;-42.75;-14.25;2017-01-18 10:00:00;7.67
419;-42.75;-14.25;2017-01-18 11:00:00;7.52
420;-42.75;-14.25;2017-01-18 12:00:00;5.96
421;-42.75;-14.25;2017-01-18 13:00:00;4.71
422;-42.75;-14.25;2017-01-18 14:00:00;3.98
423;-42.75;-14.25;2017-01-18 15:00:00;4.54
424;-42.75;-14.25;2017-01-18 16:00:00;4.04
425;-42.75;-14.25;2017-01-18 17:00:00;4.48
426;-42.75;-14.25;2017-01-18 18:00:00;3.92
427;-42.75;-14.25;2017-01-18 19:00:00;4.81
428;-42.75;-14.25;2017-01-18 20:00:00;6.92
429;-42.75;-14.25;2017-01-18 21:00:00;7.21
430;-42.75;-14.25;2017-01-18 22:00:00;6.27
431;-42.75;-14.25;2017-01-18 23:00:00;6.15
432;-42.75;-14.25;2017-01-19 00:00:00;8.35
433;-42.75;-14.25;2017-01-19 01:00:00;9.54
434;-42.75;-14.25;2017-01-19 02:00:00;8.52
435;-42.75;-14.25;2017-01-19 03:00:00;8.91
436;-42.75;-14.25;2017-01-19 04:00:00;9.45
437;-42.75;-14.25;2017-01-19 05:00:00;9.83
438;-42.75;-14.25;2017-01-19 06:00:00;8.91
439;-42.75;-14.25;2017-01-19 07:00:00;8.29
440;-42.75;-14.25;2017-01-19 08:00:00;7.94
441;-42.75;-14.25;2017-01-19 09:00:00;7.75
442;-42.75;-14.25;2017-01-19 10:00:00;7.31
443;-42.75;-14.25;2017-01-19 11:00:00;6.9
444;-42.75;-14.25;2017-01-19 12:00:00;6.04
445;-42.75;-14.25;2017-01-19 13:00:00;5.7
446;-42.75;-14.25;2017-01-19 14:00:00;5.6
447;-42.75;-14.25;2017-01-19 15:00:00;5.69
448;-42.75;-14.25;2017-01-19 16:00:00;6.59
449;-42.75;-14.25;2017-01-19 17:00:00;7.38
450;-42.75;-14.25;2017-01-19 18:00:00;6.98
451;-42.75;-14.25;2017-01-19 19:00:00;8.76
452;-42.75;-14.25;2017-01-19 20:00:00;10.46
453;-42.75;-14.25;2017-01-19 21:00:00;10.36
454;-42.75;-14.25;2017-01-19 22:00:00;9.44
455;-42.75;-14.25;2017-01-19 23:00:00;10.27
456;-42.75;-14.25;2017-01-20 00:00:00;10.56
457;-42.75;-14.25;2017-01-20 01:00:00;9.96
458;-42.75;-14.25;2017-01-20 02:00:00;9.13
459;-42.75;-14.25;2017-01-20 03:00:00;9.09
460;-42.75;-14.25;2017-01-20 04:00:00;10.11
461;-42.75;-14.25;2017-01-20 05:00:00;9.47
462;-42.75;-14.25;2017-01-20 06:00:00;9.46
463;-42.75;-14.25;2017-01-20 07:00:00;8.37
464;-42.75;-14.25;2017-01-20 08:00:00;9.29
465;-42.75;-14.25;2017-01-20 09:00:00;9.66
466;-42.75;-14.25;2017-01-20 10:00:00;9.21
467;-42.75;-14.25;2017-01-20 11:00:00;8.22
468;-42.75;-14.25;2017-01-20 12:00:00;7.14
469;-42.75;-14.25;2017-01-20 13:00:00;6.71
470;-42.75;-14.25;2017-01-20 14:00:00;6.59
471;-42.75;-14.25;2017-01-20 15:00:00;6.21
472;-42.75;-14.25;2017-01-20 16:00:00;5.74
473;-42.75;-14.25;2017-01-20 17:00:00;5.62
474;-42.75;-14.25;2017-01-20 18:00:00;6.64
475;-42.75;-14.25;2017-01-20 19:00:00;7.98
476;-42.75;-14.25;2017-01-20 20:00:00;7.24
477;-42.75;-14.25;2017-01-20 21:00:00;9.21
478;-42.75;-14.25;2017-01-20 22:00:00;10.11
479;-42.75;-14.25;2017-01-20 23:00:00;10.47
480;-42.75;-14.25;2017-01-21 00:00:00;10.29
