;Longitude;Latitude;Magnitude_Observada;Direcao;Data
0;-42.75;-14.25;6.82;97.36;2017-01-01 00:00:00
1;-42.75;-14.25;6.91;94.65;2017-01-01 01:00:00
2;-42.75;-14.25;7.27;92.98;2017-01-01 02:00:00
3;-42.75;-14.25;7.83;93.62;2017-01-01 03:00:00
4;-42.75;-14.25;7.81;96.33;2017-01-01 04:00:00
5;-42.75;-14.25;7.63;98.83;2017-01-01 05:00:00
6;-42.75;-14.25;7.51;99.54;2017-01-01 06:00:00
7;-42.75;-14.25;7.3;98.6;2017-01-01 07:00:00
8;-42.75;-14.25;7.03;97.6;2017-01-01 08:00:00
9;-42.75;-14.25;6.9;98.42;2017-01-01 09:00:00
10;-42.75;-14.25;6.4;97.18;2017-01-01 10:00:00
11;-42.75;-14.25;6.77;95.62;2017-01-01 11:00:00
12;-42.75;-14.25;6.35;92.58;2017-01-01 12:00:00
13;-42.75;-14.25;5.51;90.71;2017-01-01 13:00:00
14;-42.75;-14.25;4.26;88.45;2017-01-01 14:00:00
15;-42.75;-14.25;3.05;86.46;2017-01-01 15:00:00
16;-42.75;-14.25;2.61;88.98;2017-01-01 16:00:00
17;-42.75;-14.25;2.41;83.32;2017-01-01 17:00:00
18;-42.75;-14.25;2.42;83.82;2017-01-01 18:00:00
19;-42.75;-14.25;2.27;84.95;2017-01-01 19:00:00
20;-42.75;-14.25;2.29;89.31;2017-01-01 20:00:00
21;-42.75;-14.25;2.73;89.18;2017-01-01 21:00:00
22;-42.75;-14.25;3.3;82.28;2017-01-01 22:00:00
23;-42.75;-14.25;3.53;81.54;2017-01-01 23:00:00
24;-42.75;-14.25;3.33;82.48;2017-01-02 00:00:00
25;-42.75;-14.25;3.42;87.59;2017-01-02 01:00:00
26;-42.75;-14.25;3.78;88.62;2017-01-02 02:00:00
27;-42.75;-14.25;5.24;85.86;2017-01-02 03:00:00
28;-42.75;-14.25;6.9;88.73;2017-01-02 04:00:00
29;-42.75;-14.25;6.2;91.22;2017-01-02 05:00:00
30;-42.75;-14.25;5.38;95.71;2017-01-02 06:00:00
31;-42.75;-14.25;5.12;99.52;2017-01-02 07:00:00
32;-42.75;-14.25;5.06;102.48;2017-01-02 08:00:00
33;-42.75;-14.25;5.05;103.69;2017-01-02 09:00:00
34;-42.75;-14.25;4.57;105.04;2017-01-02 10:00:00
35;-42.75;-14.25;4.3;99.64;2017-01-02 11:00:00
36;-42.75;-14.25;3.91;94.97;2017-01-02 12:00:00
37;-42.75;-14.25;3.3;92.19;2017-01-02 13:00:00
38;-42.75;-14.25;2.22;106.89;2017-01-02 14:00:00
39;-42.75;-14.25;2.11;117.78;2017-01-02 15:00:00
40;-42.75;-14.25;1.88;120.54;2017-01-02 16:00:00
41;-42.75;-14.25;1.84;124.83;2017-01-02 17:00:00
42;-42.75;-14.25;1.91;130.08;2017-01-02 18:00:00
43;-42.75;-14.25;2.0;131.42;2017-01-02 19:00:00
44;-42.75;-14.25;2.1;131.55;2017-01-02 20:00:00
45;-42.75;-14.25;2.5;131.78;2017-01-02 21:00:00
46;-42.75;-14.25;3.29;138.59;2017-01-02 22:00:00
47;-42.75;-14.25;3.32;130.1;2017-01-02 23:00:00
48;-42.75;-14.25;3.06;111.88;2017-01-03 00:00:00
49;-42.75;-14.25;3.22;81.61;2017-01-03 01:00:00
50;-42.75;-14.25;4.05;67.2;2017-01-03 02:00:00
51;-42.75;-14.25;5.06;78.16;2017-01-03 03:00:00
52;-42.75;-14.25;6.23;90.75;2017-01-03 04:00:00
53;-42.75;-14.25;6.16;93.67;2017-01-03 05:00:00
54;-42.75;-14.25;5.31;96.13;2017-01-03 06:00:00
55;-42.75;-14.25;4.9;101.13;2017-01-03 07:00:00
56;-42.75;-14.25;4.8;101.65;2017-01-03 08:00:00
57;-42.75;-14.25;4.6;96.6;2017-01-03 09:00:00
58;-42.75;-14.25;3.24;95.24;2017-01-03 10:00:00
59;-42.75;-14.25;3.11;91.37;2017-01-03 11:00:00
60;-42.75;-14.25;2.84;86.34;2017-01-03 12:00:00
61;-42.75;-14.25;2.36;80.3;2017-01-03 13:00:00
62;-42.75;-14.25;1.99;89.74;2017-01-03 14:00:00
63;-42.75;-14.25;2.09;106.54;2017-01-03 15:00:00
64;-42.75;-14.25;2.39;118.55;2017-01-03 16:00:00
65;-42.75;-14.25;2.85;120.46;2017-01-03 17:00:00
66;-42.75;-14.25;3.37;119.61;2017-01-03 18:00:00
67;-42.75;-14.25;3.67;116.64;2017-01-03 19:00:00
68;-42.75;-14.25;4.19;112.14;2017-01-03 20:00:00
69;-42.75;-14.25;4.32;101.94;2017-01-03 21:00:00
70;-42.75;-14.25;4.64;95.73;2017-01-03 22:00:00
71;-42.75;-14.25;5.05;82.57;2017-01-03 23:00:00
72;-42.75;-14.25;5.99;72.9;2017-01-04 00:00:00
73;-42.75;-14.25;6.5;70.29;2017-01-04 01:00:00
74;-42.75;-14.25;6.57;77.81;2017-01-04 02:00:00
75;-42.75;-14.25;6.89;88.66;2017-01-04 03:00:00
76;-42.75;-14.25;7.32;94.72;2017-01-04 04:00:00
77;-42.75;-14.25;7.51;97.49;2017-01-04 05:00:00
78;-42.75;-14.25;7.75;97.43;2017-01-04 06:00:00
79;-42.75;-14.25;7.74;96.86;2017-01-04 07:00:00
80;-42.75;-14.25;7.64;96.88;2017-01-04 08:00:00
81;-42.75;-14.25;7.27;96.61;2017-01-04 09:00:00
82;-42.75;-14.25;6.96;95.04;2017-01-04 10:00:00
83;-42.75;-14.25;6.37;88.29;2017-01-04 11:00:00
84;-42.75;-14.25;5.41;81.73;2017-01-04 12:00:00
85;-42.75;-14.25;4.24;77.94;2017-01-04 13:00:00
86;-42.75;-14.25;3.13;77.82;2017-01-04 14:00:00
87;-42.75;-14.25;2.8;85.44;2017-01-04 15:00:00
88;-42.75;-14.25;3.03;94.86;2017-01-04 16:00:00
89;-42.75;-14.25;3.18;96.08;2017-01-04 17:00:00
90;-42.75;-14.25;3.72;94.25;2017-01-04 18:00:00
91;-42.75;-14.25;4.17;94.62;2017-01-04 19:00:00
92;-42.75;-14.25;5.04;94.52;2017-01-04 20:00:00
93;-42.75;-14.25;5.74;94.23;2017-01-04 21:00:00
94;-42.75;-14.25;5.41;103.84;2017-01-04 22:00:00
95;-42.75;-14.25;5.38;100.25;2017-01-04 23:00:00
96;-42.75;-14.25;4.87;93.6;2017-01-05 00:00:00
97;-42.75;-14.25;4.35;85.0;2017-01-05 01:00:00
98;-42.75;-14.25;5.74;85.22;2017-01-05 02:00:00
99;-42.75;-14.25;7.68;92.67;2017-01-05 03:00:00
100;-42.75;-14.25;8.29;96.51;2017-01-05 04:00:00
101;-42.75;-14.25;8.22;95.85;2017-01-05 05:00:00
102;-42.75;-14.25;8.08;94.99;2017-01-05 06:00:00
103;-42.75;-14.25;8.06;94.92;2017-01-05 07:00:00
104;-42.75;-14.25;8.02;95.55;2017-01-05 08:00:00
105;-42.75;-14.25;7.78;95.51;2017-01-05 09:00:00
106;-42.75;-14.25;7.73;95.71;2017-01-05 10:00:00
107;-42.75;-14.25;7.11;92.03;2017-01-05 11:00:00
108;-42.75;-14.25;6.53;89.73;2017-01-05 12:00:00
109;-42.75;-14.25;5.79;88.56;2017-01-05 13:00:00
110;-42.75;-14.25;4.92;90.21;2017-01-05 14:00:00
111;-42.75;-14.25;4.22;91.4;2017-01-05 15:00:00
112;-42.75;-14.25;4.01;95.35;2017-01-05 16:00:00
113;-42.75;-14.25;3.85;96.78;2017-01-05 17:00:00
114;-42.75;-14.25;3.98;99.64;2017-01-05 18:00:00
115;-42.75;-14.25;4.27;98.4;2017-01-05 19:00:00
116;-42.75;-14.25;4.71;97.39;2017-01-05 20:00:00
117;-42.75;-14.25;4.87;93.75;2017-01-05 21:00:00
118;-42.75;-14.25;5.25;89.02;2017-01-05 22:00:00
119;-42.75;-14.25;5.68;84.52;2017-01-05 23:00:00
120;-42.75;-14.25;5.92;82.41;2017-01-06 00:00:00
121;-42.75;-14.25;6.27;83.82;2017-01-06 01:00:00
122;-42.75;-14.25;7.83;89.25;2017-01-06 02:00:00
123;-42.75;-14.25;8.53;91.55;2017-01-06 03:00:00
124;-42.75;-14.25;8.17;90.75;2017-01-06 04:00:00
125;-42.75;-14.25;7.71;92.29;2017-01-06 05:00:00
126;-42.75;-14.25;7.37;95.12;2017-01-06 06:00:00
127;-42.75;-14.25;7.1;98.08;2017-01-06 07:00:00
128;-42.75;-14.25;6.99;99.55;2017-01-06 08:00:00
129;-42.75;-14.25;6.91;100.53;2017-01-06 09:00:00
130;-42.75;-14.25;6.15;97.97;2017-01-06 10:00:00
131;-42.75;-14.25;6.14;95.29;2017-01-06 11:00:00
132;-42.75;-14.25;6.01;93.64;2017-01-06 12:00:00
133;-42.75;-14.25;5.54;95.16;2017-01-06 13:00:00
134;-42.75;-14.25;5.31;97.93;2017-01-06 14:00:00
135;-42.75;-14.25;5.2;103.17;2017-01-06 15:00:00
136;-42.75;-14.25;5.41;106.8;2017-01-06 16:00:00
137;-42.75;-14.25;5.85;108.55;2017-01-06 17:00:00
138;-42.75;-14.25;5.79;106.37;2017-01-06 18:00:00
139;-42.75;-14.25;5.64;103.95;2017-01-06 19:00:00
140;-42.75;-14.25;5.56;100.62;2017-01-06 20:00:00
141;-42.75;-14.25;4.76;93.16;2017-01-06 21:00:00
142;-42.75;-14.25;4.54;85.48;2017-01-06 22:00:00
143;-42.75;-14.25;4.7;76.95;2017-01-06 23:00:00
144;-42.75;-14.25;5.59;77.18;2017-01-07 00:00:00
145;-42.75;-14.25;6.71;83.34;2017-01-07 01:00:00
146;-42.75;-14.25;7.57;87.14;2017-01-07 02:00:00
147;-42.75;-14.25;7.86;88.4;2017-01-07 03:00:00
148;-42.75;-14.25;7.74;89.43;2017-01-07 04:00:00
149;-42.75;-14.25;7.53;90.43;2017-01-07 05:00:00
150;-42.75;-14.25;7.52;89.95;2017-01-07 06:00:00
151;-42.75;-14.25;7.6;89.89;2017-01-07 07:00:00
152;-42.75;-14.25;7.61;91.2;2017-01-07 08:00:00
153;-42.75;-14.25;7.42;93.84;2017-01-07 09:00:00
154;-42.75;-14.25;6.82;91.48;2017-01-07 10:00:00
155;-42.75;-14.25;6.4;90.78;2017-01-07 11:00:00
156;-42.75;-14.25;6.08;92.62;2017-01-07 12:00:00
157;-42.75;-14.25;5.67;94.98;2017-01-07 13:00:00
158;-42.75;-14.25;5.28;97.74;2017-01-07 14:00:00
159;-42.75;-14.25;4.8;98.77;2017-01-07 15:00:00
160;-42.75;-14.25;4.73;100.23;2017-01-07 16:00:00
161;-42.75;-14.25;4.98;101.65;2017-01-07 17:00:00
162;-42.75;-14.25;5.44;101.85;2017-01-07 18:00:00
163;-42.75;-14.25;5.73;98.81;2017-01-07 19:00:00
164;-42.75;-14.25;5.95;95.42;2017-01-07 20:00:00
165;-42.75;-14.25;5.37;91.08;2017-01-07 21:00:00
166;-42.75;-14.25;4.86;82.96;2017-01-07 22:00:00
167;-42.75;-14.25;4.88;78.35;2017-01-07 23:00:00
168;-42.75;-14.25;6.69;83.63;2017-01-08 00:00:00
169;-42.75;-14.25;8.16;88.01;2017-01-08 01:00:00
170;-42.75;-14.25;8.21;91.72;2017-01-08 02:00:00
171;-42.75;-14.25;7.93;93.74;2017-01-08 03:00:00
172;-42.75;-14.25;7.85;94.83;2017-01-08 04:00:00
173;-42.75;-14.25;7.79;95.21;2017-01-08 05:00:00
174;-42.75;-14.25;7.87;95.48;2017-01-08 06:00:00
175;-42.75;-14.25;7.91;95.1;2017-01-08 07:00:00
176;-42.75;-14.25;7.89;94.3;2017-01-08 08:00:00
177;-42.75;-14.25;7.7;93.37;2017-01-08 09:00:00
178;-42.75;-14.25;7.38;91.84;2017-01-08 10:00:00
179;-42.75;-14.25;7.35;91.15;2017-01-08 11:00:00
180;-42.75;-14.25;7.22;89.95;2017-01-08 12:00:00
181;-42.75;-14.25;6.89;89.14;2017-01-08 13:00:00
182;-42.75;-14.25;6.17;86.94;2017-01-08 14:00:00
183;-42.75;-14.25;5.37;84.36;2017-01-08 15:00:00
184;-42.75;-14.25;4.87;85.33;2017-01-08 16:00:00
185;-42.75;-14.25;4.72;88.57;2017-01-08 17:00:00
186;-42.75;-14.25;4.63;90.94;2017-01-08 18:00:00
187;-42.75;-14.25;4.69;90.54;2017-01-08 19:00:00
188;-42.75;-14.25;5.09;88.56;2017-01-08 20:00:00
189;-42.75;-14.25;5.82;87.44;2017-01-08 21:00:00
190;-42.75;-14.25;6.26;85.31;2017-01-08 22:00:00
191;-42.75;-14.25;6.77;80.48;2017-01-08 23:00:00
192;-42.75;-14.25;6.6;79.61;2017-01-09 00:00:00
193;-42.75;-14.25;6.8;82.01;2017-01-09 01:00:00
194;-42.75;-14.25;7.19;85.8;2017-01-09 02:00:00
195;-42.75;-14.25;7.41;87.43;2017-01-09 03:00:00
196;-42.75;-14.25;7.52;87.85;2017-01-09 04:00:00
197;-42.75;-14.25;7.59;87.84;2017-01-09 05:00:00
198;-42.75;-14.25;7.69;88.08;2017-01-09 06:00:00
199;-42.75;-14.25;7.78;88.81;2017-01-09 07:00:00
200;-42.75;-14.25;7.84;89.29;2017-01-09 08:00:00
201;-42.75;-14.25;7.57;90.38;2017-01-09 09:00:00
202;-42.75;-14.25;7.08;93.18;2017-01-09 10:00:00
203;-42.75;-14.25;6.62;89.21;2017-01-09 11:00:00
204;-42.75;-14.25;5.93;85.08;2017-01-09 12:00:00
205;-42.75;-14.25;4.86;81.43;2017-01-09 13:00:00
206;-42.75;-14.25;2.98;86.12;2017-01-09 14:00:00
207;-42.75;-14.25;1.72;112.39;2017-01-09 15:00:00
208;-42.75;-14.25;1.48;161.54;2017-01-09 16:00:00
209;-42.75;-14.25;1.63;177.0;2017-01-09 17:00:00
210;-42.75;-14.25;1.72;169.99;2017-01-09 18:00:00
211;-42.75;-14.25;1.67;158.21;2017-01-09 19:00:00
212;-42.75;-14.25;1.73;144.96;2017-01-09 20:00:00
213;-42.75;-14.25;1.92;122.34;2017-01-09 21:00:00
214;-42.75;-14.25;2.97;107.24;2017-01-09 22:00:00
215;-42.75;-14.25;3.68;86.51;2017-01-09 23:00:00
216;-42.75;-14.25;4.31;72.38;2017-01-10 00:00:00
217;-42.75;-14.25;4.91;63.39;2017-01-10 01:00:00
218;-42.75;-14.25;4.66;57.32;2017-01-10 02:00:00
219;-42.75;-14.25;4.37;60.11;2017-01-10 03:00:00
220;-42.75;-14.25;6.65;81.26;2017-01-10 04:00:00
221;-42.75;-14.25;8.01;90.59;2017-01-10 05:00:00
222;-42.75;-14.25;7.29;95.59;2017-01-10 06:00:00
223;-42.75;-14.25;6.88;98.64;2017-01-10 07:00:00
224;-42.75;-14.25;6.88;98.52;2017-01-10 08:00:00
225;-42.75;-14.25;6.77;98.24;2017-01-10 09:00:00
226;-42.75;-14.25;6.55;97.27;2017-01-10 10:00:00
227;-42.75;-14.25;6.23;92.98;2017-01-10 11:00:00
228;-42.75;-14.25;5.66;84.79;2017-01-10 12:00:00
229;-42.75;-14.25;4.71;76.33;2017-01-10 13:00:00
230;-42.75;-14.25;3.1;72.49;2017-01-10 14:00:00
231;-42.75;-14.25;1.6;78.97;2017-01-10 15:00:00
232;-42.75;-14.25;0.76;105.28;2017-01-10 16:00:00
233;-42.75;-14.25;0.77;129.35;2017-01-10 17:00:00
234;-42.75;-14.25;1.0;132.9;2017-01-10 18:00:00
235;-42.75;-14.25;1.28;134.08;2017-01-10 19:00:00
236;-42.75;-14.25;1.68;126.35;2017-01-10 20:00:00
237;-42.75;-14.25;2.3;104.89;2017-01-10 21:00:00
238;-42.75;-14.25;3.44;105.18;2017-01-10 22:00:00
239;-42.75;-14.25;4.5;86.56;2017-01-10 23:00:00
240;-42.75;-14.25;5.23;75.08;2017-01-11 00:00:00
241;-42.75;-14.25;5.58;65.93;2017-01-11 01:00:00
242;-42.75;-14.25;5.38;59.07;2017-01-11 02:00:00
243;-42.75;-14.25;5.11;70.51;2017-01-11 03:00:00
244;-42.75;-14.25;7.97;90.18;2017-01-11 04:00:00
245;-42.75;-14.25;8.48;93.26;2017-01-11 05:00:00
246;-42.75;-14.25;7.67;94.62;2017-01-11 06:00:00
247;-42.75;-14.25;6.87;96.1;2017-01-11 07:00:00
248;-42.75;-14.25;6.44;95.74;2017-01-11 08:00:00
249;-42.75;-14.25;6.01;94.17;2017-01-11 09:00:00
250;-42.75;-14.25;5.06;91.2;2017-01-11 10:00:00
251;-42.75;-14.25;4.01;83.25;2017-01-11 11:00:00
252;-42.75;-14.25;3.7;67.93;2017-01-11 12:00:00
253;-42.75;-14.25;2.92;33.0;2017-01-11 13:00:00
254;-42.75;-14.25;2.7;15.36;2017-01-11 14:00:00
255;-42.75;-14.25;2.22;5.72;2017-01-11 15:00:00
256;-42.75;-14.25;1.48;9.14;2017-01-11 16:00:00
257;-42.75;-14.25;0.98;12.82;2017-01-11 17:00:00
258;-42.75;-14.25;0.71;58.02;2017-01-11 18:00:00
259;-42.75;-14.25;1.17;81.44;2017-01-11 19:00:00
260;-42.75;-14.25;1.89;83.26;2017-01-11 20:00:00
261;-42.75;-14.25;2.21;63.92;2017-01-11 21:00:00
262;-42.75;-14.25;1.77;17.12;2017-01-11 22:00:00
263;-42.75;-14.25;2.86;336.69;2017-01-11 23:00:00
264;-42.75;-14.25;4.28;324.01;2017-01-12 00:00:00
265;-42.75;-14.25;5.01;321.39;2017-01-12 01:00:00
266;-42.75;-14.25;4.82;317.57;2017-01-12 02:00:00
267;-42.75;-14.25;3.98;317.39;2017-01-12 03:00:00
268;-42.75;-14.25;2.96;319.56;2017-01-12 04:00:00
269;-42.75;-14.25;2.12;320.85;2017-01-12 05:00:00
270;-42.75;-14.25;1.48;321.84;2017-01-12 06:00:00
271;-42.75;-14.25;0.73;347.96;2017-01-12 07:00:00
272;-42.75;-14.25;0.68;47.73;2017-01-12 08:00:00
273;-42.75;-14.25;0.9;54.96;2017-01-12 09:00:00
274;-42.75;-14.25;1.33;6.03;2017-01-12 10:00:00
275;-42.75;-14.25;1.7;339.96;2017-01-12 11:00:00
276;-42.75;-14.25;1.94;318.83;2017-01-12 12:00:00
277;-42.75;-14.25;1.98;309.06;2017-01-12 13:00:00
278;-42.75;-14.25;1.78;301.06;2017-01-12 14:00:00
279;-42.75;-14.25;1.73;287.94;2017-01-12 15:00:00
280;-42.75;-14.25;1.48;279.25;2017-01-12 16:00:00
281;-42.75;-14.25;1.16;281.03;2017-01-12 17:00:00
282;-42.75;-14.25;1.47;336.09;2017-01-12 18:00:00
283;-42.75;-14.25;2.71;16.8;2017-01-12 19:00:00
284;-42.75;-14.25;1.91;33.09;2017-01-12 20:00:00
285;-42.75;-14.25;2.46;100.63;2017-01-12 21:00:00
286;-42.75;-14.25;3.71;85.2;2017-01-12 22:00:00
287;-42.75;-14.25;3.63;99.76;2017-01-12 23:00:00
288;-42.75;-14.25;3.36;109.8;2017-01-13 00:00:00
289;-42.75;-14.25;2.26;123.66;2017-01-13 01:00:00
290;-42.75;-14.25;1.72;156.44;2017-01-13 02:00:00
291;-42.75;-14.25;2.41;198.78;2017-01-13 03:00:00
292;-42.75;-14.25;2.94;198.97;2017-01-13 04:00:00
293;-42.75;-14.25;3.8;160.49;2017-01-13 05:00:00
294;-42.75;-14.25;4.29;130.26;2017-01-13 06:00:00
295;-42.75;-14.25;4.07;118.89;2017-01-13 07:00:00
296;-42.75;-14.25;4.23;106.09;2017-01-13 08:00:00
297;-42.75;-14.25;3.98;102.96;2017-01-13 09:00:00
298;-42.75;-14.25;2.69;108.06;2017-01-13 10:00:00
299;-42.75;-14.25;2.09;127.79;2017-01-13 11:00:00
300;-42.75;-14.25;1.92;137.23;2017-01-13 12:00:00
301;-42.75;-14.25;1.88;134.71;2017-01-13 13:00:00
302;-42.75;-14.25;1.71;148.27;2017-01-13 14:00:00
303;-42.75;-14.25;1.45;174.97;2017-01-13 15:00:00
304;-42.75;-14.25;1.56;207.74;2017-01-13 16:00:00
305;-42.75;-14.25;2.27;202.4;2017-01-13 17:00:00
306;-42.75;-14.25;1.84;193.42;2017-01-13 18:00:00
307;-42.75;-14.25;0.86;231.03;2017-01-13 19:00:00
308;-42.75;-14.25;0.58;200.72;2017-01-13 20:00:00
309;-42.75;-14.25;2.64;123.47;2017-01-13 21:00:00
310;-42.75;-14.25;4.49;107.15;2017-01-13 22:00:00
311;-42.75;-14.25;4.83;107.15;2017-01-13 23:00:00
312;-42.75;-14.25;4.77;114.37;2017-01-14 00:00:00
313;-42.75;-14.25;5.08;117.6;2017-01-14 01:00:00
314;-42.75;-14.25;4.98;113.45;2017-01-14 02:00:00
315;-42.75;-14.25;4.81;107.71;2017-01-14 03:00:00
316;-42.75;-14.25;5.17;94.04;2017-01-14 04:00:00
317;-42.75;-14.25;5.0;83.79;2017-01-14 05:00:00
318;-42.75;-14.25;4.85;78.66;2017-01-14 06:00:00
319;-42.75;-14.25;5.13;84.19;2017-01-14 07:00:00
320;-42.75;-14.25;5.43;91.8;2017-01-14 08:00:00
321;-42.75;-14.25;5.29;98.26;2017-01-14 09:00:00
322;-42.75;-14.25;4.49;99.89;2017-01-14 10:00:00
323;-42.75;-14.25;4.56;90.57;2017-01-14 11:00:00
324;-42.75;-14.25;3.95;83.1;2017-01-14 12:00:00
325;-42.75;-14.25;2.44;72.03;2017-01-14 13:00:00
326;-42.75;-14.25;1.24;70.02;2017-01-14 14:00:00
327;-42.75;-14.25;0.43;23.18;2017-01-14 15:00:00
328;-42.75;-14.25;1.24;313.5;2017-01-14 16:00:00
329;-42.75;-14.25;1.6;321.21;2017-01-14 17:00:00
330;-42.75;-14.25;1.76;327.8;2017-01-14 18:00:00
331;-42.75;-14.25;1.28;11.66;2017-01-14 19:00:00
332;-42.75;-14.25;0.67;7.9;2017-01-14 20:00:00
333;-42.75;-14.25;0.09;51.43;2017-01-14 21:00:00
334;-42.75;-14.25;1.69;263.62;2017-01-14 22:00:00
335;-42.75;-14.25;1.33;286.67;2017-01-14 23:00:00
336;-42.75;-14.25;2.38;312.99;2017-01-15 00:00:00
337;-42.75;-14.25;3.13;307.68;2017-01-15 01:00:00
338;-42.75;-14.25;1.82;354.29;2017-01-15 02:00:00
339;-42.75;-14.25;0.7;5.41;2017-01-15 03:00:00
340;-42.75;-14.25;0.51;115.88;2017-01-15 04:00:00
341;-42.75;-14.25;1.53;100.32;2017-01-15 05:00:00
342;-42.75;-14.25;2.01;99.21;2017-01-15 06:00:00
343;-42.75;-14.25;1.61;115.01;2017-01-15 07:00:00
344;-42.75;-14.25;0.95;132.33;2017-01-15 08:00:00
345;-42.75;-14.25;1.09;115.55;2017-01-15 09:00:00
346;-42.75;-14.25;1.79;119.03;2017-01-15 10:00:00
347;-42.75;-14.25;2.5;115.68;2017-01-15 11:00:00
348;-42.75;-14.25;2.8;109.04;2017-01-15 12:00:00
349;-42.75;-14.25;2.42;105.74;2017-01-15 13:00:00
350;-42.75;-14.25;2.02;102.48;2017-01-15 14:00:00
351;-42.75;-14.25;2.02;91.21;2017-01-15 15:00:00
352;-42.75;-14.25;2.22;97.49;2017-01-15 16:00:00
353;-42.75;-14.25;2.27;103.32;2017-01-15 17:00:00
354;-42.75;-14.25;2.52;99.64;2017-01-15 18:00:00
355;-42.75;-14.25;3.4;93.62;2017-01-15 19:00:00
356;-42.75;-14.25;4.0;88.14;2017-01-15 20:00:00
357;-42.75;-14.25;3.47;83.48;2017-01-15 21:00:00
358;-42.75;-14.25;1.43;129.41;2017-01-15 22:00:00
359;-42.75;-14.25;2.51;158.34;2017-01-15 23:00:00
360;-42.75;-14.25;2.24;126.34;2017-01-16 00:00:00
361;-42.75;-14.25;2.29;113.66;2017-01-16 01:00:00
362;-42.75;-14.25;2.66;121.62;2017-01-16 02:00:00
363;-42.75;-14.25;3.31;109.46;2017-01-16 03:00:00
364;-42.75;-14.25;4.74;95.3;2017-01-16 04:00:00
365;-42.75;-14.25;6.32;88.96;2017-01-16 05:00:00
366;-42.75;-14.25;6.97;87.61;2017-01-16 06:00:00
367;-42.75;-14.25;6.99;91.29;2017-01-16 07:00:00
368;-42.75;-14.25;6.98;95.99;2017-01-16 08:00:00
369;-42.75;-14.25;7.14;97.15;2017-01-16 09:00:00
370;-42.75;-14.25;6.73;95.18;2017-01-16 10:00:00
371;-42.75;-14.25;6.49;92.71;2017-01-16 11:00:00
372;-42.75;-14.25;6.25;93.71;2017-01-16 12:00:00
373;-42.75;-14.25;5.7;98.8;2017-01-16 13:00:00
374;-42.75;-14.25;5.39;102.05;2017-01-16 14:00:00
375;-42.75;-14.25;5.56;104.2;2017-01-16 15:00:00
376;-42.75;-14.25;5.11;104.2;2017-01-16 16:00:00
377;-42.75;-14.25;4.62;105.87;2017-01-16 17:00:00
378;-42.75;-14.25;4.64;106.04;2017-01-16 18:00:00
379;-42.75;-14.25;4.79;98.48;2017-01-16 19:00:00
380;-42.75;-14.25;5.28;92.32;2017-01-16 20:00:00
381;-42.75;-14.25;5.2;85.88;2017-01-16 21:00:00
382;-42.75;-14.25;5.62;80.18;2017-01-16 22:00:00
383;-42.75;-14.25;5.54;73.12;2017-01-16 23:00:00
384;-42.75;-14.25;5.67;70.82;2017-01-17 00:00:00
385;-42.75;-14.25;6.14;82.26;2017-01-17 01:00:00
386;-42.75;-14.25;7.15;91.44;2017-01-17 02:00:00
387;-42.75;-14.25;8.13;93.61;2017-01-17 03:00:00
388;-42.75;-14.25;8.58;93.67;2017-01-17 04:00:00
389;-42.75;-14.25;8.86;92.5;2017-01-17 05:00:00
390;-42.75;-14.25;9.03;92.37;2017-01-17 06:00:00
391;-42.75;-14.25;9.1;92.77;2017-01-17 07:00:00
392;-42.75;-14.25;8.82;92.37;2017-01-17 08:00:00
393;-42.75;-14.25;8.29;92.96;2017-01-17 09:00:00
394;-42.75;-14.25;7.42;97.74;2017-01-17 10:00:00
395;-42.75;-14.25;6.92;95.93;2017-01-17 11:00:00
396;-42.75;-14.25;6.52;91.61;2017-01-17 12:00:00
397;-42.75;-14.25;5.74;88.59;2017-01-17 13:00:00
398;-42.75;-14.25;4.77;88.55;2017-01-17 14:00:00
399;-42.75;-14.25;3.92;91.53;2017-01-17 15:00:00
400;-42.75;-14.25;3.17;100.35;2017-01-17 16:00:00
401;-42.75;-14.25;2.98;111.39;2017-01-17 17:00:00
402;-42.75;-14.25;3.28;113.58;2017-01-17 18:00:00
403;-42.75;-14.25;3.93;108.61;2017-01-17 19:00:00
404;-42.75;-14.25;4.72;102.3;2017-01-17 20:00:00
405;-42.75;-14.25;5.53;94.18;2017-01-17 21:00:00
406;-42.75;-14.25;5.95;87.95;2017-01-17 22:00:00
407;-42.75;-14.25;7.24;80.61;2017-01-17 23:00:00
408;-42.75;-14.25;7.62;79.64;2017-01-18 00:00:00
409;-42.75;-14.25;8.01;85.16;2017-01-18 01:00:00
410;-42.75;-14.25;8.61;89.65;2017-01-18 02:00:00
411;-42.75;-14.25;8.83;91.25;2017-01-18 03:00:00
412;-42.75;-14.25;8.57;91.33;2017-01-18 04:00:00
413;-42.75;-14.25;8.34;92.37;2017-01-18 05:00:00
414;-42.75;-14.25;8.39;94.1;2017-01-18 06:00:00
415;-42.75;-14.25;8.45;94.66;2017-01-18 07:00:00
416;-42.75;-14.25;8.35;94.88;2017-01-18 08:00:00
417;-42.75;-14.25;8.34;94.73;2017-01-18 09:00:00
418;-42.75;-14.25;8.25;98.26;2017-01-18 10:00:00
419;-42.75;-14.25;7.84;94.98;2017-01-18 11:00:00
420;-42.75;-14.25;6.75;92.08;2017-01-18 12:00:00
421;-42.75;-14.25;5.71;88.57;2017-01-18 13:00:00
422;-42.75;-14.25;4.3;87.07;2017-01-18 14:00:00
