;Longitude;Latitude;Magnitude_Observada;Direcao;Data
6162;-42.75;-14.25;6.35;96.2;2017-09-14 18:00:00
6163;-42.75;-14.25;6.25;98.69;2017-09-14 19:00:00
6164;-42.75;-14.25;6.26;98.06;2017-09-14 20:00:00
6165;-42.75;-14.25;5.45;96.34;2017-09-14 21:00:00
6166;-42.75;-14.25;4.79;93.55;2017-09-14 22:00:00
6167;-42.75;-14.25;5.06;92.32;2017-09-14 23:00:00
6168;-42.75;-14.25;5.63;92.7;2017-09-15 00:00:00
6169;-42.75;-14.25;6.69;94.42;2017-09-15 01:00:00
6170;-42.75;-14.25;7.56;95.79;2017-09-15 02:00:00
6171;-42.75;-14.25;8.02;96.3;2017-09-15 03:00:00
6172;-42.75;-14.25;8.13;96.63;2017-09-15 04:00:00
6173;-42.75;-14.25;8.03;96.65;2017-09-15 05:00:00
6174;-42.75;-14.25;7.94;96.99;2017-09-15 06:00:00
6175;-42.75;-14.25;7.92;97.6;2017-09-15 07:00:00
6176;-42.75;-14.25;7.78;99.27;2017-09-15 08:00:00
6177;-42.75;-14.25;7.68;100.9;2017-09-15 09:00:00
6178;-42.75;-14.25;7.87;101.41;2017-09-15 10:00:00
6179;-42.75;-14.25;8.62;99.74;2017-09-15 11:00:00
6180;-42.75;-14.25;8.41;99.97;2017-09-15 12:00:00
6181;-42.75;-14.25;7.39;99.34;2017-09-15 13:00:00
6182;-42.75;-14.25;6.61;98.6;2017-09-15 14:00:00
6183;-42.75;-14.25;6.04;98.12;2017-09-15 15:00:00
6184;-42.75;-14.25;5.71;96.16;2017-09-15 16:00:00
6185;-42.75;-14.25;5.82;94.99;2017-09-15 17:00:00
6186;-42.75;-14.25;6.12;95.22;2017-09-15 18:00:00
6187;-42.75;-14.25;6.39;94.59;2017-09-15 19:00:00
6188;-42.75;-14.25;6.53;92.52;2017-09-15 20:00:00
6189;-42.75;-14.25;5.88;87.17;2017-09-15 21:00:00
6190;-42.75;-14.25;5.4;89.46;2017-09-15 22:00:00
6191;-42.75;-14.25;6.41;96.59;2017-09-15 23:00:00
6192;-42.75;-14.25;7.51;103.44;2017-09-16 00:00:00
6193;-42.75;-14.25;8.01;104.53;2017-09-16 01:00:00
6194;-42.75;-14.25;8.12;102.74;2017-09-16 02:00:00
6195;-42.75;-14.25;8.01;99.73;2017-09-16 03:00:00
6196;-42.75;-14.25;7.98;98.11;2017-09-16 04:00:00
6197;-42.75;-14.25;8.06;96.88;2017-09-16 05:00:00
6198;-42.75;-14.25;8.18;96.6;2017-09-16 06:00:00
6199;-42.75;-14.25;8.26;96.99;2017-09-16 07:00:00
6200;-42.75;-14.25;8.13;99.24;2017-09-16 08:00:00
6201;-42.75;-14.25;8.17;101.33;2017-09-16 09:00:00
6202;-42.75;-14.25;6.98;105.42;2017-09-16 10:00:00
6203;-42.75;-14.25;8.6;97.78;2017-09-16 11:00:00
6204;-42.75;-14.25;8.2;97.08;2017-09-16 12:00:00
6205;-42.75;-14.25;7.25;96.13;2017-09-16 13:00:00
6206;-42.75;-14.25;7.35;92.79;2017-09-16 14:00:00
6207;-42.75;-14.25;7.48;91.78;2017-09-16 15:00:00
6208;-42.75;-14.25;7.98;91.38;2017-09-16 16:00:00
6209;-42.75;-14.25;8.23;93.16;2017-09-16 17:00:00
6210;-42.75;-14.25;8.44;95.55;2017-09-16 18:00:00
6211;-42.75;-14.25;8.44;97.39;2017-09-16 19:00:00
6212;-42.75;-14.25;7.73;100.07;2017-09-16 20:00:00
6213;-42.75;-14.25;6.38;102.65;2017-09-16 21:00:00
6214;-42.75;-14.25;5.36;103.47;2017-09-16 22:00:00
6215;-42.75;-14.25;5.8;102.45;2017-09-16 23:00:00
6216;-42.75;-14.25;6.67;99.11;2017-09-17 00:00:00
6217;-42.75;-14.25;7.45;98.54;2017-09-17 01:00:00
6218;-42.75;-14.25;7.79;98.84;2017-09-17 02:00:00
6219;-42.75;-14.25;7.56;99.87;2017-09-17 03:00:00
6220;-42.75;-14.25;7.16;102.13;2017-09-17 04:00:00
6221;-42.75;-14.25;6.89;105.87;2017-09-17 05:00:00
6222;-42.75;-14.25;6.91;108.46;2017-09-17 06:00:00
6223;-42.75;-14.25;7.06;109.25;2017-09-17 07:00:00
6224;-42.75;-14.25;7.35;110.47;2017-09-17 08:00:00
6225;-42.75;-14.25;7.46;111.45;2017-09-17 09:00:00
6226;-42.75;-14.25;7.2;109.65;2017-09-17 10:00:00
6227;-42.75;-14.25;9.3;100.78;2017-09-17 11:00:00
6228;-42.75;-14.25;8.21;99.08;2017-09-17 12:00:00
6229;-42.75;-14.25;7.5;96.27;2017-09-17 13:00:00
6230;-42.75;-14.25;6.83;94.15;2017-09-17 14:00:00
6231;-42.75;-14.25;6.75;91.31;2017-09-17 15:00:00
6232;-42.75;-14.25;6.4;89.77;2017-09-17 16:00:00
6233;-42.75;-14.25;6.2;89.6;2017-09-17 17:00:00
6234;-42.75;-14.25;6.26;88.18;2017-09-17 18:00:00
6235;-42.75;-14.25;6.34;86.11;2017-09-17 19:00:00
6236;-42.75;-14.25;6.03;84.4;2017-09-17 20:00:00
6237;-42.75;-14.25;4.92;83.88;2017-09-17 21:00:00
6238;-42.75;-14.25;3.83;82.32;2017-09-17 22:00:00
6239;-42.75;-14.25;4.45;92.29;2017-09-17 23:00:00
6240;-42.75;-14.25;6.15;96.73;2017-09-18 00:00:00
6241;-42.75;-14.25;7.75;99.83;2017-09-18 01:00:00
6242;-42.75;-14.25;8.59;99.69;2017-09-18 02:00:00
6243;-42.75;-14.25;8.77;99.73;2017-09-18 03:00:00
6244;-42.75;-14.25;8.88;99.18;2017-09-18 04:00:00
6245;-42.75;-14.25;8.93;99.26;2017-09-18 05:00:00
6246;-42.75;-14.25;9.0;99.03;2017-09-18 06:00:00
6247;-42.75;-14.25;9.08;97.79;2017-09-18 07:00:00
6248;-42.75;-14.25;9.21;95.14;2017-09-18 08:00:00
6249;-42.75;-14.25;9.18;93.2;2017-09-18 09:00:00
6250;-42.75;-14.25;8.63;93.14;2017-09-18 10:00:00
6251;-42.75;-14.25;8.48;93.12;2017-09-18 11:00:00
6252;-42.75;-14.25;7.86;93.38;2017-09-18 12:00:00
6253;-42.75;-14.25;7.02;94.55;2017-09-18 13:00:00
6254;-42.75;-14.25;6.11;93.74;2017-09-18 14:00:00
6255;-42.75;-14.25;5.5;92.14;2017-09-18 15:00:00
6256;-42.75;-14.25;5.06;93.61;2017-09-18 16:00:00
6257;-42.75;-14.25;5.09;95.11;2017-09-18 17:00:00
6258;-42.75;-14.25;5.49;93.66;2017-09-18 18:00:00
6259;-42.75;-14.25;6.22;90.84;2017-09-18 19:00:00
6260;-42.75;-14.25;6.93;87.92;2017-09-18 20:00:00
6261;-42.75;-14.25;6.6;83.4;2017-09-18 21:00:00
6262;-42.75;-14.25;5.83;83.26;2017-09-18 22:00:00
6263;-42.75;-14.25;5.93;83.79;2017-09-18 23:00:00
6264;-42.75;-14.25;6.46;91.14;2017-09-19 00:00:00
6265;-42.75;-14.25;7.49;97.95;2017-09-19 01:00:00
6266;-42.75;-14.25;8.26;99.67;2017-09-19 02:00:00
6267;-42.75;-14.25;8.62;101.08;2017-09-19 03:00:00
6268;-42.75;-14.25;8.95;101.76;2017-09-19 04:00:00
6269;-42.75;-14.25;9.32;100.67;2017-09-19 05:00:00
6270;-42.75;-14.25;9.41;99.87;2017-09-19 06:00:00
6271;-42.75;-14.25;9.22;99.73;2017-09-19 07:00:00
6272;-42.75;-14.25;8.94;101.78;2017-09-19 08:00:00
6273;-42.75;-14.25;8.67;103.57;2017-09-19 09:00:00
6274;-42.75;-14.25;8.78;102.6;2017-09-19 10:00:00
6275;-42.75;-14.25;9.54;96.77;2017-09-19 11:00:00
6276;-42.75;-14.25;9.3;95.2;2017-09-19 12:00:00
6277;-42.75;-14.25;8.51;95.84;2017-09-19 13:00:00
6278;-42.75;-14.25;7.74;98.02;2017-09-19 14:00:00
6279;-42.75;-14.25;6.84;95.39;2017-09-19 15:00:00
6280;-42.75;-14.25;6.34;93.73;2017-09-19 16:00:00
6281;-42.75;-14.25;6.28;92.57;2017-09-19 17:00:00
6282;-42.75;-14.25;6.53;93.4;2017-09-19 18:00:00
6283;-42.75;-14.25;6.99;92.22;2017-09-19 19:00:00
6284;-42.75;-14.25;7.21;90.81;2017-09-19 20:00:00
6285;-42.75;-14.25;6.81;90.72;2017-09-19 21:00:00
6286;-42.75;-14.25;5.88;92.21;2017-09-19 22:00:00
6287;-42.75;-14.25;6.51;95.02;2017-09-19 23:00:00
6288;-42.75;-14.25;7.38;96.59;2017-09-20 00:00:00
6289;-42.75;-14.25;8.17;96.79;2017-09-20 01:00:00
6290;-42.75;-14.25;8.84;96.51;2017-09-20 02:00:00
6291;-42.75;-14.25;9.12;96.45;2017-09-20 03:00:00
6292;-42.75;-14.25;9.16;97.47;2017-09-20 04:00:00
6293;-42.75;-14.25;9.21;99.19;2017-09-20 05:00:00
6294;-42.75;-14.25;9.27;100.3;2017-09-20 06:00:00
6295;-42.75;-14.25;9.36;99.44;2017-09-20 07:00:00
6296;-42.75;-14.25;9.53;97.51;2017-09-20 08:00:00
6297;-42.75;-14.25;9.52;96.15;2017-09-20 09:00:00
6298;-42.75;-14.25;9.52;94.12;2017-09-20 10:00:00
6299;-42.75;-14.25;9.74;92.06;2017-09-20 11:00:00
6300;-42.75;-14.25;8.96;93.4;2017-09-20 12:00:00
6301;-42.75;-14.25;8.27;92.91;2017-09-20 13:00:00
6302;-42.75;-14.25;7.55;91.55;2017-09-20 14:00:00
6303;-42.75;-14.25;6.91;91.8;2017-09-20 15:00:00
6304;-42.75;-14.25;6.58;93.88;2017-09-20 16:00:00
6305;-42.75;-14.25;6.45;94.96;2017-09-20 17:00:00
6306;-42.75;-14.25;6.46;93.94;2017-09-20 18:00:00
6307;-42.75;-14.25;6.72;91.27;2017-09-20 19:00:00
6308;-42.75;-14.25;7.25;88.69;2017-09-20 20:00:00
6309;-42.75;-14.25;7.14;82.9;2017-09-20 21:00:00
6310;-42.75;-14.25;7.2;85.08;2017-09-20 22:00:00
6311;-42.75;-14.25;7.59;91.29;2017-09-20 23:00:00
6312;-42.75;-14.25;8.03;97.78;2017-09-21 00:00:00
6313;-42.75;-14.25;8.54;99.77;2017-09-21 01:00:00
6314;-42.75;-14.25;8.75;99.86;2017-09-21 02:00:00
6315;-42.75;-14.25;8.88;99.83;2017-09-21 03:00:00
6316;-42.75;-14.25;8.98;99.77;2017-09-21 04:00:00
6317;-42.75;-14.25;8.97;100.5;2017-09-21 05:00:00
6318;-42.75;-14.25;8.78;101.34;2017-09-21 06:00:00
6319;-42.75;-14.25;8.68;102.4;2017-09-21 07:00:00
6320;-42.75;-14.25;8.53;102.74;2017-09-21 08:00:00
6321;-42.75;-14.25;8.47;102.49;2017-09-21 09:00:00
6322;-42.75;-14.25;7.61;99.8;2017-09-21 10:00:00
6323;-42.75;-14.25;9.58;95.58;2017-09-21 11:00:00
6324;-42.75;-14.25;9.34;91.88;2017-09-21 12:00:00
6325;-42.75;-14.25;8.61;91.21;2017-09-21 13:00:00
6326;-42.75;-14.25;8.02;91.39;2017-09-21 14:00:00
6327;-42.75;-14.25;7.57;92.28;2017-09-21 15:00:00
6328;-42.75;-14.25;7.48;91.99;2017-09-21 16:00:00
6329;-42.75;-14.25;6.97;93.17;2017-09-21 17:00:00
6330;-42.75;-14.25;6.61;95.37;2017-09-21 18:00:00
6331;-42.75;-14.25;6.72;98.83;2017-09-21 19:00:00
6332;-42.75;-14.25;7.23;101.74;2017-09-21 20:00:00
6333;-42.75;-14.25;6.78;103.55;2017-09-21 21:00:00
6334;-42.75;-14.25;5.77;104.09;2017-09-21 22:00:00
6335;-42.75;-14.25;6.0;106.69;2017-09-21 23:00:00
6336;-42.75;-14.25;6.69;106.97;2017-09-22 00:00:00
6337;-42.75;-14.25;8.23;103.89;2017-09-22 01:00:00
6338;-42.75;-14.25;9.37;98.77;2017-09-22 02:00:00
6339;-42.75;-14.25;9.53;94.91;2017-09-22 03:00:00
6340;-42.75;-14.25;9.27;94.48;2017-09-22 04:00:00
6341;-42.75;-14.25;9.1;95.47;2017-09-22 05:00:00
6342;-42.75;-14.25;9.19;96.02;2017-09-22 06:00:00
6343;-42.75;-14.25;9.23;96.8;2017-09-22 07:00:00
6344;-42.75;-14.25;9.1;97.29;2017-09-22 08:00:00
6345;-42.75;-14.25;8.56;97.48;2017-09-22 09:00:00
6346;-42.75;-14.25;8.06;97.36;2017-09-22 10:00:00
6347;-42.75;-14.25;7.74;96.91;2017-09-22 11:00:00
6348;-42.75;-14.25;7.25;97.42;2017-09-22 12:00:00
6349;-42.75;-14.25;6.91;97.6;2017-09-22 13:00:00
6350;-42.75;-14.25;6.61;95.04;2017-09-22 14:00:00
6351;-42.75;-14.25;6.52;91.69;2017-09-22 15:00:00
6352;-42.75;-14.25;6.29;91.58;2017-09-22 16:00:00
6353;-42.75;-14.25;6.36;91.62;2017-09-22 17:00:00
6354;-42.75;-14.25;6.4;90.49;2017-09-22 18:00:00
6355;-42.75;-14.25;6.6;89.98;2017-09-22 19:00:00
6356;-42.75;-14.25;6.72;88.6;2017-09-22 20:00:00
6357;-42.75;-14.25;7.05;84.39;2017-09-22 21:00:00
6358;-42.75;-14.25;6.37;81.8;2017-09-22 22:00:00
6359;-42.75;-14.25;6.67;84.13;2017-09-22 23:00:00
6360;-42.75;-14.25;7.28;86.84;2017-09-23 00:00:00
6361;-42.75;-14.25;7.54;88.33;2017-09-23 01:00:00
6362;-42.75;-14.25;7.81;88.51;2017-09-23 02:00:00
6363;-42.75;-14.25;7.91;89.69;2017-09-23 03:00:00
6364;-42.75;-14.25;8.04;91.31;2017-09-23 04:00:00
6365;-42.75;-14.25;8.11;92.08;2017-09-23 05:00:00
6366;-42.75;-14.25;8.03;92.37;2017-09-23 06:00:00
6367;-42.75;-14.25;8.02;92.61;2017-09-23 07:00:00
6368;-42.75;-14.25;8.02;93.18;2017-09-23 08:00:00
6369;-42.75;-14.25;7.91;94.17;2017-09-23 09:00:00
6370;-42.75;-14.25;7.79;94.31;2017-09-23 10:00:00
6371;-42.75;-14.25;8.67;92.76;2017-09-23 11:00:00
6372;-42.75;-14.25;8.48;91.51;2017-09-23 12:00:00
6373;-42.75;-14.25;8.15;90.34;2017-09-23 13:00:00
6374;-42.75;-14.25;7.74;88.04;2017-09-23 14:00:00
6375;-42.75;-14.25;7.36;87.09;2017-09-23 15:00:00
6376;-42.75;-14.25;6.82;88.15;2017-09-23 16:00:00
6377;-42.75;-14.25;6.42;90.45;2017-09-23 17:00:00
6378;-42.75;-14.25;6.48;92.97;2017-09-23 18:00:00
6379;-42.75;-14.25;6.8;94.59;2017-09-23 19:00:00
6380;-42.75;-14.25;7.34;94.31;2017-09-23 20:00:00
6381;-42.75;-14.25;7.35;93.46;2017-09-23 21:00:00
6382;-42.75;-14.25;6.85;93.0;2017-09-23 22:00:00
6383;-42.75;-14.25;6.94;93.03;2017-09-23 23:00:00
6384;-42.75;-14.25;7.69;92.98;2017-09-24 00:00:00
6385;-42.75;-14.25;8.39;92.62;2017-09-24 01:00:00
6386;-42.75;-14.25;8.92;92.7;2017-09-24 02:00:00
6387;-42.75;-14.25;8.96;93.31;2017-09-24 03:00:00
6388;-42.75;-14.25;8.81;93.91;2017-09-24 04:00:00
6389;-42.75;-14.25;8.7;94.4;2017-09-24 05:00:00
6390;-42.75;-14.25;8.7;94.34;2017-09-24 06:00:00
6391;-42.75;-14.25;8.62;94.57;2017-09-24 07:00:00
6392;-42.75;-14.25;8.43;95.41;2017-09-24 08:00:00
6393;-42.75;-14.25;8.35;95.39;2017-09-24 09:00:00
6394;-42.75;-14.25;8.47;93.46;2017-09-24 10:00:00
6395;-42.75;-14.25;9.49;90.27;2017-09-24 11:00:00
6396;-42.75;-14.25;8.34;89.61;2017-09-24 12:00:00
6397;-42.75;-14.25;7.43;89.11;2017-09-24 13:00:00
6398;-42.75;-14.25;6.67;89.47;2017-09-24 14:00:00
6399;-42.75;-14.25;5.75;90.68;2017-09-24 15:00:00
6400;-42.75;-14.25;5.52;92.13;2017-09-24 16:00:00
6401;-42.75;-14.25;5.45;92.13;2017-09-24 17:00:00
6402;-42.75;-14.25;5.82;92.48;2017-09-24 18:00:00
6403;-42.75;-14.25;6.32;91.35;2017-09-24 19:00:00
6404;-42.75;-14.25;7.08;89.93;2017-09-24 20:00:00
6405;-42.75;-14.25;6.98;88.94;2017-09-24 21:00:00
6406;-42.75;-14.25;6.39;95.45;2017-09-24 22:00:00
6407;-42.75;-14.25;7.08;100.07;2017-09-24 23:00:00
6408;-42.75;-14.25;8.26;101.52;2017-09-25 00:00:00
6409;-42.75;-14.25;9.05;98.28;2017-09-25 01:00:00
6410;-42.75;-14.25;9.33;94.48;2017-09-25 02:00:00
6411;-42.75;-14.25;9.24;92.66;2017-09-25 03:00:00
6412;-42.75;-14.25;9.03;93.35;2017-09-25 04:00:00
6413;-42.75;-14.25;8.88;95.32;2017-09-25 05:00:00
6414;-42.75;-14.25;8.83;96.62;2017-09-25 06:00:00
6415;-42.75;-14.25;8.76;96.51;2017-09-25 07:00:00
6416;-42.75;-14.25;8.74;95.12;2017-09-25 08:00:00
6417;-42.75;-14.25;8.71;95.15;2017-09-25 09:00:00
6418;-42.75;-14.25;8.39;92.63;2017-09-25 10:00:00
6419;-42.75;-14.25;8.49;90.64;2017-09-25 11:00:00
6420;-42.75;-14.25;7.94;89.6;2017-09-25 12:00:00
6421;-42.75;-14.25;7.29;87.64;2017-09-25 13:00:00
6422;-42.75;-14.25;6.43;86.81;2017-09-25 14:00:00
6423;-42.75;-14.25;5.59;88.08;2017-09-25 15:00:00
6424;-42.75;-14.25;5.35;90.96;2017-09-25 16:00:00
6425;-42.75;-14.25;5.58;89.78;2017-09-25 17:00:00
6426;-42.75;-14.25;6.17;87.08;2017-09-25 18:00:00
6427;-42.75;-14.25;6.61;85.51;2017-09-25 19:00:00
6428;-42.75;-14.25;7.29;82.52;2017-09-25 20:00:00
6429;-42.75;-14.25;7.47;75.5;2017-09-25 21:00:00
6430;-42.75;-14.25;6.16;75.58;2017-09-25 22:00:00
6431;-42.75;-14.25;5.77;77.64;2017-09-25 23:00:00
6432;-42.75;-14.25;6.54;83.46;2017-09-26 00:00:00
6433;-42.75;-14.25;7.68;88.59;2017-09-26 01:00:00
6434;-42.75;-14.25;8.59;92.03;2017-09-26 02:00:00
6435;-42.75;-14.25;9.11;95.66;2017-09-26 03:00:00
6436;-42.75;-14.25;9.41;95.11;2017-09-26 04:00:00
6437;-42.75;-14.25;9.43;92.94;2017-09-26 05:00:00
6438;-42.75;-14.25;9.13;93.6;2017-09-26 06:00:00
6439;-42.75;-14.25;8.87;95.85;2017-09-26 07:00:00
6440;-42.75;-14.25;8.87;97.47;2017-09-26 08:00:00
6441;-42.75;-14.25;8.96;97.44;2017-09-26 09:00:00
6442;-42.75;-14.25;8.92;96.31;2017-09-26 10:00:00
6443;-42.75;-14.25;8.87;94.09;2017-09-26 11:00:00
6444;-42.75;-14.25;8.48;91.95;2017-09-26 12:00:00
6445;-42.75;-14.25;8.04;90.09;2017-09-26 13:00:00
6446;-42.75;-14.25;7.44;89.11;2017-09-26 14:00:00
6447;-42.75;-14.25;6.67;89.4;2017-09-26 15:00:00
6448;-42.75;-14.25;6.56;90.59;2017-09-26 16:00:00
6449;-42.75;-14.25;6.74;90.23;2017-09-26 17:00:00
6450;-42.75;-14.25;6.72;90.82;2017-09-26 18:00:00
6451;-42.75;-14.25;6.73;91.51;2017-09-26 19:00:00
6452;-42.75;-14.25;7.12;95.12;2017-09-26 20:00:00
6453;-42.75;-14.25;6.72;100.43;2017-09-26 21:00:00
6454;-42.75;-14.25;5.64;107.57;2017-09-26 22:00:00
6455;-42.75;-14.25;6.17;104.76;2017-09-26 23:00:00
6456;-42.75;-14.25;7.33;98.5;2017-09-27 00:00:00
6457;-42.75;-14.25;8.48;95.9;2017-09-27 01:00:00
6458;-42.75;-14.25;9.15;95.17;2017-09-27 02:00:00
6459;-42.75;-14.25;9.17;94.54;2017-09-27 03:00:00
6460;-42.75;-14.25;8.97;93.86;2017-09-27 04:00:00
6461;-42.75;-14.25;8.88;93.02;2017-09-27 05:00:00
6462;-42.75;-14.25;8.87;93.03;2017-09-27 06:00:00
6463;-42.75;-14.25;9.04;92.17;2017-09-27 07:00:00
6464;-42.75;-14.25;9.0;91.2;2017-09-27 08:00:00
6465;-42.75;-14.25;8.86;90.36;2017-09-27 09:00:00
6466;-42.75;-14.25;8.67;87.29;2017-09-27 10:00:00
6467;-42.75;-14.25;8.49;84.8;2017-09-27 11:00:00
6468;-42.75;-14.25;7.37;84.81;2017-09-27 12:00:00
6469;-42.75;-14.25;6.44;83.42;2017-09-27 13:00:00
6470;-42.75;-14.25;5.29;81.2;2017-09-27 14:00:00
6471;-42.75;-14.25;4.07;77.59;2017-09-27 15:00:00
6472;-42.75;-14.25;3.25;76.6;2017-09-27 16:00:00
6473;-42.75;-14.25;2.67;83.75;2017-09-27 17:00:00
6474;-42.75;-14.25;2.64;96.28;2017-09-27 18:00:00
6475;-42.75;-14.25;3.03;102.51;2017-09-27 19:00:00
6476;-42.75;-14.25;4.41;112.25;2017-09-27 20:00:00
6477;-42.75;-14.25;6.01;113.11;2017-09-27 21:00:00
6478;-42.75;-14.25;6.17;110.31;2017-09-27 22:00:00
6479;-42.75;-14.25;6.54;105.62;2017-09-27 23:00:00
6480;-42.75;-14.25;6.69;97.92;2017-09-28 00:00:00
6481;-42.75;-14.25;6.92;89.63;2017-09-28 01:00:00
6482;-42.75;-14.25;7.27;87.74;2017-09-28 02:00:00
6483;-42.75;-14.25;7.7;90.4;2017-09-28 03:00:00
6484;-42.75;-14.25;8.05;94.05;2017-09-28 04:00:00
6485;-42.75;-14.25;7.9;96.51;2017-09-28 05:00:00
6486;-42.75;-14.25;7.5;96.76;2017-09-28 06:00:00
6487;-42.75;-14.25;7.7;95.74;2017-09-28 07:00:00
6488;-42.75;-14.25;7.65;96.24;2017-09-28 08:00:00
6489;-42.75;-14.25;7.52;96.34;2017-09-28 09:00:00
6490;-42.75;-14.25;6.95;94.13;2017-09-28 10:00:00
6491;-42.75;-14.25;7.1;90.53;2017-09-28 11:00:00
6492;-42.75;-14.25;6.4;90.18;2017-09-28 12:00:00
6493;-42.75;-14.25;5.53;88.85;2017-09-28 13:00:00
6494;-42.75;-14.25;4.57;89.33;2017-09-28 14:00:00
6495;-42.75;-14.25;3.43;92.78;2017-09-28 15:00:00
6496;-42.75;-14.25;3.1;97.43;2017-09-28 16:00:00
6497;-42.75;-14.25;2.95;95.9;2017-09-28 17:00:00
6498;-42.75;-14.25;3.02;94.85;2017-09-28 18:00:00
6499;-42.75;-14.25;3.49;89.62;2017-09-28 19:00:00
6500;-42.75;-14.25;4.85;87.08;2017-09-28 20:00:00
6501;-42.75;-14.25;5.87;89.72;2017-09-28 21:00:00
6502;-42.75;-14.25;6.39;95.49;2017-09-28 22:00:00
6503;-42.75;-14.25;6.87;94.18;2017-09-28 23:00:00
6504;-42.75;-14.25;7.31;89.23;2017-09-29 00:00:00
6505;-42.75;-14.25;7.67;84.76;2017-09-29 01:00:00
6506;-42.75;-14.25;8.13;85.88;2017-09-29 02:00:00
6507;-42.75;-14.25;8.04;88.96;2017-09-29 03:00:00
6508;-42.75;-14.25;7.64;92.6;2017-09-29 04:00:00
6509;-42.75;-14.25;7.57;95.24;2017-09-29 05:00:00
6510;-42.75;-14.25;7.51;96.31;2017-09-29 06:00:00
6511;-42.75;-14.25;7.46;97.06;2017-09-29 07:00:00
6512;-42.75;-14.25;7.56;98.87;2017-09-29 08:00:00
6513;-42.75;-14.25;7.78;99.47;2017-09-29 09:00:00
6514;-42.75;-14.25;7.57;99.01;2017-09-29 10:00:00
6515;-42.75;-14.25;7.9;97.9;2017-09-29 11:00:00
6516;-42.75;-14.25;7.72;93.45;2017-09-29 12:00:00
6517;-42.75;-14.25;7.34;88.28;2017-09-29 13:00:00
6518;-42.75;-14.25;6.87;84.25;2017-09-29 14:00:00
6519;-42.75;-14.25;6.4;81.63;2017-09-29 15:00:00
6520;-42.75;-14.25;6.01;81.23;2017-09-29 16:00:00
6521;-42.75;-14.25;5.67;82.4;2017-09-29 17:00:00
6522;-42.75;-14.25;5.61;84.33;2017-09-29 18:00:00
6523;-42.75;-14.25;6.06;85.66;2017-09-29 19:00:00
6524;-42.75;-14.25;6.79;88.69;2017-09-29 20:00:00
6525;-42.75;-14.25;7.48;92.65;2017-09-29 21:00:00
6526;-42.75;-14.25;7.78;93.58;2017-09-29 22:00:00
6527;-42.75;-14.25;8.17;90.27;2017-09-29 23:00:00
6528;-42.75;-14.25;8.17;84.43;2017-09-30 00:00:00
6529;-42.75;-14.25;8.13;80.47;2017-09-30 01:00:00
6530;-42.75;-14.25;8.29;82.68;2017-09-30 02:00:00
6531;-42.75;-14.25;8.61;85.95;2017-09-30 03:00:00
6532;-42.75;-14.25;8.75;88.38;2017-09-30 04:00:00
6533;-42.75;-14.25;8.56;90.82;2017-09-30 05:00:00
6534;-42.75;-14.25;8.41;90.85;2017-09-30 06:00:00
6535;-42.75;-14.25;8.22;89.35;2017-09-30 07:00:00
6536;-42.75;-14.25;8.62;88.01;2017-09-30 08:00:00
6537;-42.75;-14.25;8.35;87.78;2017-09-30 09:00:00
6538;-42.75;-14.25;8.7;84.44;2017-09-30 10:00:00
6539;-42.75;-14.25;7.47;81.13;2017-09-30 11:00:00
6540;-42.75;-14.25;6.04;79.55;2017-09-30 12:00:00
6541;-42.75;-14.25;4.87;73.71;2017-09-30 13:00:00
6542;-42.75;-14.25;3.85;64.21;2017-09-30 14:00:00
6543;-42.75;-14.25;2.97;53.29;2017-09-30 15:00:00
6544;-42.75;-14.25;2.38;50.46;2017-09-30 16:00:00
6545;-42.75;-14.25;2.0;47.5;2017-09-30 17:00:00
6546;-42.75;-14.25;1.41;52.12;2017-09-30 18:00:00
6547;-42.75;-14.25;1.04;86.04;2017-09-30 19:00:00
6548;-42.75;-14.25;2.28;110.56;2017-09-30 20:00:00
6549;-42.75;-14.25;5.36;109.66;2017-09-30 21:00:00
6550;-42.75;-14.25;7.25;101.68;2017-09-30 22:00:00
6551;-42.75;-14.25;7.98;91.47;2017-09-30 23:00:00
6552;-42.75;-14.25;8.09;82.77;2017-10-01 00:00:00
6553;-42.75;-14.25;8.11;78.27;2017-10-01 01:00:00
6554;-42.75;-14.25;8.42;78.8;2017-10-01 02:00:00
6555;-42.75;-14.25;8.28;78.68;2017-10-01 03:00:00
6556;-42.75;-14.25;7.43;78.14;2017-10-01 04:00:00
6557;-42.75;-14.25;6.47;81.28;2017-10-01 05:00:00
6558;-42.75;-14.25;5.51;89.04;2017-10-01 06:00:00
6559;-42.75;-14.25;4.65;96.57;2017-10-01 07:00:00
6560;-42.75;-14.25;4.07;105.16;2017-10-01 08:00:00
6561;-42.75;-14.25;3.97;114.72;2017-10-01 09:00:00
6562;-42.75;-14.25;4.06;108.63;2017-10-01 10:00:00
6563;-42.75;-14.25;3.66;103.44;2017-10-01 11:00:00
6564;-42.75;-14.25;3.07;101.37;2017-10-01 12:00:00
6565;-42.75;-14.25;2.33;95.36;2017-10-01 13:00:00
6566;-42.75;-14.25;1.91;89.56;2017-10-01 14:00:00
6567;-42.75;-14.25;1.27;95.38;2017-10-01 15:00:00
6568;-42.75;-14.25;0.74;75.76;2017-10-01 16:00:00
6569;-42.75;-14.25;0.85;87.36;2017-10-01 17:00:00
6570;-42.75;-14.25;1.63;84.13;2017-10-01 18:00:00
6571;-42.75;-14.25;2.59;84.55;2017-10-01 19:00:00
