;Longitude;Latitude;Data;Magnitude_Verif;pressao_Verif;Temperatura_Verif;Direcao_Verif
216;-42.75;-14.25;2017-01-10 00:00:00;8.12;882.0;20.75;117.62
217;-42.75;-14.25;2017-01-10 01:00:00;8.41;881.0;19.33;112.18
218;-42.75;-14.25;2017-01-10 02:00:00;8.15;881.0;18.23;115.75
219;-42.75;-14.25;2017-01-10 03:00:00;8.57;881.0;17.4;110.45
220;-42.75;-14.25;2017-01-10 04:00:00;8.64;881.0;16.78;109.23
221;-42.75;-14.25;2017-01-10 05:00:00;7.41;881.0;16.23;111.6
222;-42.75;-14.25;2017-01-10 06:00:00;6.91;881.5;15.8;116.03
223;-42.75;-14.25;2017-01-10 07:00:00;5.77;882.0;16.95;109.75
224;-42.75;-14.25;2017-01-10 08:00:00;5.9;882.0;18.87;104.2
225;-42.75;-14.25;2017-01-10 09:00:00;6.22;882.0;20.45;105.0
226;-42.75;-14.25;2017-01-10 10:00:00;6.07;882.0;21.8;95.65
227;-42.75;-14.25;2017-01-10 11:00:00;4.25;882.0;23.83;106.05
228;-42.75;-14.25;2017-01-10 12:00:00;3.63;882.0;25.7;129.65
229;-42.75;-14.25;2017-01-10 13:00:00;3.24;881.5;27.3;147.33
230;-42.75;-14.25;2017-01-10 14:00:00;3.12;881.0;27.82;132.33
231;-42.75;-14.25;2017-01-10 15:00:00;4.5;880.0;28.35;156.08
232;-42.75;-14.25;2017-01-10 16:00:00;4.45;880.0;28.88;148.7
233;-42.75;-14.25;2017-01-10 17:00:00;2.61;880.0;28.97;122.0
234;-42.75;-14.25;2017-01-10 18:00:00;2.81;880.0;28.42;121.27
235;-42.75;-14.25;2017-01-10 19:00:00;4.91;880.0;27.65;89.62
236;-42.75;-14.25;2017-01-10 20:00:00;5.72;880.5;27.43;97.33
237;-42.75;-14.25;2017-01-10 21:00:00;6.34;881.17;26.83;81.02
238;-42.75;-14.25;2017-01-10 22:00:00;7.63;881.67;25.83;100.7
239;-42.75;-14.25;2017-01-10 23:00:00;9.01;882.0;23.53;107.53
240;-42.75;-14.25;2017-01-11 00:00:00;8.47;881.83;22.35;111.18
241;-42.75;-14.25;2017-01-11 01:00:00;8.26;881.0;20.72;111.27
242;-42.75;-14.25;2017-01-11 02:00:00;8.7;880.67;19.43;111.65
243;-42.75;-14.25;2017-01-11 03:00:00;9.24;880.0;18.48;111.65
244;-42.75;-14.25;2017-01-11 04:00:00;9.19;880.83;17.85;112.85
245;-42.75;-14.25;2017-01-11 05:00:00;7.74;880.67;17.47;113.38
246;-42.75;-14.25;2017-01-11 06:00:00;6.45;881.17;17.25;113.08
247;-42.75;-14.25;2017-01-11 07:00:00;3.72;882.33;17.5;108.28
248;-42.75;-14.25;2017-01-11 08:00:00;3.96;883.17;18.57;94.83
249;-42.75;-14.25;2017-01-11 09:00:00;3.26;884.0;21.77;100.05
250;-42.75;-14.25;2017-01-11 10:00:00;3.18;884.0;23.6;273.93
251;-42.75;-14.25;2017-01-11 11:00:00;3.63;883.83;24.67;95.05
252;-42.75;-14.25;2017-01-11 12:00:00;3.95;883.0;25.33;122.45
253;-42.75;-14.25;2017-01-11 13:00:00;4.03;882.5;26.97;132.2
254;-42.75;-14.25;2017-01-11 14:00:00;4.48;881.5;27.3;133.53
255;-42.75;-14.25;2017-01-11 15:00:00;5.65;880.67;27.45;115.63
256;-42.75;-14.25;2017-01-11 16:00:00;5.71;880.0;28.15;130.98
257;-42.75;-14.25;2017-01-11 17:00:00;5.99;880.0;27.6;104.43
258;-42.75;-14.25;2017-01-11 18:00:00;6.66;880.17;26.95;96.87
259;-42.75;-14.25;2017-01-11 19:00:00;8.18;881.0;26.62;104.57
260;-42.75;-14.25;2017-01-11 20:00:00;6.76;881.33;26.28;98.1
261;-42.75;-14.25;2017-01-11 21:00:00;3.75;882.0;25.87;122.97
262;-42.75;-14.25;2017-01-11 22:00:00;4.72;882.0;21.2;326.93
263;-42.75;-14.25;2017-01-11 23:00:00;5.44;882.0;21.48;328.83
264;-42.75;-14.25;2017-01-12 00:00:00;5.44;882.0;21.35;326.02
265;-42.75;-14.25;2017-01-12 01:00:00;5.14;881.17;21.37;335.37
266;-42.75;-14.25;2017-01-12 02:00:00;5.44;881.0;21.42;322.02
267;-42.75;-14.25;2017-01-12 03:00:00;5.01;881.0;21.22;311.25
268;-42.75;-14.25;2017-01-12 04:00:00;2.9;881.33;21.0;318.65
269;-42.75;-14.25;2017-01-12 05:00:00;2.0;882.0;20.57;195.32
270;-42.75;-14.25;2017-01-12 06:00:00;2.19;882.67;20.77;135.5
271;-42.75;-14.25;2017-01-12 07:00:00;1.86;883.33;22.08;120.45
272;-42.75;-14.25;2017-01-12 08:00:00;2.42;884.0;22.7;127.22
273;-42.75;-14.25;2017-01-12 09:00:00;2.04;884.0;23.17;94.87
274;-42.75;-14.25;2017-01-12 10:00:00;2.02;884.0;24.57;200.13
275;-42.75;-14.25;2017-01-12 11:00:00;2.32;884.0;24.32;245.87
276;-42.75;-14.25;2017-01-12 12:00:00;2.54;883.83;25.1;231.03
277;-42.75;-14.25;2017-01-12 13:00:00;1.62;883.0;26.15;176.98
278;-42.75;-14.25;2017-01-12 14:00:00;2.77;882.0;27.28;141.5
279;-42.75;-14.25;2017-01-12 15:00:00;3.52;881.0;27.35;121.53
280;-42.75;-14.25;2017-01-12 16:00:00;4.62;880.33;27.17;109.87
281;-42.75;-14.25;2017-01-12 17:00:00;3.58;880.5;26.63;73.12
282;-42.75;-14.25;2017-01-12 18:00:00;4.55;880.33;26.25;79.62
283;-42.75;-14.25;2017-01-12 19:00:00;3.64;881.0;26.38;59.43
284;-42.75;-14.25;2017-01-12 20:00:00;3.36;881.0;25.47;32.95
285;-42.75;-14.25;2017-01-12 21:00:00;7.43;881.5;22.13;240.38
286;-42.75;-14.25;2017-01-12 22:00:00;3.04;882.17;21.55;301.03
287;-42.75;-14.25;2017-01-12 23:00:00;2.26;882.0;22.48;246.52
288;-42.75;-14.25;2017-01-13 00:00:00;2.6;882.0;22.65;284.4
289;-42.75;-14.25;2017-01-13 01:00:00;2.95;881.0;22.0;275.97
290;-42.75;-14.25;2017-01-13 02:00:00;2.62;881.0;21.6;234.12
291;-42.75;-14.25;2017-01-13 03:00:00;3.83;881.0;20.6;170.13
292;-42.75;-14.25;2017-01-13 04:00:00;5.78;881.0;19.97;134.85
293;-42.75;-14.25;2017-01-13 05:00:00;6.32;881.0;18.92;132.15
294;-42.75;-14.25;2017-01-13 06:00:00;6.46;881.83;18.47;128.83
295;-42.75;-14.25;2017-01-13 07:00:00;6.42;882.0;18.4;133.6
296;-42.75;-14.25;2017-01-13 08:00:00;5.97;883.0;18.67;127.87
297;-42.75;-14.25;2017-01-13 09:00:00;5.43;883.0;20.0;129.65
298;-42.75;-14.25;2017-01-13 10:00:00;5.15;883.5;21.22;132.98
299;-42.75;-14.25;2017-01-13 11:00:00;4.94;883.0;22.6;137.02
300;-42.75;-14.25;2017-01-13 12:00:00;3.98;882.83;24.2;139.6
301;-42.75;-14.25;2017-01-13 13:00:00;4.24;882.0;25.15;144.62
302;-42.75;-14.25;2017-01-13 14:00:00;5.02;881.33;23.27;128.28
303;-42.75;-14.25;2017-01-13 15:00:00;5.32;880.67;21.47;149.85
304;-42.75;-14.25;2017-01-13 16:00:00;4.9;880.0;21.57;149.85
305;-42.75;-14.25;2017-01-13 17:00:00;5.66;880.0;21.68;154.02
306;-42.75;-14.25;2017-01-13 18:00:00;5.71;880.17;21.5;139.18
307;-42.75;-14.25;2017-01-13 19:00:00;6.28;881.0;21.88;127.23
308;-42.75;-14.25;2017-01-13 20:00:00;7.14;881.0;22.12;129.47
309;-42.75;-14.25;2017-01-13 21:00:00;6.95;881.17;22.15;130.18
310;-42.75;-14.25;2017-01-13 22:00:00;7.92;882.0;21.88;130.97
311;-42.75;-14.25;2017-01-13 23:00:00;8.38;882.0;21.13;120.27
312;-42.75;-14.25;2017-01-14 00:00:00;8.36;881.5;20.42;114.38
313;-42.75;-14.25;2017-01-14 01:00:00;8.85;881.0;19.7;113.53
314;-42.75;-14.25;2017-01-14 02:00:00;8.18;881.0;18.92;116.12
315;-42.75;-14.25;2017-01-14 03:00:00;7.61;880.67;18.17;117.3
316;-42.75;-14.25;2017-01-14 04:00:00;7.82;880.67;17.87;116.9
317;-42.75;-14.25;2017-01-14 05:00:00;6.96;881.0;17.72;113.0
318;-42.75;-14.25;2017-01-14 06:00:00;6.03;881.0;17.52;118.7
319;-42.75;-14.25;2017-01-14 07:00:00;4.74;881.67;17.37;127.5
320;-42.75;-14.25;2017-01-14 08:00:00;4.37;882.0;17.48;136.38
321;-42.75;-14.25;2017-01-14 09:00:00;5.24;882.0;18.5;120.1
322;-42.75;-14.25;2017-01-14 10:00:00;4.78;882.0;21.15;122.98
323;-42.75;-14.25;2017-01-14 11:00:00;4.81;882.0;22.62;118.72
324;-42.75;-14.25;2017-01-14 12:00:00;4.21;881.83;24.3;145.38
325;-42.75;-14.25;2017-01-14 13:00:00;4.31;880.67;25.18;136.33
326;-42.75;-14.25;2017-01-14 14:00:00;2.46;880.0;25.4;171.88
327;-42.75;-14.25;2017-01-14 15:00:00;4.02;879.17;24.22;321.97
328;-42.75;-14.25;2017-01-14 16:00:00;5.52;879.0;22.67;331.77
329;-42.75;-14.25;2017-01-14 17:00:00;4.88;879.0;22.8;308.53
330;-42.75;-14.25;2017-01-14 18:00:00;6.03;879.83;21.63;314.27
331;-42.75;-14.25;2017-01-14 19:00:00;6.46;880.0;22.45;284.58
332;-42.75;-14.25;2017-01-14 20:00:00;6.87;881.0;22.52;284.3
333;-42.75;-14.25;2017-01-14 21:00:00;5.84;881.0;21.62;291.88
334;-42.75;-14.25;2017-01-14 22:00:00;3.8;881.17;21.73;280.52
335;-42.75;-14.25;2017-01-14 23:00:00;2.08;881.17;21.3;172.22
336;-42.75;-14.25;2017-01-15 00:00:00;3.03;881.0;20.82;115.43
337;-42.75;-14.25;2017-01-15 01:00:00;3.94;880.83;19.75;139.43
