,Longitude,Latitude,Magnitude_Observada,Direcao,Data,Valor_Pressao,Valor_Temp,Valor_Chuva,Magnitude_Verif,PosicaoVento
5127,-42.75,-14.25,2.89,94.41,2017-08-02 15:00:00,1020.56,27.73,0.0,1.76,E
5128,-42.75,-14.25,0.98,134.44,2017-08-02 16:00:00,1019.23,27.97,0.0,2.39,SE
5129,-42.75,-14.25,0.83,173.85,2017-08-02 17:00:00,1018.11,28.04,0.0,3.75,S
5130,-42.75,-14.25,0.86,174.56,2017-08-02 18:00:00,1017.31,28.24,0.0,4.24,S
5131,-42.75,-14.25,1.01,154.44,2017-08-02 19:00:00,1017.03,28.1,0.0,3.92,SE
5132,-42.75,-14.25,1.49,144.72,2017-08-02 20:00:00,1017.86,27.86,0.0,5.85,SE
5133,-42.75,-14.25,2.89,118.94,2017-08-02 21:00:00,1018.32,25.07,0.0,5.89,SE
5134,-42.75,-14.25,3.45,111.83,2017-08-02 22:00:00,1018.62,20.59,0.0,5.83,E
5135,-42.75,-14.25,3.75,90.59,2017-08-02 23:00:00,1019.27,20.18,0.0,6.01,E
5136,-42.75,-14.25,3.57,80.57,2017-08-03 00:00:00,1019.49,20.45,0.0,5.99,E
5137,-42.75,-14.25,3.24,75.47,2017-08-03 01:00:00,1020.22,19.39,0.0,5.16,E
5138,-42.75,-14.25,3.14,76.49,2017-08-03 02:00:00,1019.94,19.42,0.0,5.89,E
5139,-42.75,-14.25,3.56,81.0,2017-08-03 03:00:00,1019.81,16.06,0.0,5.9,E
5140,-42.75,-14.25,4.72,91.23,2017-08-03 04:00:00,1019.22,15.74,0.0,5.86,E
5141,-42.75,-14.25,6.27,98.67,2017-08-03 05:00:00,1019.0,16.15,0.0,5.68,E
5142,-42.75,-14.25,6.39,99.36,2017-08-03 06:00:00,1018.89,16.12,0.0,5.38,E
5143,-42.75,-14.25,5.97,98.25,2017-08-03 07:00:00,1018.69,15.89,0.0,5.41,E
5144,-42.75,-14.25,5.58,99.54,2017-08-03 08:00:00,1019.18,15.21,0.0,5.04,E
5145,-42.75,-14.25,5.65,101.53,2017-08-03 09:00:00,1019.67,14.31,0.0,5.31,E
5146,-42.75,-14.25,5.51,101.52,2017-08-03 10:00:00,1020.37,19.48,0.0,5.25,E
5147,-42.75,-14.25,4.03,98.02,2017-08-03 11:00:00,1020.81,20.7,0.0,4.41,E
5148,-42.75,-14.25,3.73,95.07,2017-08-03 12:00:00,1020.93,21.48,0.0,2.16,E
5149,-42.75,-14.25,2.74,93.18,2017-08-03 13:00:00,1020.85,22.29,0.0,3.42,E
5150,-42.75,-14.25,1.16,112.25,2017-08-03 14:00:00,1019.63,23.72,0.0,3.14,E
5151,-42.75,-14.25,1.29,216.68,2017-08-03 15:00:00,1018.49,30.62,0.0,3.12,SW
5152,-42.75,-14.25,1.73,230.88,2017-08-03 16:00:00,1017.15,31.06,0.0,2.64,SW
5153,-42.75,-14.25,1.58,238.19,2017-08-03 17:00:00,1015.62,31.02,0.0,1.56,SW
5154,-42.75,-14.25,1.24,254.6,2017-08-03 18:00:00,1014.91,31.07,0.0,1.38,W
5155,-42.75,-14.25,1.01,280.58,2017-08-03 19:00:00,1014.51,31.02,0.0,2.99,W
5156,-42.75,-14.25,1.16,304.21,2017-08-03 20:00:00,1014.88,30.83,0.0,2.95,NW
5157,-42.75,-14.25,1.54,339.95,2017-08-03 21:00:00,1015.02,30.27,0.0,2.57,N
5158,-42.75,-14.25,2.09,20.02,2017-08-03 22:00:00,1015.06,23.73,0.0,3.17,N
5159,-42.75,-14.25,3.06,45.51,2017-08-03 23:00:00,1015.9,20.92,0.0,4.65,NE
5160,-42.75,-14.25,3.59,57.55,2017-08-04 00:00:00,1016.64,20.03,0.0,5.06,NE
5161,-42.75,-14.25,3.78,65.1,2017-08-04 01:00:00,1016.94,19.41,0.0,5.24,NE
5162,-42.75,-14.25,3.24,73.56,2017-08-04 02:00:00,1017.11,18.99,0.0,5.62,E
5163,-42.75,-14.25,3.02,81.54,2017-08-04 03:00:00,1016.94,16.07,0.0,5.55,E
5164,-42.75,-14.25,2.96,86.3,2017-08-04 04:00:00,1016.19,15.39,0.0,5.45,E
5165,-42.75,-14.25,3.07,90.74,2017-08-04 05:00:00,1015.46,15.23,0.0,5.35,E
5166,-42.75,-14.25,3.51,93.61,2017-08-04 06:00:00,1015.32,14.72,0.0,5.4,E
5167,-42.75,-14.25,4.24,94.68,2017-08-04 07:00:00,1015.2,14.72,0.0,4.64,E
5168,-42.75,-14.25,4.95,94.75,2017-08-04 08:00:00,1015.72,14.65,0.0,4.01,E
5169,-42.75,-14.25,5.55,95.18,2017-08-04 09:00:00,1016.45,14.17,0.0,4.56,E
5170,-42.75,-14.25,5.03,95.46,2017-08-04 10:00:00,1017.41,21.62,0.0,4.3,E
5171,-42.75,-14.25,3.97,96.65,2017-08-04 11:00:00,1018.41,22.81,0.0,3.53,E
5172,-42.75,-14.25,3.37,94.37,2017-08-04 12:00:00,1018.85,22.66,0.0,2.54,E
5173,-42.75,-14.25,2.36,89.12,2017-08-04 13:00:00,1018.47,23.47,0.0,4.04,E
5174,-42.75,-14.25,0.58,77.46,2017-08-04 14:00:00,1017.6,24.53,0.0,4.33,E
5175,-42.75,-14.25,1.77,247.09,2017-08-04 15:00:00,1016.31,31.11,0.0,3.62,SW
5176,-42.75,-14.25,2.5,249.64,2017-08-04 16:00:00,1015.01,31.25,0.0,2.97,W
5177,-42.75,-14.25,2.63,249.84,2017-08-04 17:00:00,1013.73,32.22,0.0,3.7,W
5178,-42.75,-14.25,2.63,252.07,2017-08-04 18:00:00,1013.13,32.3,0.0,4.26,W
5179,-42.75,-14.25,2.43,256.49,2017-08-04 19:00:00,1013.19,31.67,0.0,4.14,W
5180,-42.75,-14.25,2.3,267.36,2017-08-04 20:00:00,1013.62,31.11,0.0,2.11,W
5181,-42.75,-14.25,2.83,286.43,2017-08-04 21:00:00,1013.99,30.6,0.0,3.55,W
5182,-42.75,-14.25,2.45,289.9,2017-08-04 22:00:00,1014.51,25.39,0.0,4.43,W
5183,-42.75,-14.25,1.92,288.77,2017-08-04 23:00:00,1015.37,25.97,0.0,3.64,W
5184,-42.75,-14.25,1.36,290.57,2017-08-05 00:00:00,1015.66,27.74,0.0,3.17,W
5185,-42.75,-14.25,0.84,310.83,2017-08-05 01:00:00,1016.33,26.08,0.0,6.29,NW
5186,-42.75,-14.25,0.59,10.4,2017-08-05 02:00:00,1016.19,23.8,0.0,6.27,N
5187,-42.75,-14.25,0.92,43.68,2017-08-05 03:00:00,1015.79,19.6,0.0,7.08,NE
5188,-42.75,-14.25,1.24,61.43,2017-08-05 04:00:00,1015.21,17.95,0.0,7.25,NE
5189,-42.75,-14.25,1.98,88.29,2017-08-05 05:00:00,1014.39,17.47,0.0,7.89,E
5190,-42.75,-14.25,3.74,107.36,2017-08-05 06:00:00,1014.17,17.01,0.0,9.16,E
5191,-42.75,-14.25,6.56,109.3,2017-08-05 07:00:00,1014.57,17.47,0.0,8.96,E
5192,-42.75,-14.25,7.39,105.61,2017-08-05 08:00:00,1015.12,17.81,0.0,8.23,E
5193,-42.75,-14.25,8.09,106.81,2017-08-05 09:00:00,1016.37,18.1,0.0,8.89,E
5194,-42.75,-14.25,9.16,109.83,2017-08-05 10:00:00,1017.29,23.52,0.0,9.24,E
5195,-42.75,-14.25,9.27,107.16,2017-08-05 11:00:00,1018.04,23.28,0.0,9.24,E
5196,-42.75,-14.25,9.79,98.76,2017-08-05 12:00:00,1018.56,23.25,0.0,8.57,E
5197,-42.75,-14.25,9.21,95.06,2017-08-05 13:00:00,1018.3,23.42,0.0,8.41,E
5198,-42.75,-14.25,8.34,94.5,2017-08-05 14:00:00,1017.77,23.66,0.0,7.7,E
5199,-42.75,-14.25,7.18,93.92,2017-08-05 15:00:00,1016.85,30.35,0.0,6.12,E
5200,-42.75,-14.25,6.05,93.59,2017-08-05 16:00:00,1015.52,30.33,0.0,5.53,E
5201,-42.75,-14.25,5.01,93.45,2017-08-05 17:00:00,1014.31,30.47,0.0,5.82,E
5202,-42.75,-14.25,4.01,92.68,2017-08-05 18:00:00,1014.04,30.21,0.0,7.02,E
5203,-42.75,-14.25,3.88,94.63,2017-08-05 19:00:00,1014.09,30.07,0.0,7.62,E
5204,-42.75,-14.25,4.98,94.68,2017-08-05 20:00:00,1014.6,29.91,0.0,8.57,E
5205,-42.75,-14.25,6.44,92.19,2017-08-05 21:00:00,1015.29,25.76,0.0,9.65,E
5206,-42.75,-14.25,7.81,96.27,2017-08-05 22:00:00,1015.53,24.84,0.0,8.48,E
5207,-42.75,-14.25,8.65,100.48,2017-08-05 23:00:00,1016.4,23.96,0.0,8.67,E
5208,-42.75,-14.25,9.09,101.32,2017-08-06 00:00:00,1016.94,23.19,0.0,9.18,E
5209,-42.75,-14.25,9.73,99.73,2017-08-06 01:00:00,1017.6,23.05,0.0,8.98,E
5210,-42.75,-14.25,10.23,95.89,2017-08-06 02:00:00,1018.12,22.65,0.0,9.0,E
5211,-42.75,-14.25,10.29,90.85,2017-08-06 03:00:00,1017.9,19.66,0.0,10.22,E
5212,-42.75,-14.25,10.1,87.81,2017-08-06 04:00:00,1017.27,19.08,0.0,10.22,E
5213,-42.75,-14.25,9.88,87.83,2017-08-06 05:00:00,1016.68,18.85,0.0,11.4,E
5214,-42.75,-14.25,9.8,89.13,2017-08-06 06:00:00,1016.59,18.04,0.0,10.72,E
5215,-42.75,-14.25,9.94,90.48,2017-08-06 07:00:00,1016.92,17.82,0.0,10.46,E
5216,-42.75,-14.25,9.98,90.93,2017-08-06 08:00:00,1017.57,17.69,0.0,9.94,E
5217,-42.75,-14.25,9.83,91.92,2017-08-06 09:00:00,1018.45,17.54,0.0,10.45,E
5218,-42.75,-14.25,8.64,93.98,2017-08-06 10:00:00,1019.45,20.75,0.0,9.85,E
5219,-42.75,-14.25,9.55,95.47,2017-08-06 11:00:00,1020.21,20.92,0.0,9.54,E
5220,-42.75,-14.25,9.96,94.3,2017-08-06 12:00:00,1020.75,21.05,0.0,8.73,E
5221,-42.75,-14.25,9.11,94.53,2017-08-06 13:00:00,1020.87,21.52,0.0,8.41,E
5222,-42.75,-14.25,8.23,93.65,2017-08-06 14:00:00,1020.19,21.65,0.0,8.66,E
5223,-42.75,-14.25,7.14,92.9,2017-08-06 15:00:00,1018.99,26.43,0.0,8.94,E
5224,-42.75,-14.25,6.07,97.91,2017-08-06 16:00:00,1017.73,27.0,0.0,8.7,E
5225,-42.75,-14.25,4.92,103.11,2017-08-06 17:00:00,1016.68,28.52,0.0,9.74,E
5226,-42.75,-14.25,4.92,101.03,2017-08-06 18:00:00,1016.6,28.4,0.0,9.42,E
5227,-42.75,-14.25,5.7,96.04,2017-08-06 19:00:00,1016.4,27.8,0.0,10.14,E
5228,-42.75,-14.25,6.77,92.39,2017-08-06 20:00:00,1016.94,26.88,0.0,11.37,E
5229,-42.75,-14.25,7.08,93.5,2017-08-06 21:00:00,1017.31,24.07,0.0,11.23,E
5230,-42.75,-14.25,6.83,97.54,2017-08-06 22:00:00,1017.57,22.47,0.0,10.67,E
5231,-42.75,-14.25,7.31,102.62,2017-08-06 23:00:00,1018.3,22.03,0.0,10.92,E
5232,-42.75,-14.25,7.76,103.28,2017-08-07 00:00:00,1018.57,21.82,0.0,10.76,E
5233,-42.75,-14.25,8.22,101.78,2017-08-07 01:00:00,1019.3,21.6,0.0,10.7,E
5234,-42.75,-14.25,8.64,99.69,2017-08-07 02:00:00,1019.76,21.44,0.0,10.14,E
5235,-42.75,-14.25,8.67,99.02,2017-08-07 03:00:00,1019.53,19.04,0.0,9.31,E
5236,-42.75,-14.25,8.63,98.84,2017-08-07 04:00:00,1019.41,18.54,0.0,9.57,E
5237,-42.75,-14.25,8.67,98.14,2017-08-07 05:00:00,1018.79,18.17,0.0,9.95,E
5238,-42.75,-14.25,8.64,96.19,2017-08-07 06:00:00,1018.72,17.9,0.0,10.1,E
5239,-42.75,-14.25,8.7,94.24,2017-08-07 07:00:00,1018.87,17.71,0.0,9.76,E
5240,-42.75,-14.25,8.79,94.9,2017-08-07 08:00:00,1019.02,17.38,0.0,10.24,E
5241,-42.75,-14.25,8.83,97.09,2017-08-07 09:00:00,1020.06,17.33,0.0,10.77,E
5242,-42.75,-14.25,7.52,99.77,2017-08-07 10:00:00,1020.77,20.21,0.0,11.26,E
5243,-42.75,-14.25,8.74,97.2,2017-08-07 11:00:00,1021.24,20.44,0.0,11.01,E
5244,-42.75,-14.25,8.97,95.06,2017-08-07 12:00:00,1021.61,20.67,0.0,10.36,E
5245,-42.75,-14.25,7.64,96.48,2017-08-07 13:00:00,1021.88,20.91,0.0,9.16,E
5246,-42.75,-14.25,7.06,97.8,2017-08-07 14:00:00,1020.79,21.29,0.0,8.21,E
5247,-42.75,-14.25,6.17,98.49,2017-08-07 15:00:00,1019.55,27.61,0.0,7.4,E
5248,-42.75,-14.25,5.36,98.01,2017-08-07 16:00:00,1018.27,27.9,0.0,7.44,E
5249,-42.75,-14.25,4.68,100.1,2017-08-07 17:00:00,1016.78,28.2,0.0,7.79,E
5250,-42.75,-14.25,4.17,100.54,2017-08-07 18:00:00,1015.98,28.2,0.0,8.77,E
5251,-42.75,-14.25,4.14,98.61,2017-08-07 19:00:00,1015.41,28.21,0.0,9.88,E
5252,-42.75,-14.25,4.54,90.34,2017-08-07 20:00:00,1015.55,28.21,0.0,11.01,E
5253,-42.75,-14.25,5.3,76.77,2017-08-07 21:00:00,1016.0,25.02,0.0,10.62,E
5254,-42.75,-14.25,5.85,76.69,2017-08-07 22:00:00,1016.83,22.81,0.0,11.14,E
5255,-42.75,-14.25,6.46,84.64,2017-08-07 23:00:00,1017.36,22.58,0.0,10.14,E
5256,-42.75,-14.25,7.45,96.09,2017-08-08 00:00:00,1017.85,22.41,0.0,9.98,E
5257,-42.75,-14.25,8.46,100.23,2017-08-08 01:00:00,1018.98,22.1,0.0,9.42,E
5258,-42.75,-14.25,9.04,99.26,2017-08-08 02:00:00,1019.08,21.32,0.0,8.81,E
5259,-42.75,-14.25,9.26,97.11,2017-08-08 03:00:00,1018.89,18.64,0.0,8.68,E
5260,-42.75,-14.25,9.34,97.1,2017-08-08 04:00:00,1018.45,17.78,0.0,9.55,E
5261,-42.75,-14.25,9.34,97.6,2017-08-08 05:00:00,1018.23,17.17,0.0,8.44,E
5262,-42.75,-14.25,9.41,97.13,2017-08-08 06:00:00,1018.06,15.87,0.0,8.53,E
5263,-42.75,-14.25,9.44,95.45,2017-08-08 07:00:00,1018.08,15.5,0.0,8.02,E
5264,-42.75,-14.25,9.41,94.15,2017-08-08 08:00:00,1018.61,15.25,0.0,8.36,E
5265,-42.75,-14.25,10.07,91.8,2017-08-08 09:00:00,1019.5,15.39,0.0,8.72,E
5266,-42.75,-14.25,9.41,91.47,2017-08-08 10:00:00,1020.13,19.95,0.0,8.28,E
5267,-42.75,-14.25,8.31,91.35,2017-08-08 11:00:00,1020.72,19.86,0.0,7.82,E
5268,-42.75,-14.25,7.36,92.73,2017-08-08 12:00:00,1021.05,20.38,0.0,7.0,E
5269,-42.75,-14.25,6.63,93.61,2017-08-08 13:00:00,1021.03,20.35,0.0,5.9,E
5270,-42.75,-14.25,5.94,94.05,2017-08-08 14:00:00,1019.85,21.1,0.0,5.38,E
5271,-42.75,-14.25,4.88,97.59,2017-08-08 15:00:00,1018.79,28.28,0.0,4.52,E
5272,-42.75,-14.25,3.86,106.52,2017-08-08 16:00:00,1017.66,29.06,0.0,4.41,E
5273,-42.75,-14.25,3.29,119.21,2017-08-08 17:00:00,1016.14,29.03,0.0,4.22,SE
5274,-42.75,-14.25,3.12,130.43,2017-08-08 18:00:00,1015.64,29.08,0.0,5.53,SE
5275,-42.75,-14.25,3.32,128.99,2017-08-08 19:00:00,1015.23,28.9,0.0,6.2,SE
5276,-42.75,-14.25,3.5,110.43,2017-08-08 20:00:00,1015.74,28.9,0.0,7.4,E
5277,-42.75,-14.25,5.03,77.44,2017-08-08 21:00:00,1016.07,25.84,0.0,7.35,E
5278,-42.75,-14.25,5.82,70.33,2017-08-08 22:00:00,1016.28,23.43,0.0,8.06,E
5279,-42.75,-14.25,5.95,75.59,2017-08-08 23:00:00,1017.19,22.76,0.0,8.14,E
5280,-42.75,-14.25,5.58,84.77,2017-08-09 00:00:00,1017.79,22.35,0.0,7.23,E
5281,-42.75,-14.25,5.75,93.48,2017-08-09 01:00:00,1018.28,21.76,0.0,7.01,E
5282,-42.75,-14.25,7.07,97.62,2017-08-09 02:00:00,1018.96,21.61,0.0,7.26,E
5283,-42.75,-14.25,8.33,94.23,2017-08-09 03:00:00,1018.74,18.43,0.0,7.01,E
5284,-42.75,-14.25,7.66,91.73,2017-08-09 04:00:00,1018.36,17.93,0.0,6.33,E
5285,-42.75,-14.25,6.68,95.94,2017-08-09 05:00:00,1017.86,17.03,0.0,6.54,E
5286,-42.75,-14.25,6.18,100.79,2017-08-09 06:00:00,1018.04,16.32,0.0,6.46,E
5287,-42.75,-14.25,6.01,101.79,2017-08-09 07:00:00,1017.98,15.78,0.0,5.34,E
5288,-42.75,-14.25,6.01,102.46,2017-08-09 08:00:00,1018.3,15.71,0.0,4.94,E
5289,-42.75,-14.25,6.24,101.64,2017-08-09 09:00:00,1018.75,15.55,0.0,5.05,E
5290,-42.75,-14.25,5.98,100.29,2017-08-09 10:00:00,1019.31,21.46,0.0,5.18,E
5291,-42.75,-14.25,4.84,99.44,2017-08-09 11:00:00,1019.44,21.07,0.0,4.4,E
5292,-42.75,-14.25,4.13,97.71,2017-08-09 12:00:00,1019.48,21.77,0.0,3.42,E
5293,-42.75,-14.25,3.42,97.81,2017-08-09 13:00:00,1019.42,22.54,0.0,3.25,E
5294,-42.75,-14.25,2.74,105.21,2017-08-09 14:00:00,1018.12,23.13,0.0,2.9,E
5295,-42.75,-14.25,2.42,148.99,2017-08-09 15:00:00,1017.04,31.25,0.0,2.54,SE
5296,-42.75,-14.25,3.06,178.79,2017-08-09 16:00:00,1015.35,31.53,0.0,1.83,S
5297,-42.75,-14.25,2.92,187.4,2017-08-09 17:00:00,1014.22,31.61,0.0,2.97,S
5298,-42.75,-14.25,2.47,190.78,2017-08-09 18:00:00,1013.32,31.56,0.0,2.73,S
5299,-42.75,-14.25,2.01,192.78,2017-08-09 19:00:00,1013.16,31.58,0.0,3.98,S
5300,-42.75,-14.25,1.58,192.92,2017-08-09 20:00:00,1013.34,31.28,0.0,3.33,S
5301,-42.75,-14.25,0.75,115.02,2017-08-09 21:00:00,1013.45,28.89,0.0,2.22,SE
5302,-42.75,-14.25,2.18,75.56,2017-08-09 22:00:00,1013.89,22.91,0.0,3.36,E
5303,-42.75,-14.25,3.18,66.26,2017-08-09 23:00:00,1014.51,21.85,0.0,4.13,NE
5304,-42.75,-14.25,3.26,63.45,2017-08-10 00:00:00,1015.09,21.09,0.0,4.57,NE
5305,-42.75,-14.25,2.82,64.59,2017-08-10 01:00:00,1015.8,20.31,0.0,5.83,NE
5306,-42.75,-14.25,2.35,70.02,2017-08-10 02:00:00,1015.95,20.14,0.0,5.94,E
5307,-42.75,-14.25,2.18,76.79,2017-08-10 03:00:00,1015.73,17.39,0.0,5.36,E
5308,-42.75,-14.25,2.37,91.52,2017-08-10 04:00:00,1015.61,16.89,0.0,4.84,E
5309,-42.75,-14.25,3.31,98.75,2017-08-10 05:00:00,1014.92,17.0,0.0,4.42,E
5310,-42.75,-14.25,4.49,99.69,2017-08-10 06:00:00,1015.01,16.53,0.0,5.01,E
5311,-42.75,-14.25,5.33,97.16,2017-08-10 07:00:00,1014.87,16.24,0.0,4.39,E
5312,-42.75,-14.25,5.55,100.12,2017-08-10 08:00:00,1015.22,16.06,0.0,3.72,E
5313,-42.75,-14.25,5.32,101.41,2017-08-10 09:00:00,1015.83,15.45,0.0,4.14,E
5314,-42.75,-14.25,5.31,103.64,2017-08-10 10:00:00,1016.59,21.82,0.0,5.21,E
5315,-42.75,-14.25,3.77,101.3,2017-08-10 11:00:00,1017.2,23.29,0.0,7.03,E
5316,-42.75,-14.25,3.65,98.35,2017-08-10 12:00:00,1017.19,23.34,0.0,8.14,E
5317,-42.75,-14.25,3.42,100.32,2017-08-10 13:00:00,1017.31,24.3,0.0,6.47,E
5318,-42.75,-14.25,4.28,112.61,2017-08-10 14:00:00,1016.34,25.52,0.0,7.16,SE
5319,-42.75,-14.25,4.84,122.11,2017-08-10 15:00:00,1015.37,32.24,0.0,7.65,SE
5320,-42.75,-14.25,4.61,125.79,2017-08-10 16:00:00,1014.37,32.47,0.0,7.8,SE
5321,-42.75,-14.25,4.57,123.5,2017-08-10 17:00:00,1013.12,32.7,0.0,7.06,SE
5322,-42.75,-14.25,4.7,118.46,2017-08-10 18:00:00,1012.62,32.65,0.0,7.84,SE
5323,-42.75,-14.25,5.06,110.57,2017-08-10 19:00:00,1012.39,32.43,0.0,7.27,E
5324,-42.75,-14.25,5.32,97.17,2017-08-10 20:00:00,1012.56,32.25,0.0,8.44,E
5325,-42.75,-14.25,5.8,75.49,2017-08-10 21:00:00,1013.12,29.59,0.0,8.38,E
5326,-42.75,-14.25,5.99,65.38,2017-08-10 22:00:00,1013.78,25.02,0.0,7.71,NE
5327,-42.75,-14.25,6.03,64.16,2017-08-10 23:00:00,1014.17,23.95,0.0,7.66,NE
5328,-42.75,-14.25,6.14,73.0,2017-08-11 00:00:00,1014.95,23.7,0.0,7.71,E
5329,-42.75,-14.25,6.33,82.87,2017-08-11 01:00:00,1015.52,22.99,0.0,7.46,E
5330,-42.75,-14.25,6.81,85.98,2017-08-11 02:00:00,1016.07,22.95,0.0,6.27,E
5331,-42.75,-14.25,6.94,85.88,2017-08-11 03:00:00,1016.31,19.99,0.0,8.06,E
5332,-42.75,-14.25,6.83,86.09,2017-08-11 04:00:00,1015.98,19.48,0.0,8.66,E
5333,-42.75,-14.25,6.82,88.87,2017-08-11 05:00:00,1015.65,18.77,0.0,9.15,E
5334,-42.75,-14.25,6.94,91.49,2017-08-11 06:00:00,1015.43,18.4,0.0,7.73,E
5335,-42.75,-14.25,7.22,91.7,2017-08-11 07:00:00,1015.36,17.8,0.0,6.97,E
5336,-42.75,-14.25,7.36,90.46,2017-08-11 08:00:00,1015.6,17.8,0.0,9.39,E
5337,-42.75,-14.25,7.29,90.9,2017-08-11 09:00:00,1016.39,17.82,0.0,9.76,E
5338,-42.75,-14.25,6.94,93.6,2017-08-11 10:00:00,1016.98,23.34,0.0,10.46,E
5339,-42.75,-14.25,6.18,94.6,2017-08-11 11:00:00,1017.74,23.84,0.0,11.41,E
5340,-42.75,-14.25,7.33,92.81,2017-08-11 12:00:00,1018.06,23.93,0.0,11.16,E
5341,-42.75,-14.25,7.36,93.29,2017-08-11 13:00:00,1017.94,24.0,0.0,10.37,E
5342,-42.75,-14.25,7.15,94.45,2017-08-11 14:00:00,1017.43,23.8,0.0,9.8,E
5343,-42.75,-14.25,6.86,96.68,2017-08-11 15:00:00,1016.6,30.15,0.0,8.8,E
5344,-42.75,-14.25,6.61,97.54,2017-08-11 16:00:00,1015.62,29.93,0.0,9.66,E
5345,-42.75,-14.25,6.24,98.37,2017-08-11 17:00:00,1014.48,29.84,0.0,9.34,E
5346,-42.75,-14.25,6.08,98.63,2017-08-11 18:00:00,1014.12,29.7,0.0,8.93,E
5347,-42.75,-14.25,6.17,96.51,2017-08-11 19:00:00,1013.88,29.46,0.0,11.85,E
5348,-42.75,-14.25,6.42,91.68,2017-08-11 20:00:00,1014.47,29.43,0.0,13.62,E
5349,-42.75,-14.25,6.07,81.33,2017-08-11 21:00:00,1014.8,27.78,0.0,14.04,E
5350,-42.75,-14.25,5.99,79.0,2017-08-11 22:00:00,1015.93,23.11,0.0,13.1,E
5351,-42.75,-14.25,6.43,80.07,2017-08-11 23:00:00,1016.24,22.93,0.0,12.42,E
5352,-42.75,-14.25,7.13,84.32,2017-08-12 00:00:00,1017.17,22.78,0.0,11.66,E
5353,-42.75,-14.25,7.67,89.94,2017-08-12 01:00:00,1017.87,22.56,0.0,10.08,E
5354,-42.75,-14.25,8.06,91.74,2017-08-12 02:00:00,1018.36,22.35,0.0,9.53,E
5355,-42.75,-14.25,8.19,92.38,2017-08-12 03:00:00,1018.55,20.58,0.0,8.81,E
5356,-42.75,-14.25,8.17,92.38,2017-08-12 04:00:00,1017.97,20.01,0.0,8.55,E
5357,-42.75,-14.25,8.2,92.49,2017-08-12 05:00:00,1017.87,18.5,0.0,8.04,E
5358,-42.75,-14.25,8.22,92.38,2017-08-12 06:00:00,1017.97,17.94,0.0,7.94,E
5359,-42.75,-14.25,8.2,92.71,2017-08-12 07:00:00,1017.96,17.45,0.0,9.14,E
5360,-42.75,-14.25,7.98,93.59,2017-08-12 08:00:00,1018.52,17.28,0.0,8.99,E
5361,-42.75,-14.25,8.0,93.67,2017-08-12 09:00:00,1018.82,17.35,0.0,9.06,E
5362,-42.75,-14.25,7.35,94.45,2017-08-12 10:00:00,1019.38,21.45,0.0,8.05,E
5363,-42.75,-14.25,8.57,93.26,2017-08-12 11:00:00,1019.32,21.89,0.0,7.81,E
5364,-42.75,-14.25,7.97,91.38,2017-08-12 12:00:00,1020.05,22.03,0.0,7.25,E
5365,-42.75,-14.25,7.32,89.97,2017-08-12 13:00:00,1020.16,22.11,0.0,7.15,E
5366,-42.75,-14.25,6.51,90.34,2017-08-12 14:00:00,1019.51,22.02,0.0,6.8,E
5367,-42.75,-14.25,5.83,90.8,2017-08-12 15:00:00,1018.45,28.62,0.0,6.68,E
5368,-42.75,-14.25,5.38,91.95,2017-08-12 16:00:00,1017.66,29.25,0.0,7.6,E
5369,-42.75,-14.25,5.11,94.01,2017-08-12 17:00:00,1016.67,29.24,0.0,8.5,E
5370,-42.75,-14.25,5.07,94.99,2017-08-12 18:00:00,1016.19,29.2,0.0,9.27,E
5371,-42.75,-14.25,5.3,93.37,2017-08-12 19:00:00,1015.89,28.98,0.0,9.33,E
5372,-42.75,-14.25,5.66,92.25,2017-08-12 20:00:00,1016.57,28.21,0.0,9.24,E
5373,-42.75,-14.25,5.65,87.24,2017-08-12 21:00:00,1017.18,25.08,0.0,9.1,E
5374,-42.75,-14.25,5.61,80.88,2017-08-12 22:00:00,1017.45,22.68,0.0,9.87,E
5375,-42.75,-14.25,5.65,73.81,2017-08-12 23:00:00,1018.35,22.25,0.0,10.4,E
5376,-42.75,-14.25,5.62,71.91,2017-08-13 00:00:00,1018.65,21.73,0.0,9.29,E
5377,-42.75,-14.25,5.72,79.85,2017-08-13 01:00:00,1018.97,21.18,0.0,8.46,E
5378,-42.75,-14.25,6.71,91.3,2017-08-13 02:00:00,1019.19,21.34,0.0,8.49,E
5379,-42.75,-14.25,7.68,94.17,2017-08-13 03:00:00,1019.1,19.08,0.0,8.42,E
5380,-42.75,-14.25,7.65,93.27,2017-08-13 04:00:00,1018.67,18.54,0.0,7.78,E
5381,-42.75,-14.25,7.42,94.27,2017-08-13 05:00:00,1018.3,17.95,0.0,8.17,E
5382,-42.75,-14.25,7.22,96.38,2017-08-13 06:00:00,1017.99,16.9,0.0,7.68,E
5383,-42.75,-14.25,7.22,97.98,2017-08-13 07:00:00,1018.13,16.43,0.0,6.32,E
5384,-42.75,-14.25,7.26,98.65,2017-08-13 08:00:00,1018.52,16.23,0.0,5.85,E
5385,-42.75,-14.25,7.48,99.45,2017-08-13 09:00:00,1019.16,15.81,0.0,6.24,E
5386,-42.75,-14.25,6.68,103.34,2017-08-13 10:00:00,1019.8,20.33,0.0,6.68,E
5387,-42.75,-14.25,6.85,101.09,2017-08-13 11:00:00,1020.2,20.59,0.0,6.45,E
5388,-42.75,-14.25,6.47,98.19,2017-08-13 12:00:00,1020.81,20.74,0.0,6.35,E
