;Longitude;Latitude;Data;pressao_Verif
1252;-42.75;-14.25;2017-02-22 04:00:00;883.0
1253;-42.75;-14.25;2017-02-22 05:00:00;883.0
1254;-42.75;-14.25;2017-02-22 06:00:00;883.0
1255;-42.75;-14.25;2017-02-22 07:00:00;883.5
1256;-42.75;-14.25;2017-02-22 08:00:00;885.0
1257;-42.75;-14.25;2017-02-22 09:00:00;885.0
1258;-42.75;-14.25;2017-02-22 10:00:00;885.0
1259;-42.75;-14.25;2017-02-22 11:00:00;885.0
1260;-42.75;-14.25;2017-02-22 12:00:00;884.83
1261;-42.75;-14.25;2017-02-22 13:00:00;884.0
1262;-42.75;-14.25;2017-02-22 14:00:00;883.83
1263;-42.75;-14.25;2017-02-22 15:00:00;883.0
1264;-42.75;-14.25;2017-02-22 16:00:00;883.0
1265;-42.75;-14.25;2017-02-22 17:00:00;883.0
1266;-42.75;-14.25;2017-02-22 18:00:00;882.83
1267;-42.75;-14.25;2017-02-22 19:00:00;883.0
1268;-42.75;-14.25;2017-02-22 20:00:00;883.83
1269;-42.75;-14.25;2017-02-22 21:00:00;884.0
1270;-42.75;-14.25;2017-02-22 22:00:00;884.0
1271;-42.75;-14.25;2017-02-22 23:00:00;883.67
1272;-42.75;-14.25;2017-02-23 00:00:00;883.0
1273;-42.75;-14.25;2017-02-23 01:00:00;883.0
1274;-42.75;-14.25;2017-02-23 02:00:00;882.33
1275;-42.75;-14.25;2017-02-23 03:00:00;882.0
1276;-42.75;-14.25;2017-02-23 04:00:00;882.0
1277;-42.75;-14.25;2017-02-23 05:00:00;882.5
1278;-42.75;-14.25;2017-02-23 06:00:00;883.0
1279;-42.75;-14.25;2017-02-23 07:00:00;884.0
1280;-42.75;-14.25;2017-02-23 08:00:00;885.0
1281;-42.75;-14.25;2017-02-23 09:00:00;885.33
1282;-42.75;-14.25;2017-02-23 10:00:00;886.0
1283;-42.75;-14.25;2017-02-23 11:00:00;885.5
1284;-42.75;-14.25;2017-02-23 12:00:00;885.0
1285;-42.75;-14.25;2017-02-23 13:00:00;884.17
1286;-42.75;-14.25;2017-02-23 14:00:00;883.5
1287;-42.75;-14.25;2017-02-23 15:00:00;883.0
1288;-42.75;-14.25;2017-02-23 16:00:00;882.33
1289;-42.75;-14.25;2017-02-23 17:00:00;882.67
1290;-42.75;-14.25;2017-02-23 18:00:00;882.5
1291;-42.75;-14.25;2017-02-23 19:00:00;883.0
1292;-42.75;-14.25;2017-02-23 20:00:00;883.0
1293;-42.75;-14.25;2017-02-23 21:00:00;883.0
1294;-42.75;-14.25;2017-02-23 22:00:00;883.0
1295;-42.75;-14.25;2017-02-23 23:00:00;883.0
1296;-42.75;-14.25;2017-02-24 00:00:00;883.0
1297;-42.75;-14.25;2017-02-24 01:00:00;883.0
1298;-42.75;-14.25;2017-02-24 02:00:00;882.0
1299;-42.75;-14.25;2017-02-24 03:00:00;881.83
1300;-42.75;-14.25;2017-02-24 04:00:00;882.0
1301;-42.75;-14.25;2017-02-24 05:00:00;882.0
1302;-42.75;-14.25;2017-02-24 06:00:00;882.5
1303;-42.75;-14.25;2017-02-24 07:00:00;883.67
1304;-42.75;-14.25;2017-02-24 08:00:00;884.0
1305;-42.75;-14.25;2017-02-24 09:00:00;884.17
1306;-42.75;-14.25;2017-02-24 10:00:00;884.0
1307;-42.75;-14.25;2017-02-24 11:00:00;884.0
1308;-42.75;-14.25;2017-02-24 12:00:00;884.0
1309;-42.75;-14.25;2017-02-24 13:00:00;883.5
1310;-42.75;-14.25;2017-02-24 14:00:00;883.0
1311;-42.75;-14.25;2017-02-24 15:00:00;882.5
1312;-42.75;-14.25;2017-02-24 16:00:00;882.0
1313;-42.75;-14.25;2017-02-24 17:00:00;882.0
1314;-42.75;-14.25;2017-02-24 18:00:00;881.0
1315;-42.75;-14.25;2017-02-24 19:00:00;881.0
1316;-42.75;-14.25;2017-02-24 20:00:00;881.5
1317;-42.75;-14.25;2017-02-24 21:00:00;882.5
1318;-42.75;-14.25;2017-02-24 22:00:00;883.0
1319;-42.75;-14.25;2017-02-24 23:00:00;883.0
1320;-42.75;-14.25;2017-02-25 00:00:00;882.5
1321;-42.75;-14.25;2017-02-25 01:00:00;882.0
1322;-42.75;-14.25;2017-02-25 02:00:00;881.5
1323;-42.75;-14.25;2017-02-25 03:00:00;881.0
1324;-42.75;-14.25;2017-02-25 04:00:00;881.33
1325;-42.75;-14.25;2017-02-25 05:00:00;881.0
1326;-42.75;-14.25;2017-02-25 06:00:00;881.67
1327;-42.75;-14.25;2017-02-25 07:00:00;882.17
1328;-42.75;-14.25;2017-02-25 08:00:00;883.0
1329;-42.75;-14.25;2017-02-25 09:00:00;883.67
1330;-42.75;-14.25;2017-02-25 10:00:00;883.5
1331;-42.75;-14.25;2017-02-25 11:00:00;883.0
1332;-42.75;-14.25;2017-02-25 12:00:00;883.0
1333;-42.75;-14.25;2017-02-25 13:00:00;882.33
1334;-42.75;-14.25;2017-02-25 14:00:00;882.0
1335;-42.75;-14.25;2017-02-25 15:00:00;881.0
1336;-42.75;-14.25;2017-02-25 16:00:00;880.0
1337;-42.75;-14.25;2017-02-25 17:00:00;880.0
1338;-42.75;-14.25;2017-02-25 18:00:00;880.0
1339;-42.75;-14.25;2017-02-25 19:00:00;880.83
1340;-42.75;-14.25;2017-02-25 20:00:00;881.5
1341;-42.75;-14.25;2017-02-25 21:00:00;882.17
1342;-42.75;-14.25;2017-02-25 22:00:00;882.17
1343;-42.75;-14.25;2017-02-25 23:00:00;882.0
1344;-42.75;-14.25;2017-02-26 00:00:00;882.0
1345;-42.75;-14.25;2017-02-26 01:00:00;881.67
1346;-42.75;-14.25;2017-02-26 02:00:00;881.0
1347;-42.75;-14.25;2017-02-26 03:00:00;881.0
1348;-42.75;-14.25;2017-02-26 04:00:00;881.0
1349;-42.75;-14.25;2017-02-26 05:00:00;881.17
1350;-42.75;-14.25;2017-02-26 06:00:00;882.0
1351;-42.75;-14.25;2017-02-26 07:00:00;883.0
1352;-42.75;-14.25;2017-02-26 08:00:00;883.67
1353;-42.75;-14.25;2017-02-26 09:00:00;884.0
1354;-42.75;-14.25;2017-02-26 10:00:00;884.5
1355;-42.75;-14.25;2017-02-26 11:00:00;884.17
1356;-42.75;-14.25;2017-02-26 12:00:00;884.0
1357;-42.75;-14.25;2017-02-26 13:00:00;883.33
1358;-42.75;-14.25;2017-02-26 14:00:00;882.5
1359;-42.75;-14.25;2017-02-26 15:00:00;882.0
1360;-42.75;-14.25;2017-02-26 16:00:00;881.0
1361;-42.75;-14.25;2017-02-26 17:00:00;881.67
1362;-42.75;-14.25;2017-02-26 18:00:00;882.0
1363;-42.75;-14.25;2017-02-26 19:00:00;882.17
1364;-42.75;-14.25;2017-02-26 20:00:00;882.83
1365;-42.75;-14.25;2017-02-26 21:00:00;883.0
1366;-42.75;-14.25;2017-02-26 22:00:00;883.0
1367;-42.75;-14.25;2017-02-26 23:00:00;883.0
1368;-42.75;-14.25;2017-02-27 00:00:00;883.0
1369;-42.75;-14.25;2017-02-27 01:00:00;882.17
1370;-42.75;-14.25;2017-02-27 02:00:00;882.0
1371;-42.75;-14.25;2017-02-27 03:00:00;882.0
1372;-42.75;-14.25;2017-02-27 04:00:00;882.0
1373;-42.75;-14.25;2017-02-27 05:00:00;882.0
1374;-42.75;-14.25;2017-02-27 06:00:00;882.17
1375;-42.75;-14.25;2017-02-27 07:00:00;883.0
1376;-42.75;-14.25;2017-02-27 08:00:00;883.5
1377;-42.75;-14.25;2017-02-27 09:00:00;884.0
1378;-42.75;-14.25;2017-02-27 10:00:00;884.0
1379;-42.75;-14.25;2017-02-27 11:00:00;884.0
1380;-42.75;-14.25;2017-02-27 12:00:00;883.17
1381;-42.75;-14.25;2017-02-27 13:00:00;882.33
1382;-42.75;-14.25;2017-02-27 14:00:00;881.33
1383;-42.75;-14.25;2017-02-27 15:00:00;880.67
1384;-42.75;-14.25;2017-02-27 16:00:00;880.0
1385;-42.75;-14.25;2017-02-27 17:00:00;880.0
1386;-42.75;-14.25;2017-02-27 18:00:00;880.0
1387;-42.75;-14.25;2017-02-27 19:00:00;880.67
1388;-42.75;-14.25;2017-02-27 20:00:00;881.17
1389;-42.75;-14.25;2017-02-27 21:00:00;882.0
1390;-42.75;-14.25;2017-02-27 22:00:00;882.0
1391;-42.75;-14.25;2017-02-27 23:00:00;882.33
1392;-42.75;-14.25;2017-02-28 00:00:00;882.0
1393;-42.75;-14.25;2017-02-28 01:00:00;881.17
1394;-42.75;-14.25;2017-02-28 02:00:00;881.0
1395;-42.75;-14.25;2017-02-28 03:00:00;881.0
1396;-42.75;-14.25;2017-02-28 04:00:00;881.0
1397;-42.75;-14.25;2017-02-28 05:00:00;881.0
1398;-42.75;-14.25;2017-02-28 06:00:00;881.0
1399;-42.75;-14.25;2017-02-28 07:00:00;881.83
1400;-42.75;-14.25;2017-02-28 08:00:00;882.67
1401;-42.75;-14.25;2017-02-28 09:00:00;883.0
1402;-42.75;-14.25;2017-02-28 10:00:00;883.0
1403;-42.75;-14.25;2017-02-28 11:00:00;883.0
1404;-42.75;-14.25;2017-02-28 12:00:00;882.17
1405;-42.75;-14.25;2017-02-28 13:00:00;881.17
1406;-42.75;-14.25;2017-02-28 14:00:00;880.33
1407;-42.75;-14.25;2017-02-28 15:00:00;880.0
1408;-42.75;-14.25;2017-02-28 16:00:00;879.0
1409;-42.75;-14.25;2017-02-28 17:00:00;879.0
1410;-42.75;-14.25;2017-02-28 18:00:00;879.0
1411;-42.75;-14.25;2017-02-28 19:00:00;879.0
1412;-42.75;-14.25;2017-02-28 20:00:00;880.0
1413;-42.75;-14.25;2017-02-28 21:00:00;881.0
1414;-42.75;-14.25;2017-02-28 22:00:00;881.0
1415;-42.75;-14.25;2017-02-28 23:00:00;881.0
1416;-42.75;-14.25;2017-03-01 00:00:00;880.83
1417;-42.75;-14.25;2017-03-01 01:00:00;880.17
1418;-42.75;-14.25;2017-03-01 02:00:00;880.0
1419;-42.75;-14.25;2017-03-01 03:00:00;880.0
1420;-42.75;-14.25;2017-03-01 04:00:00;880.33
1421;-42.75;-14.25;2017-03-01 05:00:00;881.0
1422;-42.75;-14.25;2017-03-01 06:00:00;881.5
1423;-42.75;-14.25;2017-03-01 07:00:00;882.0
1424;-42.75;-14.25;2017-03-01 08:00:00;883.0
1425;-42.75;-14.25;2017-03-01 09:00:00;883.5
1426;-42.75;-14.25;2017-03-01 10:00:00;884.0
1427;-42.75;-14.25;2017-03-01 11:00:00;884.0
1428;-42.75;-14.25;2017-03-01 12:00:00;883.83
1429;-42.75;-14.25;2017-03-01 13:00:00;883.0
1430;-42.75;-14.25;2017-03-01 14:00:00;882.67
1431;-42.75;-14.25;2017-03-01 15:00:00;882.0
1432;-42.75;-14.25;2017-03-01 16:00:00;881.33
1433;-42.75;-14.25;2017-03-01 17:00:00;882.0
1434;-42.75;-14.25;2017-03-01 18:00:00;882.17
1435;-42.75;-14.25;2017-03-01 19:00:00;882.83
1436;-42.75;-14.25;2017-03-01 20:00:00;882.5
1437;-42.75;-14.25;2017-03-01 21:00:00;883.0
1438;-42.75;-14.25;2017-03-01 22:00:00;883.0
1439;-42.75;-14.25;2017-03-01 23:00:00;883.0
1440;-42.75;-14.25;2017-03-02 00:00:00;883.0
1441;-42.75;-14.25;2017-03-02 01:00:00;882.33
1442;-42.75;-14.25;2017-03-02 02:00:00;882.0
1443;-42.75;-14.25;2017-03-02 03:00:00;882.0
1444;-42.75;-14.25;2017-03-02 04:00:00;882.33
1445;-42.75;-14.25;2017-03-02 05:00:00;883.0
1446;-42.75;-14.25;2017-03-02 06:00:00;883.33
1447;-42.75;-14.25;2017-03-02 07:00:00;884.0
1448;-42.75;-14.25;2017-03-02 08:00:00;884.83
1449;-42.75;-14.25;2017-03-02 09:00:00;885.0
1450;-42.75;-14.25;2017-03-02 10:00:00;885.0
1451;-42.75;-14.25;2017-03-02 11:00:00;885.0
1452;-42.75;-14.25;2017-03-02 12:00:00;884.5
1453;-42.75;-14.25;2017-03-02 13:00:00;884.0
1454;-42.75;-14.25;2017-03-02 14:00:00;883.0
1455;-42.75;-14.25;2017-03-02 15:00:00;882.5
1456;-42.75;-14.25;2017-03-02 16:00:00;882.0
1457;-42.75;-14.25;2017-03-02 17:00:00;882.0
1458;-42.75;-14.25;2017-03-02 18:00:00;882.0
1459;-42.75;-14.25;2017-03-02 19:00:00;882.33
1460;-42.75;-14.25;2017-03-02 20:00:00;883.0
1461;-42.75;-14.25;2017-03-02 21:00:00;883.5
1462;-42.75;-14.25;2017-03-02 22:00:00;884.0
1463;-42.75;-14.25;2017-03-02 23:00:00;884.0
1464;-42.75;-14.25;2017-03-03 00:00:00;884.0
1465;-42.75;-14.25;2017-03-03 01:00:00;884.0
1466;-42.75;-14.25;2017-03-03 02:00:00;884.0
1467;-42.75;-14.25;2017-03-03 03:00:00;884.0
1468;-42.75;-14.25;2017-03-03 04:00:00;884.0
1469;-42.75;-14.25;2017-03-03 05:00:00;884.0
1470;-42.75;-14.25;2017-03-03 06:00:00;884.17
1471;-42.75;-14.25;2017-03-03 07:00:00;885.0
1472;-42.75;-14.25;2017-03-03 08:00:00;885.17
1473;-42.75;-14.25;2017-03-03 09:00:00;886.0
1474;-42.75;-14.25;2017-03-03 10:00:00;886.0
1475;-42.75;-14.25;2017-03-03 11:00:00;885.17
1476;-42.75;-14.25;2017-03-03 12:00:00;885.0
1477;-42.75;-14.25;2017-03-03 13:00:00;884.17
1478;-42.75;-14.25;2017-03-03 14:00:00;884.0
1479;-42.75;-14.25;2017-03-03 15:00:00;883.33
1480;-42.75;-14.25;2017-03-03 16:00:00;883.0
1481;-42.75;-14.25;2017-03-03 17:00:00;882.17
1482;-42.75;-14.25;2017-03-03 18:00:00;882.0
1483;-42.75;-14.25;2017-03-03 19:00:00;882.67
1484;-42.75;-14.25;2017-03-03 20:00:00;883.0
1485;-42.75;-14.25;2017-03-03 21:00:00;883.67
1486;-42.75;-14.25;2017-03-03 22:00:00;884.0
1487;-42.75;-14.25;2017-03-03 23:00:00;884.0
1488;-42.75;-14.25;2017-03-04 00:00:00;884.0
1489;-42.75;-14.25;2017-03-04 01:00:00;883.0
1490;-42.75;-14.25;2017-03-04 02:00:00;882.5
1491;-42.75;-14.25;2017-03-04 03:00:00;882.0
1492;-42.75;-14.25;2017-03-04 04:00:00;882.0
1493;-42.75;-14.25;2017-03-04 05:00:00;882.67
1494;-42.75;-14.25;2017-03-04 06:00:00;882.0
1495;-42.75;-14.25;2017-03-04 07:00:00;883.17
1496;-42.75;-14.25;2017-03-04 08:00:00;884.0
1497;-42.75;-14.25;2017-03-04 09:00:00;884.0
1498;-42.75;-14.25;2017-03-04 10:00:00;884.0
1499;-42.75;-14.25;2017-03-04 11:00:00;884.0
1500;-42.75;-14.25;2017-03-04 12:00:00;883.0
1501;-42.75;-14.25;2017-03-04 13:00:00;882.67
1502;-42.75;-14.25;2017-03-04 14:00:00;882.0
1503;-42.75;-14.25;2017-03-04 15:00:00;881.83
1504;-42.75;-14.25;2017-03-04 16:00:00;881.0
1505;-42.75;-14.25;2017-03-04 17:00:00;881.0
1506;-42.75;-14.25;2017-03-04 18:00:00;881.0
1507;-42.75;-14.25;2017-03-04 19:00:00;881.0
1508;-42.75;-14.25;2017-03-04 20:00:00;880.83
1509;-42.75;-14.25;2017-03-04 21:00:00;881.0
1510;-42.75;-14.25;2017-03-04 22:00:00;881.0
1511;-42.75;-14.25;2017-03-04 23:00:00;881.0
1512;-42.75;-14.25;2017-03-05 00:00:00;880.5
1513;-42.75;-14.25;2017-03-05 01:00:00;880.0
1514;-42.75;-14.25;2017-03-05 02:00:00;880.0
1515;-42.75;-14.25;2017-03-05 03:00:00;880.0
1516;-42.75;-14.25;2017-03-05 04:00:00;880.0
1517;-42.75;-14.25;2017-03-05 05:00:00;880.0
1518;-42.75;-14.25;2017-03-05 06:00:00;881.0
1519;-42.75;-14.25;2017-03-05 07:00:00;881.67
1520;-42.75;-14.25;2017-03-05 08:00:00;882.67
1521;-42.75;-14.25;2017-03-05 09:00:00;883.0
1522;-42.75;-14.25;2017-03-05 10:00:00;883.0
1523;-42.75;-14.25;2017-03-05 11:00:00;883.0
1524;-42.75;-14.25;2017-03-05 12:00:00;882.67
1525;-42.75;-14.25;2017-03-05 13:00:00;881.83
1526;-42.75;-14.25;2017-03-05 14:00:00;881.0
1527;-42.75;-14.25;2017-03-05 15:00:00;880.83
1528;-42.75;-14.25;2017-03-05 16:00:00;880.0
1529;-42.75;-14.25;2017-03-05 17:00:00;880.0
1530;-42.75;-14.25;2017-03-05 18:00:00;880.0
1531;-42.75;-14.25;2017-03-05 19:00:00;880.0
1532;-42.75;-14.25;2017-03-05 20:00:00;880.0
1533;-42.75;-14.25;2017-03-05 21:00:00;880.0
1534;-42.75;-14.25;2017-03-05 22:00:00;880.0
1535;-42.75;-14.25;2017-03-05 23:00:00;880.0
1536;-42.75;-14.25;2017-03-06 00:00:00;880.0
1537;-42.75;-14.25;2017-03-06 01:00:00;880.0
1538;-42.75;-14.25;2017-03-06 02:00:00;880.0
1539;-42.75;-14.25;2017-03-06 03:00:00;880.17
1540;-42.75;-14.25;2017-03-06 04:00:00;881.0
1541;-42.75;-14.25;2017-03-06 05:00:00;881.17
1542;-42.75;-14.25;2017-03-06 06:00:00;882.0
1543;-42.75;-14.25;2017-03-06 07:00:00;882.67
1544;-42.75;-14.25;2017-03-06 08:00:00;883.0
1545;-42.75;-14.25;2017-03-06 09:00:00;883.5
1546;-42.75;-14.25;2017-03-06 10:00:00;883.83
1547;-42.75;-14.25;2017-03-06 11:00:00;883.0
1548;-42.75;-14.25;2017-03-06 12:00:00;882.83
1549;-42.75;-14.25;2017-03-06 13:00:00;882.0
1550;-42.75;-14.25;2017-03-06 14:00:00;881.67
1551;-42.75;-14.25;2017-03-06 15:00:00;881.0
1552;-42.75;-14.25;2017-03-06 16:00:00;881.0
1553;-42.75;-14.25;2017-03-06 17:00:00;881.0
1554;-42.75;-14.25;2017-03-06 18:00:00;881.0
1555;-42.75;-14.25;2017-03-06 19:00:00;881.0
1556;-42.75;-14.25;2017-03-06 20:00:00;881.83
1557;-42.75;-14.25;2017-03-06 21:00:00;882.0
1558;-42.75;-14.25;2017-03-06 22:00:00;883.0
1559;-42.75;-14.25;2017-03-06 23:00:00;882.5
1560;-42.75;-14.25;2017-03-07 00:00:00;882.0
1561;-42.75;-14.25;2017-03-07 01:00:00;882.0
1562;-42.75;-14.25;2017-03-07 02:00:00;882.0
1563;-42.75;-14.25;2017-03-07 03:00:00;882.0
1564;-42.75;-14.25;2017-03-07 04:00:00;882.0
1565;-42.75;-14.25;2017-03-07 05:00:00;882.0
1566;-42.75;-14.25;2017-03-07 06:00:00;882.33
1567;-42.75;-14.25;2017-03-07 07:00:00;883.17
1568;-42.75;-14.25;2017-03-07 08:00:00;883.83
1569;-42.75;-14.25;2017-03-07 09:00:00;884.0
1570;-42.75;-14.25;2017-03-07 10:00:00;884.0
1571;-42.75;-14.25;2017-03-07 11:00:00;884.0
1572;-42.75;-14.25;2017-03-07 12:00:00;883.5
1573;-42.75;-14.25;2017-03-07 13:00:00;883.0
1574;-42.75;-14.25;2017-03-07 14:00:00;882.33
1575;-42.75;-14.25;2017-03-07 15:00:00;882.0
1576;-42.75;-14.25;2017-03-07 16:00:00;882.0
1577;-42.75;-14.25;2017-03-07 17:00:00;882.0
1578;-42.75;-14.25;2017-03-07 18:00:00;882.0
1579;-42.75;-14.25;2017-03-07 19:00:00;882.0
1580;-42.75;-14.25;2017-03-07 20:00:00;882.67
1581;-42.75;-14.25;2017-03-07 21:00:00;883.0
1582;-42.75;-14.25;2017-03-07 22:00:00;883.0
1583;-42.75;-14.25;2017-03-07 23:00:00;883.0
1584;-42.75;-14.25;2017-03-08 00:00:00;883.0
1585;-42.75;-14.25;2017-03-08 01:00:00;882.83
1586;-42.75;-14.25;2017-03-08 02:00:00;882.0
1587;-42.75;-14.25;2017-03-08 03:00:00;882.0
1588;-42.75;-14.25;2017-03-08 04:00:00;882.0
1589;-42.75;-14.25;2017-03-08 05:00:00;882.0
1590;-42.75;-14.25;2017-03-08 06:00:00;882.5
1591;-42.75;-14.25;2017-03-08 07:00:00;883.0
1592;-42.75;-14.25;2017-03-08 08:00:00;884.0
1593;-42.75;-14.25;2017-03-08 09:00:00;884.0
1594;-42.75;-14.25;2017-03-08 10:00:00;884.0
1595;-42.75;-14.25;2017-03-08 11:00:00;884.0
1596;-42.75;-14.25;2017-03-08 12:00:00;883.33
1597;-42.75;-14.25;2017-03-08 13:00:00;882.67
1598;-42.75;-14.25;2017-03-08 14:00:00;882.0
1599;-42.75;-14.25;2017-03-08 15:00:00;881.67
1600;-42.75;-14.25;2017-03-08 16:00:00;881.0
1601;-42.75;-14.25;2017-03-08 17:00:00;881.0
1602;-42.75;-14.25;2017-03-08 18:00:00;881.17
1603;-42.75;-14.25;2017-03-08 19:00:00;882.0
1604;-42.75;-14.25;2017-03-08 20:00:00;882.67
1605;-42.75;-14.25;2017-03-08 21:00:00;883.0
1606;-42.75;-14.25;2017-03-08 22:00:00;884.0
1607;-42.75;-14.25;2017-03-08 23:00:00;883.83
1608;-42.75;-14.25;2017-03-09 00:00:00;883.0
1609;-42.75;-14.25;2017-03-09 01:00:00;883.0
1610;-42.75;-14.25;2017-03-09 02:00:00;882.0
1611;-42.75;-14.25;2017-03-09 03:00:00;882.0
1612;-42.75;-14.25;2017-03-09 04:00:00;882.0
1613;-42.75;-14.25;2017-03-09 05:00:00;882.83
1614;-42.75;-14.25;2017-03-09 06:00:00;883.0
1615;-42.75;-14.25;2017-03-09 07:00:00;883.67
1616;-42.75;-14.25;2017-03-09 08:00:00;884.0
1617;-42.75;-14.25;2017-03-09 09:00:00;884.0
1618;-42.75;-14.25;2017-03-09 10:00:00;884.0
1619;-42.75;-14.25;2017-03-09 11:00:00;883.33
1620;-42.75;-14.25;2017-03-09 12:00:00;883.0
1621;-42.75;-14.25;2017-03-09 13:00:00;882.33
1622;-42.75;-14.25;2017-03-09 14:00:00;882.0
1623;-42.75;-14.25;2017-03-09 15:00:00;882.0
1624;-42.75;-14.25;2017-03-09 16:00:00;881.0
1625;-42.75;-14.25;2017-03-09 17:00:00;881.0
1626;-42.75;-14.25;2017-03-09 18:00:00;881.83
1627;-42.75;-14.25;2017-03-09 19:00:00;882.0
1628;-42.75;-14.25;2017-03-09 20:00:00;882.17
1629;-42.75;-14.25;2017-03-09 21:00:00;883.17
1630;-42.75;-14.25;2017-03-09 22:00:00;883.33
1631;-42.75;-14.25;2017-03-09 23:00:00;883.17
1632;-42.75;-14.25;2017-03-10 00:00:00;883.0
1633;-42.75;-14.25;2017-03-10 01:00:00;883.0
1634;-42.75;-14.25;2017-03-10 02:00:00;882.67
1635;-42.75;-14.25;2017-03-10 03:00:00;882.5
1636;-42.75;-14.25;2017-03-10 04:00:00;883.0
1637;-42.75;-14.25;2017-03-10 05:00:00;882.83
1638;-42.75;-14.25;2017-03-10 06:00:00;883.0
1639;-42.75;-14.25;2017-03-10 07:00:00;883.0
1640;-42.75;-14.25;2017-03-10 08:00:00;884.0
1641;-42.75;-14.25;2017-03-10 09:00:00;884.83
1642;-42.75;-14.25;2017-03-10 10:00:00;885.0
1643;-42.75;-14.25;2017-03-10 11:00:00;884.33
1644;-42.75;-14.25;2017-03-10 12:00:00;883.67
1645;-42.75;-14.25;2017-03-10 13:00:00;883.0
1646;-42.75;-14.25;2017-03-10 14:00:00;882.83
1647;-42.75;-14.25;2017-03-10 15:00:00;882.0
1648;-42.75;-14.25;2017-03-10 16:00:00;882.0
1649;-42.75;-14.25;2017-03-10 17:00:00;882.0
1650;-42.75;-14.25;2017-03-10 18:00:00;882.0
1651;-42.75;-14.25;2017-03-10 19:00:00;882.5
1652;-42.75;-14.25;2017-03-10 20:00:00;883.0
1653;-42.75;-14.25;2017-03-10 21:00:00;883.83
1654;-42.75;-14.25;2017-03-10 22:00:00;884.0
1655;-42.75;-14.25;2017-03-10 23:00:00;884.0
1656;-42.75;-14.25;2017-03-11 00:00:00;883.67
1657;-42.75;-14.25;2017-03-11 01:00:00;883.0
1658;-42.75;-14.25;2017-03-11 02:00:00;883.0
1659;-42.75;-14.25;2017-03-11 03:00:00;883.0
1660;-42.75;-14.25;2017-03-11 04:00:00;883.0
1661;-42.75;-14.25;2017-03-11 05:00:00;883.0
1662;-42.75;-14.25;2017-03-11 06:00:00;883.0
1663;-42.75;-14.25;2017-03-11 07:00:00;884.0
1664;-42.75;-14.25;2017-03-11 08:00:00;884.0
1665;-42.75;-14.25;2017-03-11 09:00:00;884.0
1666;-42.75;-14.25;2017-03-11 10:00:00;884.0
1667;-42.75;-14.25;2017-03-11 11:00:00;884.0
1668;-42.75;-14.25;2017-03-11 12:00:00;883.67
1669;-42.75;-14.25;2017-03-11 13:00:00;883.0
1670;-42.75;-14.25;2017-03-11 14:00:00;882.0
1671;-42.75;-14.25;2017-03-11 15:00:00;882.0
1672;-42.75;-14.25;2017-03-11 16:00:00;882.0
1673;-42.75;-14.25;2017-03-11 17:00:00;882.0
1674;-42.75;-14.25;2017-03-11 18:00:00;882.0
1675;-42.75;-14.25;2017-03-11 19:00:00;882.5
1676;-42.75;-14.25;2017-03-11 20:00:00;883.0
1677;-42.75;-14.25;2017-03-11 21:00:00;883.67
1678;-42.75;-14.25;2017-03-11 22:00:00;884.0
1679;-42.75;-14.25;2017-03-11 23:00:00;884.0
1680;-42.75;-14.25;2017-03-12 00:00:00;884.0
1681;-42.75;-14.25;2017-03-12 01:00:00;883.17
1682;-42.75;-14.25;2017-03-12 02:00:00;882.67
1683;-42.75;-14.25;2017-03-12 03:00:00;882.0
1684;-42.75;-14.25;2017-03-12 04:00:00;882.0
1685;-42.75;-14.25;2017-03-12 05:00:00;882.17
1686;-42.75;-14.25;2017-03-12 06:00:00;883.0
1687;-42.75;-14.25;2017-03-12 07:00:00;883.33
1688;-42.75;-14.25;2017-03-12 08:00:00;884.0
1689;-42.75;-14.25;2017-03-12 09:00:00;884.0
1690;-42.75;-14.25;2017-03-12 10:00:00;884.0
1691;-42.75;-14.25;2017-03-12 11:00:00;884.0
1692;-42.75;-14.25;2017-03-12 12:00:00;883.0
1693;-42.75;-14.25;2017-03-12 13:00:00;883.0
1694;-42.75;-14.25;2017-03-12 14:00:00;882.17
1695;-42.75;-14.25;2017-03-12 15:00:00;882.0
1696;-42.75;-14.25;2017-03-12 16:00:00;882.0
1697;-42.75;-14.25;2017-03-12 17:00:00;881.5
1698;-42.75;-14.25;2017-03-12 18:00:00;881.0
1699;-42.75;-14.25;2017-03-12 19:00:00;881.67
1700;-42.75;-14.25;2017-03-12 20:00:00;882.0
1701;-42.75;-14.25;2017-03-12 21:00:00;882.67
1702;-42.75;-14.25;2017-03-12 22:00:00;883.0
1703;-42.75;-14.25;2017-03-12 23:00:00;882.83
1704;-42.75;-14.25;2017-03-13 00:00:00;882.0
1705;-42.75;-14.25;2017-03-13 01:00:00;882.0
1706;-42.75;-14.25;2017-03-13 02:00:00;881.17
1707;-42.75;-14.25;2017-03-13 03:00:00;881.67
1708;-42.75;-14.25;2017-03-13 04:00:00;882.0
1709;-42.75;-14.25;2017-03-13 05:00:00;882.0
1710;-42.75;-14.25;2017-03-13 06:00:00;882.5
1711;-42.75;-14.25;2017-03-13 07:00:00;883.0
1712;-42.75;-14.25;2017-03-13 08:00:00;884.0
1713;-42.75;-14.25;2017-03-13 09:00:00;884.0
1714;-42.75;-14.25;2017-03-13 10:00:00;884.0
1715;-42.75;-14.25;2017-03-13 11:00:00;884.0
1716;-42.75;-14.25;2017-03-13 12:00:00;883.17
