Data;VentoPrevisto;VentoC;Chuva;Pressao;Temperatura;Direcao;V_d1;V_l1;V_l2;V_l3;V_l4;V_l5;V_l6;V_l7;C_l1;C_l2;C_l3;C_l4;C_l5;C_l6;C_l7;D_l1;D_l2;D_l3;D_l4;D_l5;D_l6;D_l7;P_l1;P_l2;P_l3;P_l4;P_l5;P_l6;P_l7;T_l1;T_l2;T_l3;T_l4;T_l5;T_l6;T_l7;T_VP1;T_VP2;T_VP3;T_VP4;T_VP5;T_VP6;T_VP7;Y_est;residual;rabs
2017-02-04 07:00:00;5.43;7.296;0.0;1012.61;23.78;97.82;6.682;7.42;7.196;6.844;7.014;7.903;8.0;7.108;0.0;0.0;0.0;0.0;0.0;0.0;0.0;105.36;107.77;106.13;106.79;104.89;104.45;105.83;1012.34;1012.5;1012.83;1013.22;1013.56;1013.71;1013.25;23.87;24.14;24.42;25.46;25.84;25.81;25.48;4.8;4.44;4.16;4.48;4.31;3.87;3.08;7.266478538513184;0.5844785385131832;0.5844785385131832
2017-02-04 08:00:00;6.27;6.682;0.0;1012.87;23.12;92.17;6.476;7.296;7.42;7.196;6.844;7.014;7.903;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;97.82;105.36;107.77;106.13;106.79;104.89;104.45;1012.61;1012.34;1012.5;1012.83;1013.22;1013.56;1013.71;23.78;23.87;24.14;24.42;25.46;25.84;25.81;5.43;4.8;4.44;4.16;4.48;4.31;3.87;6.555111885070801;0.0791118850708008;0.0791118850708008
2017-02-04 09:00:00;6.65;6.476;0.0;1013.39;22.76;89.55;6.722;6.682;7.296;7.42;7.196;6.844;7.014;7.903;0.0;0.0;0.0;0.0;0.0;0.0;0.0;92.17;97.82;105.36;107.77;106.13;106.79;104.89;1012.87;1012.61;1012.34;1012.5;1012.83;1013.22;1013.56;23.12;23.78;23.87;24.14;24.42;25.46;25.84;6.27;5.43;4.8;4.44;4.16;4.48;4.31;6.364132881164551;-0.35786711883544964;0.35786711883544964
2017-02-04 10:00:00;6.5;6.722;0.0;1013.52;26.57;91.65;6.268;6.476;6.682;7.296;7.42;7.196;6.844;7.014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;89.55;92.17;97.82;105.36;107.77;106.13;106.79;1013.39;1012.87;1012.61;1012.34;1012.5;1012.83;1013.22;22.76;23.12;23.78;23.87;24.14;24.42;25.46;6.65;6.27;5.43;4.8;4.44;4.16;4.48;6.548130989074707;0.28013098907470724;0.28013098907470724
2017-02-04 11:00:00;5.82;6.268;0.0;1014.33;26.52;92.02;5.638;6.722;6.476;6.682;7.296;7.42;7.196;6.844;0.0;0.0;0.0;0.0;0.0;0.0;0.0;91.65;89.55;92.17;97.82;105.36;107.77;106.13;1013.52;1013.39;1012.87;1012.61;1012.34;1012.5;1012.83;26.57;22.76;23.12;23.78;23.87;24.14;24.42;6.5;6.65;6.27;5.43;4.8;4.44;4.16;5.843355655670166;0.20535565567016612;0.20535565567016612
2017-02-04 12:00:00;4.97;5.638;0.0;1013.89;26.67;86.33;5.275;6.268;6.722;6.476;6.682;7.296;7.42;7.196;0.0;0.0;0.0;0.0;0.0;0.0;0.0;92.02;91.65;89.55;92.17;97.82;105.36;107.77;1014.33;1013.52;1013.39;1012.87;1012.61;1012.34;1012.5;26.52;26.57;22.76;23.12;23.78;23.87;24.14;5.82;6.5;6.65;6.27;5.43;4.8;4.44;5.356611251831055;0.08161125183105433;0.08161125183105433
2017-02-04 13:00:00;4.31;5.275;0.0;1013.73;27.14;80.01;5.255;5.638;6.268;6.722;6.476;6.682;7.296;7.42;0.0;0.0;0.0;0.0;0.0;0.0;0.0;86.33;92.02;91.65;89.55;92.17;97.82;105.36;1013.89;1014.33;1013.52;1013.39;1012.87;1012.61;1012.34;26.67;26.52;26.57;22.76;23.12;23.78;23.87;4.97;5.82;6.5;6.65;6.27;5.43;4.8;5.2231364250183105;-0.03186357498168935;0.03186357498168935
2017-02-04 14:00:00;3.68;5.255;0.0;1013.13;26.62;77.14;5.495;5.275;5.638;6.268;6.722;6.476;6.682;7.296;0.0;0.0;0.0;0.0;0.0;0.0;0.0;80.01;86.33;92.02;91.65;89.55;92.17;97.82;1013.73;1013.89;1014.33;1013.52;1013.39;1012.87;1012.61;27.14;26.67;26.52;26.57;22.76;23.12;23.78;4.31;4.97;5.82;6.5;6.65;6.27;5.43;5.189605236053467;-0.3053947639465333;0.3053947639465333
2017-02-04 15:00:00;2.93;5.495;0.01;1012.59;32.2;82.42;5.219;5.255;5.275;5.638;6.268;6.722;6.476;6.682;0.0;0.0;0.0;0.0;0.0;0.0;0.0;77.14;80.01;86.33;92.02;91.65;89.55;92.17;1013.13;1013.73;1013.89;1014.33;1013.52;1013.39;1012.87;26.62;27.14;26.67;26.52;26.57;22.76;23.12;3.68;4.31;4.97;5.82;6.5;6.65;6.27;5.6414031982421875;0.4224031982421872;0.4224031982421872
2017-02-04 16:00:00;2.56;5.219;0.01;1011.2;32.41;89.96;5.238;5.495;5.255;5.275;5.638;6.268;6.722;6.476;0.01;0.0;0.0;0.0;0.0;0.0;0.0;82.42;77.14;80.01;86.33;92.02;91.65;89.55;1012.59;1013.13;1013.73;1013.89;1014.33;1013.52;1013.39;32.2;26.62;27.14;26.67;26.52;26.57;22.76;2.93;3.68;4.31;4.97;5.82;6.5;6.65;5.443932056427002;0.20593205642700152;0.20593205642700152
2017-02-04 17:00:00;2.21;5.238;0.01;1010.19;32.97;90.88;4.204;5.219;5.495;5.255;5.275;5.638;6.268;6.722;0.01;0.01;0.0;0.0;0.0;0.0;0.0;89.96;82.42;77.14;80.01;86.33;92.02;91.65;1011.2;1012.59;1013.13;1013.73;1013.89;1014.33;1013.52;32.41;32.2;26.62;27.14;26.67;26.52;26.57;2.56;2.93;3.68;4.31;4.97;5.82;6.5;5.7667975425720215;1.5627975425720217;1.5627975425720217
2017-02-04 18:00:00;2.48;4.204;0.0;1009.46;33.17;98.87;3.668;5.238;5.219;5.495;5.255;5.275;5.638;6.268;0.01;0.01;0.01;0.0;0.0;0.0;0.0;90.88;89.96;82.42;77.14;80.01;86.33;92.02;1010.19;1011.2;1012.59;1013.13;1013.73;1013.89;1014.33;32.97;32.41;32.2;26.62;27.14;26.67;26.52;2.21;2.56;2.93;3.68;4.31;4.97;5.82;4.913671016693115;1.245671016693115;1.245671016693115
2017-02-04 19:00:00;2.83;3.668;0.0;1008.88;33.18;94.91;2.338;4.204;5.238;5.219;5.495;5.255;5.275;5.638;0.0;0.01;0.01;0.01;0.0;0.0;0.0;98.87;90.88;89.96;82.42;77.14;80.01;86.33;1009.46;1010.19;1011.2;1012.59;1013.13;1013.73;1013.89;33.17;32.97;32.41;32.2;26.62;27.14;26.67;2.48;2.21;2.56;2.93;3.68;4.31;4.97;4.291323184967041;1.953323184967041;1.953323184967041
2017-02-04 20:00:00;2.84;2.338;0.05;1008.63;32.68;99.8;1.717;3.668;4.204;5.238;5.219;5.495;5.255;5.275;0.0;0.0;0.01;0.01;0.01;0.0;0.0;94.91;98.87;90.88;89.96;82.42;77.14;80.01;1008.88;1009.46;1010.19;1011.2;1012.59;1013.13;1013.73;33.18;33.17;32.97;32.41;32.2;26.62;27.14;2.83;2.48;2.21;2.56;2.93;3.68;4.31;3.031766891479492;1.314766891479492;1.314766891479492
2017-02-04 21:00:00;1.8;1.717;0.0;1009.25;29.93;115.99;3.552;2.338;3.668;4.204;5.238;5.219;5.495;5.255;0.05;0.0;0.0;0.01;0.01;0.01;0.0;99.8;94.91;98.87;90.88;89.96;82.42;77.14;1008.63;1008.88;1009.46;1010.19;1011.2;1012.59;1013.13;32.68;33.18;33.17;32.97;32.41;32.2;26.62;2.84;2.83;2.48;2.21;2.56;2.93;3.68;2.350353717803955;-1.201646282196045;1.201646282196045
2017-02-04 22:00:00;1.58;3.552;0.0;1009.77;28.39;186.03;7.054;1.717;2.338;3.668;4.204;5.238;5.219;5.495;0.0;0.05;0.0;0.0;0.01;0.01;0.01;115.99;99.8;94.91;98.87;90.88;89.96;82.42;1009.25;1008.63;1008.88;1009.46;1010.19;1011.2;1012.59;29.93;32.68;33.18;33.17;32.97;32.41;32.2;1.8;2.84;2.83;2.48;2.21;2.56;2.93;4.333630561828613;-2.720369438171387;2.720369438171387
2017-02-04 23:00:00;2.46;7.054;0.0;1010.73;27.76;224.0;8.402;3.552;1.717;2.338;3.668;4.204;5.238;5.219;0.0;0.0;0.05;0.0;0.0;0.01;0.01;186.03;115.99;99.8;94.91;98.87;90.88;89.96;1009.77;1009.25;1008.63;1008.88;1009.46;1010.19;1011.2;28.39;29.93;32.68;33.18;33.17;32.97;32.41;1.58;1.8;2.84;2.83;2.48;2.21;2.56;7.500436782836914;-0.9015632171630852;0.9015632171630852
2017-02-05 00:00:00;1.82;8.402;0.0;1011.38;27.08;204.34;7.668;7.054;3.552;1.717;2.338;3.668;4.204;5.238;0.0;0.0;0.0;0.05;0.0;0.0;0.01;224.0;186.03;115.99;99.8;94.91;98.87;90.88;1010.73;1009.77;1009.25;1008.63;1008.88;1009.46;1010.19;27.76;28.39;29.93;32.68;33.18;33.17;32.97;2.46;1.58;1.8;2.84;2.83;2.48;2.21;8.35080623626709;0.6828062362670897;0.6828062362670897
2017-02-05 01:00:00;3.24;7.668;0.0;1012.15;27.72;145.07;7.752;8.402;7.054;3.552;1.717;2.338;3.668;4.204;0.0;0.0;0.0;0.0;0.05;0.0;0.0;204.34;224.0;186.03;115.99;99.8;94.91;98.87;1011.38;1010.73;1009.77;1009.25;1008.63;1008.88;1009.46;27.08;27.76;28.39;29.93;32.68;33.18;33.17;1.82;2.46;1.58;1.8;2.84;2.83;2.48;7.347141742706299;-0.40485825729370095;0.40485825729370095
2017-02-05 02:00:00;4.85;7.752;0.0;1012.35;27.36;118.41;7.25;7.668;8.402;7.054;3.552;1.717;2.338;3.668;0.0;0.0;0.0;0.0;0.0;0.05;0.0;145.07;204.34;224.0;186.03;115.99;99.8;94.91;1012.15;1011.38;1010.73;1009.77;1009.25;1008.63;1008.88;27.72;27.08;27.76;28.39;29.93;32.68;33.18;3.24;1.82;2.46;1.58;1.8;2.84;2.83;7.244877815246582;-0.005122184753417969;0.005122184753417969
2017-02-05 03:00:00;5.13;7.25;0.0;1012.58;25.68;110.3;6.305;7.752;7.668;8.402;7.054;3.552;1.717;2.338;0.0;0.0;0.0;0.0;0.0;0.0;0.05;118.41;145.07;204.34;224.0;186.03;115.99;99.8;1012.35;1012.15;1011.38;1010.73;1009.77;1009.25;1008.63;27.36;27.72;27.08;27.76;28.39;29.93;32.68;4.85;3.24;1.82;2.46;1.58;1.8;2.84;7.019381046295166;0.7143810462951663;0.7143810462951663
2017-02-05 04:00:00;5.4;6.305;0.0;1012.05;24.97;100.81;6.082;7.25;7.752;7.668;8.402;7.054;3.552;1.717;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110.3;118.41;145.07;204.34;224.0;186.03;115.99;1012.58;1012.35;1012.15;1011.38;1010.73;1009.77;1009.25;25.68;27.36;27.72;27.08;27.76;28.39;29.93;5.13;4.85;3.24;1.82;2.46;1.58;1.8;5.929764747619629;-0.15223525238037094;0.15223525238037094
2017-02-05 05:00:00;5.36;6.082;0.0;1011.69;24.67;93.04;4.746;6.305;7.25;7.752;7.668;8.402;7.054;3.552;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.81;110.3;118.41;145.07;204.34;224.0;186.03;1012.05;1012.58;1012.35;1012.15;1011.38;1010.73;1009.77;24.97;25.68;27.36;27.72;27.08;27.76;28.39;5.4;5.13;4.85;3.24;1.82;2.46;1.58;5.873884201049805;1.1278842010498042;1.1278842010498042
2017-02-05 06:00:00;5.63;4.746;0.0;1011.81;24.05;89.69;4.794;6.082;6.305;7.25;7.752;7.668;8.402;7.054;0.0;0.0;0.0;0.0;0.0;0.0;0.0;93.04;100.81;110.3;118.41;145.07;204.34;224.0;1011.69;1012.05;1012.58;1012.35;1012.15;1011.38;1010.73;24.67;24.97;25.68;27.36;27.72;27.08;27.76;5.36;5.4;5.13;4.85;3.24;1.82;2.46;4.840768814086914;0.04676881408691447;0.04676881408691447
2017-02-05 07:00:00;5.88;4.794;0.03;1012.02;23.62;88.39;4.492;4.746;6.082;6.305;7.25;7.752;7.668;8.402;0.0;0.0;0.0;0.0;0.0;0.0;0.0;89.69;93.04;100.81;110.3;118.41;145.07;204.34;1011.81;1011.69;1012.05;1012.58;1012.35;1012.15;1011.38;24.05;24.67;24.97;25.68;27.36;27.72;27.08;5.63;5.36;5.4;5.13;4.85;3.24;1.82;5.10882043838501;0.6168204383850098;0.6168204383850098
2017-02-05 08:00:00;5.78;4.492;0.02;1012.42;23.2;85.82;4.462;4.794;4.746;6.082;6.305;7.25;7.752;7.668;0.03;0.0;0.0;0.0;0.0;0.0;0.0;88.39;89.69;93.04;100.81;110.3;118.41;145.07;1012.02;1011.81;1011.69;1012.05;1012.58;1012.35;1012.15;23.62;24.05;24.67;24.97;25.68;27.36;27.72;5.88;5.63;5.36;5.4;5.13;4.85;3.24;4.495738983154297;0.03373898315429713;0.03373898315429713
2017-02-05 09:00:00;5.45;4.462;0.04;1013.04;22.89;90.03;3.735;4.492;4.794;4.746;6.082;6.305;7.25;7.752;0.02;0.03;0.0;0.0;0.0;0.0;0.0;85.82;88.39;89.69;93.04;100.81;110.3;118.41;1012.42;1012.02;1011.81;1011.69;1012.05;1012.58;1012.35;23.2;23.62;24.05;24.67;24.97;25.68;27.36;5.78;5.88;5.63;5.36;5.4;5.13;4.85;4.51518440246582;0.7801844024658204;0.7801844024658204
2017-02-05 10:00:00;4.53;3.735;0.08;1013.99;24.97;97.28;3.178;4.462;4.492;4.794;4.746;6.082;6.305;7.25;0.04;0.02;0.03;0.0;0.0;0.0;0.0;90.03;85.82;88.39;89.69;93.04;100.81;110.3;1013.04;1012.42;1012.02;1011.81;1011.69;1012.05;1012.58;22.89;23.2;23.62;24.05;24.67;24.97;25.68;5.45;5.78;5.88;5.63;5.36;5.4;5.13;3.8581976890563965;0.6801976890563965;0.6801976890563965
2017-02-05 11:00:00;4.41;3.178;0.06;1014.62;25.0;97.53;3.302;3.735;4.462;4.492;4.794;4.746;6.082;6.305;0.08;0.04;0.02;0.03;0.0;0.0;0.0;97.28;90.03;85.82;88.39;89.69;93.04;100.81;1013.99;1013.04;1012.42;1012.02;1011.81;1011.69;1012.05;24.97;22.89;23.2;23.62;24.05;24.67;24.97;4.53;5.45;5.78;5.88;5.63;5.36;5.4;3.253220558166504;-0.04877944183349614;0.04877944183349614
2017-02-05 12:00:00;3.76;3.302;0.02;1014.7;25.3;91.37;3.708;3.178;3.735;4.462;4.492;4.794;4.746;6.082;0.06;0.08;0.04;0.02;0.03;0.0;0.0;97.53;97.28;90.03;85.82;88.39;89.69;93.04;1014.62;1013.99;1013.04;1012.42;1012.02;1011.81;1011.69;25.0;24.97;22.89;23.2;23.62;24.05;24.67;4.41;4.53;5.45;5.78;5.88;5.63;5.36;3.4122071266174316;-0.29579287338256854;0.29579287338256854
2017-02-05 13:00:00;2.8;3.708;0.04;1014.68;25.81;89.9;6.208;3.302;3.178;3.735;4.462;4.492;4.794;4.746;0.02;0.06;0.08;0.04;0.02;0.03;0.0;91.37;97.53;97.28;90.03;85.82;88.39;89.69;1014.7;1014.62;1013.99;1013.04;1012.42;1012.02;1011.81;25.3;25.0;24.97;22.89;23.2;23.62;24.05;3.76;4.41;4.53;5.45;5.78;5.88;5.63;3.889805793762207;-2.318194206237793;2.318194206237793
2017-02-05 14:00:00;1.47;6.208;0.08;1014.21;25.64;99.81;7.937;3.708;3.302;3.178;3.735;4.462;4.492;4.794;0.04;0.02;0.06;0.08;0.04;0.02;0.03;89.9;91.37;97.53;97.28;90.03;85.82;88.39;1014.68;1014.7;1014.62;1013.99;1013.04;1012.42;1012.02;25.81;25.3;25.0;24.97;22.89;23.2;23.62;2.8;3.76;4.41;4.53;5.45;5.78;5.88;6.232045650482178;-1.7049543495178225;1.7049543495178225
2017-02-05 15:00:00;1.11;7.937;0.04;1013.33;28.36;166.31;7.107;6.208;3.708;3.302;3.178;3.735;4.462;4.492;0.08;0.04;0.02;0.06;0.08;0.04;0.02;99.81;89.9;91.37;97.53;97.28;90.03;85.82;1014.21;1014.68;1014.7;1014.62;1013.99;1013.04;1012.42;25.64;25.81;25.3;25.0;24.97;22.89;23.2;1.47;2.8;3.76;4.41;4.53;5.45;5.78;7.637820720672607;0.5308207206726072;0.5308207206726072
2017-02-05 16:00:00;1.39;7.107;0.06;1012.05;28.41;197.61;4.896;7.937;6.208;3.708;3.302;3.178;3.735;4.462;0.04;0.08;0.04;0.02;0.06;0.08;0.04;166.31;99.81;89.9;91.37;97.53;97.28;90.03;1013.33;1014.21;1014.68;1014.7;1014.62;1013.99;1013.04;28.36;25.64;25.81;25.3;25.0;24.97;22.89;1.11;1.47;2.8;3.76;4.41;4.53;5.45;6.673090934753418;1.777090934753418;1.777090934753418
2017-02-05 17:00:00;0.88;4.896;0.15;1011.15;27.83;244.86;1.264;7.107;7.937;6.208;3.708;3.302;3.178;3.735;0.06;0.04;0.08;0.04;0.02;0.06;0.08;197.61;166.31;99.81;89.9;91.37;97.53;97.28;1012.05;1013.33;1014.21;1014.68;1014.7;1014.62;1013.99;28.41;28.36;25.64;25.81;25.3;25.0;24.97;1.39;1.11;1.47;2.8;3.76;4.41;4.53;4.894441604614258;3.6304416046142576;3.6304416046142576
2017-02-05 18:00:00;1.39;1.264;0.1;1010.39;27.79;259.33;1.755;4.896;7.107;7.937;6.208;3.708;3.302;3.178;0.15;0.06;0.04;0.08;0.04;0.02;0.06;244.86;197.61;166.31;99.81;89.9;91.37;97.53;1011.15;1012.05;1013.33;1014.21;1014.68;1014.7;1014.62;27.83;28.41;28.36;25.64;25.81;25.3;25.0;0.88;1.39;1.11;1.47;2.8;3.76;4.41;1.6659493446350098;-0.08905065536499013;0.08905065536499013
2017-02-05 19:00:00;2.49;1.755;0.12;1010.68;27.83;277.57;1.816;1.264;4.896;7.107;7.937;6.208;3.708;3.302;0.1;0.15;0.06;0.04;0.08;0.04;0.02;259.33;244.86;197.61;166.31;99.81;89.9;91.37;1010.39;1011.15;1012.05;1013.33;1014.21;1014.68;1014.7;27.79;27.83;28.41;28.36;25.64;25.81;25.3;1.39;0.88;1.39;1.11;1.47;2.8;3.76;2.50643253326416;0.6904325332641601;0.6904325332641601
2017-02-05 20:00:00;1.48;1.816;0.1;1010.43;28.33;282.43;1.45;1.755;1.264;4.896;7.107;7.937;6.208;3.708;0.12;0.1;0.15;0.06;0.04;0.08;0.04;277.57;259.33;244.86;197.61;166.31;99.81;89.9;1010.68;1010.39;1011.15;1012.05;1013.33;1014.21;1014.68;27.83;27.79;27.83;28.41;28.36;25.64;25.81;2.49;1.39;0.88;1.39;1.11;1.47;2.8;2.445481777191162;0.9954817771911622;0.9954817771911622
2017-02-05 21:00:00;1.57;1.45;0.0;1010.46;26.95;294.94;1.695;1.816;1.755;1.264;4.896;7.107;7.937;6.208;0.1;0.12;0.1;0.15;0.06;0.04;0.08;282.43;277.57;259.33;244.86;197.61;166.31;99.81;1010.43;1010.68;1010.39;1011.15;1012.05;1013.33;1014.21;28.33;27.83;27.79;27.83;28.41;28.36;25.64;1.48;2.49;1.39;0.88;1.39;1.11;1.47;1.9036221504211426;0.20862215042114252;0.20862215042114252
2017-02-05 22:00:00;2.0;1.695;0.0;1010.33;25.18;272.44;1.293;1.45;1.816;1.755;1.264;4.896;7.107;7.937;0.0;0.1;0.12;0.1;0.15;0.06;0.04;294.94;282.43;277.57;259.33;244.86;197.61;166.31;1010.46;1010.43;1010.68;1010.39;1011.15;1012.05;1013.33;26.95;28.33;27.83;27.79;27.83;28.41;28.36;1.57;1.48;2.49;1.39;0.88;1.39;1.11;2.253213882446289;0.9602138824462891;0.9602138824462891
2017-02-05 23:00:00;1.15;1.293;0.01;1011.73;25.69;253.1;4.163;1.695;1.45;1.816;1.755;1.264;4.896;7.107;0.0;0.0;0.1;0.12;0.1;0.15;0.06;272.44;294.94;282.43;277.57;259.33;244.86;197.61;1010.33;1010.46;1010.43;1010.68;1010.39;1011.15;1012.05;25.18;26.95;28.33;27.83;27.79;27.83;28.41;2.0;1.57;1.48;2.49;1.39;0.88;1.39;2.0202507972717285;-2.1427492027282717;2.1427492027282717
2017-02-06 00:00:00;0.77;4.163;0.21;1012.24;24.35;171.28;4.242;1.293;1.695;1.45;1.816;1.755;1.264;4.896;0.01;0.0;0.0;0.1;0.12;0.1;0.15;253.1;272.44;294.94;282.43;277.57;259.33;244.86;1011.73;1010.33;1010.46;1010.43;1010.68;1010.39;1011.15;25.69;25.18;26.95;28.33;27.83;27.79;27.83;1.15;2.0;1.57;1.48;2.49;1.39;0.88;4.489344596862793;0.24734459686279298;0.24734459686279298
2017-02-06 01:00:00;1.27;4.242;0.74;1012.78;24.27;125.09;5.17;4.163;1.293;1.695;1.45;1.816;1.755;1.264;0.21;0.01;0.0;0.0;0.1;0.12;0.1;171.28;253.1;272.44;294.94;282.43;277.57;259.33;1012.24;1011.73;1010.33;1010.46;1010.43;1010.68;1010.39;24.35;25.69;25.18;26.95;28.33;27.83;27.79;0.77;1.15;2.0;1.57;1.48;2.49;1.39;3.9485321044921875;-1.2214678955078124;1.2214678955078124
2017-02-06 02:00:00;1.01;5.17;0.23;1012.98;24.27;153.91;4.33;4.242;4.163;1.293;1.695;1.45;1.816;1.755;0.74;0.21;0.01;0.0;0.0;0.1;0.12;125.09;171.28;253.1;272.44;294.94;282.43;277.57;1012.78;1012.24;1011.73;1010.33;1010.46;1010.43;1010.68;24.27;24.35;25.69;25.18;26.95;28.33;27.83;1.27;0.77;1.15;2.0;1.57;1.48;2.49;5.190027236938477;0.8600272369384765;0.8600272369384765
2017-02-06 03:00:00;1.39;4.33;0.2;1012.97;23.38;179.02;4.052;5.17;4.242;4.163;1.293;1.695;1.45;1.816;0.23;0.74;0.21;0.01;0.0;0.0;0.1;153.91;125.09;171.28;253.1;272.44;294.94;282.43;1012.98;1012.78;1012.24;1011.73;1010.33;1010.46;1010.43;24.27;24.27;24.35;25.69;25.18;26.95;28.33;1.01;1.27;0.77;1.15;2.0;1.57;1.48;4.099440097808838;0.04744009780883829;0.04744009780883829
2017-02-06 04:00:00;1.45;4.052;0.65;1012.53;22.78;173.25;4.215;4.33;5.17;4.242;4.163;1.293;1.695;1.45;0.2;0.23;0.74;0.21;0.01;0.0;0.0;179.02;153.91;125.09;171.28;253.1;272.44;294.94;1012.97;1012.98;1012.78;1012.24;1011.73;1010.33;1010.46;23.38;24.27;24.27;24.35;25.69;25.18;26.95;1.39;1.01;1.27;0.77;1.15;2.0;1.57;4.045043468475342;-0.16995653152465806;0.16995653152465806
2017-02-06 05:00:00;1.41;4.215;0.85;1012.05;22.26;150.08;5.532;4.052;4.33;5.17;4.242;4.163;1.293;1.695;0.65;0.2;0.23;0.74;0.21;0.01;0.0;173.25;179.02;153.91;125.09;171.28;253.1;272.44;1012.53;1012.97;1012.98;1012.78;1012.24;1011.73;1010.33;22.78;23.38;24.27;24.27;24.35;25.69;25.18;1.45;1.39;1.01;1.27;0.77;1.15;2.0;4.498706817626953;-1.033293182373047;1.033293182373047
2017-02-06 06:00:00;1.89;5.532;0.69;1012.1;22.15;118.23;5.802;4.215;4.052;4.33;5.17;4.242;4.163;1.293;0.85;0.65;0.2;0.23;0.74;0.21;0.01;150.08;173.25;179.02;153.91;125.09;171.28;253.1;1012.05;1012.53;1012.97;1012.98;1012.78;1012.24;1011.73;22.26;22.78;23.38;24.27;24.27;24.35;25.69;1.41;1.45;1.39;1.01;1.27;0.77;1.15;5.423332214355469;-0.37866778564453085;0.37866778564453085
2017-02-06 07:00:00;2.06;5.802;2.34;1011.97;22.13;111.24;4.23;5.532;4.215;4.052;4.33;5.17;4.242;4.163;0.69;0.85;0.65;0.2;0.23;0.74;0.21;118.23;150.08;173.25;179.02;153.91;125.09;171.28;1012.1;1012.05;1012.53;1012.97;1012.98;1012.78;1012.24;22.15;22.26;22.78;23.38;24.27;24.27;24.35;1.89;1.41;1.45;1.39;1.01;1.27;0.77;5.46394681930542;1.2339468193054195;1.2339468193054195
2017-02-06 08:00:00;2.07;4.23;1.39;1012.57;22.07;114.19;1.215;5.802;5.532;4.215;4.052;4.33;5.17;4.242;2.34;0.69;0.85;0.65;0.2;0.23;0.74;111.24;118.23;150.08;173.25;179.02;153.91;125.09;1011.97;1012.1;1012.05;1012.53;1012.97;1012.98;1012.78;22.13;22.15;22.26;22.78;23.38;24.27;24.27;2.06;1.89;1.41;1.45;1.39;1.01;1.27;4.335456371307373;3.120456371307373;3.120456371307373
2017-02-06 09:00:00;2.21;1.215;0.43;1013.05;22.2;110.0;1.138;4.23;5.802;5.532;4.215;4.052;4.33;5.17;1.39;2.34;0.69;0.85;0.65;0.2;0.23;114.19;111.24;118.23;150.08;173.25;179.02;153.91;1012.57;1011.97;1012.1;1012.05;1012.53;1012.97;1012.98;22.07;22.13;22.15;22.26;22.78;23.38;24.27;2.07;2.06;1.89;1.41;1.45;1.39;1.01;1.2854609489440918;0.1474609489440919;0.1474609489440919
2017-02-06 10:00:00;2.22;1.138;0.37;1013.55;24.55;114.43;2.404;1.215;4.23;5.802;5.532;4.215;4.052;4.33;0.43;1.39;2.34;0.69;0.85;0.65;0.2;110.0;114.19;111.24;118.23;150.08;173.25;179.02;1013.05;1012.57;1011.97;1012.1;1012.05;1012.53;1012.97;22.2;22.07;22.13;22.15;22.26;22.78;23.38;2.21;2.07;2.06;1.89;1.41;1.45;1.39;1.4361600875854492;-0.9678399124145507;0.9678399124145507
2017-02-06 11:00:00;1.99;2.404;0.19;1014.18;24.57;99.49;1.969;1.138;1.215;4.23;5.802;5.532;4.215;4.052;0.37;0.43;1.39;2.34;0.69;0.85;0.65;114.43;110.0;114.19;111.24;118.23;150.08;173.25;1013.55;1013.05;1012.57;1011.97;1012.1;1012.05;1012.53;24.55;22.2;22.07;22.13;22.15;22.26;22.78;2.22;2.21;2.07;2.06;1.89;1.41;1.45;2.8189268112182617;0.8499268112182616;0.8499268112182616
2017-02-06 12:00:00;2.36;1.969;0.12;1014.19;24.88;89.36;1.627;2.404;1.138;1.215;4.23;5.802;5.532;4.215;0.19;0.37;0.43;1.39;2.34;0.69;0.85;99.49;114.43;110.0;114.19;111.24;118.23;150.08;1014.18;1013.55;1013.05;1012.57;1011.97;1012.1;1012.05;24.57;24.55;22.2;22.07;22.13;22.15;22.26;1.99;2.22;2.21;2.07;2.06;1.89;1.41;1.8852524757385254;0.2582524757385254;0.2582524757385254
2017-02-06 13:00:00;2.7;1.627;0.1;1013.72;25.51;69.31;2.46;1.969;2.404;1.138;1.215;4.23;5.802;5.532;0.12;0.19;0.37;0.43;1.39;2.34;0.69;89.36;99.49;114.43;110.0;114.19;111.24;118.23;1014.19;1014.18;1013.55;1013.05;1012.57;1011.97;1012.1;24.88;24.57;24.55;22.2;22.07;22.13;22.15;2.36;1.99;2.22;2.21;2.07;2.06;1.89;1.7061114311218262;-0.7538885688781738;0.7538885688781738
2017-02-06 14:00:00;2.72;2.46;0.08;1012.92;26.38;34.32;2.114;1.627;1.969;2.404;1.138;1.215;4.23;5.802;0.1;0.12;0.19;0.37;0.43;1.39;2.34;69.31;89.36;99.49;114.43;110.0;114.19;111.24;1013.72;1014.19;1014.18;1013.55;1013.05;1012.57;1011.97;25.51;24.88;24.57;24.55;22.2;22.07;22.13;2.7;2.36;1.99;2.22;2.21;2.07;2.06;2.9235548973083496;0.8095548973083497;0.8095548973083497
