Data;VentoPrevisto;VentoC;Chuva;Pressao;Temperatura;Direcao;V_d1;V_l1;V_l2;V_l3;V_l4;V_l5;V_l6;V_l7;C_l1;C_l2;C_l3;C_l4;C_l5;C_l6;C_l7;D_l1;D_l2;D_l3;D_l4;D_l5;D_l6;D_l7;P_l1;P_l2;P_l3;P_l4;P_l5;P_l6;P_l7;T_l1;T_l2;T_l3;T_l4;T_l5;T_l6;T_l7;T_VP1;T_VP2;T_VP3;T_VP4;T_VP5;T_VP6;T_VP7;Y_est;residual;rabs
2017-01-01 00:00:00;6.82;9.815;0.0;1013.14;25.93;97.36;8.735;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017-01-01 01:00:00;6.91;8.735;0.0;1013.34;25.73;94.65;8.454;9.815;;;;;;;0.0;;;;;;;97.36;;;;;;;1013.14;;;;;;;25.93;;;;;;;6.82;;;;;;;;;
2017-01-01 02:00:00;7.27;8.454;0.0;1013.04;25.5;92.98;9.178;8.735;9.815;;;;;;0.0;0.0;;;;;;94.65;97.36;;;;;;1013.34;1013.14;;;;;;25.73;25.93;;;;;;6.91;6.82;;;;;;;;
2017-01-01 03:00:00;7.83;9.178;0.0;1012.92;23.67;93.62;9.186;8.454;8.735;9.815;;;;;0.0;0.0;0.0;;;;;92.98;94.65;97.36;;;;;1013.04;1013.34;1013.14;;;;;25.5;25.73;25.93;;;;;7.27;6.91;6.82;;;;;;;
2017-01-01 04:00:00;7.81;9.186;0.0;1013.07;22.97;96.33;9.361;9.178;8.454;8.735;9.815;;;;0.0;0.0;0.0;0.0;;;;93.62;92.98;94.65;97.36;;;;1012.92;1013.04;1013.34;1013.14;;;;23.67;25.5;25.73;25.93;;;;7.83;7.27;6.91;6.82;;;;;;
2017-01-01 05:00:00;7.63;9.361;0.0;1013.34;21.54;98.83;8.403;9.186;9.178;8.454;8.735;9.815;;;0.0;0.0;0.0;0.0;0.0;;;96.33;93.62;92.98;94.65;97.36;;;1013.07;1012.92;1013.04;1013.34;1013.14;;;22.97;23.67;25.5;25.73;25.93;;;7.81;7.83;7.27;6.91;6.82;;;;;
2017-01-01 06:00:00;7.51;8.403;0.0;1013.39;20.98;99.54;7.396;9.361;9.186;9.178;8.454;8.735;9.815;;0.0;0.0;0.0;0.0;0.0;0.0;;98.83;96.33;93.62;92.98;94.65;97.36;;1013.34;1013.07;1012.92;1013.04;1013.34;1013.14;;21.54;22.97;23.67;25.5;25.73;25.93;;7.63;7.81;7.83;7.27;6.91;6.82;;;;
2017-01-01 07:00:00;7.3;7.396;0.0;1013.67;20.49;98.6;7.83;8.403;9.361;9.186;9.178;8.454;8.735;9.815;0.0;0.0;0.0;0.0;0.0;0.0;0.0;99.54;98.83;96.33;93.62;92.98;94.65;97.36;1013.39;1013.34;1013.07;1012.92;1013.04;1013.34;1013.14;20.98;21.54;22.97;23.67;25.5;25.73;25.93;7.51;7.63;7.81;7.83;7.27;6.91;6.82;7.279041290283203;-0.550958709716797;0.550958709716797
2017-01-01 08:00:00;7.03;7.83;0.0;1014.05;20.21;97.6;7.383;7.396;8.403;9.361;9.186;9.178;8.454;8.735;0.0;0.0;0.0;0.0;0.0;0.0;0.0;98.6;99.54;98.83;96.33;93.62;92.98;94.65;1013.67;1013.39;1013.34;1013.07;1012.92;1013.04;1013.34;20.49;20.98;21.54;22.97;23.67;25.5;25.73;7.3;7.51;7.63;7.81;7.83;7.27;6.91;7.761391639709473;0.37839163970947265;0.37839163970947265
2017-01-01 09:00:00;6.9;7.383;0.0;1014.79;20.17;98.42;7.1;7.83;7.396;8.403;9.361;9.186;9.178;8.454;0.0;0.0;0.0;0.0;0.0;0.0;0.0;97.6;98.6;99.54;98.83;96.33;93.62;92.98;1014.05;1013.67;1013.39;1013.34;1013.07;1012.92;1013.04;20.21;20.49;20.98;21.54;22.97;23.67;25.5;7.03;7.3;7.51;7.63;7.81;7.83;7.27;6.963715076446533;-0.13628492355346644;0.13628492355346644
2017-01-01 10:00:00;6.4;7.1;0.0;1015.33;25.67;97.18;6.602;7.383;7.83;7.396;8.403;9.361;9.186;9.178;0.0;0.0;0.0;0.0;0.0;0.0;0.0;98.42;97.6;98.6;99.54;98.83;96.33;93.62;1014.79;1014.05;1013.67;1013.39;1013.34;1013.07;1012.92;20.17;20.21;20.49;20.98;21.54;22.97;23.67;6.9;7.03;7.3;7.51;7.63;7.81;7.83;6.725293159484863;0.12329315948486297;0.12329315948486297
2017-01-01 11:00:00;6.77;6.602;0.0;1015.49;25.87;95.62;6.435;7.1;7.383;7.83;7.396;8.403;9.361;9.186;0.0;0.0;0.0;0.0;0.0;0.0;0.0;97.18;98.42;97.6;98.6;99.54;98.83;96.33;1015.33;1014.79;1014.05;1013.67;1013.39;1013.34;1013.07;25.67;20.17;20.21;20.49;20.98;21.54;22.97;6.4;6.9;7.03;7.3;7.51;7.63;7.81;6.0894455909729;-0.3455544090270992;0.3455544090270992
2017-01-01 12:00:00;6.35;6.435;0.0;1015.38;26.52;92.58;5.556;6.602;7.1;7.383;7.83;7.396;8.403;9.361;0.0;0.0;0.0;0.0;0.0;0.0;0.0;95.62;97.18;98.42;97.6;98.6;99.54;98.83;1015.49;1015.33;1014.79;1014.05;1013.67;1013.39;1013.34;25.87;25.67;20.17;20.21;20.49;20.98;21.54;6.77;6.4;6.9;7.03;7.3;7.51;7.63;6.042696475982666;0.48669647598266597;0.48669647598266597
2017-01-01 13:00:00;5.51;5.556;0.0;1015.28;26.69;90.71;5.448;6.435;6.602;7.1;7.383;7.83;7.396;8.403;0.0;0.0;0.0;0.0;0.0;0.0;0.0;92.58;95.62;97.18;98.42;97.6;98.6;99.54;1015.38;1015.49;1015.33;1014.79;1014.05;1013.67;1013.39;26.52;25.87;25.67;20.17;20.21;20.49;20.98;6.35;6.77;6.4;6.9;7.03;7.3;7.51;5.522788047790527;0.07478804779052695;0.07478804779052695
2017-01-01 14:00:00;4.26;5.448;0.0;1014.47;26.94;88.45;4.098;5.556;6.435;6.602;7.1;7.383;7.83;7.396;0.0;0.0;0.0;0.0;0.0;0.0;0.0;90.71;92.58;95.62;97.18;98.42;97.6;98.6;1015.28;1015.38;1015.49;1015.33;1014.79;1014.05;1013.67;26.69;26.52;25.87;25.67;20.17;20.21;20.49;5.51;6.35;6.77;6.4;6.9;7.03;7.3;5.429787635803223;1.3317876358032228;1.3317876358032228
2017-01-01 15:00:00;3.05;4.098;0.0;1013.7;32.58;86.46;3.74;5.448;5.556;6.435;6.602;7.1;7.383;7.83;0.0;0.0;0.0;0.0;0.0;0.0;0.0;88.45;90.71;92.58;95.62;97.18;98.42;97.6;1014.47;1015.28;1015.38;1015.49;1015.33;1014.79;1014.05;26.94;26.69;26.52;25.87;25.67;20.17;20.21;4.26;5.51;6.35;6.77;6.4;6.9;7.03;4.172056198120117;0.432056198120117;0.432056198120117
2017-01-01 16:00:00;2.61;3.74;0.0;1013.12;33.06;88.98;3.598;4.098;5.448;5.556;6.435;6.602;7.1;7.383;0.0;0.0;0.0;0.0;0.0;0.0;0.0;86.46;88.45;90.71;92.58;95.62;97.18;98.42;1013.7;1014.47;1015.28;1015.38;1015.49;1015.33;1014.79;32.58;26.94;26.69;26.52;25.87;25.67;20.17;3.05;4.26;5.51;6.35;6.77;6.4;6.9;4.288415431976318;0.6904154319763185;0.6904154319763185
2017-01-01 17:00:00;2.41;3.598;0.0;1012.13;33.22;83.32;5.537;3.74;4.098;5.448;5.556;6.435;6.602;7.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;88.98;86.46;88.45;90.71;92.58;95.62;97.18;1013.12;1013.7;1014.47;1015.28;1015.38;1015.49;1015.33;33.06;32.58;26.94;26.69;26.52;25.87;25.67;2.61;3.05;4.26;5.51;6.35;6.77;6.4;4.365032196044922;-1.171967803955078;1.171967803955078
2017-01-01 18:00:00;2.42;5.537;0.0;1011.34;33.1;83.82;6.072;3.598;3.74;4.098;5.448;5.556;6.435;6.602;0.0;0.0;0.0;0.0;0.0;0.0;0.0;83.32;88.98;86.46;88.45;90.71;92.58;95.62;1012.13;1013.12;1013.7;1014.47;1015.28;1015.38;1015.49;33.22;33.06;32.58;26.94;26.69;26.52;25.87;2.41;2.61;3.05;4.26;5.51;6.35;6.77;6.574434280395508;0.5024342803955077;0.5024342803955077
2017-01-01 19:00:00;2.27;6.072;0.0;1011.18;33.3;84.95;5.703;5.537;3.598;3.74;4.098;5.448;5.556;6.435;0.0;0.0;0.0;0.0;0.0;0.0;0.0;83.82;83.32;88.98;86.46;88.45;90.71;92.58;1011.34;1012.13;1013.12;1013.7;1014.47;1015.28;1015.38;33.1;33.22;33.06;32.58;26.94;26.69;26.52;2.42;2.41;2.61;3.05;4.26;5.51;6.35;6.639856815338135;0.9368568153381345;0.9368568153381345
2017-01-01 20:00:00;2.29;5.703;0.0;1011.27;33.15;89.31;6.79;6.072;5.537;3.598;3.74;4.098;5.448;5.556;0.0;0.0;0.0;0.0;0.0;0.0;0.0;84.95;83.82;83.32;88.98;86.46;88.45;90.71;1011.18;1011.34;1012.13;1013.12;1013.7;1014.47;1015.28;33.3;33.1;33.22;33.06;32.58;26.94;26.69;2.27;2.42;2.41;2.61;3.05;4.26;5.51;6.344648838043213;-0.44535116195678714;0.44535116195678714
2017-01-01 21:00:00;2.73;6.79;0.0;1011.54;30.16;89.18;7.781;5.703;6.072;5.537;3.598;3.74;4.098;5.448;0.0;0.0;0.0;0.0;0.0;0.0;0.0;89.31;84.95;83.82;83.32;88.98;86.46;88.45;1011.27;1011.18;1011.34;1012.13;1013.12;1013.7;1014.47;33.15;33.3;33.1;33.22;33.06;32.58;26.94;2.29;2.27;2.42;2.41;2.61;3.05;4.26;7.592659950256348;-0.18834004974365204;0.18834004974365204
2017-01-01 22:00:00;3.3;7.781;0.0;1011.89;26.81;82.28;8.665;6.79;5.703;6.072;5.537;3.598;3.74;4.098;0.0;0.0;0.0;0.0;0.0;0.0;0.0;89.18;89.31;84.95;83.82;83.32;88.98;86.46;1011.54;1011.27;1011.18;1011.34;1012.13;1013.12;1013.7;30.16;33.15;33.3;33.1;33.22;33.06;32.58;2.73;2.29;2.27;2.42;2.41;2.61;3.05;8.020944595336914;-0.6440554046630851;0.6440554046630851
2017-01-01 23:00:00;3.53;8.665;0.0;1012.1;25.89;81.54;7.844;7.781;6.79;5.703;6.072;5.537;3.598;3.74;0.0;0.0;0.0;0.0;0.0;0.0;0.0;82.28;89.18;89.31;84.95;83.82;83.32;88.98;1011.89;1011.54;1011.27;1011.18;1011.34;1012.13;1013.12;26.81;30.16;33.15;33.3;33.1;33.22;33.06;3.3;2.73;2.29;2.27;2.42;2.41;2.61;8.480277061462402;0.636277061462402;0.636277061462402
2017-01-02 00:00:00;3.33;7.844;0.0;1012.57;24.93;82.48;7.728;8.665;7.781;6.79;5.703;6.072;5.537;3.598;0.0;0.0;0.0;0.0;0.0;0.0;0.0;81.54;82.28;89.18;89.31;84.95;83.82;83.32;1012.1;1011.89;1011.54;1011.27;1011.18;1011.34;1012.13;25.89;26.81;30.16;33.15;33.3;33.1;33.22;3.53;3.3;2.73;2.29;2.27;2.42;2.41;7.718997001647949;-0.00900299835205054;0.00900299835205054
2017-01-02 01:00:00;3.42;7.728;0.0;1012.61;24.96;87.59;7.414;7.844;8.665;7.781;6.79;5.703;6.072;5.537;0.0;0.0;0.0;0.0;0.0;0.0;0.0;82.48;81.54;82.28;89.18;89.31;84.95;83.82;1012.57;1012.1;1011.89;1011.54;1011.27;1011.18;1011.34;24.93;25.89;26.81;30.16;33.15;33.3;33.1;3.33;3.53;3.3;2.73;2.29;2.27;2.42;7.798361301422119;0.38436130142211944;0.38436130142211944
2017-01-02 02:00:00;3.78;7.414;0.0;1012.31;24.66;88.62;6.972;7.728;7.844;8.665;7.781;6.79;5.703;6.072;0.0;0.0;0.0;0.0;0.0;0.0;0.0;87.59;82.48;81.54;82.28;89.18;89.31;84.95;1012.61;1012.57;1012.1;1011.89;1011.54;1011.27;1011.18;24.96;24.93;25.89;26.81;30.16;33.15;33.3;3.42;3.33;3.53;3.3;2.73;2.29;2.27;7.448643684387207;0.4766436843872066;0.4766436843872066
2017-01-02 03:00:00;5.24;6.972;0.0;1012.14;23.64;85.86;7.182;7.414;7.728;7.844;8.665;7.781;6.79;5.703;0.0;0.0;0.0;0.0;0.0;0.0;0.0;88.62;87.59;82.48;81.54;82.28;89.18;89.31;1012.31;1012.61;1012.57;1012.1;1011.89;1011.54;1011.27;24.66;24.96;24.93;25.89;26.81;30.16;33.15;3.78;3.42;3.33;3.53;3.3;2.73;2.29;6.923242568969727;-0.2587574310302738;0.2587574310302738
2017-01-02 04:00:00;6.9;7.182;0.0;1012.11;23.71;88.73;6.776;6.972;7.414;7.728;7.844;8.665;7.781;6.79;0.0;0.0;0.0;0.0;0.0;0.0;0.0;85.86;88.62;87.59;82.48;81.54;82.28;89.18;1012.14;1012.31;1012.61;1012.57;1012.1;1011.89;1011.54;23.64;24.66;24.96;24.93;25.89;26.81;30.16;5.24;3.78;3.42;3.33;3.53;3.3;2.73;7.146957874298096;0.3709578742980959;0.3709578742980959
2017-01-02 05:00:00;6.2;6.776;0.0;1011.81;22.33;91.22;5.889;7.182;6.972;7.414;7.728;7.844;8.665;7.781;0.0;0.0;0.0;0.0;0.0;0.0;0.0;88.73;85.86;88.62;87.59;82.48;81.54;82.28;1012.11;1012.14;1012.31;1012.61;1012.57;1012.1;1011.89;23.71;23.64;24.66;24.96;24.93;25.89;26.81;6.9;5.24;3.78;3.42;3.33;3.53;3.3;6.5407395362854;0.6517395362854002;0.6517395362854002
2017-01-02 06:00:00;5.38;5.889;0.0;1011.84;21.63;95.71;5.663;6.776;7.182;6.972;7.414;7.728;7.844;8.665;0.0;0.0;0.0;0.0;0.0;0.0;0.0;91.22;88.73;85.86;88.62;87.59;82.48;81.54;1011.81;1012.11;1012.14;1012.31;1012.61;1012.57;1012.1;22.33;23.71;23.64;24.66;24.96;24.93;25.89;6.2;6.9;5.24;3.78;3.42;3.33;3.53;5.6845383644104;0.021538364410400135;0.021538364410400135
2017-01-02 07:00:00;5.12;5.663;0.0;1012.48;21.19;99.52;4.963;5.889;6.776;7.182;6.972;7.414;7.728;7.844;0.0;0.0;0.0;0.0;0.0;0.0;0.0;95.71;91.22;88.73;85.86;88.62;87.59;82.48;1011.84;1011.81;1012.11;1012.14;1012.31;1012.61;1012.57;21.63;22.33;23.71;23.64;24.66;24.96;24.93;5.38;6.2;6.9;5.24;3.78;3.42;3.33;5.56220817565918;0.5992081756591796;0.5992081756591796
2017-01-02 08:00:00;5.06;4.963;0.0;1012.63;21.17;102.48;5.158;5.663;5.889;6.776;7.182;6.972;7.414;7.728;0.0;0.0;0.0;0.0;0.0;0.0;0.0;99.52;95.71;91.22;88.73;85.86;88.62;87.59;1012.48;1011.84;1011.81;1012.11;1012.14;1012.31;1012.61;21.19;21.63;22.33;23.71;23.64;24.66;24.96;5.12;5.38;6.2;6.9;5.24;3.78;3.42;4.896834373474121;-0.26116562652587927;0.26116562652587927
2017-01-02 09:00:00;5.05;5.158;0.0;1013.38;20.86;103.69;4.946;4.963;5.663;5.889;6.776;7.182;6.972;7.414;0.0;0.0;0.0;0.0;0.0;0.0;0.0;102.48;99.52;95.71;91.22;88.73;85.86;88.62;1012.63;1012.48;1011.84;1011.81;1012.11;1012.14;1012.31;21.17;21.19;21.63;22.33;23.71;23.64;24.66;5.06;5.12;5.38;6.2;6.9;5.24;3.78;4.955594539642334;0.009594539642334254;0.009594539642334254
2017-01-02 10:00:00;4.57;4.946;0.0;1013.83;26.98;105.04;4.93;5.158;4.963;5.663;5.889;6.776;7.182;6.972;0.0;0.0;0.0;0.0;0.0;0.0;0.0;103.69;102.48;99.52;95.71;91.22;88.73;85.86;1013.38;1012.63;1012.48;1011.84;1011.81;1012.11;1012.14;20.86;21.17;21.19;21.63;22.33;23.71;23.64;5.05;5.06;5.12;5.38;6.2;6.9;5.24;4.649209499359131;-0.28079050064086886;0.28079050064086886
2017-01-02 11:00:00;4.3;4.93;0.0;1013.54;27.31;99.64;4.73;4.946;5.158;4.963;5.663;5.889;6.776;7.182;0.0;0.0;0.0;0.0;0.0;0.0;0.0;105.04;103.69;102.48;99.52;95.71;91.22;88.73;1013.83;1013.38;1012.63;1012.48;1011.84;1011.81;1012.11;26.98;20.86;21.17;21.19;21.63;22.33;23.71;4.57;5.05;5.06;5.12;5.38;6.2;6.9;4.620940208435059;-0.10905979156494183;0.10905979156494183
2017-01-02 12:00:00;3.91;4.73;0.0;1013.22;27.91;94.97;4.465;4.93;4.946;5.158;4.963;5.663;5.889;6.776;0.0;0.0;0.0;0.0;0.0;0.0;0.0;99.64;105.04;103.69;102.48;99.52;95.71;91.22;1013.54;1013.83;1013.38;1012.63;1012.48;1011.84;1011.81;27.31;26.98;20.86;21.17;21.19;21.63;22.33;4.3;4.57;5.05;5.06;5.12;5.38;6.2;4.493350505828857;0.028350505828857564;0.028350505828857564
2017-01-02 13:00:00;3.3;4.465;0.0;1013.05;28.45;92.19;4.453;4.73;4.93;4.946;5.158;4.963;5.663;5.889;0.0;0.0;0.0;0.0;0.0;0.0;0.0;94.97;99.64;105.04;103.69;102.48;99.52;95.71;1013.22;1013.54;1013.83;1013.38;1012.63;1012.48;1011.84;27.91;27.31;26.98;20.86;21.17;21.19;21.63;3.91;4.3;4.57;5.05;5.06;5.12;5.38;4.537170886993408;0.08417088699340791;0.08417088699340791
2017-01-02 14:00:00;2.22;4.453;0.0;1012.38;28.89;106.89;3.891;4.465;4.73;4.93;4.946;5.158;4.963;5.663;0.0;0.0;0.0;0.0;0.0;0.0;0.0;92.19;94.97;99.64;105.04;103.69;102.48;99.52;1013.05;1013.22;1013.54;1013.83;1013.38;1012.63;1012.48;28.45;27.91;27.31;26.98;20.86;21.17;21.19;3.3;3.91;4.3;4.57;5.05;5.06;5.12;4.533621788024902;0.6426217880249023;0.6426217880249023
2017-01-02 15:00:00;2.11;3.891;0.0;1011.49;35.02;117.78;2.92;4.453;4.465;4.73;4.93;4.946;5.158;4.963;0.0;0.0;0.0;0.0;0.0;0.0;0.0;106.89;92.19;94.97;99.64;105.04;103.69;102.48;1012.38;1013.05;1013.22;1013.54;1013.83;1013.38;1012.63;28.89;28.45;27.91;27.31;26.98;20.86;21.17;2.22;3.3;3.91;4.3;4.57;5.05;5.06;3.9654250144958496;1.0454250144958497;1.0454250144958497
2017-01-02 16:00:00;1.88;2.92;0.0;1010.61;35.25;120.54;2.774;3.891;4.453;4.465;4.73;4.93;4.946;5.158;0.0;0.0;0.0;0.0;0.0;0.0;0.0;117.78;106.89;92.19;94.97;99.64;105.04;103.69;1011.49;1012.38;1013.05;1013.22;1013.54;1013.83;1013.38;35.02;28.89;28.45;27.91;27.31;26.98;20.86;2.11;2.22;3.3;3.91;4.3;4.57;5.05;3.2183241844177246;0.4443241844177246;0.4443241844177246
2017-01-02 17:00:00;1.84;2.774;0.0;1009.5;35.79;124.83;2.043;2.92;3.891;4.453;4.465;4.73;4.93;4.946;0.0;0.0;0.0;0.0;0.0;0.0;0.0;120.54;117.78;106.89;92.19;94.97;99.64;105.04;1010.61;1011.49;1012.38;1013.05;1013.22;1013.54;1013.83;35.25;35.02;28.89;28.45;27.91;27.31;26.98;1.88;2.11;2.22;3.3;3.91;4.3;4.57;3.5613765716552734;1.5183765716552733;1.5183765716552733
2017-01-02 18:00:00;1.91;2.043;0.0;1008.97;35.24;130.08;2.144;2.774;2.92;3.891;4.453;4.465;4.73;4.93;0.0;0.0;0.0;0.0;0.0;0.0;0.0;124.83;120.54;117.78;106.89;92.19;94.97;99.64;1009.5;1010.61;1011.49;1012.38;1013.05;1013.22;1013.54;35.79;35.25;35.02;28.89;28.45;27.91;27.31;1.84;1.88;2.11;2.22;3.3;3.91;4.3;2.7300915718078613;0.5860915718078612;0.5860915718078612
2017-01-02 19:00:00;2.0;2.144;0.0;1008.62;34.88;131.42;4.077;2.043;2.774;2.92;3.891;4.453;4.465;4.73;0.0;0.0;0.0;0.0;0.0;0.0;0.0;130.08;124.83;120.54;117.78;106.89;92.19;94.97;1008.97;1009.5;1010.61;1011.49;1012.38;1013.05;1013.22;35.24;35.79;35.25;35.02;28.89;28.45;27.91;1.91;1.84;1.88;2.11;2.22;3.3;3.91;2.9217090606689453;-1.1552909393310546;1.1552909393310546
2017-01-02 20:00:00;2.1;4.077;0.0;1008.73;34.77;131.55;4.45;2.144;2.043;2.774;2.92;3.891;4.453;4.465;0.0;0.0;0.0;0.0;0.0;0.0;0.0;131.42;130.08;124.83;120.54;117.78;106.89;92.19;1008.62;1008.97;1009.5;1010.61;1011.49;1012.38;1013.05;34.88;35.24;35.79;35.25;35.02;28.89;28.45;2.0;1.91;1.84;1.88;2.11;2.22;3.3;4.993699550628662;0.5436995506286619;0.5436995506286619
2017-01-02 21:00:00;2.5;4.45;0.0;1008.39;32.44;131.78;4.814;4.077;2.144;2.043;2.774;2.92;3.891;4.453;0.0;0.0;0.0;0.0;0.0;0.0;0.0;131.55;131.42;130.08;124.83;120.54;117.78;106.89;1008.73;1008.62;1008.97;1009.5;1010.61;1011.49;1012.38;34.77;34.88;35.24;35.79;35.25;35.02;28.89;2.1;2.0;1.91;1.84;1.88;2.11;2.22;4.933244228363037;0.11924422836303705;0.11924422836303705
2017-01-02 22:00:00;3.29;4.814;0.0;1008.39;27.51;138.59;6.785;4.45;4.077;2.144;2.043;2.774;2.92;3.891;0.0;0.0;0.0;0.0;0.0;0.0;0.0;131.78;131.55;131.42;130.08;124.83;120.54;117.78;1008.39;1008.73;1008.62;1008.97;1009.5;1010.61;1011.49;32.44;34.77;34.88;35.24;35.79;35.25;35.02;2.5;2.1;2.0;1.91;1.84;1.88;2.11;5.41458797454834;-1.3704120254516603;1.3704120254516603
2017-01-02 23:00:00;3.32;6.785;0.0;1008.81;27.21;130.1;6.088;4.814;4.45;4.077;2.144;2.043;2.774;2.92;0.0;0.0;0.0;0.0;0.0;0.0;0.0;138.59;131.78;131.55;131.42;130.08;124.83;120.54;1008.39;1008.39;1008.73;1008.62;1008.97;1009.5;1010.61;27.51;32.44;34.77;34.88;35.24;35.79;35.25;3.29;2.5;2.1;2.0;1.91;1.84;1.88;7.320715427398682;1.2327154273986816;1.2327154273986816
2017-01-03 00:00:00;3.06;6.088;0.0;1009.15;26.29;111.88;6.361;6.785;4.814;4.45;4.077;2.144;2.043;2.774;0.0;0.0;0.0;0.0;0.0;0.0;0.0;130.1;138.59;131.78;131.55;131.42;130.08;124.83;1008.81;1008.39;1008.39;1008.73;1008.62;1008.97;1009.5;27.21;27.51;32.44;34.77;34.88;35.24;35.79;3.32;3.29;2.5;2.1;2.0;1.91;1.84;6.089648246765137;-0.27135175323486305;0.27135175323486305
2017-01-03 01:00:00;3.22;6.361;0.0;1009.55;26.07;81.61;5.503;6.088;6.785;4.814;4.45;4.077;2.144;2.043;0.0;0.0;0.0;0.0;0.0;0.0;0.0;111.88;130.1;138.59;131.78;131.55;131.42;130.08;1009.15;1008.81;1008.39;1008.39;1008.73;1008.62;1008.97;26.29;27.21;27.51;32.44;34.77;34.88;35.24;3.06;3.32;3.29;2.5;2.1;2.0;1.91;6.401286602020264;0.8982866020202636;0.8982866020202636
2017-01-03 02:00:00;4.05;5.503;0.0;1009.91;26.42;67.2;5.85;6.361;6.088;6.785;4.814;4.45;4.077;2.144;0.0;0.0;0.0;0.0;0.0;0.0;0.0;81.61;111.88;130.1;138.59;131.78;131.55;131.42;1009.55;1009.15;1008.81;1008.39;1008.39;1008.73;1008.62;26.07;26.29;27.21;27.51;32.44;34.77;34.88;3.22;3.06;3.32;3.29;2.5;2.1;2.0;5.40155553817749;-0.4484444618225094;0.4484444618225094
2017-01-03 03:00:00;5.06;5.85;0.0;1010.31;25.29;78.16;5.704;5.503;6.361;6.088;6.785;4.814;4.45;4.077;0.0;0.0;0.0;0.0;0.0;0.0;0.0;67.2;81.61;111.88;130.1;138.59;131.78;131.55;1009.91;1009.55;1009.15;1008.81;1008.39;1008.39;1008.73;26.42;26.07;26.29;27.21;27.51;32.44;34.77;4.05;3.22;3.06;3.32;3.29;2.5;2.1;5.786933898925781;0.08293389892578151;0.08293389892578151
2017-01-03 04:00:00;6.23;5.704;0.0;1010.09;25.31;90.75;4.655;5.85;5.503;6.361;6.088;6.785;4.814;4.45;0.0;0.0;0.0;0.0;0.0;0.0;0.0;78.16;67.2;81.61;111.88;130.1;138.59;131.78;1010.31;1009.91;1009.55;1009.15;1008.81;1008.39;1008.39;25.29;26.42;26.07;26.29;27.21;27.51;32.44;5.06;4.05;3.22;3.06;3.32;3.29;2.5;5.5331292152404785;0.8781292152404783;0.8781292152404783
2017-01-03 05:00:00;6.16;4.655;0.0;1010.13;24.06;93.67;4.778;5.704;5.85;5.503;6.361;6.088;6.785;4.814;0.0;0.0;0.0;0.0;0.0;0.0;0.0;90.75;78.16;67.2;81.61;111.88;130.1;138.59;1010.09;1010.31;1009.91;1009.55;1009.15;1008.81;1008.39;25.31;25.29;26.42;26.07;26.29;27.21;27.51;6.23;5.06;4.05;3.22;3.06;3.32;3.29;4.529567718505859;-0.2484322814941402;0.2484322814941402
2017-01-03 06:00:00;5.31;4.778;0.0;1010.11;23.09;96.13;4.174;4.655;5.704;5.85;5.503;6.361;6.088;6.785;0.0;0.0;0.0;0.0;0.0;0.0;0.0;93.67;90.75;78.16;67.2;81.61;111.88;130.1;1010.13;1010.09;1010.31;1009.91;1009.55;1009.15;1008.81;24.06;25.31;25.29;26.42;26.07;26.29;27.21;6.16;6.23;5.06;4.05;3.22;3.06;3.32;4.926733016967773;0.7527330169677731;0.7527330169677731
2017-01-03 07:00:00;4.9;4.174;0.0;1010.58;22.32;101.13;3.864;4.778;4.655;5.704;5.85;5.503;6.361;6.088;0.0;0.0;0.0;0.0;0.0;0.0;0.0;96.13;93.67;90.75;78.16;67.2;81.61;111.88;1010.11;1010.13;1010.09;1010.31;1009.91;1009.55;1009.15;23.09;24.06;25.31;25.29;26.42;26.07;26.29;5.31;6.16;6.23;5.06;4.05;3.22;3.06;4.2137250900268555;0.3497250900268556;0.3497250900268556
2017-01-03 08:00:00;4.8;3.864;0.0;1011.18;22.18;101.65;4.393;4.174;4.778;4.655;5.704;5.85;5.503;6.361;0.0;0.0;0.0;0.0;0.0;0.0;0.0;101.13;96.13;93.67;90.75;78.16;67.2;81.61;1010.58;1010.11;1010.13;1010.09;1010.31;1009.91;1009.55;22.32;23.09;24.06;25.31;25.29;26.42;26.07;4.9;5.31;6.16;6.23;5.06;4.05;3.22;3.9422607421875;-0.4507392578124998;0.4507392578124998
2017-01-03 09:00:00;4.6;4.393;0.0;1011.71;21.66;96.6;4.122;3.864;4.174;4.778;4.655;5.704;5.85;5.503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;101.65;101.13;96.13;93.67;90.75;78.16;67.2;1011.18;1010.58;1010.11;1010.13;1010.09;1010.31;1009.91;22.18;22.32;23.09;24.06;25.31;25.29;26.42;4.8;4.9;5.31;6.16;6.23;5.06;4.05;4.377275466918945;0.2552754669189454;0.2552754669189454
2017-01-03 10:00:00;3.24;4.122;0.0;1012.61;28.44;95.24;4.615;4.393;3.864;4.174;4.778;4.655;5.704;5.85;0.0;0.0;0.0;0.0;0.0;0.0;0.0;96.6;101.65;101.13;96.13;93.67;90.75;78.16;1011.71;1011.18;1010.58;1010.11;1010.13;1010.09;1010.31;21.66;22.18;22.32;23.09;24.06;25.31;25.29;4.6;4.8;4.9;5.31;6.16;6.23;5.06;3.9557437896728516;-0.6592562103271487;0.6592562103271487
