;Longitude;Latitude;VentoPrevisto;Direcao;Data;Pressao;Temperatura;Chuva;VentoC
3569;-42.75;-14.25;4.34;105.83;2017-05-29 17:00:00;1016.51;29.6;0.0;8.48
3570;-42.75;-14.25;4.28;102.8;2017-05-29 18:00:00;1015.7;29.69;0.0;8.91
3571;-42.75;-14.25;4.39;97.6;2017-05-29 19:00:00;1015.55;29.46;0.0;7.79
3572;-42.75;-14.25;4.47;91.04;2017-05-29 20:00:00;1016.1;29.24;0.0;8.815
3573;-42.75;-14.25;4.47;85.89;2017-05-29 21:00:00;1016.34;25.95;0.0;9.304
3574;-42.75;-14.25;4.49;81.64;2017-05-29 22:00:00;1016.94;21.78;0.0;9.631
3575;-42.75;-14.25;4.75;76.56;2017-05-29 23:00:00;1017.37;21.16;0.0;9.766
3576;-42.75;-14.25;5.04;74.11;2017-05-30 00:00:00;1017.34;21.11;0.0;9.56
3577;-42.75;-14.25;5.77;80.0;2017-05-30 01:00:00;1017.75;21.35;0.0;8.285
3578;-42.75;-14.25;6.93;88.95;2017-05-30 02:00:00;1018.37;22.3;0.0;7.722
3579;-42.75;-14.25;7.94;92.12;2017-05-30 03:00:00;1018.33;20.26;0.0;7.046
3580;-42.75;-14.25;7.95;93.83;2017-05-30 04:00:00;1018.55;19.36;0.0;7.178
3581;-42.75;-14.25;7.78;94.92;2017-05-30 05:00:00;1018.12;18.77;0.0;7.067
3582;-42.75;-14.25;7.57;95.91;2017-05-30 06:00:00;1018.19;18.37;0.0;7.315
3583;-42.75;-14.25;7.3;96.51;2017-05-30 07:00:00;1017.83;18.02;0.0;6.675
3584;-42.75;-14.25;7.12;98.08;2017-05-30 08:00:00;1018.04;18.0;0.0;6.704
3585;-42.75;-14.25;6.83;99.74;2017-05-30 09:00:00;1018.18;17.48;0.0;6.672
3586;-42.75;-14.25;6.57;98.9;2017-05-30 10:00:00;1019.08;21.93;0.0;6.889
3587;-42.75;-14.25;6.96;95.2;2017-05-30 11:00:00;1019.44;21.98;0.0;6.493
3588;-42.75;-14.25;6.44;93.98;2017-05-30 12:00:00;1019.62;22.49;0.0;5.696
3589;-42.75;-14.25;5.52;93.26;2017-05-30 13:00:00;1019.34;23.11;0.0;5.094
3590;-42.75;-14.25;4.68;96.11;2017-05-30 14:00:00;1018.45;23.5;0.0;5.03
3591;-42.75;-14.25;3.83;107.08;2017-05-30 15:00:00;1017.33;29.3;0.0;5.126
3592;-42.75;-14.25;3.36;119.82;2017-05-30 16:00:00;1016.17;29.64;0.0;5.004
3593;-42.75;-14.25;3.35;126.19;2017-05-30 17:00:00;1015.4;29.79;0.0;5.625
3594;-42.75;-14.25;3.44;127.45;2017-05-30 18:00:00;1014.51;29.77;0.0;5.41
3595;-42.75;-14.25;3.6;122.31;2017-05-30 19:00:00;1014.41;29.74;0.0;5.693
3596;-42.75;-14.25;3.82;111.38;2017-05-30 20:00:00;1014.51;29.76;0.0;6.45
3597;-42.75;-14.25;4.39;92.28;2017-05-30 21:00:00;1014.97;26.36;0.0;7.228
3598;-42.75;-14.25;5.12;81.8;2017-05-30 22:00:00;1015.3;22.0;0.0;7.084
3599;-42.75;-14.25;5.39;73.85;2017-05-30 23:00:00;1016.11;21.87;0.0;6.958
3600;-42.75;-14.25;5.6;71.49;2017-05-31 00:00:00;1016.59;21.63;0.0;6.19
3601;-42.75;-14.25;5.22;71.79;2017-05-31 01:00:00;1016.99;21.36;0.0;6.213
3602;-42.75;-14.25;5.21;79.6;2017-05-31 02:00:00;1016.83;21.31;0.0;5.34
3603;-42.75;-14.25;5.77;91.07;2017-05-31 03:00:00;1016.96;19.34;0.0;5.214
3604;-42.75;-14.25;6.28;97.12;2017-05-31 04:00:00;1017.05;19.52;0.0;5.392
3605;-42.75;-14.25;6.46;97.56;2017-05-31 05:00:00;1016.87;18.95;0.0;5.12
3606;-42.75;-14.25;6.1;97.37;2017-05-31 06:00:00;1016.83;18.5;0.0;5.63
3607;-42.75;-14.25;5.82;98.08;2017-05-31 07:00:00;1016.86;17.6;0.0;4.855
3608;-42.75;-14.25;5.56;98.0;2017-05-31 08:00:00;1017.34;17.06;0.0;5.658
3609;-42.75;-14.25;5.59;97.76;2017-05-31 09:00:00;1017.83;16.62;0.0;5.546
3610;-42.75;-14.25;5.6;97.18;2017-05-31 10:00:00;1018.42;21.47;0.0;5.102
3611;-42.75;-14.25;5.02;93.83;2017-05-31 11:00:00;1018.64;22.15;0.0;5.428
3612;-42.75;-14.25;5.41;86.3;2017-05-31 12:00:00;1018.58;22.58;0.0;4.398
3613;-42.75;-14.25;5.46;82.02;2017-05-31 13:00:00;1017.73;24.0;0.0;3.393
3614;-42.75;-14.25;4.3;84.42;2017-05-31 14:00:00;1016.99;24.63;0.0;3.29
3615;-42.75;-14.25;2.73;90.38;2017-05-31 15:00:00;1016.02;30.94;0.0;2.774
3616;-42.75;-14.25;1.9;96.33;2017-05-31 16:00:00;1015.23;31.21;0.0;3.234
3617;-42.75;-14.25;1.66;100.69;2017-05-31 17:00:00;1014.25;31.16;0.0;4.507
3618;-42.75;-14.25;1.91;98.42;2017-05-31 18:00:00;1013.24;31.2;0.0;6.546
3619;-42.75;-14.25;2.37;94.93;2017-05-31 19:00:00;1013.22;31.07;0.0;6.085
3620;-42.75;-14.25;3.03;90.08;2017-05-31 20:00:00;1013.43;31.2;0.0;5.28
3621;-42.75;-14.25;4.41;87.36;2017-05-31 21:00:00;1014.02;27.68;0.0;5.275
3622;-42.75;-14.25;4.69;82.1;2017-05-31 22:00:00;1014.65;24.21;0.0;5.075
3623;-42.75;-14.25;4.76;77.91;2017-05-31 23:00:00;1015.31;23.88;0.0;5.655
3624;-42.75;-14.25;4.47;78.68;2017-06-01 00:00:00;1015.29;23.35;0.0;5.572
3625;-42.75;-14.25;4.23;80.45;2017-06-01 01:00:00;1015.89;22.46;0.0;4.567
3626;-42.75;-14.25;3.75;83.25;2017-06-01 02:00:00;1015.64;21.67;0.0;4.406
3627;-42.75;-14.25;3.33;87.07;2017-06-01 03:00:00;1015.46;18.8;0.0;5.265
3628;-42.75;-14.25;3.06;90.5;2017-06-01 04:00:00;1015.46;18.44;0.0;5.245
3629;-42.75;-14.25;2.87;96.5;2017-06-01 05:00:00;1015.26;18.32;0.0;5.153
3630;-42.75;-14.25;3.17;102.2;2017-06-01 06:00:00;1015.34;17.75;0.0;4.695
3631;-42.75;-14.25;3.68;104.31;2017-06-01 07:00:00;1015.31;17.58;0.0;4.437
3632;-42.75;-14.25;4.15;102.74;2017-06-01 08:00:00;1015.8;17.67;0.0;4.03
3633;-42.75;-14.25;4.59;98.63;2017-06-01 09:00:00;1016.4;17.5;0.0;3.997
3634;-42.75;-14.25;4.83;96.67;2017-06-01 10:00:00;1017.03;23.35;0.0;4.885
3635;-42.75;-14.25;3.92;94.6;2017-06-01 11:00:00;1018.02;24.51;0.0;4.77
3636;-42.75;-14.25;3.72;90.22;2017-06-01 12:00:00;1018.03;24.34;0.0;4.545
3637;-42.75;-14.25;3.06;87.74;2017-06-01 13:00:00;1017.79;25.1;0.0;3.37
3638;-42.75;-14.25;2.57;82.89;2017-06-01 14:00:00;1016.7;26.05;0.0;2.76
3639;-42.75;-14.25;2.08;86.67;2017-06-01 15:00:00;1015.61;32.35;0.0;3.072
3640;-42.75;-14.25;2.04;88.86;2017-06-01 16:00:00;1014.57;32.85;0.0;4.672
3641;-42.75;-14.25;2.32;87.36;2017-06-01 17:00:00;1013.32;32.92;0.0;6.26
3642;-42.75;-14.25;2.64;84.81;2017-06-01 18:00:00;1012.88;33.05;0.0;8.244
3643;-42.75;-14.25;3.1;84.49;2017-06-01 19:00:00;1012.91;32.84;0.0;7.788
3644;-42.75;-14.25;4.17;90.0;2017-06-01 20:00:00;1013.36;33.01;0.0;7.472
3645;-42.75;-14.25;6.01;90.08;2017-06-01 21:00:00;1013.75;30.4;0.0;6.265
3646;-42.75;-14.25;7.05;87.54;2017-06-01 22:00:00;1014.85;26.55;0.0;6.049
3647;-42.75;-14.25;6.84;83.98;2017-06-01 23:00:00;1015.44;26.5;0.0;5.91
3648;-42.75;-14.25;6.41;80.91;2017-06-02 00:00:00;1016.14;25.51;0.0;6.647
3649;-42.75;-14.25;5.61;81.32;2017-06-02 01:00:00;1016.09;24.82;0.0;5.462
3650;-42.75;-14.25;5.23;85.16;2017-06-02 02:00:00;1016.33;23.95;0.0;5.152
3651;-42.75;-14.25;5.3;89.27;2017-06-02 03:00:00;1016.4;21.43;0.0;4.88
3652;-42.75;-14.25;5.51;92.01;2017-06-02 04:00:00;1016.23;21.0;0.0;4.453
3653;-42.75;-14.25;5.48;93.75;2017-06-02 05:00:00;1015.81;20.74;0.0;4.472
3654;-42.75;-14.25;5.28;93.38;2017-06-02 06:00:00;1015.82;20.33;0.0;5.096
3655;-42.75;-14.25;4.97;93.16;2017-06-02 07:00:00;1015.73;19.92;0.0;4.796
3656;-42.75;-14.25;5.01;94.53;2017-06-02 08:00:00;1016.02;19.32;0.0;4.874
3657;-42.75;-14.25;4.79;97.24;2017-06-02 09:00:00;1016.31;18.79;0.0;4.245
3658;-42.75;-14.25;4.56;97.33;2017-06-02 10:00:00;1017.32;25.3;0.0;5.6
3659;-42.75;-14.25;3.52;98.66;2017-06-02 11:00:00;1017.81;25.47;0.0;5.123
3660;-42.75;-14.25;3.8;93.48;2017-06-02 12:00:00;1017.72;26.2;0.0;5.423
3661;-42.75;-14.25;3.75;87.93;2017-06-02 13:00:00;1017.1;26.81;0.0;4.484
3662;-42.75;-14.25;3.43;85.04;2017-06-02 14:00:00;1015.99;27.25;0.0;3.686
3663;-42.75;-14.25;2.6;90.97;2017-06-02 15:00:00;1014.94;33.89;0.0;3.484
3664;-42.75;-14.25;2.26;102.18;2017-06-02 16:00:00;1014.01;34.04;0.0;3.93
3665;-42.75;-14.25;2.3;109.91;2017-06-02 17:00:00;1012.93;34.03;0.0;5.0
3666;-42.75;-14.25;2.61;113.09;2017-06-02 18:00:00;1012.71;34.12;0.0;5.45
3667;-42.75;-14.25;3.17;109.99;2017-06-02 19:00:00;1012.78;33.86;0.0;6.084
3668;-42.75;-14.25;3.93;99.52;2017-06-02 20:00:00;1013.3;34.04;0.0;7.326
3669;-42.75;-14.25;5.42;86.26;2017-06-02 21:00:00;1013.84;31.59;0.0;7.704
3670;-42.75;-14.25;6.27;81.52;2017-06-02 22:00:00;1014.78;28.11;0.0;7.677
3671;-42.75;-14.25;6.56;76.66;2017-06-02 23:00:00;1015.18;27.52;0.0;8.2
3672;-42.75;-14.25;6.47;75.77;2017-06-03 00:00:00;1015.76;27.17;0.0;6.42
3673;-42.75;-14.25;6.23;76.67;2017-06-03 01:00:00;1015.66;26.8;0.0;5.817
3674;-42.75;-14.25;5.79;79.87;2017-06-03 02:00:00;1015.86;26.49;0.0;5.66
3675;-42.75;-14.25;5.55;85.97;2017-06-03 03:00:00;1015.63;24.24;0.0;5.514
3676;-42.75;-14.25;5.79;94.93;2017-06-03 04:00:00;1015.5;23.72;0.0;6.488
3677;-42.75;-14.25;5.89;100.89;2017-06-03 05:00:00;1015.32;23.34;0.0;7.219
3678;-42.75;-14.25;5.92;104.28;2017-06-03 06:00:00;1015.16;22.26;0.0;7.747
3679;-42.75;-14.25;5.96;103.93;2017-06-03 07:00:00;1015.47;21.86;0.0;6.48
3680;-42.75;-14.25;6.04;103.1;2017-06-03 08:00:00;1015.75;21.58;0.0;6.933
3681;-42.75;-14.25;6.13;102.55;2017-06-03 09:00:00;1016.49;21.29;0.0;9.056
3682;-42.75;-14.25;5.86;101.78;2017-06-03 10:00:00;1017.24;25.56;0.0;9.95
3683;-42.75;-14.25;5.61;101.56;2017-06-03 11:00:00;1018.06;25.65;0.0;10.06
3684;-42.75;-14.25;6.56;97.75;2017-06-03 12:00:00;1018.16;25.94;0.0;10.9
3685;-42.75;-14.25;7.14;93.83;2017-06-03 13:00:00;1018.0;26.2;0.0;10.849
3686;-42.75;-14.25;7.4;90.84;2017-06-03 14:00:00;1017.51;26.33;0.0;10.208
3687;-42.75;-14.25;7.43;89.98;2017-06-03 15:00:00;1016.72;32.16;0.0;10.435
3688;-42.75;-14.25;7.26;91.46;2017-06-03 16:00:00;1015.42;32.12;0.0;9.939
3689;-42.75;-14.25;7.09;93.78;2017-06-03 17:00:00;1015.02;31.98;0.0;10.325
3690;-42.75;-14.25;7.05;95.22;2017-06-03 18:00:00;1014.41;31.84;0.0;11.796
3691;-42.75;-14.25;7.04;95.6;2017-06-03 19:00:00;1014.67;31.72;0.0;11.244
3692;-42.75;-14.25;6.92;93.95;2017-06-03 20:00:00;1015.37;31.74;0.0;11.644
3693;-42.75;-14.25;6.45;89.5;2017-06-03 21:00:00;1015.69;28.03;0.0;10.984
3694;-42.75;-14.25;6.63;86.82;2017-06-03 22:00:00;1016.41;26.46;0.0;12.072
3695;-42.75;-14.25;7.3;88.32;2017-06-03 23:00:00;1016.66;26.25;0.0;12.288
3696;-42.75;-14.25;8.22;92.55;2017-06-04 00:00:00;1017.36;26.0;0.0;11.298
3697;-42.75;-14.25;8.68;95.99;2017-06-04 01:00:00;1018.05;25.55;0.0;10.628
3698;-42.75;-14.25;8.57;97.11;2017-06-04 02:00:00;1018.09;24.94;0.0;11.582
3699;-42.75;-14.25;8.24;96.74;2017-06-04 03:00:00;1018.38;23.07;0.0;10.172
3700;-42.75;-14.25;8.06;96.63;2017-06-04 04:00:00;1018.11;22.61;0.0;10.061
3701;-42.75;-14.25;7.67;97.45;2017-06-04 05:00:00;1017.95;22.34;0.0;10.942
3702;-42.75;-14.25;7.46;97.76;2017-06-04 06:00:00;1018.07;21.84;0.0;10.858
3703;-42.75;-14.25;7.5;98.7;2017-06-04 07:00:00;1018.08;21.52;0.0;11.284
3704;-42.75;-14.25;7.49;99.77;2017-06-04 08:00:00;1018.6;21.26;0.0;11.945
3705;-42.75;-14.25;7.29;101.9;2017-06-04 09:00:00;1019.1;20.65;0.0;13.131
3706;-42.75;-14.25;7.2;104.14;2017-06-04 10:00:00;1019.66;23.98;0.0;12.198
3707;-42.75;-14.25;8.52;102.58;2017-06-04 11:00:00;1019.84;24.44;0.0;11.185
3708;-42.75;-14.25;9.39;97.93;2017-06-04 12:00:00;1020.47;24.61;0.0;10.374
3709;-42.75;-14.25;8.84;96.19;2017-06-04 13:00:00;1019.88;24.39;0.0;11.12
3710;-42.75;-14.25;8.14;96.01;2017-06-04 14:00:00;1018.92;24.59;0.0;9.37
3711;-42.75;-14.25;7.54;95.57;2017-06-04 15:00:00;1018.0;28.93;0.0;8.514
3712;-42.75;-14.25;7.17;93.82;2017-06-04 16:00:00;1016.95;29.24;0.0;8.382
3713;-42.75;-14.25;7.07;91.46;2017-06-04 17:00:00;1016.15;29.12;0.0;8.65
3714;-42.75;-14.25;6.9;91.2;2017-06-04 18:00:00;1015.64;29.1;0.0;9.092
3715;-42.75;-14.25;6.76;89.86;2017-06-04 19:00:00;1015.57;29.0;0.0;9.64
3716;-42.75;-14.25;6.18;87.96;2017-06-04 20:00:00;1016.0;28.92;0.0;12.308
3717;-42.75;-14.25;5.61;84.12;2017-06-04 21:00:00;1016.19;26.5;0.0;12.452
3718;-42.75;-14.25;5.34;83.84;2017-06-04 22:00:00;1016.66;24.66;0.0;13.096
3719;-42.75;-14.25;5.44;87.91;2017-06-04 23:00:00;1017.39;24.48;0.0;15.063
3720;-42.75;-14.25;5.98;91.96;2017-06-05 00:00:00;1017.4;24.03;0.0;14.7
3721;-42.75;-14.25;6.65;93.91;2017-06-05 01:00:00;1017.81;23.84;0.0;14.746
3722;-42.75;-14.25;7.1;95.01;2017-06-05 02:00:00;1017.67;23.93;0.0;15.146
3723;-42.75;-14.25;7.29;94.39;2017-06-05 03:00:00;1017.62;22.41;0.0;14.032
3724;-42.75;-14.25;7.24;94.26;2017-06-05 04:00:00;1017.66;21.88;0.0;13.21
3725;-42.75;-14.25;7.03;95.51;2017-06-05 05:00:00;1017.15;21.38;0.0;13.256
3726;-42.75;-14.25;6.91;95.59;2017-06-05 06:00:00;1017.17;20.64;0.0;12.734
3727;-42.75;-14.25;6.85;94.33;2017-06-05 07:00:00;1016.87;20.36;0.0;12.243
3728;-42.75;-14.25;6.71;93.31;2017-06-05 08:00:00;1017.43;20.21;0.0;12.555
3729;-42.75;-14.25;6.67;91.49;2017-06-05 09:00:00;1017.88;20.12;0.0;11.897
3730;-42.75;-14.25;5.77;89.51;2017-06-05 10:00:00;1018.81;23.02;0.0;12.436
3731;-42.75;-14.25;6.85;87.02;2017-06-05 11:00:00;1018.81;23.36;0.0;12.1
3732;-42.75;-14.25;7.28;83.31;2017-06-05 12:00:00;1018.96;23.63;0.0;10.23
3733;-42.75;-14.25;6.77;81.65;2017-06-05 13:00:00;1018.79;24.68;0.0;9.225
3734;-42.75;-14.25;6.45;80.85;2017-06-05 14:00:00;1018.17;25.04;0.0;9.216
3735;-42.75;-14.25;6.06;81.47;2017-06-05 15:00:00;1016.98;28.8;0.0;9.67
3736;-42.75;-14.25;5.8;83.0;2017-06-05 16:00:00;1015.91;29.2;0.0;9.362
3737;-42.75;-14.25;5.62;85.73;2017-06-05 17:00:00;1014.77;29.13;0.0;9.02
3738;-42.75;-14.25;5.59;86.76;2017-06-05 18:00:00;1014.56;29.2;0.0;8.252
3739;-42.75;-14.25;5.66;88.15;2017-06-05 19:00:00;1014.26;29.01;0.0;7.986
3740;-42.75;-14.25;5.62;90.11;2017-06-05 20:00:00;1014.88;28.81;0.0;7.488
3741;-42.75;-14.25;5.19;91.45;2017-06-05 21:00:00;1015.46;27.37;0.0;9.628
3742;-42.75;-14.25;5.2;84.18;2017-06-05 22:00:00;1015.77;23.77;0.0;9.84
3743;-42.75;-14.25;5.04;84.42;2017-06-05 23:00:00;1015.82;23.26;0.0;9.137
3744;-42.75;-14.25;4.91;86.22;2017-06-06 00:00:00;1016.55;22.63;0.0;9.218
3745;-42.75;-14.25;5.41;89.97;2017-06-06 01:00:00;1016.55;22.99;0.0;8.696
3746;-42.75;-14.25;6.64;92.49;2017-06-06 02:00:00;1016.54;23.67;0.0;7.778
3747;-42.75;-14.25;7.54;93.23;2017-06-06 03:00:00;1016.74;21.98;0.0;7.031
3748;-42.75;-14.25;7.85;93.78;2017-06-06 04:00:00;1016.16;21.15;0.0;7.666
3749;-42.75;-14.25;7.84;92.79;2017-06-06 05:00:00;1015.71;20.83;0.0;8.666
3750;-42.75;-14.25;7.81;90.03;2017-06-06 06:00:00;1015.57;20.13;0.0;8.437
3751;-42.75;-14.25;7.55;89.09;2017-06-06 07:00:00;1015.69;19.79;0.0;9.122
3752;-42.75;-14.25;7.28;90.92;2017-06-06 08:00:00;1016.07;19.43;0.0;7.882
3753;-42.75;-14.25;6.96;94.14;2017-06-06 09:00:00;1016.95;19.12;0.0;7.875
3754;-42.75;-14.25;6.36;94.84;2017-06-06 10:00:00;1017.55;23.27;0.0;7.347
3755;-42.75;-14.25;6.93;92.23;2017-06-06 11:00:00;1018.21;23.37;0.0;7.525
3756;-42.75;-14.25;6.56;91.81;2017-06-06 12:00:00;1018.44;23.85;0.0;7.665
3757;-42.75;-14.25;6.21;90.17;2017-06-06 13:00:00;1018.23;24.62;0.0;7.187
3758;-42.75;-14.25;5.89;87.23;2017-06-06 14:00:00;1017.52;24.89;0.0;7.448
3759;-42.75;-14.25;5.27;85.26;2017-06-06 15:00:00;1016.51;29.66;0.0;6.887
3760;-42.75;-14.25;5.2;85.13;2017-06-06 16:00:00;1015.25;30.01;0.0;6.898
3761;-42.75;-14.25;5.37;85.01;2017-06-06 17:00:00;1014.54;30.05;0.0;6.034
3762;-42.75;-14.25;5.62;86.65;2017-06-06 18:00:00;1014.15;29.58;0.0;6.13
3763;-42.75;-14.25;6.35;89.43;2017-06-06 19:00:00;1014.51;29.34;0.0;6.814
3764;-42.75;-14.25;6.57;91.19;2017-06-06 20:00:00;1014.94;28.84;0.0;6.74
3765;-42.75;-14.25;6.47;93.38;2017-06-06 21:00:00;1015.76;27.21;0.0;7.038
3766;-42.75;-14.25;5.65;93.44;2017-06-06 22:00:00;1015.9;24.68;0.0;7.738
3767;-42.75;-14.25;5.41;94.19;2017-06-06 23:00:00;1016.29;24.5;0.0;7.168
3768;-42.75;-14.25;5.8;90.66;2017-06-07 00:00:00;1016.52;24.24;0.0;7.83
3769;-42.75;-14.25;6.62;89.25;2017-06-07 01:00:00;1016.58;24.15;0.0;8.718
3770;-42.75;-14.25;7.48;89.25;2017-06-07 02:00:00;1016.51;24.04;0.0;9.424
3771;-42.75;-14.25;7.65;89.15;2017-06-07 03:00:00;1016.57;21.57;0.0;9.245
3772;-42.75;-14.25;7.54;90.82;2017-06-07 04:00:00;1016.02;20.98;0.0;9.525
3773;-42.75;-14.25;7.27;92.62;2017-06-07 05:00:00;1015.49;20.6;0.0;8.936
3774;-42.75;-14.25;7.04;93.48;2017-06-07 06:00:00;1015.02;19.73;0.0;9.292
3775;-42.75;-14.25;6.82;93.63;2017-06-07 07:00:00;1015.35;19.38;0.0;10.198
3776;-42.75;-14.25;6.62;95.69;2017-06-07 08:00:00;1015.57;19.09;0.0;10.096
3777;-42.75;-14.25;6.6;99.17;2017-06-07 09:00:00;1016.36;18.62;0.0;9.586
3778;-42.75;-14.25;6.59;103.04;2017-06-07 10:00:00;1016.76;23.14;0.0;9.875
3779;-42.75;-14.25;7.06;100.49;2017-06-07 11:00:00;1017.39;22.89;0.0;10.448
3780;-42.75;-14.25;7.04;97.07;2017-06-07 12:00:00;1017.71;23.08;0.0;9.971
3781;-42.75;-14.25;7.27;93.02;2017-06-07 13:00:00;1017.17;23.59;0.0;9.168
3782;-42.75;-14.25;7.12;91.78;2017-06-07 14:00:00;1016.43;23.61;0.0;8.997
3783;-42.75;-14.25;6.61;93.61;2017-06-07 15:00:00;1015.92;28.9;0.0;8.475
3784;-42.75;-14.25;6.06;95.22;2017-06-07 16:00:00;1014.76;29.3;0.0;8.672
3785;-42.75;-14.25;5.99;92.99;2017-06-07 17:00:00;1013.97;29.72;0.0;9.546
3786;-42.75;-14.25;6.48;86.25;2017-06-07 18:00:00;1012.66;29.42;0.0;8.558
3787;-42.75;-14.25;6.27;89.81;2017-06-07 19:00:00;1012.54;29.23;0.0;9.221
3788;-42.75;-14.25;5.9;96.77;2017-06-07 20:00:00;1013.33;29.03;0.0;10.206
3789;-42.75;-14.25;5.57;96.7;2017-06-07 21:00:00;1013.89;27.17;0.0;10.445
3790;-42.75;-14.25;5.16;88.74;2017-06-07 22:00:00;1014.22;23.43;0.0;10.23
3791;-42.75;-14.25;4.76;84.77;2017-06-07 23:00:00;1014.64;22.63;0.0;9.692
3792;-42.75;-14.25;4.92;83.99;2017-06-08 00:00:00;1014.63;22.29;0.0;9.264
3793;-42.75;-14.25;5.89;83.5;2017-06-08 01:00:00;1015.05;22.86;0.0;9.311
3794;-42.75;-14.25;6.67;85.18;2017-06-08 02:00:00;1015.23;23.54;0.0;9.667
3795;-42.75;-14.25;6.84;87.13;2017-06-08 03:00:00;1015.69;21.28;0.0;9.628
3796;-42.75;-14.25;6.79;88.33;2017-06-08 04:00:00;1015.29;20.81;0.0;8.488
3797;-42.75;-14.25;6.48;91.05;2017-06-08 05:00:00;1015.33;20.43;0.0;5.913
3798;-42.75;-14.25;6.43;92.94;2017-06-08 06:00:00;1014.77;19.81;0.0;5.972
3799;-42.75;-14.25;6.06;95.66;2017-06-08 07:00:00;1015.09;19.49;0.0;6.277
3800;-42.75;-14.25;5.87;99.21;2017-06-08 08:00:00;1015.36;19.19;0.0;4.43
3801;-42.75;-14.25;5.73;99.11;2017-06-08 09:00:00;1016.08;19.22;0.0;4.07
3802;-42.75;-14.25;5.32;100.85;2017-06-08 10:00:00;1016.97;23.26;0.0;5.248
3803;-42.75;-14.25;5.01;96.71;2017-06-08 11:00:00;1017.49;23.5;0.0;7.375
3804;-42.75;-14.25;5.38;89.87;2017-06-08 12:00:00;1018.15;23.9;0.0;6.433
3805;-42.75;-14.25;5.2;85.95;2017-06-08 13:00:00;1018.04;24.35;0.0;5.335
3806;-42.75;-14.25;5.18;81.6;2017-06-08 14:00:00;1017.13;24.82;0.0;4.607
3807;-42.75;-14.25;5.04;77.49;2017-06-08 15:00:00;1016.27;29.42;0.0;4.444
3808;-42.75;-14.25;4.83;77.64;2017-06-08 16:00:00;1015.06;29.67;0.0;4.472
3809;-42.75;-14.25;4.64;81.03;2017-06-08 17:00:00;1014.32;29.53;0.0;4.59
3810;-42.75;-14.25;4.8;85.38;2017-06-08 18:00:00;1013.79;29.46;0.0;6.035
3811;-42.75;-14.25;5.02;88.75;2017-06-08 19:00:00;1014.1;29.3;0.0;5.775
3812;-42.75;-14.25;5.51;96.98;2017-06-08 20:00:00;1014.44;29.06;0.0;5.252
3813;-42.75;-14.25;5.63;103.96;2017-06-08 21:00:00;1014.91;26.39;0.0;5.404
3814;-42.75;-14.25;5.36;107.96;2017-06-08 22:00:00;1015.23;22.82;0.0;5.552
3815;-42.75;-14.25;5.22;107.85;2017-06-08 23:00:00;1015.47;22.44;0.0;6.244
3816;-42.75;-14.25;5.5;105.33;2017-06-09 00:00:00;1016.07;22.0;0.0;6.645
3817;-42.75;-14.25;5.7;100.21;2017-06-09 01:00:00;1016.48;22.58;0.0;7.555
3818;-42.75;-14.25;5.8;97.68;2017-06-09 02:00:00;1016.38;22.51;0.0;6.538
3819;-42.75;-14.25;5.88;96.54;2017-06-09 03:00:00;1016.82;19.57;0.0;6.153
3820;-42.75;-14.25;6.16;95.39;2017-06-09 04:00:00;1016.07;18.99;0.0;6.015
3821;-42.75;-14.25;6.46;95.28;2017-06-09 05:00:00;1015.88;19.2;0.0;6.548
3822;-42.75;-14.25;6.43;94.21;2017-06-09 06:00:00;1015.55;19.39;0.0;6.466
3823;-42.75;-14.25;6.23;93.13;2017-06-09 07:00:00;1015.66;18.57;0.0;6.308
3824;-42.75;-14.25;5.87;94.57;2017-06-09 08:00:00;1016.08;18.06;0.0;7.193
3825;-42.75;-14.25;5.83;96.84;2017-06-09 09:00:00;1016.76;17.3;0.0;7.57
3826;-42.75;-14.25;5.81;97.67;2017-06-09 10:00:00;1017.37;22.95;0.0;6.82
3827;-42.75;-14.25;5.21;94.47;2017-06-09 11:00:00;1017.79;23.52;0.0;6.344
3828;-42.75;-14.25;5.36;89.83;2017-06-09 12:00:00;1018.63;23.87;0.0;4.414
3829;-42.75;-14.25;5.04;83.3;2017-06-09 13:00:00;1018.12;24.42;0.0;3.267
3830;-42.75;-14.25;4.24;78.64;2017-06-09 14:00:00;1017.06;24.68;0.0;3.413
3831;-42.75;-14.25;3.21;80.55;2017-06-09 15:00:00;1015.63;31.43;0.0;2.907
3832;-42.75;-14.25;2.46;89.89;2017-06-09 16:00:00;1014.45;31.65;0.0;2.754
3833;-42.75;-14.25;2.13;100.34;2017-06-09 17:00:00;1013.45;31.69;0.0;2.158
3834;-42.75;-14.25;2.13;103.63;2017-06-09 18:00:00;1012.89;31.83;0.0;2.434
3835;-42.75;-14.25;2.46;101.66;2017-06-09 19:00:00;1012.9;31.79;0.0;3.828
3836;-42.75;-14.25;3.17;95.01;2017-06-09 20:00:00;1013.35;31.31;0.0;3.665
3837;-42.75;-14.25;4.59;91.84;2017-06-09 21:00:00;1014.01;27.1;0.0;4.332
3838;-42.75;-14.25;5.42;95.47;2017-06-09 22:00:00;1014.32;24.05;0.0;4.264
3839;-42.75;-14.25;5.09;93.75;2017-06-09 23:00:00;1015.18;23.3;0.0;4.502
3840;-42.75;-14.25;4.72;89.54;2017-06-10 00:00:00;1015.73;22.79;0.0;4.958
3841;-42.75;-14.25;4.3;85.84;2017-06-10 01:00:00;1015.99;22.19;0.0;5.452
