20170101;999;999;1000.000;1000.000;999.333;999;1000.000;1000.000;1000.000;1000.000;1000.000;1000.000;1000.333;1001.000;1001.000;1001.667;1002.000;1002.000;1002.000;1002.000;1002.000;1001.667;1001.000;1001.000;1001.000;1000.000;999.667;999;999;998.333;998.000;998.000;998.000;998.667;999;999.333;1000.000;1000.000;1000.333;1001.000;1001.000;1002.000;1002.000;1002.000;1002.000;1001.333;1001.000;1001.000
20170102;1001.000;1000.000;1000.000;1000.000;1000.000;1000.000;1000.000;1000.000;1000.000;999.667;999;999.667;1000.000;1000.333;1001.000;1001.000;1001.000;1001.000;1001.667;1002.000;1001.000;1001.000;1001.000;1000.000;1000.000;999.667;999;998.333;998.000;998.000;998.000;998.000;998.000;998.000;998.000;998.333;999;999;1000.000;1000.000;1001.000;1001.000;1001.000;1001.000;1001.000;1001.000;1001.000;1000.000
20170103;1000.000;999.333;999.333;999;999;999;999;999;999;999.667;1000.000;1000.333;1001.000;1001.000;1001.000;1002.000;1002.000;1002.000;1002.000;1002.000;1002.000;1002.000;1001.333;1001.000;1001.000;1000.000;1000.000;999;999;998.333;998.000;998.000;998.000;998.667;999;1000.000;1000.000;1000.333;1001.000;1001.000;1001.333;1002.000;1002.000;1002.000;1002.000;1002.000;1002.000;1002.000
20170104;1001.000;1001.000;1001.000;1001.000;1001.000;1001.000;1001.000;1001.000;1001.000;1001.000;1001.000;1001.333;1002.000;1002.000;1002.333;1003.000;1003.000;1003.000;1003.000;1003.000;1003.000;1002.333;1002.000;1002.000;1001.333;1001.000;1000.333;1000.000;1000.000;999.667;999.333;999.667;1000.000;1000.000;1000.000;1000.667;1001.000;1001.000;1001.333;1002.000;1002.000;1002.000;1002.000;1002.000;1002.000;1002.000;1002.000;1001.333
20170105;1001.000;1001.000;1001.000;1000.000;1000.000;1000.000;1000.000;1000.000;1000.000;1000.333;1001.000;1001.000;1001.000;1001.333;1002.000;1002.000;1002.000;1002.333;1003.000;1002.333;1002.000;1002.000;1002.000;1001.333;1001.000;1001.000;1000.667;1000.000;999.333;999;999;999;999;999;999.333;1000.000;1000.000;1000.667;1001.000;1001.000;1001.000;1001.000;1001.000;1001.000;1001.333;1001.333;1001.000;1001.000
20170106;1001.000;1000.333;1000.000;1000.000;1000.000;1000.000;1000.000;1000.000;1000.000;1000.667;1001.000;1001.000;1001.000;1001.000;1001.000;1001.333;1002.000;1002.000;1002.000;1002.000;1002.000;1001.667;1001.000;1001.000;1000.333;1000.000;999.667;999;998.667;998.000;998.000;998.000;998.000;998.000;998.000;998.667;999;1000.000;1000.333;1001.000;1001.000;1001.667;1002.000;1002.000;1001.000;1001.000;1001.000;1001.000
20170107;1000.667;1000.000;1000.000;1000.000;1000.000;1000.000;1000.000;1000.000;1000.667;1001.000;1001.000;1001.000;1001.667;1002.000;1002.000;1002.000;1002.000;1002.333;1002.333;1002.000;1002.333;1002.000;1002.000;1001.333;1001.000;1000.000;1000.000;999;999;999;998.000;998.000;998.000;999;999;999.667;1000.000;1000.333;1001.000;1001.667;1002.000;1002.000;1002.000;1002.000;1002.000;1002.000;1002.000;1001.667
20170108;1001.000;1001.000;1000.667;1001.000;1000.000;1000.000;1000.000;1000.000;1000.000;1000.000;1000.000;1001.000;1001.000;1001.333;1002.000;1002.000;1002.000;1002.000;1002.000;1002.000;1002.000;1001.000;1001.000;1000.333;1000.000;999;998.333;998.000;997.000;997.000;997.000;997.000;997.000;997.333;998.000;998.667;999;999.667;1000.000;1001.000;1001.000;1001.000;1001.333;1001.667;1001.000;1001.000;1001.000;1001.000
20170109;1001.000;1000.000;1000.000;1000.000;1000.000;1000.000;1000.000;1000.000;1000.000;1000.000;1000.000;1000.667;1001.000;1001.000;1002.000;1002.000;1002.000;1002.000;1002.000;1002.000;1002.000;1002.000;1001.333;1001.000;1000.333;1000.000;999;998.667;998.000;998.000;997.667;998.000;997.667;998.000;998.667;999.667;1000.000;1000.333;1001.000;1001.667;1001.333;1001.667;1002.000;1002.000;1002.000;1002.000;1001.333;1001.000
20170110;1000.333;1000.000;1000.000;1000.000;999.333;999;999;999;999;999;1000.000;1000.000;1000.667;1001.000;1001.000;1001.000;1001.000;1001.000;1001.000;1001.000;1001.000;1001.000;1001.000;1000.000;1000.000;999.333;999;999;998.000;998.000;998.000;998.000;998.000;998.000;998.667;999;999;999.667;1000.000;1000.000;1000.333;1001.000;1001.000;1001.000;1001.000;1001.000;1001.000;1001.000
