Data;VentoC;Pressao;Temperatura;V_d1;V_l1;V_l2;V_l3;V_l4;V_l5;V_l6;V_l7;P_l1;P_l2;P_l3;P_l4;P_l5;P_l6;P_l7;T_l1;T_l2;T_l3;T_l4;T_l5;T_l6;T_l7;Y_est;residual;rabs
2017-06-13 11:00:00;9.055;887.5;19.8;8.704;9.92;9.178;8.876;9.726;11.095;10.537;10.745;888.0;888.0;887.334;886.334;885.834;885.834;885.334;18.4;16.9;14.683;14.5;14.734;14.884;15.367;8.800191879272461;0.09619187927246031;0.09619187927246031
2017-06-13 12:00:00;8.704;887.0;21.0;7.8;9.055;9.92;9.178;8.876;9.726;11.095;10.537;887.5;888.0;888.0;887.334;886.334;885.834;885.834;19.8;18.4;16.9;14.683;14.5;14.734;14.884;8.520020484924316;0.7200204849243166;0.7200204849243166
2017-06-13 13:00:00;7.8;886.5;21.65;8.222;8.704;9.055;9.92;9.178;8.876;9.726;11.095;887.0;887.5;888.0;888.0;887.334;886.334;885.834;21.0;19.8;18.4;16.9;14.683;14.5;14.734;7.699913024902344;-0.5220869750976558;0.5220869750976558
2017-06-13 14:00:00;8.222;886.0;22.367;8.033;7.8;8.704;9.055;9.92;9.178;8.876;9.726;886.5;887.0;887.5;888.0;888.0;887.334;886.334;21.65;21.0;19.8;18.4;16.9;14.683;14.5;8.335710525512695;0.30271052551269584;0.30271052551269584
2017-06-13 15:00:00;8.033;886.0;22.5;7.26;8.222;7.8;8.704;9.055;9.92;9.178;8.876;886.0;886.5;887.0;887.5;888.0;888.0;887.334;22.367;21.65;21.0;19.8;18.4;16.9;14.683;8.26955509185791;1.0095550918579104;1.0095550918579104
2017-06-13 16:00:00;7.26;886.0;22.4;7.086;8.033;8.222;7.8;8.704;9.055;9.92;9.178;886.0;886.0;886.5;887.0;887.5;888.0;888.0;22.5;22.367;21.65;21.0;19.8;18.4;16.9;7.682264804840088;0.5962648048400876;0.5962648048400876
2017-06-13 17:00:00;7.086;886.0;21.734;7.914;7.26;8.033;8.222;7.8;8.704;9.055;9.92;886.0;886.0;886.0;886.5;887.0;887.5;888.0;22.4;22.5;22.367;21.65;21.0;19.8;18.4;7.690267562866211;-0.22373243713378876;0.22373243713378876
2017-06-13 18:00:00;7.914;886.0;21.15;8.2;7.086;7.26;8.033;8.222;7.8;8.704;9.055;886.0;886.0;886.0;886.0;886.5;887.0;887.5;21.734;22.4;22.5;22.367;21.65;21.0;19.8;8.500004768371582;0.30000476837158274;0.30000476837158274
2017-06-13 19:00:00;8.2;886.166;20.583;7.55;7.914;7.086;7.26;8.033;8.222;7.8;8.704;886.0;886.0;886.0;886.0;886.0;886.5;887.0;21.15;21.734;22.4;22.5;22.367;21.65;21.0;8.57815170288086;1.0281517028808596;1.0281517028808596
2017-06-13 20:00:00;7.55;887.0;20.15;8.686;8.2;7.914;7.086;7.26;8.033;8.222;7.8;886.166;886.0;886.0;886.0;886.0;886.0;886.5;20.583;21.15;21.734;22.4;22.5;22.367;21.65;7.858563423156738;-0.8274365768432617;0.8274365768432617
2017-06-13 21:00:00;8.686;887.0;19.567;9.555;7.55;8.2;7.914;7.086;7.26;8.033;8.222;887.0;886.166;886.0;886.0;886.0;886.0;886.0;20.15;20.583;21.15;21.734;22.4;22.5;22.367;8.991522789001465;-0.5634772109985349;0.5634772109985349
2017-06-13 22:00:00;9.555;887.0;18.117;10.397;8.686;7.55;8.2;7.914;7.086;7.26;8.033;887.0;887.0;886.166;886.0;886.0;886.0;886.0;19.567;20.15;20.583;21.15;21.734;22.4;22.5;9.622908592224121;-0.7740914077758791;0.7740914077758791
2017-06-13 23:00:00;10.397;887.0;17.434;10.206;9.555;8.686;7.55;8.2;7.914;7.086;7.26;887.0;887.0;887.0;886.166;886.0;886.0;886.0;18.117;19.567;20.15;20.583;21.15;21.734;22.4;10.444805145263672;0.23880514526367236;0.23880514526367236
2017-06-14 00:00:00;10.206;887.0;16.85;9.298;10.397;9.555;8.686;7.55;8.2;7.914;7.086;887.0;887.0;887.0;887.0;886.166;886.0;886.0;17.434;18.117;19.567;20.15;20.583;21.15;21.734;10.03841495513916;0.7404149551391601;0.7404149551391601
2017-06-14 01:00:00;9.298;886.334;16.316;8.858;10.206;10.397;9.555;8.686;7.55;8.2;7.914;887.0;887.0;887.0;887.0;887.0;886.166;886.0;16.85;17.434;18.117;19.567;20.15;20.583;21.15;9.229842185974121;0.37184218597412055;0.37184218597412055
2017-06-14 02:00:00;8.858;886.0;15.816;8.442;9.298;10.206;10.397;9.555;8.686;7.55;8.2;886.334;887.0;887.0;887.0;887.0;887.0;886.166;16.316;16.85;17.434;18.117;19.567;20.15;20.583;8.838866233825684;0.3968662338256834;0.3968662338256834
2017-06-14 03:00:00;8.442;886.0;15.4;8.905;8.858;9.298;10.206;10.397;9.555;8.686;7.55;886.0;886.334;887.0;887.0;887.0;887.0;887.0;15.816;16.316;16.85;17.434;18.117;19.567;20.15;8.481037139892578;-0.42396286010742124;0.42396286010742124
2017-06-14 04:00:00;8.905;886.0;15.05;8.915;8.442;8.858;9.298;10.206;10.397;9.555;8.686;886.0;886.0;886.334;887.0;887.0;887.0;887.0;15.4;15.816;16.316;16.85;17.434;18.117;19.567;8.973544120788574;0.05854412078857507;0.05854412078857507
2017-06-14 05:00:00;8.915;886.0;14.767;8.288;8.905;8.442;8.858;9.298;10.206;10.397;9.555;886.0;886.0;886.0;886.334;887.0;887.0;887.0;15.05;15.4;15.816;16.316;16.85;17.434;18.117;8.996615409851074;0.708615409851074;0.708615409851074
2017-06-14 06:00:00;8.288;886.834;14.634;7.7;8.915;8.905;8.442;8.858;9.298;10.206;10.397;886.0;886.0;886.0;886.0;886.334;887.0;887.0;14.767;15.05;15.4;15.816;16.316;16.85;17.434;8.428275108337402;0.7282751083374022;0.7282751083374022
2017-06-14 07:00:00;7.7;887.0;14.283;8.253;8.288;8.915;8.905;8.442;8.858;9.298;10.206;886.834;886.0;886.0;886.0;886.0;886.334;887.0;14.634;14.767;15.05;15.4;15.816;16.316;16.85;7.96711540222168;-0.2858845977783204;0.2858845977783204
2017-06-14 08:00:00;8.253;888.0;14.25;8.715;7.7;8.288;8.915;8.905;8.442;8.858;9.298;887.0;886.834;886.0;886.0;886.0;886.0;886.334;14.283;14.634;14.767;15.05;15.4;15.816;16.316;8.463662147521973;-0.2513378524780272;0.2513378524780272
2017-06-14 09:00:00;8.715;888.166;15.3;8.782;8.253;7.7;8.288;8.915;8.905;8.442;8.858;888.0;887.0;886.834;886.0;886.0;886.0;886.0;14.25;14.283;14.634;14.767;15.05;15.4;15.816;8.791740417480469;0.009740417480468722;0.009740417480468722
2017-06-14 10:00:00;8.782;888.334;17.334;7.89;8.715;8.253;7.7;8.288;8.915;8.905;8.442;888.166;888.0;887.0;886.834;886.0;886.0;886.0;15.3;14.25;14.283;14.634;14.767;15.05;15.4;8.65598201751709;0.7659820175170902;0.7659820175170902
2017-06-14 11:00:00;7.89;888.0;18.883;6.594;8.782;8.715;8.253;7.7;8.288;8.915;8.905;888.334;888.166;888.0;887.0;886.834;886.0;886.0;17.334;15.3;14.25;14.283;14.634;14.767;15.05;7.699032783508301;1.1050327835083005;1.1050327835083005
2017-06-14 12:00:00;6.594;888.0;20.234;6.054;7.89;8.782;8.715;8.253;7.7;8.288;8.915;888.0;888.334;888.166;888.0;887.0;886.834;886.0;18.883;17.334;15.3;14.25;14.283;14.634;14.767;6.42618989944458;0.3721898994445798;0.3721898994445798
2017-06-14 13:00:00;6.054;887.0;21.334;6.006;6.594;7.89;8.782;8.715;8.253;7.7;8.288;888.0;888.0;888.334;888.166;888.0;887.0;886.834;20.234;18.883;17.334;15.3;14.25;14.283;14.634;6.121082782745361;0.1150827827453611;0.1150827827453611
2017-06-14 14:00:00;6.006;886.666;22.433;5.978;6.054;6.594;7.89;8.782;8.715;8.253;7.7;887.0;888.0;888.0;888.334;888.166;888.0;887.0;21.334;20.234;18.883;17.334;15.3;14.25;14.283;6.115899562835693;0.1378995628356936;0.1378995628356936
2017-06-14 15:00:00;5.978;886.0;22.883;6.538;6.006;6.054;6.594;7.89;8.782;8.715;8.253;886.666;887.0;888.0;888.0;888.334;888.166;888.0;22.433;21.334;20.234;18.883;17.334;15.3;14.25;6.362182140350342;-0.17581785964965846;0.17581785964965846
2017-06-14 16:00:00;6.538;886.0;23.0;6.74;5.978;6.006;6.054;6.594;7.89;8.782;8.715;886.0;886.666;887.0;888.0;888.0;888.334;888.166;22.883;22.433;21.334;20.234;18.883;17.334;15.3;7.057658672332764;0.31765867233276346;0.31765867233276346
2017-06-14 17:00:00;6.74;886.0;22.55;8.238;6.538;5.978;6.006;6.054;6.594;7.89;8.782;886.0;886.0;886.666;887.0;888.0;888.0;888.334;23.0;22.883;22.433;21.334;20.234;18.883;17.334;7.277072429656982;-0.9609275703430171;0.9609275703430171
2017-06-14 18:00:00;8.238;886.0;21.883;8.968;6.74;6.538;5.978;6.006;6.054;6.594;7.89;886.0;886.0;886.0;886.666;887.0;888.0;888.0;22.55;23.0;22.883;22.433;21.334;20.234;18.883;8.797298431396484;-0.1707015686035156;0.1707015686035156
2017-06-14 19:00:00;8.968;886.334;21.4;9.895;8.238;6.74;6.538;5.978;6.006;6.054;6.594;886.0;886.0;886.0;886.0;886.666;887.0;888.0;21.883;22.55;23.0;22.883;22.433;21.334;20.234;9.360557556152344;-0.5344424438476558;0.5344424438476558
2017-06-14 20:00:00;9.895;887.0;20.084;9.952;8.968;8.238;6.74;6.538;5.978;6.006;6.054;886.334;886.0;886.0;886.0;886.0;886.666;887.0;21.4;21.883;22.55;23.0;22.883;22.433;21.334;10.129046440124512;0.17704644012451176;0.17704644012451176
2017-06-14 21:00:00;9.952;887.0;18.6;10.205;9.895;8.968;8.238;6.74;6.538;5.978;6.006;887.0;886.334;886.0;886.0;886.0;886.0;886.666;20.084;21.4;21.883;22.55;23.0;22.883;22.433;10.109916687011719;-0.09508331298828132;0.09508331298828132
2017-06-14 22:00:00;10.205;887.0;17.75;10.51;9.952;9.895;8.968;8.238;6.74;6.538;5.978;887.0;887.0;886.334;886.0;886.0;886.0;886.0;18.6;20.084;21.4;21.883;22.55;23.0;22.883;10.248241424560547;-0.2617585754394529;0.2617585754394529
2017-06-14 23:00:00;10.51;887.0;17.35;11.128;10.205;9.952;9.895;8.968;8.238;6.74;6.538;887.0;887.0;887.0;886.334;886.0;886.0;886.0;17.75;18.6;20.084;21.4;21.883;22.55;23.0;10.489367485046387;-0.6386325149536134;0.6386325149536134
2017-06-15 00:00:00;11.128;887.0;16.966;10.682;10.51;10.205;9.952;9.895;8.968;8.238;6.74;887.0;887.0;887.0;887.0;886.334;886.0;886.0;17.35;17.75;18.6;20.084;21.4;21.883;22.55;10.951436996459961;0.26943699645996055;0.26943699645996055
2017-06-15 01:00:00;10.682;886.666;16.566;10.942;11.128;10.51;10.205;9.952;9.895;8.968;8.238;887.0;887.0;887.0;887.0;887.0;886.334;886.0;16.966;17.35;17.75;18.6;20.084;21.4;21.883;10.438043594360352;-0.5039564056396486;0.5039564056396486
2017-06-15 02:00:00;10.942;886.0;16.334;9.695;10.682;11.128;10.51;10.205;9.952;9.895;8.968;886.666;887.0;887.0;887.0;887.0;887.0;886.334;16.566;16.966;17.35;17.75;18.6;20.084;21.4;10.740972518920898;1.0459725189208982;1.0459725189208982
2017-06-15 03:00:00;9.695;885.334;15.8;10.546;10.942;10.682;11.128;10.51;10.205;9.952;9.895;886.0;886.666;887.0;887.0;887.0;887.0;887.0;16.334;16.566;16.966;17.35;17.75;18.6;20.084;9.518240928649902;-1.027759071350097;1.027759071350097
2017-06-15 04:00:00;10.546;885.166;14.933;10.255;9.695;10.942;10.682;11.128;10.51;10.205;9.952;885.334;886.0;886.666;887.0;887.0;887.0;887.0;15.8;16.334;16.566;16.966;17.35;17.75;18.6;10.645297050476074;0.39029705047607344;0.39029705047607344
2017-06-15 05:00:00;10.255;886.0;14.45;10.779;10.546;9.695;10.942;10.682;11.128;10.51;10.205;885.166;885.334;886.0;886.666;887.0;887.0;887.0;14.933;15.8;16.334;16.566;16.966;17.35;17.75;10.236248016357422;-0.542751983642578;0.542751983642578
2017-06-15 06:00:00;10.779;885.834;14.233;10.728;10.255;10.546;9.695;10.942;10.682;11.128;10.51;886.0;885.166;885.334;886.0;886.666;887.0;887.0;14.45;14.933;15.8;16.334;16.566;16.966;17.35;10.89266586303711;0.16466586303710962;0.16466586303710962
2017-06-15 07:00:00;10.728;886.666;14.25;10.928;10.779;10.255;10.546;9.695;10.942;10.682;11.128;885.834;886.0;885.166;885.334;886.0;886.666;887.0;14.233;14.45;14.933;15.8;16.334;16.566;16.966;10.794321060180664;-0.13367893981933676;0.13367893981933676
2017-06-15 08:00:00;10.928;888.0;15.15;11.637;10.728;10.779;10.255;10.546;9.695;10.942;10.682;886.666;885.834;886.0;885.166;885.334;886.0;886.666;14.25;14.233;14.45;14.933;15.8;16.334;16.566;10.97250747680664;-0.6644925231933598;0.6644925231933598
2017-06-15 09:00:00;11.637;888.0;16.933;12.837;10.928;10.728;10.779;10.255;10.546;9.695;10.942;888.0;886.666;885.834;886.0;885.166;885.334;886.0;15.15;14.25;14.233;14.45;14.933;15.8;16.334;11.500615119934082;-1.3363848800659177;1.3363848800659177
2017-06-15 10:00:00;12.837;888.0;17.883;11.772;11.637;10.928;10.728;10.779;10.255;10.546;9.695;888.0;888.0;886.666;885.834;886.0;885.166;885.334;16.933;15.15;14.25;14.233;14.45;14.933;15.8;12.361570358276367;0.589570358276367;0.589570358276367
2017-06-15 11:00:00;11.772;888.0;19.184;11.901;12.837;11.637;10.928;10.728;10.779;10.255;10.546;888.0;888.0;888.0;886.666;885.834;886.0;885.166;17.883;16.933;15.15;14.25;14.233;14.45;14.933;11.211560249328613;-0.6894397506713865;0.6894397506713865
2017-06-15 12:00:00;11.901;887.334;20.45;11.465;11.772;12.837;11.637;10.928;10.728;10.779;10.255;888.0;888.0;888.0;888.0;886.666;885.834;886.0;19.184;17.883;16.933;15.15;14.25;14.233;14.45;11.55112075805664;0.08612075805664077;0.08612075805664077
2017-06-15 13:00:00;11.465;886.5;21.2;11.212;11.901;11.772;12.837;11.637;10.928;10.728;10.779;887.334;888.0;888.0;888.0;888.0;886.666;885.834;20.45;19.184;17.883;16.933;15.15;14.25;14.233;11.09086799621582;-0.12113200378417943;0.12113200378417943
2017-06-15 14:00:00;11.212;886.0;21.917;10.877;11.465;11.901;11.772;12.837;11.637;10.928;10.728;886.5;887.334;888.0;888.0;888.0;888.0;886.666;21.2;20.45;19.184;17.883;16.933;15.15;14.25;11.057977676391602;0.1809776763916009;0.1809776763916009
2017-06-15 15:00:00;10.877;886.0;22.334;9.464;11.212;11.465;11.901;11.772;12.837;11.637;10.928;886.0;886.5;887.334;888.0;888.0;888.0;888.0;21.917;21.2;20.45;19.184;17.883;16.933;15.15;10.98985767364502;1.5258576736450191;1.5258576736450191
2017-06-15 16:00:00;9.464;886.0;22.3;8.566;10.877;11.212;11.465;11.901;11.772;12.837;11.637;886.0;886.0;886.5;887.334;888.0;888.0;888.0;22.334;21.917;21.2;20.45;19.184;17.883;16.933;9.630803108215332;1.0648031082153313;1.0648031082153313
2017-06-15 17:00:00;8.566;886.0;21.833;8.822;9.464;10.877;11.212;11.465;11.901;11.772;12.837;886.0;886.0;886.0;886.5;887.334;888.0;888.0;22.3;22.334;21.917;21.2;20.45;19.184;17.883;9.094694137573242;0.272694137573243;0.272694137573243
2017-06-15 18:00:00;8.822;886.0;20.683;8.75;8.566;9.464;10.877;11.212;11.465;11.901;11.772;886.0;886.0;886.0;886.0;886.5;887.334;888.0;21.833;22.3;22.334;21.917;21.2;20.45;19.184;9.445171356201172;0.6951713562011719;0.6951713562011719
2017-06-15 19:00:00;8.75;886.5;19.4;9.825;8.822;8.566;9.464;10.877;11.212;11.465;11.901;886.0;886.0;886.0;886.0;886.0;886.5;887.334;20.683;21.833;22.3;22.334;21.917;21.2;20.45;9.29200267791748;-0.5329973220825188;0.5329973220825188
2017-06-15 20:00:00;9.825;887.0;18.567;11.962;8.75;8.822;8.566;9.464;10.877;11.212;11.465;886.5;886.0;886.0;886.0;886.0;886.0;886.5;19.4;20.683;21.833;22.3;22.334;21.917;21.2;10.336706161499023;-1.6252938385009763;1.6252938385009763
2017-06-15 21:00:00;11.962;887.0;17.917;13.424;9.825;8.75;8.822;8.566;9.464;10.877;11.212;887.0;886.5;886.0;886.0;886.0;886.0;886.0;18.567;19.4;20.683;21.833;22.3;22.334;21.917;12.17839527130127;-1.24560472869873;1.24560472869873
2017-06-15 22:00:00;13.424;887.0;17.284;12.997;11.962;9.825;8.75;8.822;8.566;9.464;10.877;887.0;887.0;886.5;886.0;886.0;886.0;886.0;17.917;18.567;19.4;20.683;21.833;22.3;22.334;13.31768798828125;0.3206879882812501;0.3206879882812501
2017-06-15 23:00:00;12.997;887.0;17.1;12.893;13.424;11.962;9.825;8.75;8.822;8.566;9.464;887.0;887.0;887.0;886.5;886.0;886.0;886.0;17.284;17.917;18.567;19.4;20.683;21.833;22.3;12.652572631835938;-0.24042736816406318;0.24042736816406318
2017-06-16 00:00:00;12.893;887.0;16.716;11.776;12.997;13.424;11.962;9.825;8.75;8.822;8.566;887.0;887.0;887.0;887.0;886.5;886.0;886.0;17.1;17.284;17.917;18.567;19.4;20.683;21.833;12.49840259552002;0.7224025955200197;0.7224025955200197
2017-06-16 01:00:00;11.776;886.334;16.133;11.635;12.893;12.997;13.424;11.962;9.825;8.75;8.822;887.0;887.0;887.0;887.0;887.0;886.5;886.0;16.716;17.1;17.284;17.917;18.567;19.4;20.683;11.370924949645996;-0.2640750503540037;0.2640750503540037
2017-06-16 02:00:00;11.635;885.834;15.6;10.864;11.776;12.893;12.997;13.424;11.962;9.825;8.75;886.334;887.0;887.0;887.0;887.0;887.0;886.5;16.133;16.716;17.1;17.284;17.917;18.567;19.4;11.449532508850098;0.5855325088500969;0.5855325088500969
2017-06-16 03:00:00;10.864;885.0;14.834;11.266;11.635;11.776;12.893;12.997;13.424;11.962;9.825;885.834;886.334;887.0;887.0;887.0;887.0;887.0;15.6;16.133;16.716;17.1;17.284;17.917;18.567;10.754493713378906;-0.5115062866210938;0.5115062866210938
2017-06-16 04:00:00;11.266;885.0;14.65;12.026;10.864;11.635;11.776;12.893;12.997;13.424;11.962;885.0;885.834;886.334;887.0;887.0;887.0;887.0;14.834;15.6;16.133;16.716;17.1;17.284;17.917;11.328875541687012;-0.6971244583129881;0.6971244583129881
2017-06-16 05:00:00;12.026;885.0;14.5;11.512;11.266;10.864;11.635;11.776;12.893;12.997;13.424;885.0;885.0;885.834;886.334;887.0;887.0;887.0;14.65;14.834;15.6;16.133;16.716;17.1;17.284;12.078210830688477;0.5662108306884761;0.5662108306884761
2017-06-16 06:00:00;11.512;886.0;14.383;11.848;12.026;11.266;10.864;11.635;11.776;12.893;12.997;885.0;885.0;885.0;885.834;886.334;887.0;887.0;14.5;14.65;14.834;15.6;16.133;16.716;17.1;11.433480262756348;-0.4145197372436531;0.4145197372436531
2017-06-16 07:00:00;11.848;886.0;14.35;11.87;11.512;12.026;11.266;10.864;11.635;11.776;12.893;886.0;885.0;885.0;885.0;885.834;886.334;887.0;14.383;14.5;14.65;14.834;15.6;16.133;16.716;11.967391967773438;0.09739196777343828;0.09739196777343828
2017-06-16 08:00:00;11.87;886.666;14.416;10.914;11.848;11.512;12.026;11.266;10.864;11.635;11.776;886.0;886.0;885.0;885.0;885.0;885.834;886.334;14.35;14.383;14.5;14.65;14.834;15.6;16.133;11.74365234375;0.8296523437500003;0.8296523437500003
2017-06-16 09:00:00;10.914;887.166;14.666;11.638;11.87;11.848;11.512;12.026;11.266;10.864;11.635;886.666;886.0;886.0;885.0;885.0;885.0;885.834;14.416;14.35;14.383;14.5;14.65;14.834;15.6;10.8165864944458;-0.8214135055541991;0.8214135055541991
2017-06-16 10:00:00;11.638;888.0;15.616;11.792;10.914;11.87;11.848;11.512;12.026;11.266;10.864;887.166;886.666;886.0;886.0;885.0;885.0;885.0;14.666;14.416;14.35;14.383;14.5;14.65;14.834;11.514155387878418;-0.27784461212158185;0.27784461212158185
2017-06-16 11:00:00;11.792;887.834;17.517;11.232;11.638;10.914;11.87;11.848;11.512;12.026;11.266;888.0;887.166;886.666;886.0;886.0;885.0;885.0;15.616;14.666;14.416;14.35;14.383;14.5;14.65;11.46737003326416;0.23537003326416084;0.23537003326416084
2017-06-16 12:00:00;11.232;887.0;18.883;10.422;11.792;11.638;10.914;11.87;11.848;11.512;12.026;887.834;888.0;887.166;886.666;886.0;886.0;885.0;17.517;15.616;14.666;14.416;14.35;14.383;14.5;10.797155380249023;0.37515538024902284;0.37515538024902284
2017-06-16 13:00:00;10.422;886.834;19.883;8.869;11.232;11.792;11.638;10.914;11.87;11.848;11.512;887.0;887.834;888.0;887.166;886.666;886.0;886.0;18.883;17.517;15.616;14.666;14.416;14.35;14.383;10.18161392211914;1.3126139221191409;1.3126139221191409
2017-06-16 14:00:00;8.869;886.0;20.617;8.62;10.422;11.232;11.792;11.638;10.914;11.87;11.848;886.834;887.0;887.834;888.0;887.166;886.666;886.0;19.883;18.883;17.517;15.616;14.666;14.416;14.35;8.64525032043457;0.025250320434571094;0.025250320434571094
2017-06-16 15:00:00;8.62;886.0;21.133;8.068;8.869;10.422;11.232;11.792;11.638;10.914;11.87;886.0;886.834;887.0;887.834;888.0;887.166;886.666;20.617;19.883;18.883;17.517;15.616;14.666;14.416;8.770116806030273;0.7021168060302738;0.7021168060302738
2017-06-16 16:00:00;8.068;886.0;21.1;9.302;8.62;8.869;10.422;11.232;11.792;11.638;10.914;886.0;886.0;886.834;887.0;887.834;888.0;887.166;21.133;20.617;19.883;18.883;17.517;15.616;14.666;8.315467834472656;-0.9865321655273434;0.9865321655273434
2017-06-16 17:00:00;9.302;886.0;20.816;9.985;8.068;8.62;8.869;10.422;11.232;11.792;11.638;886.0;886.0;886.0;886.834;887.0;887.834;888.0;21.1;21.133;20.617;19.883;18.883;17.517;15.616;9.882363319396973;-0.10263668060302678;0.10263668060302678
2017-06-16 18:00:00;9.985;886.0;20.234;10.954;9.302;8.068;8.62;8.869;10.422;11.232;11.792;886.0;886.0;886.0;886.0;886.834;887.0;887.834;20.816;21.1;21.133;20.617;19.883;18.883;17.517;10.422775268554688;-0.5312247314453131;0.5312247314453131
2017-06-16 19:00:00;10.954;886.0;19.366;9.817;9.985;9.302;8.068;8.62;8.869;10.422;11.232;886.0;886.0;886.0;886.0;886.0;886.834;887.0;20.234;20.816;21.1;21.133;20.617;19.883;18.883;11.25161075592041;1.43461075592041;1.43461075592041
2017-06-16 20:00:00;9.817;886.0;17.65;10.598;10.954;9.985;9.302;8.068;8.62;8.869;10.422;886.0;886.0;886.0;886.0;886.0;886.0;886.834;19.366;20.234;20.816;21.1;21.133;20.617;19.883;10.00217056274414;-0.5958294372558601;0.5958294372558601
2017-06-16 21:00:00;10.598;886.667;16.9;11.522;9.817;10.954;9.985;9.302;8.068;8.62;8.869;886.0;886.0;886.0;886.0;886.0;886.0;886.0;17.65;19.366;20.234;20.816;21.1;21.133;20.617;10.873727798461914;-0.6482722015380862;0.6482722015380862
2017-06-16 22:00:00;11.522;886.334;16.484;11.035;10.598;9.817;10.954;9.985;9.302;8.068;8.62;886.667;886.0;886.0;886.0;886.0;886.0;886.0;16.9;17.65;19.366;20.234;20.816;21.1;21.133;11.5173978805542;0.4823978805541991;0.4823978805541991
2017-06-16 23:00:00;11.035;886.0;16.05;9.735;11.522;10.598;9.817;10.954;9.985;9.302;8.068;886.334;886.667;886.0;886.0;886.0;886.0;886.0;16.484;16.9;17.65;19.366;20.234;20.816;21.1;10.851252555847168;1.1162525558471685;1.1162525558471685
2017-06-17 00:00:00;9.735;886.0;15.833;9.285;11.035;11.522;10.598;9.817;10.954;9.985;9.302;886.0;886.334;886.667;886.0;886.0;886.0;886.0;16.05;16.484;16.9;17.65;19.366;20.234;20.816;9.637009620666504;0.35200962066650376;0.35200962066650376
2017-06-17 01:00:00;9.285;886.0;15.333;9.836;9.735;11.035;11.522;10.598;9.817;10.954;9.985;886.0;886.0;886.334;886.667;886.0;886.0;886.0;15.833;16.05;16.484;16.9;17.65;19.366;20.234;9.215681076049805;-0.6203189239501956;0.6203189239501956
2017-06-17 02:00:00;9.836;885.834;15.116;10.59;9.285;9.735;11.035;11.522;10.598;9.817;10.954;886.0;886.0;886.0;886.334;886.667;886.0;886.0;15.333;15.833;16.05;16.484;16.9;17.65;19.366;9.849586486816406;-0.7404135131835936;0.7404135131835936
2017-06-17 03:00:00;10.59;885.0;15.084;10.885;9.836;9.285;9.735;11.035;11.522;10.598;9.817;885.834;886.0;886.0;886.0;886.334;886.667;886.0;15.116;15.333;15.833;16.05;16.484;16.9;17.65;10.486762046813965;-0.39823795318603494;0.39823795318603494
2017-06-17 04:00:00;10.885;885.0;14.934;10.153;10.59;9.836;9.285;9.735;11.035;11.522;10.598;885.0;885.834;886.0;886.0;886.0;886.334;886.667;15.084;15.116;15.333;15.833;16.05;16.484;16.9;10.821771621704102;0.6687716217041011;0.6687716217041011
2017-06-17 05:00:00;10.153;885.0;14.784;9.175;10.885;10.59;9.836;9.285;9.735;11.035;11.522;885.0;885.0;885.834;886.0;886.0;886.0;886.334;14.934;15.084;15.116;15.333;15.833;16.05;16.484;10.083357810974121;0.9083578109741204;0.9083578109741204
2017-06-17 06:00:00;9.175;885.0;14.566;8.686;10.153;10.885;10.59;9.836;9.285;9.735;11.035;885.0;885.0;885.0;885.834;886.0;886.0;886.0;14.784;14.934;15.084;15.116;15.333;15.833;16.05;9.160650253295898;0.4746502532958985;0.4746502532958985
2017-06-17 07:00:00;8.686;885.666;14.4;9.208;9.175;10.153;10.885;10.59;9.836;9.285;9.735;885.0;885.0;885.0;885.0;885.834;886.0;886.0;14.566;14.784;14.934;15.084;15.116;15.333;15.833;8.777288436889648;-0.43071156311035175;0.43071156311035175
2017-06-17 08:00:00;9.208;886.666;14.317;9.047;8.686;9.175;10.153;10.885;10.59;9.836;9.285;885.666;885.0;885.0;885.0;885.0;885.834;886.0;14.4;14.566;14.784;14.934;15.084;15.116;15.333;9.343517303466797;0.2965173034667963;0.2965173034667963
2017-06-17 09:00:00;9.047;887.0;15.033;9.535;9.208;8.686;9.175;10.153;10.885;10.59;9.836;886.666;885.666;885.0;885.0;885.0;885.0;885.834;14.317;14.4;14.566;14.784;14.934;15.084;15.116;9.14089298248291;-0.39410701751709;0.39410701751709
2017-06-17 10:00:00;9.535;887.0;16.516;8.966;9.047;9.208;8.686;9.175;10.153;10.885;10.59;887.0;886.666;885.666;885.0;885.0;885.0;885.0;15.033;14.317;14.4;14.566;14.784;14.934;15.084;9.515279769897461;0.5492797698974616;0.5492797698974616
2017-06-17 11:00:00;8.966;886.5;17.633;8.628;9.535;9.047;9.208;8.686;9.175;10.153;10.885;887.0;887.0;886.666;885.666;885.0;885.0;885.0;16.516;15.033;14.317;14.4;14.566;14.784;14.934;8.765003204345703;0.137003204345703;0.137003204345703
2017-06-17 12:00:00;8.628;886.0;18.8;9.388;8.966;9.535;9.047;9.208;8.686;9.175;10.153;886.5;887.0;887.0;886.666;885.666;885.0;885.0;17.633;16.516;15.033;14.317;14.4;14.566;14.784;8.444320678710938;-0.9436793212890624;0.9436793212890624
2017-06-17 13:00:00;9.388;885.0;20.034;9.01;8.628;8.966;9.535;9.047;9.208;8.686;9.175;886.0;886.5;887.0;887.0;886.666;885.666;885.0;18.8;17.633;16.516;15.033;14.317;14.4;14.566;9.145379066467285;0.13537906646728537;0.13537906646728537
