Data;VentoC;Pressao;Temperatura;V_d1;V_l1;V_l2;V_l3;V_l4;V_l5;V_l6;V_l7;P_l1;P_l2;P_l3;P_l4;P_l5;P_l6;P_l7;T_l1;T_l2;T_l3;T_l4;T_l5;T_l6;T_l7;Y_est;residual;rabs
2017-01-01 00:00:00;9.815;882.334;22.192;8.735;;;;;;;;;;;;;;;;;;;;;;;;
2017-01-01 01:00:00;8.735;882.333;18.516;8.454;9.815;;;;;;;882.334;;;;;;;22.192;;;;;;;;;
2017-01-01 02:00:00;8.454;882.0;17.633;9.178;8.735;9.815;;;;;;882.333;882.334;;;;;;18.516;22.192;;;;;;;;
2017-01-01 03:00:00;9.178;882.0;16.916;9.186;8.454;8.735;9.815;;;;;882.0;882.333;882.334;;;;;17.633;18.516;22.192;;;;;;;
2017-01-01 04:00:00;9.186;882.666;16.483;9.361;9.178;8.454;8.735;9.815;;;;882.0;882.0;882.333;882.334;;;;16.916;17.633;18.516;22.192;;;;;;
2017-01-01 05:00:00;9.361;883.0;15.984;8.403;9.186;9.178;8.454;8.735;9.815;;;882.666;882.0;882.0;882.333;882.334;;;16.483;16.916;17.633;18.516;22.192;;;;;
2017-01-01 06:00:00;8.403;883.5;15.8;7.396;9.361;9.186;9.178;8.454;8.735;9.815;;883.0;882.666;882.0;882.0;882.333;882.334;;15.984;16.483;16.916;17.633;18.516;22.192;;;;
2017-01-01 07:00:00;7.396;884.0;16.584;7.83;8.403;9.361;9.186;9.178;8.454;8.735;9.815;883.5;883.0;882.666;882.0;882.0;882.333;882.334;15.8;15.984;16.483;16.916;17.633;18.516;22.192;7.112916469573975;-0.7170835304260255;0.7170835304260255
2017-01-01 08:00:00;7.83;885.0;17.933;7.383;7.396;8.403;9.361;9.186;9.178;8.454;8.735;884.0;883.5;883.0;882.666;882.0;882.0;882.333;16.584;15.8;15.984;16.483;16.916;17.633;18.516;7.716393947601318;0.33339394760131835;0.33339394760131835
2017-01-01 09:00:00;7.383;885.0;19.05;7.1;7.83;7.396;8.403;9.361;9.186;9.178;8.454;885.0;884.0;883.5;883.0;882.666;882.0;882.0;17.933;16.584;15.8;15.984;16.483;16.916;17.633;7.043022155761719;-0.056977844238280895;0.056977844238280895
2017-01-01 10:00:00;7.1;885.0;20.434;6.602;7.383;7.83;7.396;8.403;9.361;9.186;9.178;885.0;885.0;884.0;883.5;883.0;882.666;882.0;19.05;17.933;16.584;15.8;15.984;16.483;16.916;6.836615085601807;0.23461508560180633;0.23461508560180633
2017-01-01 11:00:00;6.602;885.0;21.75;6.435;7.1;7.383;7.83;7.396;8.403;9.361;9.186;885.0;885.0;885.0;884.0;883.5;883.0;882.666;20.434;19.05;17.933;16.584;15.8;15.984;16.483;6.376318454742432;-0.05868154525756797;0.05868154525756797
2017-01-01 12:00:00;6.435;884.834;23.083;5.556;6.602;7.1;7.383;7.83;7.396;8.403;9.361;885.0;885.0;885.0;885.0;884.0;883.5;883.0;21.75;20.434;19.05;17.933;16.584;15.8;15.984;6.3195085525512695;0.7635085525512695;0.7635085525512695
2017-01-01 13:00:00;5.556;884.0;24.416;5.448;6.435;6.602;7.1;7.383;7.83;7.396;8.403;884.834;885.0;885.0;885.0;885.0;884.0;883.5;23.083;21.75;20.434;19.05;17.933;16.584;15.8;5.538602828979492;0.09060282897949179;0.09060282897949179
2017-01-01 14:00:00;5.448;883.5;25.3;4.098;5.556;6.435;6.602;7.1;7.383;7.83;7.396;884.0;884.834;885.0;885.0;885.0;885.0;884.0;24.416;23.083;21.75;20.434;19.05;17.933;16.584;5.549427509307861;1.4514275093078615;1.4514275093078615
2017-01-01 15:00:00;4.098;883.0;25.984;3.74;5.448;5.556;6.435;6.602;7.1;7.383;7.83;883.5;884.0;884.834;885.0;885.0;885.0;885.0;25.3;24.416;23.083;21.75;20.434;19.05;17.933;4.349151134490967;0.6091511344909666;0.6091511344909666
2017-01-01 16:00:00;3.74;883.0;26.666;3.598;4.098;5.448;5.556;6.435;6.602;7.1;7.383;883.0;883.5;884.0;884.834;885.0;885.0;885.0;25.984;25.3;24.416;23.083;21.75;20.434;19.05;4.198248863220215;0.600248863220215;0.600248863220215
2017-01-01 17:00:00;3.598;883.0;26.316;5.537;3.74;4.098;5.448;5.556;6.435;6.602;7.1;883.0;883.0;883.5;884.0;884.834;885.0;885.0;26.666;25.984;25.3;24.416;23.083;21.75;20.434;4.1089887619018555;-1.4280112380981445;1.4280112380981445
2017-01-01 18:00:00;5.537;883.0;25.817;6.072;3.598;3.74;4.098;5.448;5.556;6.435;6.602;883.0;883.0;883.0;883.5;884.0;884.834;885.0;26.316;26.666;25.984;25.3;24.416;23.083;21.75;6.165075778961182;0.09307577896118158;0.09307577896118158
2017-01-01 19:00:00;6.072;883.0;25.417;5.703;5.537;3.598;3.74;4.098;5.448;5.556;6.435;883.0;883.0;883.0;883.0;883.5;884.0;884.834;25.817;26.316;26.666;25.984;25.3;24.416;23.083;6.47666597366333;0.7736659736633298;0.7736659736633298
2017-01-01 20:00:00;5.703;883.0;25.716;6.79;6.072;5.537;3.598;3.74;4.098;5.448;5.556;883.0;883.0;883.0;883.0;883.0;883.5;884.0;25.417;25.817;26.316;26.666;25.984;25.3;24.416;5.99862003326416;-0.7913799667358399;0.7913799667358399
2017-01-01 21:00:00;6.79;884.0;25.717;7.781;5.703;6.072;5.537;3.598;3.74;4.098;5.448;883.0;883.0;883.0;883.0;883.0;883.0;883.5;25.716;25.417;25.817;26.316;26.666;25.984;25.3;7.035384654998779;-0.7456153450012204;0.7456153450012204
2017-01-01 22:00:00;7.781;884.0;24.65;8.665;6.79;5.703;6.072;5.537;3.598;3.74;4.098;884.0;883.0;883.0;883.0;883.0;883.0;883.0;25.717;25.716;25.417;25.817;26.316;26.666;25.984;7.747159957885742;-0.917840042114257;0.917840042114257
2017-01-01 23:00:00;8.665;883.166;21.966;7.844;7.781;6.79;5.703;6.072;5.537;3.598;3.74;884.0;884.0;883.0;883.0;883.0;883.0;883.0;24.65;25.717;25.716;25.417;25.817;26.316;26.666;8.554496765136719;0.7104967651367184;0.7104967651367184
2017-01-02 00:00:00;7.844;882.834;20.984;7.728;8.665;7.781;6.79;5.703;6.072;5.537;3.598;883.166;884.0;884.0;883.0;883.0;883.0;883.0;21.966;24.65;25.717;25.716;25.417;25.817;26.316;7.783720970153809;0.055720970153808835;0.055720970153808835
2017-01-02 01:00:00;7.728;882.0;20.05;7.414;7.844;8.665;7.781;6.79;5.703;6.072;5.537;882.834;883.166;884.0;884.0;883.0;883.0;883.0;20.984;21.966;24.65;25.717;25.716;25.417;25.817;7.7253217697143555;0.31132176971435577;0.31132176971435577
2017-01-02 02:00:00;7.414;882.0;18.8;6.972;7.728;7.844;8.665;7.781;6.79;5.703;6.072;882.0;882.834;883.166;884.0;884.0;883.0;883.0;20.05;20.984;21.966;24.65;25.717;25.716;25.417;7.469602584838867;0.49760258483886677;0.49760258483886677
2017-01-02 03:00:00;6.972;881.5;18.116;7.182;7.414;7.728;7.844;8.665;7.781;6.79;5.703;882.0;882.0;882.834;883.166;884.0;884.0;883.0;18.8;20.05;20.984;21.966;24.65;25.717;25.716;6.909469127655029;-0.2725308723449711;0.2725308723449711
2017-01-02 04:00:00;7.182;882.0;17.484;6.776;6.972;7.414;7.728;7.844;8.665;7.781;6.79;881.5;882.0;882.0;882.834;883.166;884.0;884.0;18.116;18.8;20.05;20.984;21.966;24.65;25.717;7.1949687004089355;0.41896870040893575;0.41896870040893575
2017-01-02 05:00:00;6.776;881.834;17.183;5.889;7.182;6.972;7.414;7.728;7.844;8.665;7.781;882.0;881.5;882.0;882.0;882.834;883.166;884.0;17.484;18.116;18.8;20.05;20.984;21.966;24.65;6.7759108543396;0.8869108543395994;0.8869108543395994
2017-01-02 06:00:00;5.889;882.0;17.15;5.663;6.776;7.182;6.972;7.414;7.728;7.844;8.665;881.834;882.0;881.5;882.0;882.0;882.834;883.166;17.183;17.484;18.116;18.8;20.05;20.984;21.966;5.928108215332031;0.265108215332031;0.265108215332031
2017-01-02 07:00:00;5.663;882.5;17.5;4.963;5.889;6.776;7.182;6.972;7.414;7.728;7.844;882.0;881.834;882.0;881.5;882.0;882.0;882.834;17.15;17.183;17.484;18.116;18.8;20.05;20.984;5.79173469543457;0.8287346954345702;0.8287346954345702
2017-01-02 08:00:00;4.963;883.0;18.617;5.158;5.663;5.889;6.776;7.182;6.972;7.414;7.728;882.5;882.0;881.834;882.0;881.5;882.0;882.0;17.5;17.15;17.183;17.484;18.116;18.8;20.05;4.856806755065918;-0.3011932449340824;0.3011932449340824
2017-01-02 09:00:00;5.158;883.834;21.034;4.946;4.963;5.663;5.889;6.776;7.182;6.972;7.414;883.0;882.5;882.0;881.834;882.0;881.5;882.0;18.617;17.5;17.15;17.183;17.484;18.116;18.8;5.162114143371582;0.2161141433715823;0.2161141433715823
2017-01-02 10:00:00;4.946;884.0;22.733;4.93;5.158;4.963;5.663;5.889;6.776;7.182;6.972;883.834;883.0;882.5;882.0;881.834;882.0;881.5;21.034;18.617;17.5;17.15;17.183;17.484;18.116;4.6632280349731445;-0.2667719650268552;0.2667719650268552
2017-01-02 11:00:00;4.93;883.834;24.1;4.73;4.946;5.158;4.963;5.663;5.889;6.776;7.182;884.0;883.834;883.0;882.5;882.0;881.834;882.0;22.733;21.034;18.617;17.5;17.15;17.183;17.484;4.817827224731445;0.08782722473144489;0.08782722473144489
2017-01-02 12:00:00;4.73;883.0;25.383;4.465;4.93;4.946;5.158;4.963;5.663;5.889;6.776;883.834;884.0;883.834;883.0;882.5;882.0;881.834;24.1;22.733;21.034;18.617;17.5;17.15;17.183;4.583874702453613;0.11887470245361342;0.11887470245361342
2017-01-02 13:00:00;4.465;882.166;26.584;4.453;4.73;4.93;4.946;5.158;4.963;5.663;5.889;883.0;883.834;884.0;883.834;883.0;882.5;882.0;25.383;24.1;22.733;21.034;18.617;17.5;17.15;4.365174293518066;-0.08782570648193389;0.08782570648193389
2017-01-02 14:00:00;4.453;882.0;27.684;3.891;4.465;4.73;4.93;4.946;5.158;4.963;5.663;882.166;883.0;883.834;884.0;883.834;883.0;882.5;26.584;25.383;24.1;22.733;21.034;18.617;17.5;4.520079135894775;0.6290791358947754;0.6290791358947754
2017-01-02 15:00:00;3.891;881.0;28.184;2.92;4.453;4.465;4.73;4.93;4.946;5.158;4.963;882.0;882.166;883.0;883.834;884.0;883.834;883.0;27.684;26.584;25.383;24.1;22.733;21.034;18.617;4.034466743469238;1.1144667434692384;1.1144667434692384
2017-01-02 16:00:00;2.92;881.0;28.617;2.774;3.891;4.453;4.465;4.73;4.93;4.946;5.158;881.0;882.0;882.166;883.0;883.834;884.0;883.834;28.184;27.684;26.584;25.383;24.1;22.733;21.034;3.2708654403686523;0.4968654403686523;0.4968654403686523
2017-01-02 17:00:00;2.774;881.0;28.917;2.043;2.92;3.891;4.453;4.465;4.73;4.93;4.946;881.0;881.0;882.0;882.166;883.0;883.834;884.0;28.617;28.184;27.684;26.584;25.383;24.1;22.733;3.310049533843994;1.267049533843994;1.267049533843994
2017-01-02 18:00:00;2.043;881.0;27.566;2.144;2.774;2.92;3.891;4.453;4.465;4.73;4.93;881.0;881.0;881.0;882.0;882.166;883.0;883.834;28.917;28.617;28.184;27.684;26.584;25.383;24.1;2.5744872093200684;0.43048720932006823;0.43048720932006823
2017-01-02 19:00:00;2.144;881.0;27.267;4.077;2.043;2.774;2.92;3.891;4.453;4.465;4.73;881.0;881.0;881.0;881.0;882.0;882.166;883.0;27.566;28.917;28.617;28.184;27.684;26.584;25.383;2.9164390563964844;-1.1605609436035156;1.1605609436035156
2017-01-02 20:00:00;4.077;881.0;27.284;4.45;2.144;2.043;2.774;2.92;3.891;4.453;4.465;881.0;881.0;881.0;881.0;881.0;882.0;882.166;27.267;27.566;28.917;28.617;28.184;27.684;26.584;4.562182426452637;0.11218242645263654;0.11218242645263654
2017-01-02 21:00:00;4.45;881.166;26.883;4.814;4.077;2.144;2.043;2.774;2.92;3.891;4.453;881.0;881.0;881.0;881.0;881.0;881.0;882.0;27.284;27.267;27.566;28.917;28.617;28.184;27.684;4.686359882354736;-0.12764011764526373;0.12764011764526373
2017-01-02 22:00:00;4.814;881.334;25.55;6.785;4.45;4.077;2.144;2.043;2.774;2.92;3.891;881.166;881.0;881.0;881.0;881.0;881.0;881.0;26.883;27.284;27.267;27.566;28.917;28.617;28.184;4.918628215789795;-1.8663717842102052;1.8663717842102052
2017-01-02 23:00:00;6.785;882.0;22.916;6.088;4.814;4.45;4.077;2.144;2.043;2.774;2.92;881.334;881.166;881.0;881.0;881.0;881.0;881.0;25.55;26.883;27.284;27.267;27.566;28.917;28.617;6.85646915435791;0.7684691543579101;0.7684691543579101
2017-01-03 00:00:00;6.088;881.5;22.217;6.361;6.785;4.814;4.45;4.077;2.144;2.043;2.774;882.0;881.334;881.166;881.0;881.0;881.0;881.0;22.916;25.55;26.883;27.284;27.267;27.566;28.917;5.949514865875244;-0.4114851341247556;0.4114851341247556
2017-01-03 01:00:00;6.361;881.0;21.4;5.503;6.088;6.785;4.814;4.45;4.077;2.144;2.043;881.5;882.0;881.334;881.166;881.0;881.0;881.0;22.217;22.916;25.55;26.883;27.284;27.267;27.566;6.327912330627441;0.8249123306274413;0.8249123306274413
2017-01-03 02:00:00;5.503;881.0;20.6;5.85;6.361;6.088;6.785;4.814;4.45;4.077;2.144;881.0;881.5;882.0;881.334;881.166;881.0;881.0;21.4;22.217;22.916;25.55;26.883;27.284;27.267;5.394134998321533;-0.45586500167846644;0.45586500167846644
2017-01-03 03:00:00;5.85;881.0;19.334;5.704;5.503;6.361;6.088;6.785;4.814;4.45;4.077;881.0;881.0;881.5;882.0;881.334;881.166;881.0;20.6;21.4;22.217;22.916;25.55;26.883;27.284;5.7150654792785645;0.011065479278564716;0.011065479278564716
2017-01-03 04:00:00;5.704;881.0;18.8;4.655;5.85;5.503;6.361;6.088;6.785;4.814;4.45;881.0;881.0;881.0;881.5;882.0;881.334;881.166;19.334;20.6;21.4;22.217;22.916;25.55;26.883;5.558925628662109;0.9039256286621091;0.9039256286621091
2017-01-03 05:00:00;4.655;881.334;20.867;4.778;5.704;5.85;5.503;6.361;6.088;6.785;4.814;881.0;881.0;881.0;881.0;881.5;882.0;881.334;18.8;19.334;20.6;21.4;22.217;22.916;25.55;4.388589859008789;-0.3894101409912105;0.3894101409912105
2017-01-03 06:00:00;4.778;882.0;21.534;4.174;4.655;5.704;5.85;5.503;6.361;6.088;6.785;881.334;881.0;881.0;881.0;881.0;881.5;882.0;20.867;18.8;19.334;20.6;21.4;22.217;22.916;4.791299819946289;0.6172998199462887;0.6172998199462887
2017-01-03 07:00:00;4.174;882.666;21.45;3.864;4.778;4.655;5.704;5.85;5.503;6.361;6.088;882.0;881.334;881.0;881.0;881.0;881.0;881.5;21.534;20.867;18.8;19.334;20.6;21.4;22.217;4.097347736358643;0.2333477363586427;0.2333477363586427
2017-01-03 08:00:00;3.864;883.0;21.867;4.393;4.174;4.778;4.655;5.704;5.85;5.503;6.361;882.666;882.0;881.334;881.0;881.0;881.0;881.0;21.45;21.534;20.867;18.8;19.334;20.6;21.4;3.8271875381469727;-0.5658124618530271;0.5658124618530271
2017-01-03 09:00:00;4.393;883.666;22.8;4.122;3.864;4.174;4.778;4.655;5.704;5.85;5.503;883.0;882.666;882.0;881.334;881.0;881.0;881.0;21.867;21.45;21.534;20.867;18.8;19.334;20.6;4.398134231567383;0.2761342315673829;0.2761342315673829
2017-01-03 10:00:00;4.122;884.0;23.867;4.615;4.393;3.864;4.174;4.778;4.655;5.704;5.85;883.666;883.0;882.666;882.0;881.334;881.0;881.0;22.8;21.867;21.45;21.534;20.867;18.8;19.334;4.080580234527588;-0.5344197654724123;0.5344197654724123
2017-01-03 11:00:00;4.615;883.166;25.05;4.398;4.122;4.393;3.864;4.174;4.778;4.655;5.704;884.0;883.666;883.0;882.666;882.0;881.334;881.0;23.867;22.8;21.867;21.45;21.534;20.867;18.8;4.7322516441345215;0.3342516441345218;0.3342516441345218
2017-01-03 12:00:00;4.398;883.0;26.316;4.502;4.615;4.122;4.393;3.864;4.174;4.778;4.655;883.166;884.0;883.666;883.0;882.666;882.0;881.334;25.05;23.867;22.8;21.867;21.45;21.534;20.867;4.205779075622559;-0.2962209243774412;0.2962209243774412
2017-01-03 13:00:00;4.502;882.166;27.283;4.095;4.398;4.615;4.122;4.393;3.864;4.174;4.778;883.0;883.166;884.0;883.666;883.0;882.666;882.0;26.316;25.05;23.867;22.8;21.867;21.45;21.534;4.387608528137207;0.2926085281372073;0.2926085281372073
2017-01-03 14:00:00;4.095;881.834;28.167;4.427;4.502;4.398;4.615;4.122;4.393;3.864;4.174;882.166;883.0;883.166;884.0;883.666;883.0;882.666;27.283;26.316;25.05;23.867;22.8;21.867;21.45;4.033705234527588;-0.3932947654724117;0.3932947654724117
2017-01-03 15:00:00;4.427;881.0;28.733;5.945;4.095;4.502;4.398;4.615;4.122;4.393;3.864;881.834;882.166;883.0;883.166;884.0;883.666;883.0;28.167;27.283;26.316;25.05;23.867;22.8;21.867;4.535390853881836;-1.4096091461181643;1.4096091461181643
2017-01-03 16:00:00;5.945;880.834;28.484;6.265;4.427;4.095;4.502;4.398;4.615;4.122;4.393;881.0;881.834;882.166;883.0;883.166;884.0;883.666;28.733;28.167;27.283;26.316;25.05;23.867;22.8;6.140861511230469;-0.12413848876953093;0.12413848876953093
2017-01-03 17:00:00;6.265;881.0;28.084;9.343;5.945;4.427;4.095;4.502;4.398;4.615;4.122;880.834;881.0;881.834;882.166;883.0;883.166;884.0;28.484;28.733;28.167;27.283;26.316;25.05;23.867;6.466928005218506;-2.876071994781494;2.876071994781494
2017-01-03 18:00:00;9.343;880.166;27.367;9.228;6.265;5.945;4.427;4.095;4.502;4.398;4.615;881.0;880.834;881.0;881.834;882.166;883.0;883.166;28.084;28.484;28.733;28.167;27.283;26.316;25.05;9.580910682678223;0.3529106826782229;0.3529106826782229
2017-01-03 19:00:00;9.228;881.0;26.95;8.126;9.343;6.265;5.945;4.427;4.095;4.502;4.398;880.166;881.0;880.834;881.0;881.834;882.166;883.0;27.367;28.084;28.484;28.733;28.167;27.283;26.316;9.067286491394043;0.9412864913940435;0.9412864913940435
2017-01-03 20:00:00;8.126;881.0;26.416;10.268;9.228;9.343;6.265;5.945;4.427;4.095;4.502;881.0;880.166;881.0;880.834;881.0;881.834;882.166;26.95;27.367;28.084;28.484;28.733;28.167;27.283;8.071920394897461;-2.1960796051025397;2.1960796051025397
2017-01-03 21:00:00;10.268;882.0;24.716;12.435;8.126;9.228;9.343;6.265;5.945;4.427;4.095;881.0;881.0;880.166;881.0;880.834;881.0;881.834;26.416;26.95;27.367;28.084;28.484;28.733;28.167;10.290407180786133;-2.1445928192138677;2.1445928192138677
2017-01-03 22:00:00;12.435;882.0;23.684;11.331;10.268;8.126;9.228;9.343;6.265;5.945;4.427;882.0;881.0;881.0;880.166;881.0;880.834;881.0;24.716;26.416;26.95;27.367;28.084;28.484;28.733;12.09111499786377;0.76011499786377;0.76011499786377
2017-01-03 23:00:00;11.331;882.0;22.95;11.4;12.435;10.268;8.126;9.228;9.343;6.265;5.945;882.0;882.0;881.0;881.0;880.166;881.0;880.834;23.684;24.716;26.416;26.95;27.367;28.084;28.484;10.737839698791504;-0.6621603012084964;0.6621603012084964
2017-01-04 00:00:00;11.4;882.0;21.883;8.247;11.331;12.435;10.268;8.126;9.228;9.343;6.265;882.0;882.0;882.0;881.0;881.0;880.166;881.0;22.95;23.684;24.716;26.416;26.95;27.367;28.084;11.129737854003906;2.8827378540039064;2.8827378540039064
2017-01-04 01:00:00;8.247;882.0;20.75;6.048;11.4;11.331;12.435;10.268;8.126;9.228;9.343;882.0;882.0;882.0;882.0;881.0;881.0;880.166;21.883;22.95;23.684;24.716;26.416;26.95;27.367;7.718110084533691;1.6701100845336914;1.6701100845336914
2017-01-04 02:00:00;6.048;882.0;19.666;6.698;8.247;11.4;11.331;12.435;10.268;8.126;9.228;882.0;882.0;882.0;882.0;882.0;881.0;881.0;20.75;21.883;22.95;23.684;24.716;26.416;26.95;6.108217239379883;-0.5897827606201176;0.5897827606201176
2017-01-04 03:00:00;6.698;882.0;18.816;7.934;6.048;8.247;11.4;11.331;12.435;10.268;8.126;882.0;882.0;882.0;882.0;882.0;882.0;881.0;19.666;20.75;21.883;22.95;23.684;24.716;26.416;6.753686428070068;-1.1803135719299318;1.1803135719299318
2017-01-04 04:00:00;7.934;882.0;18.1;7.448;6.698;6.048;8.247;11.4;11.331;12.435;10.268;882.0;882.0;882.0;882.0;882.0;882.0;882.0;18.816;19.666;20.75;21.883;22.95;23.684;24.716;7.964698314666748;0.5166983146667476;0.5166983146667476
2017-01-04 05:00:00;7.448;882.166;17.534;7.265;7.934;6.698;6.048;8.247;11.4;11.331;12.435;882.0;882.0;882.0;882.0;882.0;882.0;882.0;18.1;18.816;19.666;20.75;21.883;22.95;23.684;7.4803385734558105;0.21533857345581087;0.21533857345581087
2017-01-04 06:00:00;7.265;883.0;17.284;5.625;7.448;7.934;6.698;6.048;8.247;11.4;11.331;882.166;882.0;882.0;882.0;882.0;882.0;882.0;17.534;18.1;18.816;19.666;20.75;21.883;22.95;7.275673866271973;1.6506738662719727;1.6506738662719727
2017-01-04 07:00:00;5.625;883.166;17.133;6.096;7.265;7.448;7.934;6.698;6.048;8.247;11.4;883.0;882.166;882.0;882.0;882.0;882.0;882.0;17.284;17.534;18.1;18.816;19.666;20.75;21.883;5.604302883148193;-0.4916971168518067;0.4916971168518067
2017-01-04 08:00:00;6.096;884.0;17.684;5.444;5.625;7.265;7.448;7.934;6.698;6.048;8.247;883.166;883.0;882.166;882.0;882.0;882.0;882.0;17.133;17.284;17.534;18.1;18.816;19.666;20.75;6.204401016235352;0.7604010162353516;0.7604010162353516
2017-01-04 09:00:00;5.444;884.834;19.467;5.955;6.096;5.625;7.265;7.448;7.934;6.698;6.048;884.0;883.166;883.0;882.166;882.0;882.0;882.0;17.684;17.133;17.284;17.534;18.1;18.816;19.666;5.270480155944824;-0.6845198440551759;0.6845198440551759
2017-01-04 10:00:00;5.955;885.0;20.984;6.162;5.444;6.096;5.625;7.265;7.448;7.934;6.698;884.834;884.0;883.166;883.0;882.166;882.0;882.0;19.467;17.684;17.133;17.284;17.534;18.1;18.816;5.777970314025879;-0.384029685974121;0.384029685974121
2017-01-04 11:00:00;6.162;885.0;22.016;5.445;5.955;5.444;6.096;5.625;7.265;7.448;7.934;885.0;884.834;884.0;883.166;883.0;882.166;882.0;20.984;19.467;17.684;17.133;17.284;17.534;18.1;5.953098773956299;0.5080987739562985;0.5080987739562985
2017-01-04 12:00:00;5.445;884.834;23.034;5.455;6.162;5.955;5.444;6.096;5.625;7.265;7.448;885.0;885.0;884.834;884.0;883.166;883.0;882.166;22.016;20.984;19.467;17.684;17.133;17.284;17.534;5.163341999053955;-0.291658000946045;0.291658000946045
2017-01-04 13:00:00;5.455;884.0;24.016;6.238;5.445;6.162;5.955;5.444;6.096;5.625;7.265;884.834;885.0;885.0;884.834;884.0;883.166;883.0;23.034;22.016;20.984;19.467;17.684;17.133;17.284;5.461766719818115;-0.7762332801818852;0.7762332801818852
2017-01-04 14:00:00;6.238;883.834;23.234;4.664;5.455;5.445;6.162;5.955;5.444;6.096;5.625;884.0;884.834;885.0;885.0;884.834;884.0;883.166;24.016;23.034;22.016;20.984;19.467;17.684;17.133;6.170098781585693;1.5060987815856937;1.5060987815856937
2017-01-04 15:00:00;4.664;883.0;24.583;6.158;6.238;5.455;5.445;6.162;5.955;5.444;6.096;883.834;884.0;884.834;885.0;885.0;884.834;884.0;23.234;24.016;23.034;22.016;20.984;19.467;17.684;4.851916313171387;-1.3060836868286136;1.3060836868286136
2017-01-04 16:00:00;6.158;883.0;25.784;6.715;4.664;6.238;5.455;5.445;6.162;5.955;5.444;883.0;883.834;884.0;884.834;885.0;885.0;884.834;24.583;23.234;24.016;23.034;22.016;20.984;19.467;6.445162773132324;-0.26983722686767564;0.26983722686767564
2017-01-04 17:00:00;6.715;883.0;25.6;8.586;6.158;4.664;6.238;5.455;5.445;6.162;5.955;883.0;883.0;883.834;884.0;884.834;885.0;885.0;25.784;24.583;23.234;24.016;23.034;22.016;20.984;6.86047887802124;-1.72552112197876;1.72552112197876
2017-01-04 18:00:00;8.586;882.666;24.5;10.652;6.715;6.158;4.664;6.238;5.455;5.445;6.162;883.0;883.0;883.0;883.834;884.0;884.834;885.0;25.6;25.784;24.583;23.234;24.016;23.034;22.016;8.758747100830078;-1.8932528991699211;1.8932528991699211
2017-01-04 19:00:00;10.652;882.334;23.883;10.622;8.586;6.715;6.158;4.664;6.238;5.455;5.445;882.666;883.0;883.0;883.0;883.834;884.0;884.834;24.5;25.6;25.784;24.583;23.234;24.016;23.034;10.758310317993164;0.13631031799316418;0.13631031799316418
2017-01-04 20:00:00;10.622;883.0;23.617;9.779;10.652;8.586;6.715;6.158;4.664;6.238;5.455;882.334;882.666;883.0;883.0;883.0;883.834;884.0;23.883;24.5;25.6;25.784;24.583;23.234;24.016;10.297834396362305;0.5188343963623048;0.5188343963623048
2017-01-04 21:00:00;9.779;883.0;23.6;8.102;10.622;10.652;8.586;6.715;6.158;4.664;6.238;883.0;882.334;882.666;883.0;883.0;883.0;883.834;23.617;23.883;24.5;25.6;25.784;24.583;23.234;9.820846557617188;1.7188465576171872;1.7188465576171872
2017-01-04 22:00:00;8.102;884.0;23.684;6.646;9.779;10.622;10.652;8.586;6.715;6.158;4.664;883.0;883.0;882.334;882.666;883.0;883.0;883.0;23.6;23.617;23.883;24.5;25.6;25.784;24.583;7.906676769256592;1.260676769256592;1.260676769256592
2017-01-04 23:00:00;6.646;884.0;22.8;8.217;8.102;9.779;10.622;10.652;8.586;6.715;6.158;884.0;883.0;883.0;882.334;882.666;883.0;883.0;23.684;23.6;23.617;23.883;24.5;25.6;25.784;6.649740219116211;-1.5672597808837896;1.5672597808837896
2017-01-05 00:00:00;8.217;883.0;20.684;7.031;6.646;8.102;9.779;10.622;10.652;8.586;6.715;884.0;884.0;883.0;883.0;882.334;882.666;883.0;22.8;23.684;23.6;23.617;23.883;24.5;25.6;8.36202335357666;1.3310233535766605;1.3310233535766605
2017-01-05 01:00:00;7.031;883.0;19.766;8.177;8.217;6.646;8.102;9.779;10.622;10.652;8.586;883.0;884.0;884.0;883.0;883.0;882.334;882.666;20.684;22.8;23.684;23.6;23.617;23.883;24.5;7.025203704833984;-1.1517962951660152;1.1517962951660152
2017-01-05 02:00:00;8.177;883.0;18.716;8.093;7.031;8.217;6.646;8.102;9.779;10.622;10.652;883.0;883.0;884.0;884.0;883.0;883.0;882.334;19.766;20.684;22.8;23.684;23.6;23.617;23.883;8.390899658203125;0.29789965820312503;0.29789965820312503
2017-01-05 03:00:00;8.093;883.0;17.933;8.565;8.177;7.031;8.217;6.646;8.102;9.779;10.622;883.0;883.0;883.0;884.0;884.0;883.0;883.0;18.716;19.766;20.684;22.8;23.684;23.6;23.617;8.171318054199219;-0.39368194580078075;0.39368194580078075
2017-01-05 04:00:00;8.565;883.0;17.3;8.673;8.093;8.177;7.031;8.217;6.646;8.102;9.779;883.0;883.0;883.0;883.0;884.0;884.0;883.0;17.933;18.716;19.766;20.684;22.8;23.684;23.6;8.56641674041748;-0.10658325958251957;0.10658325958251957
2017-01-05 05:00:00;8.673;883.666;16.434;8.663;8.565;8.093;8.177;7.031;8.217;6.646;8.102;883.0;883.0;883.0;883.0;883.0;884.0;884.0;17.3;17.933;18.716;19.766;20.684;22.8;23.684;8.633491516113281;-0.029508483886719006;0.029508483886719006
