;index;Longitude;Latitude;Data;pressao_Verif
0;0;-42.75;-14.25;2017-01-01 00:00:00;882.334
1;1;-42.75;-14.25;2017-01-01 01:00:00;882.333
2;2;-42.75;-14.25;2017-01-01 02:00:00;882.0
3;3;-42.75;-14.25;2017-01-01 03:00:00;882.0
4;4;-42.75;-14.25;2017-01-01 04:00:00;882.666
5;5;-42.75;-14.25;2017-01-01 05:00:00;883.0
6;6;-42.75;-14.25;2017-01-01 06:00:00;883.5
7;7;-42.75;-14.25;2017-01-01 07:00:00;884.0
8;8;-42.75;-14.25;2017-01-01 08:00:00;885.0
9;9;-42.75;-14.25;2017-01-01 09:00:00;885.0
10;10;-42.75;-14.25;2017-01-01 10:00:00;885.0
11;11;-42.75;-14.25;2017-01-01 11:00:00;885.0
12;12;-42.75;-14.25;2017-01-01 12:00:00;884.834
13;13;-42.75;-14.25;2017-01-01 13:00:00;884.0
14;14;-42.75;-14.25;2017-01-01 14:00:00;883.5
15;15;-42.75;-14.25;2017-01-01 15:00:00;883.0
16;16;-42.75;-14.25;2017-01-01 16:00:00;883.0
17;17;-42.75;-14.25;2017-01-01 17:00:00;883.0
18;18;-42.75;-14.25;2017-01-01 18:00:00;883.0
19;19;-42.75;-14.25;2017-01-01 19:00:00;883.0
20;20;-42.75;-14.25;2017-01-01 20:00:00;883.0
21;21;-42.75;-14.25;2017-01-01 21:00:00;884.0
22;22;-42.75;-14.25;2017-01-01 22:00:00;884.0
23;23;-42.75;-14.25;2017-01-01 23:00:00;883.166
24;24;-42.75;-14.25;2017-01-02 00:00:00;882.834
25;25;-42.75;-14.25;2017-01-02 01:00:00;882.0
26;26;-42.75;-14.25;2017-01-02 02:00:00;882.0
27;27;-42.75;-14.25;2017-01-02 03:00:00;881.5
28;28;-42.75;-14.25;2017-01-02 04:00:00;882.0
29;29;-42.75;-14.25;2017-01-02 05:00:00;881.834
30;30;-42.75;-14.25;2017-01-02 06:00:00;882.0
31;31;-42.75;-14.25;2017-01-02 07:00:00;882.5
32;32;-42.75;-14.25;2017-01-02 08:00:00;883.0
33;33;-42.75;-14.25;2017-01-02 09:00:00;883.834
34;34;-42.75;-14.25;2017-01-02 10:00:00;884.0
35;35;-42.75;-14.25;2017-01-02 11:00:00;883.834
36;36;-42.75;-14.25;2017-01-02 12:00:00;883.0
37;37;-42.75;-14.25;2017-01-02 13:00:00;882.166
38;38;-42.75;-14.25;2017-01-02 14:00:00;882.0
39;39;-42.75;-14.25;2017-01-02 15:00:00;881.0
40;40;-42.75;-14.25;2017-01-02 16:00:00;881.0
41;41;-42.75;-14.25;2017-01-02 17:00:00;881.0
42;42;-42.75;-14.25;2017-01-02 18:00:00;881.0
43;43;-42.75;-14.25;2017-01-02 19:00:00;881.0
44;44;-42.75;-14.25;2017-01-02 20:00:00;881.0
45;45;-42.75;-14.25;2017-01-02 21:00:00;881.166
46;46;-42.75;-14.25;2017-01-02 22:00:00;881.334
47;47;-42.75;-14.25;2017-01-02 23:00:00;882.0
48;48;-42.75;-14.25;2017-01-03 00:00:00;881.5
49;49;-42.75;-14.25;2017-01-03 01:00:00;881.0
50;50;-42.75;-14.25;2017-01-03 02:00:00;881.0
51;51;-42.75;-14.25;2017-01-03 03:00:00;881.0
52;52;-42.75;-14.25;2017-01-03 04:00:00;881.0
53;53;-42.75;-14.25;2017-01-03 05:00:00;881.334
54;54;-42.75;-14.25;2017-01-03 06:00:00;882.0
55;55;-42.75;-14.25;2017-01-03 07:00:00;882.666
56;56;-42.75;-14.25;2017-01-03 08:00:00;883.0
57;57;-42.75;-14.25;2017-01-03 09:00:00;883.666
58;58;-42.75;-14.25;2017-01-03 10:00:00;884.0
59;59;-42.75;-14.25;2017-01-03 11:00:00;883.166
60;60;-42.75;-14.25;2017-01-03 12:00:00;883.0
61;61;-42.75;-14.25;2017-01-03 13:00:00;882.166
62;62;-42.75;-14.25;2017-01-03 14:00:00;881.834
63;63;-42.75;-14.25;2017-01-03 15:00:00;881.0
64;64;-42.75;-14.25;2017-01-03 16:00:00;880.834
65;65;-42.75;-14.25;2017-01-03 17:00:00;881.0
66;66;-42.75;-14.25;2017-01-03 18:00:00;880.166
67;67;-42.75;-14.25;2017-01-03 19:00:00;881.0
68;68;-42.75;-14.25;2017-01-03 20:00:00;881.0
69;69;-42.75;-14.25;2017-01-03 21:00:00;882.0
70;70;-42.75;-14.25;2017-01-03 22:00:00;882.0
71;71;-42.75;-14.25;2017-01-03 23:00:00;882.0
72;72;-42.75;-14.25;2017-01-04 00:00:00;882.0
73;73;-42.75;-14.25;2017-01-04 01:00:00;882.0
74;74;-42.75;-14.25;2017-01-04 02:00:00;882.0
75;75;-42.75;-14.25;2017-01-04 03:00:00;882.0
76;76;-42.75;-14.25;2017-01-04 04:00:00;882.0
77;77;-42.75;-14.25;2017-01-04 05:00:00;882.166
78;78;-42.75;-14.25;2017-01-04 06:00:00;883.0
79;79;-42.75;-14.25;2017-01-04 07:00:00;883.166
80;80;-42.75;-14.25;2017-01-04 08:00:00;884.0
81;81;-42.75;-14.25;2017-01-04 09:00:00;884.834
82;82;-42.75;-14.25;2017-01-04 10:00:00;885.0
83;83;-42.75;-14.25;2017-01-04 11:00:00;885.0
84;84;-42.75;-14.25;2017-01-04 12:00:00;884.834
85;85;-42.75;-14.25;2017-01-04 13:00:00;884.0
86;86;-42.75;-14.25;2017-01-04 14:00:00;883.834
87;87;-42.75;-14.25;2017-01-04 15:00:00;883.0
88;88;-42.75;-14.25;2017-01-04 16:00:00;883.0
89;89;-42.75;-14.25;2017-01-04 17:00:00;883.0
90;90;-42.75;-14.25;2017-01-04 18:00:00;882.666
91;91;-42.75;-14.25;2017-01-04 19:00:00;882.334
92;92;-42.75;-14.25;2017-01-04 20:00:00;883.0
93;93;-42.75;-14.25;2017-01-04 21:00:00;883.0
94;94;-42.75;-14.25;2017-01-04 22:00:00;884.0
95;95;-42.75;-14.25;2017-01-04 23:00:00;884.0
96;96;-42.75;-14.25;2017-01-05 00:00:00;883.0
97;97;-42.75;-14.25;2017-01-05 01:00:00;883.0
98;98;-42.75;-14.25;2017-01-05 02:00:00;883.0
99;99;-42.75;-14.25;2017-01-05 03:00:00;883.0
100;100;-42.75;-14.25;2017-01-05 04:00:00;883.0
101;101;-42.75;-14.25;2017-01-05 05:00:00;883.666
102;102;-42.75;-14.25;2017-01-05 06:00:00;884.0
103;103;-42.75;-14.25;2017-01-05 07:00:00;884.334
104;104;-42.75;-14.25;2017-01-05 08:00:00;885.0
105;105;-42.75;-14.25;2017-01-05 09:00:00;885.666
106;106;-42.75;-14.25;2017-01-05 10:00:00;886.0
107;107;-42.75;-14.25;2017-01-05 11:00:00;885.334
108;108;-42.75;-14.25;2017-01-05 12:00:00;885.0
109;109;-42.75;-14.25;2017-01-05 13:00:00;884.666
110;110;-42.75;-14.25;2017-01-05 14:00:00;884.0
111;111;-42.75;-14.25;2017-01-05 15:00:00;883.666
112;112;-42.75;-14.25;2017-01-05 16:00:00;883.0
113;113;-42.75;-14.25;2017-01-05 17:00:00;883.0
114;114;-42.75;-14.25;2017-01-05 18:00:00;883.0
115;115;-42.75;-14.25;2017-01-05 19:00:00;883.0
116;116;-42.75;-14.25;2017-01-05 20:00:00;883.0
117;117;-42.75;-14.25;2017-01-05 21:00:00;883.5
118;118;-42.75;-14.25;2017-01-05 22:00:00;884.0
119;119;-42.75;-14.25;2017-01-05 23:00:00;884.0
120;120;-42.75;-14.25;2017-01-06 00:00:00;883.166
121;121;-42.75;-14.25;2017-01-06 01:00:00;883.0
122;122;-42.75;-14.25;2017-01-06 02:00:00;883.0
123;123;-42.75;-14.25;2017-01-06 03:00:00;883.0
124;124;-42.75;-14.25;2017-01-06 04:00:00;883.0
125;125;-42.75;-14.25;2017-01-06 05:00:00;883.834
126;126;-42.75;-14.25;2017-01-06 06:00:00;884.0
127;127;-42.75;-14.25;2017-01-06 07:00:00;884.0
128;128;-42.75;-14.25;2017-01-06 08:00:00;884.834
129;129;-42.75;-14.25;2017-01-06 09:00:00;885.0
130;130;-42.75;-14.25;2017-01-06 10:00:00;885.0
131;131;-42.75;-14.25;2017-01-06 11:00:00;884.5
132;132;-42.75;-14.25;2017-01-06 12:00:00;884.0
133;133;-42.75;-14.25;2017-01-06 13:00:00;883.666
134;134;-42.75;-14.25;2017-01-06 14:00:00;883.0
135;135;-42.75;-14.25;2017-01-06 15:00:00;883.0
136;136;-42.75;-14.25;2017-01-06 16:00:00;882.667
137;137;-42.75;-14.25;2017-01-06 17:00:00;882.0
138;138;-42.75;-14.25;2017-01-06 18:00:00;882.166
139;139;-42.75;-14.25;2017-01-06 19:00:00;883.0
140;140;-42.75;-14.25;2017-01-06 20:00:00;883.0
141;141;-42.75;-14.25;2017-01-06 21:00:00;883.0
142;142;-42.75;-14.25;2017-01-06 22:00:00;883.0
143;143;-42.75;-14.25;2017-01-06 23:00:00;883.0
144;144;-42.75;-14.25;2017-01-07 00:00:00;883.0
145;145;-42.75;-14.25;2017-01-07 01:00:00;883.0
146;146;-42.75;-14.25;2017-01-07 02:00:00;882.166
147;147;-42.75;-14.25;2017-01-07 03:00:00;882.5
148;148;-42.75;-14.25;2017-01-07 04:00:00;883.0
149;149;-42.75;-14.25;2017-01-07 05:00:00;883.666
150;150;-42.75;-14.25;2017-01-07 06:00:00;884.0
151;151;-42.75;-14.25;2017-01-07 07:00:00;884.5
152;152;-42.75;-14.25;2017-01-07 08:00:00;885.166
153;153;-42.75;-14.25;2017-01-07 09:00:00;886.0
154;154;-42.75;-14.25;2017-01-07 10:00:00;886.0
155;155;-42.75;-14.25;2017-01-07 11:00:00;885.0
156;156;-42.75;-14.25;2017-01-07 12:00:00;884.5
157;157;-42.75;-14.25;2017-01-07 13:00:00;883.834
158;158;-42.75;-14.25;2017-01-07 14:00:00;883.166
159;159;-42.75;-14.25;2017-01-07 15:00:00;883.0
160;160;-42.75;-14.25;2017-01-07 16:00:00;883.0
161;161;-42.75;-14.25;2017-01-07 17:00:00;882.834
162;162;-42.75;-14.25;2017-01-07 18:00:00;882.666
163;163;-42.75;-14.25;2017-01-07 19:00:00;883.0
164;164;-42.75;-14.25;2017-01-07 20:00:00;883.0
165;165;-42.75;-14.25;2017-01-07 21:00:00;883.0
166;166;-42.75;-14.25;2017-01-07 22:00:00;883.834
167;167;-42.75;-14.25;2017-01-07 23:00:00;883.166
168;168;-42.75;-14.25;2017-01-08 00:00:00;883.0
169;169;-42.75;-14.25;2017-01-08 01:00:00;883.0
170;170;-42.75;-14.25;2017-01-08 02:00:00;883.0
171;171;-42.75;-14.25;2017-01-08 03:00:00;883.0
172;172;-42.75;-14.25;2017-01-08 04:00:00;883.0
173;173;-42.75;-14.25;2017-01-08 05:00:00;883.334
174;174;-42.75;-14.25;2017-01-08 06:00:00;884.0
175;175;-42.75;-14.25;2017-01-08 07:00:00;884.166
176;176;-42.75;-14.25;2017-01-08 08:00:00;884.666
177;177;-42.75;-14.25;2017-01-08 09:00:00;884.0
178;178;-42.75;-14.25;2017-01-08 10:00:00;884.0
179;179;-42.75;-14.25;2017-01-08 11:00:00;883.834
180;180;-42.75;-14.25;2017-01-08 12:00:00;883.0
181;181;-42.75;-14.25;2017-01-08 13:00:00;882.5
182;182;-42.75;-14.25;2017-01-08 14:00:00;882.0
183;183;-42.75;-14.25;2017-01-08 15:00:00;881.0
184;184;-42.75;-14.25;2017-01-08 16:00:00;881.0
185;185;-42.75;-14.25;2017-01-08 17:00:00;881.0
186;186;-42.75;-14.25;2017-01-08 18:00:00;881.666
187;187;-42.75;-14.25;2017-01-08 19:00:00;882.0
188;188;-42.75;-14.25;2017-01-08 20:00:00;882.0
189;189;-42.75;-14.25;2017-01-08 21:00:00;882.334
190;190;-42.75;-14.25;2017-01-08 22:00:00;883.0
191;191;-42.75;-14.25;2017-01-08 23:00:00;883.0
192;192;-42.75;-14.25;2017-01-09 00:00:00;882.666
193;193;-42.75;-14.25;2017-01-09 01:00:00;882.0
194;194;-42.75;-14.25;2017-01-09 02:00:00;881.834
195;195;-42.75;-14.25;2017-01-09 03:00:00;881.5
196;196;-42.75;-14.25;2017-01-09 04:00:00;882.0
197;197;-42.75;-14.25;2017-01-09 05:00:00;882.0
198;198;-42.75;-14.25;2017-01-09 06:00:00;882.834
199;199;-42.75;-14.25;2017-01-09 07:00:00;883.0
200;200;-42.75;-14.25;2017-01-09 08:00:00;883.666
201;201;-42.75;-14.25;2017-01-09 09:00:00;884.0
202;202;-42.75;-14.25;2017-01-09 10:00:00;884.0
203;203;-42.75;-14.25;2017-01-09 11:00:00;884.0
204;204;-42.75;-14.25;2017-01-09 12:00:00;883.166
205;205;-42.75;-14.25;2017-01-09 13:00:00;882.5
206;206;-42.75;-14.25;2017-01-09 14:00:00;881.834
207;207;-42.75;-14.25;2017-01-09 15:00:00;881.0
208;208;-42.75;-14.25;2017-01-09 16:00:00;881.0
209;209;-42.75;-14.25;2017-01-09 17:00:00;881.0
210;210;-42.75;-14.25;2017-01-09 18:00:00;881.0
211;211;-42.75;-14.25;2017-01-09 19:00:00;881.0
212;212;-42.75;-14.25;2017-01-09 20:00:00;881.666
213;213;-42.75;-14.25;2017-01-09 21:00:00;882.0
214;214;-42.75;-14.25;2017-01-09 22:00:00;882.0
215;215;-42.75;-14.25;2017-01-09 23:00:00;882.0
216;216;-42.75;-14.25;2017-01-10 00:00:00;882.0
217;217;-42.75;-14.25;2017-01-10 01:00:00;881.0
218;218;-42.75;-14.25;2017-01-10 02:00:00;881.0
219;219;-42.75;-14.25;2017-01-10 03:00:00;881.0
220;220;-42.75;-14.25;2017-01-10 04:00:00;881.0
221;221;-42.75;-14.25;2017-01-10 05:00:00;881.0
222;222;-42.75;-14.25;2017-01-10 06:00:00;881.5
223;223;-42.75;-14.25;2017-01-10 07:00:00;882.0
224;224;-42.75;-14.25;2017-01-10 08:00:00;882.0
225;225;-42.75;-14.25;2017-01-10 09:00:00;882.0
226;226;-42.75;-14.25;2017-01-10 10:00:00;882.0
227;227;-42.75;-14.25;2017-01-10 11:00:00;882.0
228;228;-42.75;-14.25;2017-01-10 12:00:00;882.0
229;229;-42.75;-14.25;2017-01-10 13:00:00;881.5
230;230;-42.75;-14.25;2017-01-10 14:00:00;881.0
231;231;-42.75;-14.25;2017-01-10 15:00:00;880.0
232;232;-42.75;-14.25;2017-01-10 16:00:00;880.0
233;233;-42.75;-14.25;2017-01-10 17:00:00;880.0
234;234;-42.75;-14.25;2017-01-10 18:00:00;880.0
235;235;-42.75;-14.25;2017-01-10 19:00:00;880.0
236;236;-42.75;-14.25;2017-01-10 20:00:00;880.5
237;237;-42.75;-14.25;2017-01-10 21:00:00;881.166
238;238;-42.75;-14.25;2017-01-10 22:00:00;881.666
239;239;-42.75;-14.25;2017-01-10 23:00:00;882.0
240;240;-42.75;-14.25;2017-01-11 00:00:00;881.834
241;241;-42.75;-14.25;2017-01-11 01:00:00;881.0
242;242;-42.75;-14.25;2017-01-11 02:00:00;880.666
243;243;-42.75;-14.25;2017-01-11 03:00:00;880.0
244;244;-42.75;-14.25;2017-01-11 04:00:00;880.834
245;245;-42.75;-14.25;2017-01-11 05:00:00;880.666
246;246;-42.75;-14.25;2017-01-11 06:00:00;881.166
247;247;-42.75;-14.25;2017-01-11 07:00:00;882.334
248;248;-42.75;-14.25;2017-01-11 08:00:00;883.166
249;249;-42.75;-14.25;2017-01-11 09:00:00;884.0
250;250;-42.75;-14.25;2017-01-11 10:00:00;884.0
251;251;-42.75;-14.25;2017-01-11 11:00:00;883.834
252;252;-42.75;-14.25;2017-01-11 12:00:00;883.0
253;253;-42.75;-14.25;2017-01-11 13:00:00;882.5
254;254;-42.75;-14.25;2017-01-11 14:00:00;881.5
255;255;-42.75;-14.25;2017-01-11 15:00:00;880.666
256;256;-42.75;-14.25;2017-01-11 16:00:00;880.0
257;257;-42.75;-14.25;2017-01-11 17:00:00;880.0
258;258;-42.75;-14.25;2017-01-11 18:00:00;880.166
259;259;-42.75;-14.25;2017-01-11 19:00:00;881.0
260;260;-42.75;-14.25;2017-01-11 20:00:00;881.334
261;261;-42.75;-14.25;2017-01-11 21:00:00;882.0
262;262;-42.75;-14.25;2017-01-11 22:00:00;882.0
263;263;-42.75;-14.25;2017-01-11 23:00:00;882.0
264;264;-42.75;-14.25;2017-01-12 00:00:00;882.0
265;265;-42.75;-14.25;2017-01-12 01:00:00;881.166
266;266;-42.75;-14.25;2017-01-12 02:00:00;881.0
267;267;-42.75;-14.25;2017-01-12 03:00:00;881.0
268;268;-42.75;-14.25;2017-01-12 04:00:00;881.334
269;269;-42.75;-14.25;2017-01-12 05:00:00;882.0
270;270;-42.75;-14.25;2017-01-12 06:00:00;882.666
271;271;-42.75;-14.25;2017-01-12 07:00:00;883.334
272;272;-42.75;-14.25;2017-01-12 08:00:00;884.0
273;273;-42.75;-14.25;2017-01-12 09:00:00;884.0
274;274;-42.75;-14.25;2017-01-12 10:00:00;884.0
275;275;-42.75;-14.25;2017-01-12 11:00:00;884.0
276;276;-42.75;-14.25;2017-01-12 12:00:00;883.834
277;277;-42.75;-14.25;2017-01-12 13:00:00;883.0
278;278;-42.75;-14.25;2017-01-12 14:00:00;882.0
279;279;-42.75;-14.25;2017-01-12 15:00:00;881.0
280;280;-42.75;-14.25;2017-01-12 16:00:00;880.334
281;281;-42.75;-14.25;2017-01-12 17:00:00;880.5
282;282;-42.75;-14.25;2017-01-12 18:00:00;880.334
283;283;-42.75;-14.25;2017-01-12 19:00:00;881.0
284;284;-42.75;-14.25;2017-01-12 20:00:00;881.0
285;285;-42.75;-14.25;2017-01-12 21:00:00;881.5
286;286;-42.75;-14.25;2017-01-12 22:00:00;882.166
287;287;-42.75;-14.25;2017-01-12 23:00:00;882.0
288;288;-42.75;-14.25;2017-01-13 00:00:00;882.0
289;289;-42.75;-14.25;2017-01-13 01:00:00;881.0
290;290;-42.75;-14.25;2017-01-13 02:00:00;881.0
291;291;-42.75;-14.25;2017-01-13 03:00:00;881.0
292;292;-42.75;-14.25;2017-01-13 04:00:00;881.0
293;293;-42.75;-14.25;2017-01-13 05:00:00;881.0
294;294;-42.75;-14.25;2017-01-13 06:00:00;881.834
295;295;-42.75;-14.25;2017-01-13 07:00:00;882.0
296;296;-42.75;-14.25;2017-01-13 08:00:00;883.0
297;297;-42.75;-14.25;2017-01-13 09:00:00;883.0
298;298;-42.75;-14.25;2017-01-13 10:00:00;883.5
299;299;-42.75;-14.25;2017-01-13 11:00:00;883.0
300;300;-42.75;-14.25;2017-01-13 12:00:00;882.834
301;301;-42.75;-14.25;2017-01-13 13:00:00;882.0
302;302;-42.75;-14.25;2017-01-13 14:00:00;881.334
303;303;-42.75;-14.25;2017-01-13 15:00:00;880.666
304;304;-42.75;-14.25;2017-01-13 16:00:00;880.0
305;305;-42.75;-14.25;2017-01-13 17:00:00;880.0
306;306;-42.75;-14.25;2017-01-13 18:00:00;880.166
307;307;-42.75;-14.25;2017-01-13 19:00:00;881.0
308;308;-42.75;-14.25;2017-01-13 20:00:00;881.0
309;309;-42.75;-14.25;2017-01-13 21:00:00;881.166
310;310;-42.75;-14.25;2017-01-13 22:00:00;882.0
311;311;-42.75;-14.25;2017-01-13 23:00:00;882.0
312;312;-42.75;-14.25;2017-01-14 00:00:00;881.5
313;313;-42.75;-14.25;2017-01-14 01:00:00;881.0
314;314;-42.75;-14.25;2017-01-14 02:00:00;881.0
315;315;-42.75;-14.25;2017-01-14 03:00:00;880.666
316;316;-42.75;-14.25;2017-01-14 04:00:00;880.666
317;317;-42.75;-14.25;2017-01-14 05:00:00;881.0
318;318;-42.75;-14.25;2017-01-14 06:00:00;881.0
319;319;-42.75;-14.25;2017-01-14 07:00:00;881.666
320;320;-42.75;-14.25;2017-01-14 08:00:00;882.0
321;321;-42.75;-14.25;2017-01-14 09:00:00;882.0
322;322;-42.75;-14.25;2017-01-14 10:00:00;882.0
323;323;-42.75;-14.25;2017-01-14 11:00:00;882.0
324;324;-42.75;-14.25;2017-01-14 12:00:00;881.834
325;325;-42.75;-14.25;2017-01-14 13:00:00;880.666
326;326;-42.75;-14.25;2017-01-14 14:00:00;880.0
327;327;-42.75;-14.25;2017-01-14 15:00:00;879.166
328;328;-42.75;-14.25;2017-01-14 16:00:00;879.0
329;329;-42.75;-14.25;2017-01-14 17:00:00;879.0
330;330;-42.75;-14.25;2017-01-14 18:00:00;879.834
331;331;-42.75;-14.25;2017-01-14 19:00:00;880.0
332;332;-42.75;-14.25;2017-01-14 20:00:00;881.0
333;333;-42.75;-14.25;2017-01-14 21:00:00;881.0
334;334;-42.75;-14.25;2017-01-14 22:00:00;881.166
335;335;-42.75;-14.25;2017-01-14 23:00:00;881.166
336;336;-42.75;-14.25;2017-01-15 00:00:00;881.0
337;337;-42.75;-14.25;2017-01-15 01:00:00;880.834
338;338;-42.75;-14.25;2017-01-15 02:00:00;880.166
339;339;-42.75;-14.25;2017-01-15 03:00:00;880.0
340;340;-42.75;-14.25;2017-01-15 04:00:00;880.334
341;341;-42.75;-14.25;2017-01-15 05:00:00;881.0
342;342;-42.75;-14.25;2017-01-15 06:00:00;881.666
343;343;-42.75;-14.25;2017-01-15 07:00:00;882.0
344;344;-42.75;-14.25;2017-01-15 08:00:00;882.5
345;345;-42.75;-14.25;2017-01-15 09:00:00;883.0
346;346;-42.75;-14.25;2017-01-15 10:00:00;883.0
347;347;-42.75;-14.25;2017-01-15 11:00:00;883.0
348;348;-42.75;-14.25;2017-01-15 12:00:00;882.666
349;349;-42.75;-14.25;2017-01-15 13:00:00;882.0
350;350;-42.75;-14.25;2017-01-15 14:00:00;881.0
351;351;-42.75;-14.25;2017-01-15 15:00:00;880.0
352;352;-42.75;-14.25;2017-01-15 16:00:00;880.0
353;353;-42.75;-14.25;2017-01-15 17:00:00;880.0
354;354;-42.75;-14.25;2017-01-15 18:00:00;880.0
355;355;-42.75;-14.25;2017-01-15 19:00:00;880.834
356;356;-42.75;-14.25;2017-01-15 20:00:00;881.0
357;357;-42.75;-14.25;2017-01-15 21:00:00;881.166
358;358;-42.75;-14.25;2017-01-15 22:00:00;882.0
359;359;-42.75;-14.25;2017-01-15 23:00:00;882.0
360;360;-42.75;-14.25;2017-01-16 00:00:00;881.834
361;361;-42.75;-14.25;2017-01-16 01:00:00;881.166
362;362;-42.75;-14.25;2017-01-16 02:00:00;881.0
363;363;-42.75;-14.25;2017-01-16 03:00:00;881.0
364;364;-42.75;-14.25;2017-01-16 04:00:00;881.0
365;365;-42.75;-14.25;2017-01-16 05:00:00;881.0
366;366;-42.75;-14.25;2017-01-16 06:00:00;881.5
367;367;-42.75;-14.25;2017-01-16 07:00:00;882.0
368;368;-42.75;-14.25;2017-01-16 08:00:00;882.666
369;369;-42.75;-14.25;2017-01-16 09:00:00;883.0
370;370;-42.75;-14.25;2017-01-16 10:00:00;883.166
371;371;-42.75;-14.25;2017-01-16 11:00:00;883.0
372;372;-42.75;-14.25;2017-01-16 12:00:00;883.0
373;373;-42.75;-14.25;2017-01-16 13:00:00;882.0
374;374;-42.75;-14.25;2017-01-16 14:00:00;881.334
375;375;-42.75;-14.25;2017-01-16 15:00:00;880.5
376;376;-42.75;-14.25;2017-01-16 16:00:00;880.0
377;377;-42.75;-14.25;2017-01-16 17:00:00;880.0
378;378;-42.75;-14.25;2017-01-16 18:00:00;880.0
379;379;-42.75;-14.25;2017-01-16 19:00:00;880.666
380;380;-42.75;-14.25;2017-01-16 20:00:00;881.0
381;381;-42.75;-14.25;2017-01-16 21:00:00;881.834
382;382;-42.75;-14.25;2017-01-16 22:00:00;882.0
383;383;-42.75;-14.25;2017-01-16 23:00:00;882.0
384;384;-42.75;-14.25;2017-01-17 00:00:00;882.0
385;385;-42.75;-14.25;2017-01-17 01:00:00;882.0
386;386;-42.75;-14.25;2017-01-17 02:00:00;881.334
387;387;-42.75;-14.25;2017-01-17 03:00:00;881.0
388;388;-42.75;-14.25;2017-01-17 04:00:00;881.0
389;389;-42.75;-14.25;2017-01-17 05:00:00;881.5
390;390;-42.75;-14.25;2017-01-17 06:00:00;882.0
391;391;-42.75;-14.25;2017-01-17 07:00:00;882.166
392;392;-42.75;-14.25;2017-01-17 08:00:00;882.666
393;393;-42.75;-14.25;2017-01-17 09:00:00;883.0
394;394;-42.75;-14.25;2017-01-17 10:00:00;883.0
395;395;-42.75;-14.25;2017-01-17 11:00:00;882.834
396;396;-42.75;-14.25;2017-01-17 12:00:00;882.0
397;397;-42.75;-14.25;2017-01-17 13:00:00;882.0
398;398;-42.75;-14.25;2017-01-17 14:00:00;881.334
399;399;-42.75;-14.25;2017-01-17 15:00:00;880.5
400;400;-42.75;-14.25;2017-01-17 16:00:00;880.0
401;401;-42.75;-14.25;2017-01-17 17:00:00;880.0
402;402;-42.75;-14.25;2017-01-17 18:00:00;880.0
403;403;-42.75;-14.25;2017-01-17 19:00:00;880.0
404;404;-42.75;-14.25;2017-01-17 20:00:00;880.5
405;405;-42.75;-14.25;2017-01-17 21:00:00;881.0
406;406;-42.75;-14.25;2017-01-17 22:00:00;881.0
407;407;-42.75;-14.25;2017-01-17 23:00:00;881.0
408;408;-42.75;-14.25;2017-01-18 00:00:00;881.0
409;409;-42.75;-14.25;2017-01-18 01:00:00;880.834
410;410;-42.75;-14.25;2017-01-18 02:00:00;880.5
411;411;-42.75;-14.25;2017-01-18 03:00:00;880.333
412;412;-42.75;-14.25;2017-01-18 04:00:00;881.0
413;413;-42.75;-14.25;2017-01-18 05:00:00;881.166
414;414;-42.75;-14.25;2017-01-18 06:00:00;882.0
415;415;-42.75;-14.25;2017-01-18 07:00:00;882.834
416;416;-42.75;-14.25;2017-01-18 08:00:00;883.0
417;417;-42.75;-14.25;2017-01-18 09:00:00;883.666
418;418;-42.75;-14.25;2017-01-18 10:00:00;884.0
419;419;-42.75;-14.25;2017-01-18 11:00:00;883.834
420;420;-42.75;-14.25;2017-01-18 12:00:00;883.0
421;421;-42.75;-14.25;2017-01-18 13:00:00;882.834
422;422;-42.75;-14.25;2017-01-18 14:00:00;882.0
423;423;-42.75;-14.25;2017-01-18 15:00:00;881.834
424;424;-42.75;-14.25;2017-01-18 16:00:00;881.166
425;425;-42.75;-14.25;2017-01-18 17:00:00;881.667
426;426;-42.75;-14.25;2017-01-18 18:00:00;882.0
427;427;-42.75;-14.25;2017-01-18 19:00:00;882.0
428;428;-42.75;-14.25;2017-01-18 20:00:00;882.166
429;429;-42.75;-14.25;2017-01-18 21:00:00;883.0
430;430;-42.75;-14.25;2017-01-18 22:00:00;883.0
431;431;-42.75;-14.25;2017-01-18 23:00:00;883.0
432;432;-42.75;-14.25;2017-01-19 00:00:00;882.334
433;433;-42.75;-14.25;2017-01-19 01:00:00;882.0
434;434;-42.75;-14.25;2017-01-19 02:00:00;882.0
435;435;-42.75;-14.25;2017-01-19 03:00:00;882.0
436;436;-42.75;-14.25;2017-01-19 04:00:00;882.0
437;437;-42.75;-14.25;2017-01-19 05:00:00;882.5
438;438;-42.75;-14.25;2017-01-19 06:00:00;883.0
439;439;-42.75;-14.25;2017-01-19 07:00:00;883.5
440;440;-42.75;-14.25;2017-01-19 08:00:00;884.166
441;441;-42.75;-14.25;2017-01-19 09:00:00;885.0
442;442;-42.75;-14.25;2017-01-19 10:00:00;885.0
443;443;-42.75;-14.25;2017-01-19 11:00:00;884.834
444;444;-42.75;-14.25;2017-01-19 12:00:00;884.0
445;445;-42.75;-14.25;2017-01-19 13:00:00;884.0
446;446;-42.75;-14.25;2017-01-19 14:00:00;883.0
447;447;-42.75;-14.25;2017-01-19 15:00:00;882.5
448;448;-42.75;-14.25;2017-01-19 16:00:00;882.0
449;449;-42.75;-14.25;2017-01-19 17:00:00;882.0
