;Longitude;Latitude;Data;VentoC;Pressao;Temperatura;DirecaoVento
1050;-42.75;-14.25;2017-02-13 18:00:00;9.725;881.0;22.45;109.3
1051;-42.75;-14.25;2017-02-13 19:00:00;10.962;881.834;21.7;109.52
1052;-42.75;-14.25;2017-02-13 20:00:00;10.964;882.334;20.6;110.88
1053;-42.75;-14.25;2017-02-13 21:00:00;10.345;883.166;20.316;103.13
1054;-42.75;-14.25;2017-02-13 22:00:00;11.15;884.0;19.867;107.28
1055;-42.75;-14.25;2017-02-13 23:00:00;10.63;884.0;19.333;104.93
1056;-42.75;-14.25;2017-02-14 00:00:00;9.84;883.334;18.117;114.72
1057;-42.75;-14.25;2017-02-14 01:00:00;12.322;883.0;17.25;110.7
1058;-42.75;-14.25;2017-02-14 02:00:00;14.522;883.0;16.75;102.78
1059;-42.75;-14.25;2017-02-14 03:00:00;13.279;883.0;16.25;97.92
1060;-42.75;-14.25;2017-02-14 04:00:00;12.235;883.0;15.967;99.05
1061;-42.75;-14.25;2017-02-14 05:00:00;12.948;883.166;15.55;98.92
1062;-42.75;-14.25;2017-02-14 06:00:00;12.824;884.0;15.2;100.37
1063;-42.75;-14.25;2017-02-14 07:00:00;12.336;884.5;15.834;96.68
1064;-42.75;-14.25;2017-02-14 08:00:00;12.328;885.5;16.984;97.0
1065;-42.75;-14.25;2017-02-14 09:00:00;12.3;886.0;18.4;98.53
1066;-42.75;-14.25;2017-02-14 10:00:00;11.543;886.0;19.966;92.92
1067;-42.75;-14.25;2017-02-14 11:00:00;9.744;886.0;21.05;100.1
1068;-42.75;-14.25;2017-02-14 12:00:00;9.292;885.834;21.867;104.5
1069;-42.75;-14.25;2017-02-14 13:00:00;8.022;885.166;22.65;95.8
1070;-42.75;-14.25;2017-02-14 14:00:00;7.719;885.0;23.7;99.08
1071;-42.75;-14.25;2017-02-14 15:00:00;8.765;885.0;24.0;91.53
1072;-42.75;-14.25;2017-02-14 16:00:00;9.6;885.0;23.6;91.67
1073;-42.75;-14.25;2017-02-14 17:00:00;9.777;885.0;22.683;101.38
1074;-42.75;-14.25;2017-02-14 18:00:00;8.856;885.0;21.466;105.55
1075;-42.75;-14.25;2017-02-14 19:00:00;6.73;885.0;20.617;119.68
1076;-42.75;-14.25;2017-02-14 20:00:00;7.262;885.666;19.65;126.87
1077;-42.75;-14.25;2017-02-14 21:00:00;9.898;886.0;19.117;114.83
1078;-42.75;-14.25;2017-02-14 22:00:00;10.332;886.166;19.083;109.95
1079;-42.75;-14.25;2017-02-14 23:00:00;10.13;886.0;18.75;106.95
1080;-42.75;-14.25;2017-02-15 00:00:00;9.45;886.166;18.3;108.18
1081;-42.75;-14.25;2017-02-15 01:00:00;8.623;886.0;17.983;114.13
1082;-42.75;-14.25;2017-02-15 02:00:00;9.418;885.834;17.566;113.1
1083;-42.75;-14.25;2017-02-15 03:00:00;9.314;885.834;17.184;114.95
1084;-42.75;-14.25;2017-02-15 04:00:00;8.74;886.0;16.934;117.45
1085;-42.75;-14.25;2017-02-15 05:00:00;8.098;886.0;16.717;115.67
1086;-42.75;-14.25;2017-02-15 06:00:00;8.214;886.166;16.4;118.27
1087;-42.75;-14.25;2017-02-15 07:00:00;8.496;887.0;16.1;118.38
1088;-42.75;-14.25;2017-02-15 08:00:00;8.245;887.5;16.25;117.12
1089;-42.75;-14.25;2017-02-15 09:00:00;8.158;887.834;16.617;117.22
1090;-42.75;-14.25;2017-02-15 10:00:00;8.565;888.0;17.434;116.5
1091;-42.75;-14.25;2017-02-15 11:00:00;9.422;888.0;18.384;118.1
1092;-42.75;-14.25;2017-02-15 12:00:00;8.32;887.5;19.166;115.6
1093;-42.75;-14.25;2017-02-15 13:00:00;9.012;886.667;19.967;124.98
1094;-42.75;-14.25;2017-02-15 14:00:00;8.122;886.0;20.633;126.9
1095;-42.75;-14.25;2017-02-15 15:00:00;8.262;886.0;21.05;128.23
1096;-42.75;-14.25;2017-02-15 16:00:00;6.845;886.0;20.817;124.1
1097;-42.75;-14.25;2017-02-15 17:00:00;6.994;885.834;20.5;128.75
1098;-42.75;-14.25;2017-02-15 18:00:00;8.056;885.834;20.316;127.17
1099;-42.75;-14.25;2017-02-15 19:00:00;9.777;885.834;20.267;116.47
1100;-42.75;-14.25;2017-02-15 20:00:00;10.812;886.334;20.183;102.22
1101;-42.75;-14.25;2017-02-15 21:00:00;10.369;887.0;19.433;111.93
1102;-42.75;-14.25;2017-02-15 22:00:00;10.576;887.0;18.834;108.43
1103;-42.75;-14.25;2017-02-15 23:00:00;12.87;886.0;18.25;112.65
1104;-42.75;-14.25;2017-02-16 00:00:00;13.54;885.0;17.584;111.12
1105;-42.75;-14.25;2017-02-16 01:00:00;11.498;885.0;17.25;108.93
1106;-42.75;-14.25;2017-02-16 02:00:00;11.106;884.667;16.966;103.75
1107;-42.75;-14.25;2017-02-16 03:00:00;10.792;884.0;16.717;108.77
1108;-42.75;-14.25;2017-02-16 04:00:00;9.922;884.334;16.566;119.48
1109;-42.75;-14.25;2017-02-16 05:00:00;9.892;884.0;16.184;121.15
1110;-42.75;-14.25;2017-02-16 06:00:00;9.522;884.0;16.017;122.15
1111;-42.75;-14.25;2017-02-16 07:00:00;9.206;885.0;16.017;117.82
1112;-42.75;-14.25;2017-02-16 08:00:00;8.71;886.0;16.3;113.9
1113;-42.75;-14.25;2017-02-16 09:00:00;8.85;886.0;17.45;111.1
1114;-42.75;-14.25;2017-02-16 10:00:00;8.842;886.0;18.734;114.23
1115;-42.75;-14.25;2017-02-16 11:00:00;7.512;886.834;19.95;116.43
1116;-42.75;-14.25;2017-02-16 12:00:00;6.902;886.0;21.117;105.85
1117;-42.75;-14.25;2017-02-16 13:00:00;7.306;886.0;22.084;113.5
1118;-42.75;-14.25;2017-02-16 14:00:00;6.535;885.0;22.8;126.97
1119;-42.75;-14.25;2017-02-16 15:00:00;4.65;884.5;23.433;130.13
1120;-42.75;-14.25;2017-02-16 16:00:00;4.902;884.0;23.833;113.63
1121;-42.75;-14.25;2017-02-16 17:00:00;5.385;884.0;24.35;127.95
1122;-42.75;-14.25;2017-02-16 18:00:00;5.371;884.0;22.967;126.08
1123;-42.75;-14.25;2017-02-16 19:00:00;6.425;884.0;21.4;130.93
1124;-42.75;-14.25;2017-02-16 20:00:00;8.13;884.166;19.734;134.48
1125;-42.75;-14.25;2017-02-16 21:00:00;7.267;884.666;18.45;131.35
1126;-42.75;-14.25;2017-02-16 22:00:00;7.572;884.0;18.1;130.0
1127;-42.75;-14.25;2017-02-16 23:00:00;8.208;884.0;17.766;135.75
1128;-42.75;-14.25;2017-02-17 00:00:00;8.708;883.334;17.35;126.58
1129;-42.75;-14.25;2017-02-17 01:00:00;7.524;883.0;17.2;121.02
1130;-42.75;-14.25;2017-02-17 02:00:00;6.88;883.0;17.3;118.55
1131;-42.75;-14.25;2017-02-17 03:00:00;7.153;883.0;17.334;114.23
1132;-42.75;-14.25;2017-02-17 04:00:00;7.118;883.0;16.733;96.8
1133;-42.75;-14.25;2017-02-17 05:00:00;6.632;883.666;16.617;90.83
1134;-42.75;-14.25;2017-02-17 06:00:00;7.825;884.0;16.5;99.25
1135;-42.75;-14.25;2017-02-17 07:00:00;7.443;884.0;16.566;103.02
1136;-42.75;-14.25;2017-02-17 08:00:00;7.408;884.5;16.766;100.1
1137;-42.75;-14.25;2017-02-17 09:00:00;6.935;885.0;17.033;103.58
1138;-42.75;-14.25;2017-02-17 10:00:00;6.42;885.0;18.034;116.15
1139;-42.75;-14.25;2017-02-17 11:00:00;5.445;885.0;19.45;121.18
1140;-42.75;-14.25;2017-02-17 12:00:00;4.687;885.0;20.85;121.85
1141;-42.75;-14.25;2017-02-17 13:00:00;4.146;884.166;22.283;125.07
1142;-42.75;-14.25;2017-02-17 14:00:00;3.777;884.0;23.284;131.13
1143;-42.75;-14.25;2017-02-17 15:00:00;5.326;883.166;23.034;131.38
1144;-42.75;-14.25;2017-02-17 16:00:00;4.818;883.0;22.967;134.13
1145;-42.75;-14.25;2017-02-17 17:00:00;6.193;883.0;22.617;130.52
1146;-42.75;-14.25;2017-02-17 18:00:00;5.684;883.0;22.4;129.15
1147;-42.75;-14.25;2017-02-17 19:00:00;5.796;883.0;21.984;139.23
1148;-42.75;-14.25;2017-02-17 20:00:00;7.652;883.0;21.617;135.72
1149;-42.75;-14.25;2017-02-17 21:00:00;8.035;883.666;21.45;127.3
1150;-42.75;-14.25;2017-02-17 22:00:00;8.202;884.0;20.95;120.15
1151;-42.75;-14.25;2017-02-17 23:00:00;8.735;884.0;20.566;113.72
1152;-42.75;-14.25;2017-02-18 00:00:00;10.345;884.0;19.55;113.22
1153;-42.75;-14.25;2017-02-18 01:00:00;9.522;884.0;18.667;115.85
1154;-42.75;-14.25;2017-02-18 02:00:00;8.678;883.334;18.016;112.92
1155;-42.75;-14.25;2017-02-18 03:00:00;8.425;883.0;17.584;111.53
1156;-42.75;-14.25;2017-02-18 04:00:00;8.767;883.0;17.184;113.9
1157;-42.75;-14.25;2017-02-18 05:00:00;8.66;883.0;16.867;111.97
1158;-42.75;-14.25;2017-02-18 06:00:00;8.5;883.5;16.634;111.83
1159;-42.75;-14.25;2017-02-18 07:00:00;8.558;884.0;16.65;107.7
1160;-42.75;-14.25;2017-02-18 08:00:00;8.873;885.0;17.233;107.98
1161;-42.75;-14.25;2017-02-18 09:00:00;9.05;885.0;18.367;104.98
1162;-42.75;-14.25;2017-02-18 10:00:00;8.522;885.0;19.55;106.05
1163;-42.75;-14.25;2017-02-18 11:00:00;8.606;885.0;20.467;116.98
1164;-42.75;-14.25;2017-02-18 12:00:00;7.8;885.0;21.283;112.3
1165;-42.75;-14.25;2017-02-18 13:00:00;7.299;884.334;22.1;116.13
1166;-42.75;-14.25;2017-02-18 14:00:00;6.838;884.0;22.366;127.18
1167;-42.75;-14.25;2017-02-18 15:00:00;6.055;883.166;22.083;134.03
1168;-42.75;-14.25;2017-02-18 16:00:00;5.998;883.0;21.633;134.0
1169;-42.75;-14.25;2017-02-18 17:00:00;5.43;882.667;21.15;138.05
1170;-42.75;-14.25;2017-02-18 18:00:00;5.075;883.0;21.134;136.1
1171;-42.75;-14.25;2017-02-18 19:00:00;5.518;883.0;21.534;130.38
1172;-42.75;-14.25;2017-02-18 20:00:00;6.506;883.666;21.25;130.17
1173;-42.75;-14.25;2017-02-18 21:00:00;7.062;884.0;20.717;125.12
1174;-42.75;-14.25;2017-02-18 22:00:00;8.407;884.666;20.217;116.22
1175;-42.75;-14.25;2017-02-18 23:00:00;9.238;884.166;19.7;106.35
1176;-42.75;-14.25;2017-02-19 00:00:00;9.238;884.166;19.7;106.35
1177;-42.75;-14.25;2017-02-19 01:00:00;8.855;884.0;19.383;107.2
1178;-42.75;-14.25;2017-02-19 02:00:00;9.305;884.0;18.716;111.1
1179;-42.75;-14.25;2017-02-19 03:00:00;10.065;884.0;17.766;116.17
1180;-42.75;-14.25;2017-02-19 04:00:00;9.794;884.0;17.266;119.02
1181;-42.75;-14.25;2017-02-19 05:00:00;9.406;884.0;16.85;118.97
1182;-42.75;-14.25;2017-02-19 06:00:00;9.792;884.0;16.4;116.3
1183;-42.75;-14.25;2017-02-19 07:00:00;9.308;884.5;16.117;114.2
1184;-42.75;-14.25;2017-02-19 08:00:00;9.065;885.0;16.284;113.23
1185;-42.75;-14.25;2017-02-19 09:00:00;9.554;886.0;17.25;108.55
1186;-42.75;-14.25;2017-02-19 10:00:00;9.355;886.0;18.367;111.92
1187;-42.75;-14.25;2017-02-19 11:00:00;8.388;886.0;19.533;112.35
1188;-42.75;-14.25;2017-02-19 12:00:00;8.066;886.0;20.95;111.05
1189;-42.75;-14.25;2017-02-19 13:00:00;7.67;885.166;22.067;103.55
1190;-42.75;-14.25;2017-02-19 14:00:00;7.566;885.0;23.166;115.35
1191;-42.75;-14.25;2017-02-19 15:00:00;7.8;884.334;23.934;113.97
1192;-42.75;-14.25;2017-02-19 16:00:00;7.216;883.334;24.467;125.95
1193;-42.75;-14.25;2017-02-19 17:00:00;5.927;883.0;24.7;114.48
1194;-42.75;-14.25;2017-02-19 18:00:00;5.415;883.0;24.617;120.85
1195;-42.75;-14.25;2017-02-19 19:00:00;7.827;883.0;23.8;131.48
1196;-42.75;-14.25;2017-02-19 20:00:00;8.317;882.834;22.85;134.03
1197;-42.75;-14.25;2017-02-19 21:00:00;7.818;883.0;22.184;126.98
1198;-42.75;-14.25;2017-02-19 22:00:00;8.568;884.0;20.734;118.68
1199;-42.75;-14.25;2017-02-19 23:00:00;8.119;884.666;20.117;115.22
1200;-42.75;-14.25;2017-02-20 00:00:00;8.328;884.334;18.85;115.15
1201;-42.75;-14.25;2017-02-20 01:00:00;10.775;884.0;18.1;112.42
1202;-42.75;-14.25;2017-02-20 02:00:00;11.21;883.0;17.75;109.65
1203;-42.75;-14.25;2017-02-20 03:00:00;10.444;883.0;17.45;113.18
1204;-42.75;-14.25;2017-02-20 04:00:00;10.888;883.0;17.016;112.5
1205;-42.75;-14.25;2017-02-20 05:00:00;11.029;883.834;16.633;111.3
1206;-42.75;-14.25;2017-02-20 06:00:00;10.478;884.166;16.5;111.42
1207;-42.75;-14.25;2017-02-20 07:00:00;11.085;885.0;16.367;106.8
1208;-42.75;-14.25;2017-02-20 08:00:00;10.505;885.0;16.867;105.57
1209;-42.75;-14.25;2017-02-20 09:00:00;9.485;885.834;17.75;103.12
1210;-42.75;-14.25;2017-02-20 10:00:00;8.955;885.0;18.8;103.27
1211;-42.75;-14.25;2017-02-20 11:00:00;9.037;885.0;20.3;102.78
1212;-42.75;-14.25;2017-02-20 12:00:00;8.768;885.0;21.566;107.93
1213;-42.75;-14.25;2017-02-20 13:00:00;8.395;884.334;22.834;107.68
1214;-42.75;-14.25;2017-02-20 14:00:00;7.678;883.5;23.767;113.08
1215;-42.75;-14.25;2017-02-20 15:00:00;7.173;883.0;24.484;117.25
1216;-42.75;-14.25;2017-02-20 16:00:00;7.508;883.0;24.8;125.43
1217;-42.75;-14.25;2017-02-20 17:00:00;6.415;882.834;24.216;122.92
1218;-42.75;-14.25;2017-02-20 18:00:00;9.005;882.0;22.617;149.88
1219;-42.75;-14.25;2017-02-20 19:00:00;10.688;882.834;19.95;122.98
1220;-42.75;-14.25;2017-02-20 20:00:00;8.43;883.5;18.233;125.23
1221;-42.75;-14.25;2017-02-20 21:00:00;8.908;884.0;17.566;118.88
1222;-42.75;-14.25;2017-02-20 22:00:00;10.678;884.834;17.65;111.6
1223;-42.75;-14.25;2017-02-20 23:00:00;11.492;884.0;17.35;109.15
1224;-42.75;-14.25;2017-02-21 00:00:00;11.82;883.666;17.117;108.9
1225;-42.75;-14.25;2017-02-21 01:00:00;11.042;882.834;17.017;109.32
1226;-42.75;-14.25;2017-02-21 02:00:00;9.87;882.334;16.9;105.97
1227;-42.75;-14.25;2017-02-21 03:00:00;9.826;882.0;16.834;102.9
1228;-42.75;-14.25;2017-02-21 04:00:00;9.704;882.0;16.784;104.4
1229;-42.75;-14.25;2017-02-21 05:00:00;7.245;882.834;16.734;103.0
1230;-42.75;-14.25;2017-02-21 06:00:00;8.162;883.0;16.684;103.57
1231;-42.75;-14.25;2017-02-21 07:00:00;8.247;884.0;16.584;108.45
1232;-42.75;-14.25;2017-02-21 08:00:00;9.333;884.0;16.684;111.62
1233;-42.75;-14.25;2017-02-21 09:00:00;9.318;885.0;17.0;111.27
1234;-42.75;-14.25;2017-02-21 10:00:00;8.732;886.0;18.584;109.42
1235;-42.75;-14.25;2017-02-21 11:00:00;8.782;885.666;20.284;112.12
1236;-42.75;-14.25;2017-02-21 12:00:00;7.655;885.0;21.434;109.63
1237;-42.75;-14.25;2017-02-21 13:00:00;7.41;884.166;22.7;112.28
1238;-42.75;-14.25;2017-02-21 14:00:00;6.122;883.834;23.75;123.05
1239;-42.75;-14.25;2017-02-21 15:00:00;6.397;883.166;24.55;124.6
1240;-42.75;-14.25;2017-02-21 16:00:00;8.33;883.0;24.95;133.07
1241;-42.75;-14.25;2017-02-21 17:00:00;7.643;883.166;22.183;80.27
1242;-42.75;-14.25;2017-02-21 18:00:00;6.555;883.0;19.216;90.63
1243;-42.75;-14.25;2017-02-21 19:00:00;7.155;883.0;18.85;117.55
1244;-42.75;-14.25;2017-02-21 20:00:00;11.576;883.666;19.266;108.83
1245;-42.75;-14.25;2017-02-21 21:00:00;13.45;884.166;18.683;108.43
1246;-42.75;-14.25;2017-02-21 22:00:00;13.318;885.0;18.3;105.27
1247;-42.75;-14.25;2017-02-21 23:00:00;12.494;884.334;17.883;106.08
1248;-42.75;-14.25;2017-02-22 00:00:00;12.646;884.0;17.35;107.28
1249;-42.75;-14.25;2017-02-22 01:00:00;12.266;883.666;16.667;106.07
1250;-42.75;-14.25;2017-02-22 02:00:00;12.485;883.0;16.283;106.53
1251;-42.75;-14.25;2017-02-22 03:00:00;12.298;883.0;16.266;102.93
1252;-42.75;-14.25;2017-02-22 04:00:00;11.956;883.0;16.284;103.63
1253;-42.75;-14.25;2017-02-22 05:00:00;11.943;883.0;16.216;107.28
1254;-42.75;-14.25;2017-02-22 06:00:00;11.82;883.0;16.2;109.02
1255;-42.75;-14.25;2017-02-22 07:00:00;10.498;883.5;16.017;108.03
1256;-42.75;-14.25;2017-02-22 08:00:00;9.995;885.0;16.166;107.28
1257;-42.75;-14.25;2017-02-22 09:00:00;9.665;885.0;16.833;110.35
1258;-42.75;-14.25;2017-02-22 10:00:00;10.48;885.0;18.45;112.98
1259;-42.75;-14.25;2017-02-22 11:00:00;10.446;885.0;19.667;110.15
1260;-42.75;-14.25;2017-02-22 12:00:00;9.658;884.834;20.734;105.75
1261;-42.75;-14.25;2017-02-22 13:00:00;8.824;884.0;21.967;105.38
1262;-42.75;-14.25;2017-02-22 14:00:00;8.182;883.834;22.783;107.73
1263;-42.75;-14.25;2017-02-22 15:00:00;7.865;883.0;23.9;112.02
1264;-42.75;-14.25;2017-02-22 16:00:00;7.748;883.0;24.534;120.63
1265;-42.75;-14.25;2017-02-22 17:00:00;7.604;883.0;24.7;117.28
1266;-42.75;-14.25;2017-02-22 18:00:00;6.542;882.834;23.7;129.12
1267;-42.75;-14.25;2017-02-22 19:00:00;7.827;883.0;23.584;118.4
1268;-42.75;-14.25;2017-02-22 20:00:00;10.455;883.834;20.75;116.22
1269;-42.75;-14.25;2017-02-22 21:00:00;10.328;884.0;19.4;111.38
1270;-42.75;-14.25;2017-02-22 22:00:00;9.978;884.0;18.65;108.13
1271;-42.75;-14.25;2017-02-22 23:00:00;10.683;883.666;17.95;108.9
1272;-42.75;-14.25;2017-02-23 00:00:00;11.306;883.0;17.3;114.95
1273;-42.75;-14.25;2017-02-23 01:00:00;10.896;883.0;16.733;114.95
1274;-42.75;-14.25;2017-02-23 02:00:00;9.898;882.334;16.466;112.37
1275;-42.75;-14.25;2017-02-23 03:00:00;9.793;882.0;16.334;112.35
1276;-42.75;-14.25;2017-02-23 04:00:00;9.122;882.0;16.434;112.43
1277;-42.75;-14.25;2017-02-23 05:00:00;9.142;882.5;16.5;110.72
1278;-42.75;-14.25;2017-02-23 06:00:00;10.324;883.0;16.5;107.6
1279;-42.75;-14.25;2017-02-23 07:00:00;11.185;884.0;16.217;102.7
1280;-42.75;-14.25;2017-02-23 08:00:00;10.515;885.0;17.117;104.65
1281;-42.75;-14.25;2017-02-23 09:00:00;10.416;885.334;18.534;103.5
1282;-42.75;-14.25;2017-02-23 10:00:00;9.5;886.0;19.55;103.77
1283;-42.75;-14.25;2017-02-23 11:00:00;8.562;885.5;20.9;102.95
1284;-42.75;-14.25;2017-02-23 12:00:00;8.6;885.0;22.084;118.9
1285;-42.75;-14.25;2017-02-23 13:00:00;8.135;884.166;23.15;118.72
1286;-42.75;-14.25;2017-02-23 14:00:00;8.014;883.5;23.883;121.7
1287;-42.75;-14.25;2017-02-23 15:00:00;7.416;883.0;24.566;125.57
1288;-42.75;-14.25;2017-02-23 16:00:00;6.953;882.334;24.933;127.12
1289;-42.75;-14.25;2017-02-23 17:00:00;6.044;882.666;24.684;115.93
1290;-42.75;-14.25;2017-02-23 18:00:00;5.46;882.5;23.95;122.97
1291;-42.75;-14.25;2017-02-23 19:00:00;7.573;883.0;23.584;113.72
1292;-42.75;-14.25;2017-02-23 20:00:00;9.412;883.0;23.533;107.68
1293;-42.75;-14.25;2017-02-23 21:00:00;9.186;883.0;22.834;109.42
1294;-42.75;-14.25;2017-02-23 22:00:00;9.276;883.0;20.15;112.17
1295;-42.75;-14.25;2017-02-23 23:00:00;10.602;883.0;19.667;107.18
1296;-42.75;-14.25;2017-02-24 00:00:00;9.962;883.0;19.034;104.93
1297;-42.75;-14.25;2017-02-24 01:00:00;8.907;883.0;18.434;110.25
1298;-42.75;-14.25;2017-02-24 02:00:00;7.806;882.0;17.716;115.82
1299;-42.75;-14.25;2017-02-24 03:00:00;8.002;881.834;17.55;120.45
1300;-42.75;-14.25;2017-02-24 04:00:00;8.432;882.0;17.45;116.27
1301;-42.75;-14.25;2017-02-24 05:00:00;8.537;882.0;17.234;116.37
1302;-42.75;-14.25;2017-02-24 06:00:00;8.462;882.5;16.95;116.58
1303;-42.75;-14.25;2017-02-24 07:00:00;8.995;883.666;16.484;114.52
1304;-42.75;-14.25;2017-02-24 08:00:00;8.298;884.0;16.75;116.62
1305;-42.75;-14.25;2017-02-24 09:00:00;8.32;884.166;18.416;121.13
1306;-42.75;-14.25;2017-02-24 10:00:00;7.582;884.0;19.95;123.05
1307;-42.75;-14.25;2017-02-24 11:00:00;7.115;884.0;21.6;114.37
1308;-42.75;-14.25;2017-02-24 12:00:00;6.192;884.0;23.183;126.67
1309;-42.75;-14.25;2017-02-24 13:00:00;5.21;883.5;24.466;129.55
1310;-42.75;-14.25;2017-02-24 14:00:00;4.99;883.0;25.45;130.27
1311;-42.75;-14.25;2017-02-24 15:00:00;4.528;882.5;26.283;135.7
1312;-42.75;-14.25;2017-02-24 16:00:00;4.348;882.0;26.65;134.02
1313;-42.75;-14.25;2017-02-24 17:00:00;4.618;882.0;26.834;142.4
1314;-42.75;-14.25;2017-02-24 18:00:00;6.898;881.0;25.334;150.52
1315;-42.75;-14.25;2017-02-24 19:00:00;8.095;881.0;24.15;132.87
1316;-42.75;-14.25;2017-02-24 20:00:00;8.146;881.5;23.95;125.72
1317;-42.75;-14.25;2017-02-24 21:00:00;8.856;882.5;23.017;115.6
1318;-42.75;-14.25;2017-02-24 22:00:00;9.54;883.0;21.784;110.58
1319;-42.75;-14.25;2017-02-24 23:00:00;10.276;883.0;21.2;102.2
1320;-42.75;-14.25;2017-02-25 00:00:00;9.765;882.5;20.533;103.1
1321;-42.75;-14.25;2017-02-25 01:00:00;8.635;882.0;19.8;104.03
1322;-42.75;-14.25;2017-02-25 02:00:00;8.798;881.5;18.816;109.77
1323;-42.75;-14.25;2017-02-25 03:00:00;8.063;881.0;18.016;115.08
1324;-42.75;-14.25;2017-02-25 04:00:00;8.346;881.334;17.634;117.92
1325;-42.75;-14.25;2017-02-25 05:00:00;7.094;881.0;17.6;115.73
1326;-42.75;-14.25;2017-02-25 06:00:00;6.214;881.666;17.45;112.88
1327;-42.75;-14.25;2017-02-25 07:00:00;6.058;882.166;17.416;116.07
1328;-42.75;-14.25;2017-02-25 08:00:00;6.054;883.0;17.667;109.58
1329;-42.75;-14.25;2017-02-25 09:00:00;6.015;883.666;19.367;113.0
1330;-42.75;-14.25;2017-02-25 10:00:00;6.3;883.5;21.284;115.57
1331;-42.75;-14.25;2017-02-25 11:00:00;5.463;883.0;22.867;121.25
1332;-42.75;-14.25;2017-02-25 12:00:00;4.716;883.0;24.25;119.75
1333;-42.75;-14.25;2017-02-25 13:00:00;4.206;882.334;25.617;128.7
1334;-42.75;-14.25;2017-02-25 14:00:00;4.045;882.0;26.5;127.33
1335;-42.75;-14.25;2017-02-25 15:00:00;5.086;881.0;26.966;142.53
1336;-42.75;-14.25;2017-02-25 16:00:00;6.158;880.0;27.267;143.63
1337;-42.75;-14.25;2017-02-25 17:00:00;6.58;880.0;26.966;138.27
1338;-42.75;-14.25;2017-02-25 18:00:00;6.805;880.0;25.566;128.73
1339;-42.75;-14.25;2017-02-25 19:00:00;6.81;880.834;24.916;129.23
1340;-42.75;-14.25;2017-02-25 20:00:00;7.625;881.5;24.484;126.22
1341;-42.75;-14.25;2017-02-25 21:00:00;8.457;882.166;24.534;116.33
1342;-42.75;-14.25;2017-02-25 22:00:00;9.793;882.166;22.484;105.87
1343;-42.75;-14.25;2017-02-25 23:00:00;9.224;882.0;21.7;101.92
1344;-42.75;-14.25;2017-02-26 00:00:00;9.32;882.0;21.1;108.15
1345;-42.75;-14.25;2017-02-26 01:00:00;8.39;881.666;20.216;115.75
1346;-42.75;-14.25;2017-02-26 02:00:00;8.535;881.0;19.284;115.07
1347;-42.75;-14.25;2017-02-26 03:00:00;8.625;881.0;18.167;118.65
1348;-42.75;-14.25;2017-02-26 04:00:00;8.11;881.0;17.734;116.57
1349;-42.75;-14.25;2017-02-26 05:00:00;8.003;881.166;17.6;115.42
1350;-42.75;-14.25;2017-02-26 06:00:00;6.285;882.0;17.434;120.38
1351;-42.75;-14.25;2017-02-26 07:00:00;5.958;883.0;17.35;121.17
1352;-42.75;-14.25;2017-02-26 08:00:00;4.908;883.666;17.567;121.1
1353;-42.75;-14.25;2017-02-26 09:00:00;4.664;884.0;18.55;118.9
1354;-42.75;-14.25;2017-02-26 10:00:00;3.322;884.5;20.967;108.07
1355;-42.75;-14.25;2017-02-26 11:00:00;3.048;884.166;22.75;123.35
1356;-42.75;-14.25;2017-02-26 12:00:00;2.908;884.0;24.1;145.7
1357;-42.75;-14.25;2017-02-26 13:00:00;2.655;883.334;25.4;155.27
1358;-42.75;-14.25;2017-02-26 14:00:00;3.068;882.5;25.866;163.55
1359;-42.75;-14.25;2017-02-26 15:00:00;4.46;882.0;24.15;245.12
1360;-42.75;-14.25;2017-02-26 16:00:00;3.238;881.0;23.3;245.5
1361;-42.75;-14.25;2017-02-26 17:00:00;1.96;881.666;24.116;249.43
1362;-42.75;-14.25;2017-02-26 18:00:00;3.15;882.0;22.166;237.0
1363;-42.75;-14.25;2017-02-26 19:00:00;3.064;882.166;21.234;237.3
1364;-42.75;-14.25;2017-02-26 20:00:00;2.856;882.834;22.6;221.48
1365;-42.75;-14.25;2017-02-26 21:00:00;2.18;883.0;23.15;202.48
1366;-42.75;-14.25;2017-02-26 22:00:00;3.464;883.0;22.7;181.27
1367;-42.75;-14.25;2017-02-26 23:00:00;5.617;883.0;22.0;127.37
1368;-42.75;-14.25;2017-02-27 00:00:00;5.21;883.0;20.85;130.83
1369;-42.75;-14.25;2017-02-27 01:00:00;5.792;882.166;20.334;127.65
1370;-42.75;-14.25;2017-02-27 02:00:00;6.466;882.0;19.9;121.13
1371;-42.75;-14.25;2017-02-27 03:00:00;6.92;882.0;19.35;116.15
1372;-42.75;-14.25;2017-02-27 04:00:00;7.276;882.0;18.75;115.15
1373;-42.75;-14.25;2017-02-27 05:00:00;6.963;882.0;18.066;117.88
1374;-42.75;-14.25;2017-02-27 06:00:00;6.426;882.166;17.466;115.4
1375;-42.75;-14.25;2017-02-27 07:00:00;5.902;883.0;17.884;111.83
1376;-42.75;-14.25;2017-02-27 08:00:00;5.276;883.5;19.133;105.82
1377;-42.75;-14.25;2017-02-27 09:00:00;5.27;884.0;20.55;105.12
1378;-42.75;-14.25;2017-02-27 10:00:00;5.092;884.0;22.066;107.05
1379;-42.75;-14.25;2017-02-27 11:00:00;4.938;884.0;23.65;124.93
1380;-42.75;-14.25;2017-02-27 12:00:00;4.192;883.166;25.083;122.77
1381;-42.75;-14.25;2017-02-27 13:00:00;4.308;882.334;26.016;137.73
