;Longitude;Latitude;Data;VentoC;Pressao;Temperatura;DirecaoVento
4441;-42.75;-14.25;2017-07-05 01:00:00;14.645;889.0;10.834;106.95
4442;-42.75;-14.25;2017-07-05 02:00:00;14.325;888.334;10.666;107.87
4443;-42.75;-14.25;2017-07-05 03:00:00;15.392;888.0;10.85;113.8
4444;-42.75;-14.25;2017-07-05 04:00:00;14.112;888.0;10.566;113.82
4445;-42.75;-14.25;2017-07-05 05:00:00;14.122;888.0;10.434;116.95
4446;-42.75;-14.25;2017-07-05 06:00:00;13.98;888.166;10.167;117.32
4447;-42.75;-14.25;2017-07-05 07:00:00;13.773;889.0;9.967;116.68
4448;-42.75;-14.25;2017-07-05 08:00:00;16.393;889.166;10.684;112.32
4449;-42.75;-14.25;2017-07-05 09:00:00;14.965;889.834;12.0;105.52
4450;-42.75;-14.25;2017-07-05 10:00:00;15.94;890.0;13.284;109.4
4451;-42.75;-14.25;2017-07-05 11:00:00;14.902;890.0;14.15;111.63
4452;-42.75;-14.25;2017-07-05 12:00:00;13.795;889.334;15.1;108.57
4453;-42.75;-14.25;2017-07-05 13:00:00;12.575;888.666;16.167;113.25
4454;-42.75;-14.25;2017-07-05 14:00:00;11.534;888.0;16.75;116.87
4455;-42.75;-14.25;2017-07-05 15:00:00;11.397;888.0;17.334;108.12
4456;-42.75;-14.25;2017-07-05 16:00:00;11.279;888.0;17.85;109.13
4457;-42.75;-14.25;2017-07-05 17:00:00;11.907;888.0;17.284;115.2
4458;-42.75;-14.25;2017-07-05 18:00:00;12.355;888.0;16.416;112.47
4459;-42.75;-14.25;2017-07-05 19:00:00;11.775;888.5;15.834;113.98
4460;-42.75;-14.25;2017-07-05 20:00:00;13.055;889.0;14.817;114.1
4461;-42.75;-14.25;2017-07-05 21:00:00;14.168;889.0;13.634;119.47
4462;-42.75;-14.25;2017-07-05 22:00:00;15.005;887.666;13.167;119.28
4463;-42.75;-14.25;2017-07-05 23:00:00;15.292;887.0;12.717;119.07
4464;-42.75;-14.25;2017-07-06 00:00:00;13.605;886.166;12.317;116.52
4465;-42.75;-14.25;2017-07-06 01:00:00;13.9;886.0;11.934;114.75
4466;-42.75;-14.25;2017-07-06 02:00:00;12.764;885.5;11.683;117.38
4467;-42.75;-14.25;2017-07-06 03:00:00;12.545;885.0;11.6;119.53
4468;-42.75;-14.25;2017-07-06 04:00:00;12.785;885.0;11.6;117.47
4469;-42.75;-14.25;2017-07-06 05:00:00;13.425;885.834;11.5;120.33
4470;-42.75;-14.25;2017-07-06 06:00:00;13.225;886.0;11.317;121.58
4471;-42.75;-14.25;2017-07-06 07:00:00;12.72;886.666;11.466;122.12
4472;-42.75;-14.25;2017-07-06 08:00:00;12.976;887.5;11.85;122.65
4473;-42.75;-14.25;2017-07-06 09:00:00;13.2;888.0;12.484;120.43
4474;-42.75;-14.25;2017-07-06 10:00:00;11.535;889.5;13.667;110.52
4475;-42.75;-14.25;2017-07-06 11:00:00;11.565;889.0;15.15;112.07
4476;-42.75;-14.25;2017-07-06 12:00:00;11.207;888.834;15.584;116.88
4477;-42.75;-14.25;2017-07-06 13:00:00;11.322;888.0;16.683;114.07
4478;-42.75;-14.25;2017-07-06 14:00:00;10.83;888.0;17.134;107.22
4479;-42.75;-14.25;2017-07-06 15:00:00;10.145;887.666;17.633;111.68
4480;-42.75;-14.25;2017-07-06 16:00:00;8.86;888.0;17.6;107.23
4481;-42.75;-14.25;2017-07-06 17:00:00;8.745;888.0;17.734;104.8
4482;-42.75;-14.25;2017-07-06 18:00:00;9.63;888.0;17.316;109.5
4483;-42.75;-14.25;2017-07-06 19:00:00;9.3;888.166;17.167;115.1
4484;-42.75;-14.25;2017-07-06 20:00:00;9.02;889.0;16.584;120.53
4485;-42.75;-14.25;2017-07-06 21:00:00;9.518;889.0;15.016;123.42
4486;-42.75;-14.25;2017-07-06 22:00:00;10.855;889.0;14.033;113.07
4487;-42.75;-14.25;2017-07-06 23:00:00;10.33;889.0;13.416;109.0
4488;-42.75;-14.25;2017-07-07 00:00:00;11.186;888.834;13.116;108.8
4489;-42.75;-14.25;2017-07-07 01:00:00;11.808;888.0;12.934;105.85
4490;-42.75;-14.25;2017-07-07 02:00:00;11.855;887.334;12.817;104.63
4491;-42.75;-14.25;2017-07-07 03:00:00;11.59;886.666;12.9;103.92
4492;-42.75;-14.25;2017-07-07 04:00:00;11.492;886.0;12.916;105.68
4493;-42.75;-14.25;2017-07-07 05:00:00;12.334;886.0;12.934;111.02
4494;-42.75;-14.25;2017-07-07 06:00:00;12.398;886.166;12.683;117.52
4495;-42.75;-14.25;2017-07-07 07:00:00;11.811;887.0;12.55;117.02
4496;-42.75;-14.25;2017-07-07 08:00:00;12.192;887.666;12.634;113.8
4497;-42.75;-14.25;2017-07-07 09:00:00;12.044;888.166;12.683;108.88
4498;-42.75;-14.25;2017-07-07 10:00:00;11.072;889.5;13.634;102.8
4499;-42.75;-14.25;2017-07-07 11:00:00;11.437;889.5;15.45;113.42
4500;-42.75;-14.25;2017-07-07 12:00:00;11.24;889.0;16.617;111.85
4501;-42.75;-14.25;2017-07-07 13:00:00;11.212;888.5;17.5;111.08
4502;-42.75;-14.25;2017-07-07 14:00:00;9.602;888.0;18.35;110.43
4503;-42.75;-14.25;2017-07-07 15:00:00;9.704;888.0;18.666;101.35
4504;-42.75;-14.25;2017-07-07 16:00:00;9.825;887.666;18.716;103.12
4505;-42.75;-14.25;2017-07-07 17:00:00;10.482;888.0;17.684;115.6
4506;-42.75;-14.25;2017-07-07 18:00:00;10.598;888.0;15.217;123.33
4507;-42.75;-14.25;2017-07-07 19:00:00;9.802;888.666;15.217;124.03
4508;-42.75;-14.25;2017-07-07 20:00:00;9.373;889.166;15.166;115.55
4509;-42.75;-14.25;2017-07-07 21:00:00;9.144;889.666;14.4;119.78
4510;-42.75;-14.25;2017-07-07 22:00:00;8.72;889.166;14.15;119.1
4511;-42.75;-14.25;2017-07-07 23:00:00;8.72;889.0;13.784;117.47
4512;-42.75;-14.25;2017-07-08 00:00:00;10.474;889.0;13.4;116.33
4513;-42.75;-14.25;2017-07-08 01:00:00;12.296;888.334;12.65;110.58
4514;-42.75;-14.25;2017-07-08 02:00:00;12.148;887.834;12.067;108.82
4515;-42.75;-14.25;2017-07-08 03:00:00;13.1;887.0;11.866;112.35
4516;-42.75;-14.25;2017-07-08 04:00:00;14.19;887.0;11.683;111.28
4517;-42.75;-14.25;2017-07-08 05:00:00;14.53;887.334;11.5;115.35
4518;-42.75;-14.25;2017-07-08 06:00:00;13.838;888.0;11.317;118.15
4519;-42.75;-14.25;2017-07-08 07:00:00;13.478;887.5;11.566;116.7
4520;-42.75;-14.25;2017-07-08 08:00:00;13.12;887.834;12.116;113.7
4521;-42.75;-14.25;2017-07-08 09:00:00;13.657;888.5;12.683;113.32
4522;-42.75;-14.25;2017-07-08 10:00:00;13.315;889.5;14.416;112.17
4523;-42.75;-14.25;2017-07-08 11:00:00;14.238;889.667;15.933;114.77
4524;-42.75;-14.25;2017-07-08 12:00:00;13.286;889.0;16.95;114.73
4525;-42.75;-14.25;2017-07-08 13:00:00;12.349;888.666;18.0;110.43
4526;-42.75;-14.25;2017-07-08 14:00:00;12.95;888.0;17.85;119.35
4527;-42.75;-14.25;2017-07-08 15:00:00;11.584;888.0;17.316;118.28
4528;-42.75;-14.25;2017-07-08 16:00:00;11.284;887.166;17.383;113.52
4529;-42.75;-14.25;2017-07-08 17:00:00;12.538;887.5;17.434;113.28
4530;-42.75;-14.25;2017-07-08 18:00:00;12.285;888.0;16.434;118.08
4531;-42.75;-14.25;2017-07-08 19:00:00;13.808;888.0;15.25;123.28
4532;-42.75;-14.25;2017-07-08 20:00:00;13.934;888.0;14.716;117.25
4533;-42.75;-14.25;2017-07-08 21:00:00;14.33;888.834;14.384;116.63
4534;-42.75;-14.25;2017-07-08 22:00:00;13.887;889.0;13.634;115.3
4535;-42.75;-14.25;2017-07-08 23:00:00;15.806;888.0;13.084;111.23
4536;-42.75;-14.25;2017-07-09 00:00:00;15.744;888.0;12.65;111.38
4537;-42.75;-14.25;2017-07-09 01:00:00;16.559;887.834;12.166;112.78
4538;-42.75;-14.25;2017-07-09 02:00:00;16.145;886.166;12.016;110.03
4539;-42.75;-14.25;2017-07-09 03:00:00;13.455;885.0;12.0;113.12
4540;-42.75;-14.25;2017-07-09 04:00:00;12.682;885.666;11.95;120.75
4541;-42.75;-14.25;2017-07-09 05:00:00;12.382;886.0;11.717;122.92
4542;-42.75;-14.25;2017-07-09 06:00:00;11.587;886.166;11.516;120.45
4543;-42.75;-14.25;2017-07-09 07:00:00;10.366;887.0;11.3;115.72
4544;-42.75;-14.25;2017-07-09 08:00:00;10.03;888.166;11.567;115.28
4545;-42.75;-14.25;2017-07-09 09:00:00;11.032;889.5;12.467;115.57
4546;-42.75;-14.25;2017-07-09 10:00:00;12.968;890.0;15.05;105.8
4547;-42.75;-14.25;2017-07-09 11:00:00;13.07;890.0;16.184;99.13
4548;-42.75;-14.25;2017-07-09 12:00:00;12.099;889.5;16.434;102.73
4549;-42.75;-14.25;2017-07-09 13:00:00;10.82;889.0;16.9;105.5
4550;-42.75;-14.25;2017-07-09 14:00:00;11.246;888.0;17.434;104.3
4551;-42.75;-14.25;2017-07-09 15:00:00;10.052;887.666;17.95;101.7
4552;-42.75;-14.25;2017-07-09 16:00:00;9.536;887.666;18.25;92.48
4553;-42.75;-14.25;2017-07-09 17:00:00;9.14;887.0;18.117;94.93
4554;-42.75;-14.25;2017-07-09 18:00:00;9.173;887.0;17.6;90.42
4555;-42.75;-14.25;2017-07-09 19:00:00;8.849;888.0;17.35;93.93
4556;-42.75;-14.25;2017-07-09 20:00:00;9.766;888.0;16.667;112.0
4557;-42.75;-14.25;2017-07-09 21:00:00;9.478;887.5;15.417;107.38
4558;-42.75;-14.25;2017-07-09 22:00:00;9.848;887.0;14.817;115.97
4559;-42.75;-14.25;2017-07-09 23:00:00;9.007;887.0;14.8;111.93
4560;-42.75;-14.25;2017-07-10 00:00:00;8.82;887.0;14.8;105.08
4561;-42.75;-14.25;2017-07-10 01:00:00;8.994;887.0;14.766;106.4
4562;-42.75;-14.25;2017-07-10 02:00:00;9.576;886.334;14.767;106.9
4563;-42.75;-14.25;2017-07-10 03:00:00;9.202;886.0;14.65;106.92
4564;-42.75;-14.25;2017-07-10 04:00:00;9.16;886.0;14.5;105.82
4565;-42.75;-14.25;2017-07-10 05:00:00;9.476;886.0;14.4;119.78
4566;-42.75;-14.25;2017-07-10 06:00:00;10.686;886.0;14.166;124.45
4567;-42.75;-14.25;2017-07-10 07:00:00;11.18;886.666;14.1;122.9
4568;-42.75;-14.25;2017-07-10 08:00:00;10.475;887.166;14.216;117.48
4569;-42.75;-14.25;2017-07-10 09:00:00;10.336;888.0;14.516;112.62
4570;-42.75;-14.25;2017-07-10 10:00:00;9.552;888.0;14.767;117.7
4571;-42.75;-14.25;2017-07-10 11:00:00;9.404;888.0;15.1;120.68
4572;-42.75;-14.25;2017-07-10 12:00:00;8.104;887.834;15.416;117.95
4573;-42.75;-14.25;2017-07-10 13:00:00;8.148;887.0;15.634;110.28
4574;-42.75;-14.25;2017-07-10 14:00:00;8.642;886.166;15.9;116.6
4575;-42.75;-14.25;2017-07-10 15:00:00;9.195;886.0;15.8;123.28
4576;-42.75;-14.25;2017-07-10 16:00:00;10.486;886.0;15.717;125.68
4577;-42.75;-14.25;2017-07-10 17:00:00;10.178;886.0;15.184;126.17
4578;-42.75;-14.25;2017-07-10 18:00:00;10.564;886.666;15.016;122.45
4579;-42.75;-14.25;2017-07-10 19:00:00;11.157;887.5;14.75;130.93
4580;-42.75;-14.25;2017-07-10 20:00:00;11.61;887.666;13.9;124.42
4581;-42.75;-14.25;2017-07-10 21:00:00;10.454;888.5;13.484;121.27
4582;-42.75;-14.25;2017-07-10 22:00:00;10.808;888.334;13.5;119.87
4583;-42.75;-14.25;2017-07-10 23:00:00;10.668;888.0;13.55;116.7
4584;-42.75;-14.25;2017-07-11 00:00:00;12.19;887.834;13.3;120.57
4585;-42.75;-14.25;2017-07-11 01:00:00;11.646;887.0;12.834;116.43
4586;-42.75;-14.25;2017-07-11 02:00:00;11.674;886.334;12.65;117.83
4587;-42.75;-14.25;2017-07-11 03:00:00;11.968;886.0;12.6;120.58
4588;-42.75;-14.25;2017-07-11 04:00:00;11.585;886.0;12.416;119.92
4589;-42.75;-14.25;2017-07-11 05:00:00;10.818;886.0;12.366;116.75
4590;-42.75;-14.25;2017-07-11 06:00:00;11.015;886.0;12.234;115.9
4591;-42.75;-14.25;2017-07-11 07:00:00;11.433;886.834;12.1;117.0
4592;-42.75;-14.25;2017-07-11 08:00:00;11.124;887.5;12.25;112.38
4593;-42.75;-14.25;2017-07-11 09:00:00;11.663;889.834;13.216;111.65
4594;-42.75;-14.25;2017-07-11 10:00:00;11.638;891.834;14.866;109.82
4595;-42.75;-14.25;2017-07-11 11:00:00;11.728;891.167;16.1;108.25
4596;-42.75;-14.25;2017-07-11 12:00:00;12.332;890.666;17.2;112.37
4597;-42.75;-14.25;2017-07-11 13:00:00;11.194;889.666;17.934;113.65
4598;-42.75;-14.25;2017-07-11 14:00:00;11.252;889.834;18.334;111.87
4599;-42.75;-14.25;2017-07-11 15:00:00;11.625;889.5;18.5;114.77
4600;-42.75;-14.25;2017-07-11 16:00:00;10.04;889.5;18.584;114.72
4601;-42.75;-14.25;2017-07-11 17:00:00;9.215;889.167;18.416;109.93
4602;-42.75;-14.25;2017-07-11 18:00:00;10.308;887.0;17.917;112.68
4603;-42.75;-14.25;2017-07-11 19:00:00;11.862;887.0;17.55;112.82
4604;-42.75;-14.25;2017-07-11 20:00:00;11.548;887.0;17.2;115.95
4605;-42.75;-14.25;2017-07-11 21:00:00;13.366;887.0;16.566;112.78
4606;-42.75;-14.25;2017-07-11 22:00:00;12.893;887.0;15.85;111.43
4607;-42.75;-14.25;2017-07-11 23:00:00;10.982;887.0;15.183;112.8
4608;-42.75;-14.25;2017-07-12 00:00:00;11.592;887.0;14.834;114.03
4609;-42.75;-14.25;2017-07-12 01:00:00;10.146;887.0;14.75;112.8
4610;-42.75;-14.25;2017-07-12 02:00:00;11.3;886.5;14.566;109.43
4611;-42.75;-14.25;2017-07-12 03:00:00;11.076;886.0;14.55;110.68
4612;-42.75;-14.25;2017-07-12 04:00:00;12.473;886.0;14.184;105.67
4613;-42.75;-14.25;2017-07-12 05:00:00;11.518;886.834;13.767;105.12
4614;-42.75;-14.25;2017-07-12 06:00:00;12.288;887.0;13.8;103.23
4615;-42.75;-14.25;2017-07-12 07:00:00;11.876;887.834;13.817;104.47
4616;-42.75;-14.25;2017-07-12 08:00:00;10.727;888.666;14.067;106.0
4617;-42.75;-14.25;2017-07-12 09:00:00;10.643;889.0;13.967;115.95
4618;-42.75;-14.25;2017-07-12 10:00:00;10.797;889.0;14.134;113.57
4619;-42.75;-14.25;2017-07-12 11:00:00;10.407;889.0;15.384;112.6
4620;-42.75;-14.25;2017-07-12 12:00:00;9.858;890.166;17.367;112.57
4621;-42.75;-14.25;2017-07-12 13:00:00;10.852;890.666;18.867;114.03
4622;-42.75;-14.25;2017-07-12 14:00:00;11.128;889.666;19.933;118.18
4623;-42.75;-14.25;2017-07-12 15:00:00;10.83;890.5;20.583;116.23
4624;-42.75;-14.25;2017-07-12 16:00:00;10.785;889.0;20.734;116.55
4625;-42.75;-14.25;2017-07-12 17:00:00;12.154;887.5;20.05;108.65
4626;-42.75;-14.25;2017-07-12 18:00:00;12.605;887.5;18.917;114.63
4627;-42.75;-14.25;2017-07-12 19:00:00;12.54;888.0;17.684;119.32
4628;-42.75;-14.25;2017-07-12 20:00:00;12.128;888.0;16.234;118.78
4629;-42.75;-14.25;2017-07-12 21:00:00;12.845;889.0;15.817;117.32
4630;-42.75;-14.25;2017-07-12 22:00:00;12.26;889.0;15.3;115.4
4631;-42.75;-14.25;2017-07-12 23:00:00;11.124;889.0;14.834;115.85
4632;-42.75;-14.25;2017-07-13 00:00:00;10.01;888.334;14.366;115.53
4633;-42.75;-14.25;2017-07-13 01:00:00;10.869;887.5;14.2;118.72
4634;-42.75;-14.25;2017-07-13 02:00:00;12.675;887.0;14.2;121.3
4635;-42.75;-14.25;2017-07-13 03:00:00;12.202;887.0;14.034;127.05
4636;-42.75;-14.25;2017-07-13 04:00:00;12.14;887.0;13.716;127.35
4637;-42.75;-14.25;2017-07-13 05:00:00;11.905;887.0;13.434;125.5
4638;-42.75;-14.25;2017-07-13 06:00:00;11.848;887.334;13.4;121.85
4639;-42.75;-14.25;2017-07-13 07:00:00;10.958;888.0;13.234;119.87
4640;-42.75;-14.25;2017-07-13 08:00:00;10.936;889.0;13.216;119.45
4641;-42.75;-14.25;2017-07-13 09:00:00;9.895;889.5;13.35;116.2
4642;-42.75;-14.25;2017-07-13 10:00:00;10.362;889.834;14.5;110.97
4643;-42.75;-14.25;2017-07-13 11:00:00;10.775;890.0;16.15;105.18
4644;-42.75;-14.25;2017-07-13 12:00:00;10.035;889.0;17.433;101.48
4645;-42.75;-14.25;2017-07-13 13:00:00;10.26;888.0;18.6;104.6
4646;-42.75;-14.25;2017-07-13 14:00:00;10.27;887.834;19.284;109.82
4647;-42.75;-14.25;2017-07-13 15:00:00;9.815;887.667;19.834;102.78
4648;-42.75;-14.25;2017-07-13 16:00:00;8.95;887.0;19.434;106.17
4649;-42.75;-14.25;2017-07-13 17:00:00;10.062;887.0;18.717;108.4
4650;-42.75;-14.25;2017-07-13 18:00:00;9.842;887.0;18.1;105.58
4651;-42.75;-14.25;2017-07-13 19:00:00;10.854;887.834;17.2;121.53
4652;-42.75;-14.25;2017-07-13 20:00:00;9.694;888.0;15.95;119.8
4653;-42.75;-14.25;2017-07-13 21:00:00;9.772;888.834;15.217;110.82
4654;-42.75;-14.25;2017-07-13 22:00:00;10.708;889.0;14.516;108.27
4655;-42.75;-14.25;2017-07-13 23:00:00;10.17;888.166;14.0;109.2
4656;-42.75;-14.25;2017-07-14 00:00:00;9.826;888.0;13.35;110.78
4657;-42.75;-14.25;2017-07-14 01:00:00;9.53;887.5;12.817;110.5
4658;-42.75;-14.25;2017-07-14 02:00:00;8.962;887.0;12.216;111.87
4659;-42.75;-14.25;2017-07-14 03:00:00;7.852;887.0;11.784;118.22
4660;-42.75;-14.25;2017-07-14 04:00:00;8.177;887.0;11.35;124.55
4661;-42.75;-14.25;2017-07-14 05:00:00;6.79;887.0;11.134;129.3
4662;-42.75;-14.25;2017-07-14 06:00:00;7.276;887.0;10.9;131.83
4663;-42.75;-14.25;2017-07-14 07:00:00;8.142;888.0;10.833;125.73
4664;-42.75;-14.25;2017-07-14 08:00:00;9.488;888.5;10.966;121.1
4665;-42.75;-14.25;2017-07-14 09:00:00;9.798;889.5;11.434;119.72
4666;-42.75;-14.25;2017-07-14 10:00:00;9.145;890.0;14.234;117.88
4667;-42.75;-14.25;2017-07-14 11:00:00;9.495;890.0;15.85;115.13
4668;-42.75;-14.25;2017-07-14 12:00:00;9.09;889.166;16.817;114.32
4669;-42.75;-14.25;2017-07-14 13:00:00;9.08;888.666;17.467;109.78
4670;-42.75;-14.25;2017-07-14 14:00:00;9.155;888.0;17.084;112.35
4671;-42.75;-14.25;2017-07-14 15:00:00;10.332;887.166;16.816;103.32
4672;-42.75;-14.25;2017-07-14 16:00:00;8.68;887.0;16.583;115.88
4673;-42.75;-14.25;2017-07-14 17:00:00;7.705;887.0;15.366;96.3
4674;-42.75;-14.25;2017-07-14 18:00:00;8.732;887.0;15.166;108.97
4675;-42.75;-14.25;2017-07-14 19:00:00;9.378;887.0;14.934;97.52
4676;-42.75;-14.25;2017-07-14 20:00:00;11.198;887.666;14.584;106.3
4677;-42.75;-14.25;2017-07-14 21:00:00;13.328;888.0;13.234;110.35
4678;-42.75;-14.25;2017-07-14 22:00:00;11.672;888.0;13.134;109.3
4679;-42.75;-14.25;2017-07-14 23:00:00;10.808;888.0;13.284;111.52
4680;-42.75;-14.25;2017-07-15 00:00:00;10.915;888.0;13.05;112.45
4681;-42.75;-14.25;2017-07-15 01:00:00;9.868;887.334;12.5;119.1
4682;-42.75;-14.25;2017-07-15 02:00:00;9.971;887.666;11.766;118.25
4683;-42.75;-14.25;2017-07-15 03:00:00;11.025;887.0;11.45;124.0
4684;-42.75;-14.25;2017-07-15 04:00:00;9.808;887.0;11.4;125.42
4685;-42.75;-14.25;2017-07-15 05:00:00;10.055;887.0;11.384;122.23
4686;-42.75;-14.25;2017-07-15 06:00:00;10.914;887.0;11.284;114.45
4687;-42.75;-14.25;2017-07-15 07:00:00;9.674;887.334;11.35;112.48
4688;-42.75;-14.25;2017-07-15 08:00:00;10.333;888.0;11.6;109.18
4689;-42.75;-14.25;2017-07-15 09:00:00;11.647;888.0;12.05;106.72
4690;-42.75;-14.25;2017-07-15 10:00:00;12.752;888.0;13.15;109.03
4691;-42.75;-14.25;2017-07-15 11:00:00;11.986;888.5;15.567;107.07
4692;-42.75;-14.25;2017-07-15 12:00:00;12.115;888.834;17.034;102.33
4693;-42.75;-14.25;2017-07-15 13:00:00;11.241;888.0;18.016;100.28
4694;-42.75;-14.25;2017-07-15 14:00:00;11.395;887.666;18.8;99.2
4695;-42.75;-14.25;2017-07-15 15:00:00;11.17;888.166;19.25;97.4
4696;-42.75;-14.25;2017-07-15 16:00:00;11.384;888.0;19.3;97.6
4697;-42.75;-14.25;2017-07-15 17:00:00;11.794;887.166;18.9;95.48
4698;-42.75;-14.25;2017-07-15 18:00:00;10.726;887.0;18.083;93.78
4699;-42.75;-14.25;2017-07-15 19:00:00;10.01;887.666;17.5;87.12
4700;-42.75;-14.25;2017-07-15 20:00:00;12.586;888.0;16.617;97.62
4701;-42.75;-14.25;2017-07-15 21:00:00;14.252;888.334;15.65;101.82
4702;-42.75;-14.25;2017-07-15 22:00:00;13.922;888.666;14.75;107.83
4703;-42.75;-14.25;2017-07-15 23:00:00;13.988;888.0;13.834;110.57
4704;-42.75;-14.25;2017-07-16 00:00:00;14.962;888.0;13.416;102.43
4705;-42.75;-14.25;2017-07-16 01:00:00;15.692;887.334;13.084;100.48
4706;-42.75;-14.25;2017-07-16 02:00:00;14.658;887.0;12.8;99.22
4707;-42.75;-14.25;2017-07-16 03:00:00;15.446;886.834;12.6;98.87
4708;-42.75;-14.25;2017-07-16 04:00:00;14.422;887.0;12.584;100.32
4709;-42.75;-14.25;2017-07-16 05:00:00;11.764;887.0;12.584;102.53
4710;-42.75;-14.25;2017-07-16 06:00:00;12.524;887.0;12.533;101.85
4711;-42.75;-14.25;2017-07-16 07:00:00;12.275;887.834;12.4;104.12
4712;-42.75;-14.25;2017-07-16 08:00:00;12.029;888.834;12.516;106.07
4713;-42.75;-14.25;2017-07-16 09:00:00;12.605;889.334;13.1;101.5
4714;-42.75;-14.25;2017-07-16 10:00:00;10.554;890.0;14.8;107.73
4715;-42.75;-14.25;2017-07-16 11:00:00;10.184;889.834;16.016;99.25
4716;-42.75;-14.25;2017-07-16 12:00:00;11.106;889.166;17.6;97.48
4717;-42.75;-14.25;2017-07-16 13:00:00;11.952;889.0;18.3;98.13
4718;-42.75;-14.25;2017-07-16 14:00:00;10.95;888.334;18.916;94.88
4719;-42.75;-14.25;2017-07-16 15:00:00;11.035;889.167;19.35;99.33
4720;-42.75;-14.25;2017-07-16 16:00:00;12.33;888.166;19.316;90.2
4721;-42.75;-14.25;2017-07-16 17:00:00;12.375;887.334;19.084;90.58
4722;-42.75;-14.25;2017-07-16 18:00:00;11.097;887.0;18.716;92.62
4723;-42.75;-14.25;2017-07-16 19:00:00;12.692;887.166;18.334;96.92
4724;-42.75;-14.25;2017-07-16 20:00:00;13.756;887.666;17.734;100.32
4725;-42.75;-14.25;2017-07-16 21:00:00;13.282;888.0;16.5;98.17
4726;-42.75;-14.25;2017-07-16 22:00:00;13.212;888.0;15.6;101.25
4727;-42.75;-14.25;2017-07-16 23:00:00;13.412;888.0;15.0;99.9
4728;-42.75;-14.25;2017-07-17 00:00:00;13.31;887.5;14.75;99.02
4729;-42.75;-14.25;2017-07-17 01:00:00;13.112;886.666;14.5;102.28
4730;-42.75;-14.25;2017-07-17 02:00:00;12.655;886.0;14.466;104.65
4731;-42.75;-14.25;2017-07-17 03:00:00;12.811;886.0;14.084;105.93
4732;-42.75;-14.25;2017-07-17 04:00:00;12.223;886.0;13.95;106.47
4733;-42.75;-14.25;2017-07-17 05:00:00;11.792;886.0;13.9;105.7
4734;-42.75;-14.25;2017-07-17 06:00:00;12.095;886.166;13.717;103.3
4735;-42.75;-14.25;2017-07-17 07:00:00;11.966;887.0;13.616;98.93
4736;-42.75;-14.25;2017-07-17 08:00:00;11.831;887.334;13.784;99.83
4737;-42.75;-14.25;2017-07-17 09:00:00;11.75;888.834;14.084;102.27
4738;-42.75;-14.25;2017-07-17 10:00:00;11.495;889.0;15.417;102.02
4739;-42.75;-14.25;2017-07-17 11:00:00;10.632;889.0;17.15;99.58
4740;-42.75;-14.25;2017-07-17 12:00:00;11.175;889.5;18.367;103.72
4741;-42.75;-14.25;2017-07-17 13:00:00;11.054;890.834;19.433;100.2
4742;-42.75;-14.25;2017-07-17 14:00:00;10.963;889.667;19.934;95.88
4743;-42.75;-14.25;2017-07-17 15:00:00;10.76;889.0;20.334;98.92
4744;-42.75;-14.25;2017-07-17 16:00:00;10.862;887.833;20.534;101.22
4745;-42.75;-14.25;2017-07-17 17:00:00;10.117;887.0;20.2;97.9
4746;-42.75;-14.25;2017-07-17 18:00:00;9.925;887.0;19.234;94.33
4747;-42.75;-14.25;2017-07-17 19:00:00;12.866;888.0;16.95;102.93
4748;-42.75;-14.25;2017-07-17 20:00:00;12.126;887.666;15.35;100.55
4749;-42.75;-14.25;2017-07-17 21:00:00;11.207;887.334;14.566;102.22
4750;-42.75;-14.25;2017-07-17 22:00:00;11.072;887.166;13.834;106.05
4751;-42.75;-14.25;2017-07-17 23:00:00;10.358;887.0;12.984;106.77
4752;-42.75;-14.25;2017-07-18 00:00:00;9.492;887.834;12.9;115.0
4753;-42.75;-14.25;2017-07-18 01:00:00;8.628;887.0;12.616;113.83
4754;-42.75;-14.25;2017-07-18 02:00:00;8.647;886.334;12.384;114.3
4755;-42.75;-14.25;2017-07-18 03:00:00;7.234;886.0;11.967;121.23
4756;-42.75;-14.25;2017-07-18 04:00:00;7.035;886.0;11.566;120.95
4757;-42.75;-14.25;2017-07-18 05:00:00;8.06;886.0;11.366;116.57
4758;-42.75;-14.25;2017-07-18 06:00:00;8.665;886.0;11.116;111.93
4759;-42.75;-14.25;2017-07-18 07:00:00;6.495;887.0;11.2;105.35
4760;-42.75;-14.25;2017-07-18 08:00:00;6.418;888.166;12.1;94.05
4761;-42.75;-14.25;2017-07-18 09:00:00;6.451;889.0;12.9;93.57
4762;-42.75;-14.25;2017-07-18 10:00:00;6.3;889.5;14.5;101.7
4763;-42.75;-14.25;2017-07-18 11:00:00;6.685;889.5;16.317;121.7
4764;-42.75;-14.25;2017-07-18 12:00:00;6.264;889.166;17.584;113.78
4765;-42.75;-14.25;2017-07-18 13:00:00;5.95;889.666;18.466;123.15
4766;-42.75;-14.25;2017-07-18 14:00:00;4.446;889.5;19.184;127.53
4767;-42.75;-14.25;2017-07-18 15:00:00;5.317;889.0;19.683;132.12
4768;-42.75;-14.25;2017-07-18 16:00:00;5.368;888.0;19.6;124.1
4769;-42.75;-14.25;2017-07-18 17:00:00;7.158;886.0;18.816;111.3
4770;-42.75;-14.25;2017-07-18 18:00:00;8.102;886.0;18.6;107.43
4771;-42.75;-14.25;2017-07-18 19:00:00;8.277;887.0;18.3;105.08
4772;-42.75;-14.25;2017-07-18 20:00:00;8.1;887.0;18.166;102.55
